,H2,H3,H6,H7,H8,W1,W10,W6,W7,W9
ENSSSCT00000060705,3.191465742,1.137676645,3.276317333,0.324019226,0.186188731,0.598101478,0.175985459,0,0.86506957,0.396294632
ENSSSCT00000060713,3.191612828,1.169703309,0,0,0,5.439641235,0,0,0,0
ENSSSCT00000060808,51.30748778,34.93565381,59.49017716,24.3955452,121.5700171,56.88433673,161.1014314,32.88289782,47.07349038,51.54684561
ENSSSCT00000060829,5.975864253,6.3459596,10.27402597,31.55707208,28.32616533,9.070524298,14.0328809,12.00229013,6.527967173,6.22750663
ENSSSCT00000060879,0,0,0,0,0.476892657,0,0,0,0,0
ENSSSCT00000060905,27.61335665,14.18389676,5.217977823,8.951059854,42.30007162,5.814596603,6.982258899,4.0734083,5.589016214,12.61536496
ENSSSCT00000060924,0,0,1.283054596,0,0,0,0,0,0,0
ENSSSCT00000060981,1.218251968,0,0,0,0,0,0,0,0,0
ENSSSCT00000061010,0,0,12.21298601,1.049605929,17.71608665,5.54439991,0.22606985,0,0,0.430358782
ENSSSCT00000061017,0,0,0,0,4.055303424,0,0,0.104023478,0,0
ENSSSCT00000061020,0,0,0,0,0,0,0,0.168300978,0,0
ENSSSCT00000061031,0,0,0,0,0.192688603,1.103542534,0.59106572,0.070569991,1.960971897,0.921221332
ENSSSCT00000061056,77.09710834,96.5463766,95.13225329,71.56412145,128.8063276,73.76883379,71.20330722,39.34450935,101.3591754,57.51092602
ENSSSCT00000061101,127.8748208,36.64768458,23.24655129,23.07407779,27.23028341,29.49141429,12.19791341,13.4077757,39.2685369,18.67882447
ENSSSCT00000061180,6.312298617,1.388302263,1.477878266,3.657399561,7.791329384,1.499167494,0,1.294768327,3.143554167,10.38901596
ENSSSCT00000061182,0,46.36641058,15.1632183,6.471721647,11.68679273,15.15907224,0.807139173,6.742007802,4.39796712,5.360039389
ENSSSCT00000061255,0,1.110278348,0,0.408267311,0.918114209,0.547365036,0,0,0,0
ENSSSCT00000061265,0.947041018,25.5144966,30.8535019,19.61697462,10.98862331,2.835533932,7.267990941,13.56631453,9.584920462,12.5833937
ENSSSCT00000061347,8.915662087,0,5.682150685,19.57090362,7.311117793,39.75846019,0.429284676,20.71282012,29.56210798,29.82284042
ENSSSCT00000061349,0,3.76876066,6.1249185,0,3.482689453,0,0,0,0,0.01714011
ENSSSCT00000061382,0,16.32508496,10.91051214,16.37464129,5.240597804,2.970668731,1.272161261,21.68237471,4.82563338,0.722359301
ENSSSCT00000061477,0,44.29468199,0,0,0,0,0,0,0.175054251,0.157143481
ENSSSCT00000061485,0,0,0,0,0,0.802675909,0,0,0,0
ENSSSCT00000061502,0,391.0291052,113.0399091,0,103.8809558,0,0.636480559,0.109106581,0.644021879,0.350842593
ENSSSCT00000061527,4.097080494,4.201950431,11.60417366,7.899505739,14.41159037,6.745027664,4.832320437,27.17433073,11.16494701,37.0677994
ENSSSCT00000061561,0,0,0,0,0,0,0,0,0,0.226824512
ENSSSCT00000061600,0,164.8727145,0,0,0,0,0.268299439,1.408299777,0.250426964,0.551144968
ENSSSCT00000061665,0,0,0,0,0.311605152,0,0,0,0,0.037903004
ENSSSCT00000061671,0,0,8.992715374,0,0,0,0,0,0,0
ENSSSCT00000061685,0,0.547742169,2.19380715,0.886137531,1.100773452,10.41197694,2.605431235,0,1.767312251,0.300314561
ENSSSCT00000061755,0,0,0,1.460029975,0,0,0,0,0,0
ENSSSCT00000061807,11.39058706,8.634994606,29.35006282,9.359970473,20.26002067,37.8469213,10.71724825,1.156293513,22.78534786,9.019122817
ENSSSCT00000061834,1.924166751,0,0.321052701,0.599991994,0,0,0,0,0,0
ENSSSCT00000061851,14.16459553,169.5804481,37.6170412,52.05331111,70.56617599,13.54695329,8.111303017,4.145152028,32.4646039,21.81673032
ENSSSCT00000061918,0.440445387,0.377572874,0,0.148558014,0.384922429,0.244903389,0.188987564,0,0.174110548,0.268029288
ENSSSCT00000061936,3.616382997,8.961595712,1.273574344,1.843581831,10.5766681,3.183707857,2.19380715,3.423358389,11.47594545,3.635398428
ENSSSCT00000061974,0,0,0,0,0.578940962,0,0,0,0,0
ENSSSCT00000061982,0,0,0,0,0,0,0,0,0,0.041548765
ENSSSCT00000061995,0,0.685661366,1.919485409,3.211794144,2.136037503,10.04922484,1.199490321,3.783574414,4.034202655,3.155590474
ENSSSCT00000062052,0,0,0,0,9.350710987,0,0.301504538,0,0,0.152401821
ENSSSCT00000062058,10.32821922,9.666228281,23.6924636,44.00039082,18.99386912,116.2798466,9.71290217,178.7642596,288.065531,12.17260548
ENSSSCT00000062064,0,0,2.54453812,5.454425687,0,9.269661382,0.233553777,0.400867599,0.275240192,32.66983761
ENSSSCT00000062126,10.62477405,5.874285918,12.83221898,3.01410968,4.92907552,3.036257536,6.55305955,1.02093796,4.003690745,7.438663299
ENSSSCT00000062142,0,0,0,338.696961,0,0,0,0,0.388119146,0
ENSSSCT00000062158,64.84882397,85.31679472,0,0,0,0,0,0,0.187457302,0
ENSSSCT00000062201,11.29026896,33.25653001,31.38083405,28.14049388,36.0054181,12.83512369,14.09743986,17.94628481,51.02452242,93.53465167
ENSSSCT00000062251,0,0,0.798689456,0,0.946200812,1.593808962,0.378388527,0.661794898,0.276850076,72.38570549
ENSSSCT00000062428,126.4009251,1719.525636,5230.488455,218.4225132,1176.019518,469.3281026,780.3490151,859.0598951,760.4086397,3752.050581
ENSSSCT00000062439,24.11284009,0,1.705709777,0,1.02600403,14.56840287,0.487916194,0.960361972,9.43008056,14.18275277
ENSSSCT00000062455,12.95421798,1.999459229,2.212232299,0,0.557201373,1.380281772,0,0,0,0
ENSSSCT00000062457,72.20892257,47.68969279,41.19949337,219.3448345,72.76446098,96.00238244,30.43226422,75.08487743,21.00225021,19.97935246
ENSSSCT00000062468,0,0,0,0,0.937308735,0,0,0,0,0
ENSSSCT00000062480,0,0,0,0,0,0,0,0,0.095946136,0.071515953
ENSSSCT00000062541,6.853836548,17.45063126,24.85673278,20.89403075,13.35579623,10.17989412,13.66680575,2.550321219,40.77501307,6.998774271
ENSSSCT00000062554,0,0,0,0,0,3.10360473,0,0,0,0
ENSSSCT00000062574,0,8.711974837,4.764077524,4.003638114,9.510527858,1.604282988,0.563906443,0.123586911,3.285904515,9.185158408
ENSSSCT00000062593,0.518074722,0,0.192936297,0,1.937713534,0.294078374,0,0.166068036,0,0.822980875
ENSSSCT00000062607,0,0,0,1.458427289,5.350981788,4.719570222,0.427564333,1.634646835,2.130865402,7.762461881
ENSSSCT00000062643,0,0,0,0,130.565062,0,0.096745335,0.150786823,0,0.162431136
ENSSSCT00000062695,0,0.345830954,0,0,0,0,0,0,0,0
ENSSSCT00000062713,0,0,0.837761977,0,0,0,0,0,0,0
ENSSSCT00000062740,1632.310045,25.18465592,303.4398267,437.0861664,198.5241401,97.14456097,71.7820089,39.28217601,152.0662608,373.5372118
ENSSSCT00000062750,2.779791629,4.13791611,1.912722344,3.853640607,4.792793587,1.688422949,1.445931631,0.05227619,1.025346891,0.992089815
ENSSSCT00000062792,0,0,1.667930283,0,0,0,0,0,0,0
ENSSSCT00000062802,0,0.784788164,0,0,0,0,0,0,0,0
ENSSSCT00000062825,0,0,0,208.6108189,229.2205994,0,0,0.286297458,0.298561183,0.718027612
ENSSSCT00000062856,2.283687661,2.086212403,8.193211598,2.548193601,4.421826993,2.72030259,1.429278931,3.110298034,0.99013963,2.646096548
ENSSSCT00000062885,0,0,3.841356557,0,0,0,0,0,0,0
ENSSSCT00000062963,12.48258612,0,1.875778706,2.142308984,8.603243434,12.22566123,0.104305281,2.313653351,8.425215163,4.954703634
ENSSSCT00000063004,1.434598778,0,0,0,0,4.365785169,0,0,0,0.231400914
ENSSSCT00000063103,74.84039785,0,0,94.52281945,0,0,0.089744872,0.387267836,0.501744464,0.322849065
ENSSSCT00000063110,0,0,0,15.16234666,0,0,0,0,0,0
ENSSSCT00000063115,0,0,0.559707677,1.059015739,0.106561595,0.898737383,0,0.103681271,1.682074076,0.355531327
ENSSSCT00000063139,0,0,0.435114732,0.432104887,0,0.332956406,0,0,0,0
ENSSSCT00000063205,0,0,0,0,2.477313221,0,0,0,0,0
ENSSSCT00000063237,583.2890298,4071.325238,1473.189142,2541.846341,6838.867273,0,0.186784916,0.133556115,0.197711204,0.472765506
ENSSSCT00000063247,0.273711898,0.403129955,0.120177317,0,0.554428425,0.154496,0.06337215,0,0.095165636,0.201589086
ENSSSCT00000063289,0,0,0,0,1.244414369,1.982762185,0.078084871,0.391441885,13.64508146,7.88926802
ENSSSCT00000063298,19.3125702,2.920559964,21.74864855,96.86235839,4.603038991,5.491006954,1.951085473,2.129198799,10.30753784,12.40864236
ENSSSCT00000063372,0,0.307476909,0,0.583896132,0.553768047,1.151134761,0.598561415,0.058089396,0.483622101,0.973352442
ENSSSCT00000063424,0,8.316182562,3.948464627,3.520371882,1.247896743,1.651248233,0.140779688,0.069269392,0.947189056,2.244509694
ENSSSCT00000063469,0.190514831,0.531185309,0.951556322,0.235689549,0.929972379,3.221795317,0.436538551,0.42015804,0.203777213,0.069388114
ENSSSCT00000063496,0,0,0,0,0.896619716,0,0,0,0,0
ENSSSCT00000063538,0,943.2993967,163.1825946,761.7306319,408.036767,0,0.612025958,0.28167596,0.6949327,0.178228477
ENSSSCT00000063541,0,0,3.130139119,0,0,0,0,0,0,0
ENSSSCT00000063594,0,0,0,0,0,37.79152463,8.859937122,0,3.774144541,7.010876263
ENSSSCT00000063597,963.2829336,5848.021995,4264.366714,605.4618598,2086.080851,515.9754202,548.380789,2318.692089,709.7084705,1332.193259
ENSSSCT00000063601,0,0,0,0,0,0,0,0,0.117811676,0.11066044
ENSSSCT00000063647,139.8330272,16.18130816,14.22749057,23.92005107,11.18069375,5.27071873,6.349697604,7.078713594,22.99862573,31.40335291
ENSSSCT00000063683,12.47367191,0.701498728,3.461957275,0.300536591,0.274052429,0.425750781,0,0,0,0.077308568
ENSSSCT00000063693,0,0,8.715318597,0,0,0,0,0,0.055435904,0
ENSSSCT00000063710,0,0,0,0,0,0,0.634274058,0,1.065381367,2.296655512
ENSSSCT00000063720,0,0,0,0,0,0,0.076860426,0.676269809,0.193678423,0.350428168
ENSSSCT00000063742,29.2328772,240.5945537,154.410798,171.6044704,63.29488012,97.01777762,39.24437371,4.973852274,47.96484279,98.32094712
ENSSSCT00000063743,0,0.25671121,1.565836914,0,0.571561168,0,0,0,0,0
ENSSSCT00000063761,0.456992948,4.198225018,5.422569521,3.420219687,5.57503248,1.750163683,1.761198928,0.189211911,4.539934466,7.993413172
ENSSSCT00000063877,0,1.404407488,3.134784932,0,3.170133078,2.4681452,0.427773588,0.051889005,0.260676037,0.369292977
ENSSSCT00000063954,20.9183684,12.34099339,18.42615365,7.760210865,7.839017905,6.287979602,4.496097275,13.65612463,13.12900016,20.18272598
ENSSSCT00000063996,0,0,0,0.87212621,0,0,0,0,0,0
ENSSSCT00000064064,11.87811992,1.237628097,1.610897659,1.115503058,13.19191944,4.808002702,0.131718282,0.740508912,2.8924973,0.915870762
ENSSSCT00000064111,0,0,4.388358315,0,0,1.146423385,0,0,0,0
ENSSSCT00000064145,0,1.305404556,0,3.385394134,3.362386117,15.41911609,0.156520848,0,3.576604069,5.36544308
ENSSSCT00000064159,0,0,0,0,1.596672863,0,0,0,0,0
ENSSSCT00000064161,1.62891459,0,0,3.969465705,0,0,0,0,0,0
ENSSSCT00000064255,14.84693066,18.45888491,11.7507527,37.65294571,159.0706444,28.14494693,25.52128025,18.27657352,67.33864828,13.72971017
ENSSSCT00000064364,1.271665324,11.97786678,4.396394407,5.068730607,4.253264933,8.33456327,0.219985553,0,6.664447487,11.12577876
ENSSSCT00000064435,3.236049506,0.633026174,5.764131486,5.885384618,9.544752996,2.958827535,5.531294621,1.815343842,8.820903972,14.73419554
ENSSSCT00000064442,1.11594137,0,0.709955027,0.488869437,0.157281254,2.151568778,0.1363518,0,0.055673656,0.123547271
ENSSSCT00000064491,0,0,0,0,0,0,0,1.146669071,0,1.568848161
ENSSSCT00000064508,0,0,0,0,0,0,0.393566973,0,0.239587934,0.647985742
ENSSSCT00000064534,1.269434553,6.793246781,5.934310071,1.824761968,1.589266673,5.262212691,3.879952135,1.922806948,3.066554676,1.183934971
ENSSSCT00000064552,0,1.359091418,2.516240869,5.060599926,0,2.771815303,0,0,0,0
ENSSSCT00000064583,0.576201454,0.749942152,0.185641859,0.139461575,0.631984435,0.622096225,0,0.037402682,0,0
ENSSSCT00000064683,0,0,0,0,0,0,0.121991999,0,0.201138558,0.067362087
ENSSSCT00000064684,0,0,0,0,4.991189276,0,0,0,0,0.065255409
ENSSSCT00000064744,1.008621571,29.52024405,1.598913884,6.339652732,11.21374031,5.499100766,4.573488707,10.07032276,12.73847999,35.44626284
ENSSSCT00000064790,0,1.960131169,0,0,0,0,0,0,0,0
ENSSSCT00000064808,0,0,4.979726708,0.432488227,0,0.532676848,0,0,0,0
ENSSSCT00000064817,35.99796849,35.26398584,54.12890705,65.7283318,122.9650173,20.8528022,24.93246759,34.66263618,54.88875552,135.6090775
ENSSSCT00000064831,87.09684319,0,9.59686951,0,0,0,0,0.453306008,0,0.306308831
ENSSSCT00000064857,28.58563172,0,10.65524056,0,1.85893862,15.98476483,0.252252294,0.552785048,30.78537149,8.061809119
ENSSSCT00000064863,754.5753023,145.3622892,180.3032795,2410.846692,1623.009408,0,0.291738139,0.469248314,0.363665774,0.139613745
ENSSSCT00000064969,133.6508097,0,0,0,0,0,0.285740748,0,0.943443102,0.806299391
ENSSSCT00000064981,6.767114609,5.010238677,0,0,0,2.586760885,0,0,0,0
ENSSSCT00000065063,0,0,0,0,0,0,0,0,0,0.340598177
ENSSSCT00000065104,5.698658625,10.67617571,33.76729598,14.33093676,21.44647836,7.262545168,7.870920885,6.643440437,10.4978474,9.865645965
ENSSSCT00000065175,0,0,0,3.276119896,0,61.59015207,0.499834539,0.245702319,3.967730559,0.754754482
ENSSSCT00000065211,0,0,0,1.551864746,0,1.706552087,0,0,0,0
ENSSSCT00000065212,6.487641858,2.693937279,10.58118268,2.201817567,1.837024666,5.191481466,0.472348876,4.312244374,4.403635133,4.438863933
ENSSSCT00000065252,0,0,0,0,4.763114591,0,0,0,0.033453546,0
ENSSSCT00000065388,21.37570584,10.46901937,47.53273147,5.109775341,17.69709566,5.187362206,22.89890269,1.437339572,19.61800865,10.83231127
ENSSSCT00000065403,12.15531665,5.568766248,0,31.74403938,29.23751487,7.69203632,0,1.403285849,2.570722584,3.068446179
ENSSSCT00000065411,0,0,0,0,0,9.24837847,0,0,0,0
ENSSSCT00000065415,10.40901016,354.1885807,185.1144173,59.67319093,49.20456093,1947.118676,238.2400462,103.7853728,140.5803138,65.60685012
ENSSSCT00000065585,0,0,0,9.195316688,7.438869537,0,0,0,0,0
ENSSSCT00000065617,0.29387252,4.053685716,0.472867733,2.376533615,14.10247462,2.977615998,0,0,0,0
ENSSSCT00000065628,0,3.480822175,0,0.632309027,0,0.298997285,0,0,0,0
ENSSSCT00000065678,0,0.610756953,0,0,0,0,0,0,0,0
ENSSSCT00000065679,72.62886894,73.73789859,74.11523918,13.66755245,96.52075138,12.82991186,2.567276933,5.67351957,29.82011444,27.37673574
ENSSSCT00000065719,0,0,0,0,0,0,0,0,0,0.362821922
ENSSSCT00000065734,0,61.30292069,24.4341134,96.34514004,25.490159,0,0.274411669,0,0.966271619,0.400817022
ENSSSCT00000065735,18.33862964,0.898756578,3.305072291,4.396178502,4.493862644,3.259337424,2.960609904,1.567623221,6.46881583,3.452608204
ENSSSCT00000065747,6.651644256,0.588329305,1.557139994,0.867069137,5.718371926,2.586750544,0.419314128,0.696904894,2.613653378,1.444556946
ENSSSCT00000065762,0,0.422545822,0.0800984,0,0,0.121215118,0,0,0,0.06256274
ENSSSCT00000065771,0,35.65429792,14.83196288,15.47503708,0,0,0,0.114131643,0,0
ENSSSCT00000065793,20.42680357,29.86668142,5.18177659,21.77672889,18.12860212,9.740143332,4.740573495,2.319940195,8.013375705,18.63289702
ENSSSCT00000065818,0,0,0,0,0,4.360030565,0,0,0,0
ENSSSCT00000065881,0.212659737,0.443633865,1.749770404,0.381283768,0.204134319,0.288229424,0,0,0,0.083693575
ENSSSCT00000065887,0,0,0,0,0,4.962580167,2.588896006,0.134934546,5.330623985,3.529443891
ENSSSCT00000065973,18.52844454,9.244933972,31.62281598,0,14.8152106,2.854721281,2.298590049,1.850715506,2.883320596,2.125068806
ENSSSCT00000065978,0,1.30767275,0,2.44548829,0,0,0,0,0,0
ENSSSCT00000066003,0,0,0,0,0,0,0,0,0,0.085470927
ENSSSCT00000066035,0,0.778578571,0,0,0,0.655795913,0,0,0.048289968,0.54282561
ENSSSCT00000066057,45.8157362,126.802237,13.60885385,130.2954829,50.703791,11.01690764,13.16519548,97.2005846,34.39528436,4.264952717
ENSSSCT00000066081,0,0,0,0,0.339221151,0,0,0,0,0
ENSSSCT00000066099,118.5045936,206.5404466,107.9879495,275.5918707,745.2344523,661.9579533,0,0,0,0
ENSSSCT00000066139,12.13186898,3.545465675,2.764030407,2.550990564,9.736416892,4.622582226,1.751228515,7.231945118,7.812845039,3.334881295
ENSSSCT00000066146,0.096966984,0,0,0,0,0,0,0,0,0.071998249
ENSSSCT00000066192,2.298091273,0.896998766,1.035674475,0.952181317,4.145887858,0.468651391,0,0,0,0.092179879
ENSSSCT00000066263,0,7.575780776,29.38294911,5.86253144,8.78805349,10.5876826,1.009827379,2.070186394,11.65417094,23.56277774
ENSSSCT00000066303,6.078982366,3.648330287,9.996690789,1.514414938,3.854499781,7.193462467,1.571108246,4.753039869,19.20234045,5.788671691
ENSSSCT00000066332,0,1.279991087,0,0,0,0,0,0,0,0
ENSSSCT00000066365,0,0,0,0,0,0,0,0,0.138725349,0
ENSSSCT00000066372,0,0,0,0,26.64535508,0,0,0.270128627,0,0
ENSSSCT00000066389,0,2.808652295,0,0,0,0,0,0,0,0
ENSSSCT00000066437,0.318244418,0.470820892,0.270869889,0.289242032,0.326889073,0.413598231,0,0,0.012870262,0
ENSSSCT00000066458,0,0.264349269,0.488064108,0.508844783,0.287461194,0,0,0,0,0
ENSSSCT00000066460,0,0,0,0.328595357,0,0,0,0,0,0.034076425
ENSSSCT00000066518,0,0.260139582,0,0,0,0.956418407,0.228715275,0,0,0
ENSSSCT00000066568,0,0,0,0.229883408,0,2.083387689,0,0,0,0
ENSSSCT00000066630,0.361010198,0.370000223,0.67555762,0.384291581,0.809508246,0.350921742,0.015306392,0.077432471,0.010682865,0.020099189
ENSSSCT00000066635,33.20676725,6.29487551,56.7184016,18.35614219,10.69258098,22.7637263,2.109381155,36.72302545,12.0862207,5.338968854
ENSSSCT00000066637,0,18.1680901,4.956339028,4.121890632,4.118507678,9.989941336,3.649523936,6.456981296,18.00588566,7.958955275
ENSSSCT00000066651,33.6612455,73.05143903,6.435503922,0,20.69398312,0,0,0,0,0.067732152
ENSSSCT00000066664,0,1.573572998,1.070318903,0.518887806,1.892591468,0.270300008,0,0,0,0
ENSSSCT00000066684,0,0.497871839,0.426395733,0.849680489,1.404093559,0.916260045,0,0,0,0
ENSSSCT00000066697,0,0,0,0,0.455253392,0,0.082505869,0.507500662,0.046272615,0.04910081
ENSSSCT00000066710,3.2479787,9.860436669,4.210635449,3.523882134,48.49195473,3.572416084,3.955299568,1.214383924,5.431117312,9.821253356
ENSSSCT00000066711,2.859535523,30.77344082,19.58556167,14.11576193,10.26253685,14.6303104,0.998225949,0,25.40231971,58.54692183
ENSSSCT00000066720,0,2.186914066,0,0,5.310895666,0,0,0,0,0
ENSSSCT00000066721,0,0,0,0,0,0,0,0.165769197,0,0.081397847
ENSSSCT00000066722,2.432264449,1.059727905,4.490587352,0,0,0.535563886,0.284853397,0.0753933,0.131091305,0
ENSSSCT00000066725,0,0,0,0,0,0,0.349164455,0,0.234779845,0.167419184
ENSSSCT00000066749,0,0,0,0,4.500395135,0,0,0.062445532,0,0
ENSSSCT00000066843,1.394992988,10.85825111,0.798180187,3.935308426,4.749000767,2.870897519,1.662872317,0.042942753,5.81397721,6.50478226
ENSSSCT00000066844,0,0,0,0,1.999424083,0,0,0,0,0
ENSSSCT00000066920,0.344401946,1.107187904,1.417665737,0.618713004,3.44367884,1.093896625,0.064358876,0,2.135544821,0.06618417
ENSSSCT00000066948,0,0.318829151,0.842732521,0.53150438,0.320442377,0.369080024,0.028955215,0.078758292,0.029374212,2.499781607
ENSSSCT00000067022,0,0,6.260992031,0,0,0.955365813,0,0,0,0
ENSSSCT00000067033,0,0.768641179,0.231700401,0.564345909,0.963109944,0.553756027,0.288474126,0.520611595,0.295225654,0.554852651
ENSSSCT00000067046,6.161368768,0,0,0,0,3.396933893,0,0,0,0
ENSSSCT00000067079,11.9113799,22.07308902,7.935058974,46.0832879,8.299147279,10.95962958,1.635985476,5.10376161,26.09279974,4.768744964
ENSSSCT00000067148,0,1.358987179,2.318241068,1.080620289,4.945330084,0.221252211,0.277657683,0.776363027,0.461704009,0.163563591
ENSSSCT00000067200,1.476943923,0,1.456816142,0,0.85287411,1.661768191,0.289133866,0.121185161,0.106336603,0.239617869
ENSSSCT00000067227,41.41577386,311.1172517,32.15286545,31.32988892,138.9962447,11.30193769,13.67971732,89.16615608,77.94796472,48.98488544
ENSSSCT00000067245,0,0,9.479996859,6.872073192,4.741405548,0.944716165,0,0,0,0
ENSSSCT00000067251,0.536693032,0.326964001,1.121923028,0.546431525,1.495560728,0.252146495,0.297327065,0.050955888,0.065778601,0.060651386
ENSSSCT00000067258,0.970964372,0.67927953,0.717881849,0.3223023,1.021349221,0.475325655,0,0.061281321,0.01712696,0
ENSSSCT00000067334,0.87602209,0.485752805,0.662652633,2.910877461,0.52520575,1.303481912,0.322333199,0.718813792,1.533408662,0.498291523
ENSSSCT00000067339,0,0,0,0,0,0,0,0,0.159295843,0.212047612
ENSSSCT00000067417,1.163479353,0.328797263,0.241395664,0.562981784,0.335504643,0.452611245,0,0,0.030363578,0
ENSSSCT00000067456,0,0,5.827583385,4.333683808,1.068286978,12.16532927,1.317516167,0.484141449,2.30619634,5.002089878
ENSSSCT00000067463,0,0,3.207485504,2.219866122,0,0,0,0,0,0.103806343
ENSSSCT00000067473,0,0,0,0,1.014589729,0,0.071100408,0.140238464,0.236827502,0.050022409
ENSSSCT00000067480,0.499779158,1.200407054,0.594081932,0,0.139929685,0.218707497,0,0,0,0
ENSSSCT00000067498,0.172490682,0.153399702,0.058977693,0.284348061,0.744884932,0.195522978,0,0,0.077069977,0.027005541
ENSSSCT00000067527,0.528165362,0.422547733,1.436580814,0.245195724,0.363532855,0.624137263,0.165749211,0.050413196,0.398609396,0.495174702
ENSSSCT00000067533,0,0,0,0,4.51250028,0,0,0,0,0
ENSSSCT00000067569,0,1.140854931,0,0,0,0,0,0,0,0
ENSSSCT00000067575,1.297711828,0,1.290038018,1.64144527,0.346924309,0.772145008,0,0,0,0
ENSSSCT00000067578,8.047934528,8.256389055,19.08459151,6.827203009,2.449946686,6.747475483,1.846134287,0.031531543,22.06626366,24.12749485
ENSSSCT00000067655,0,0.625724775,0.507971249,2.159722512,0.29300999,0.496136006,0,0,0,0
ENSSSCT00000067657,0,3.136881778,0.558566193,0,0.173652979,0.200760039,0,0.301776179,0,0
ENSSSCT00000067709,0,0,0,0.435315647,0,2.395670839,0,0,0,0
ENSSSCT00000067711,0,0,0,0,0,0,0,0,1.006634427,0
ENSSSCT00000067712,2.787227413,5.856308765,15.18754431,0.566799745,5.176589721,1.235932298,1.676053127,0.524320761,1.677879111,1.910567085
ENSSSCT00000067725,1.134345474,1.234222092,1.465360304,1.15560348,3.656648935,2.763642904,0,0,0,0
ENSSSCT00000067727,3.827158837,3.862354931,23.76245929,2.552804975,3.293300612,4.544113259,15.88389641,4.078089277,7.243190628,4.31833618
ENSSSCT00000067770,2.953172706,2.471130436,9.01966656,0,32.85765576,2.291820773,2.559660031,0.388033071,4.667952984,11.30520705
ENSSSCT00000067777,4.834293899,0,9.012638161,0.981334338,0,3.067917282,0.250348142,0.172981386,1.420035393,3.155393374
ENSSSCT00000067808,0,0,1.655080188,0,0,0,0,0,0,0
ENSSSCT00000067856,0,0,0,0,0.337798847,0,0,0,0,0
ENSSSCT00000067863,1.322336706,1.332283596,0.393793851,0.474641952,0.426368108,0.364528532,0,0,0.154923779,0
ENSSSCT00000067866,0,0,0,168.995186,0,0,0,0,0,0.350626023
ENSSSCT00000067888,0,0,0,0,0,0,0.406040769,0,0,0.411539729
ENSSSCT00000067896,37.97100945,118.1984195,0,15.12723795,0,0,1.140074744,0,0.086548852,0.998386783
ENSSSCT00000067899,0,4.268610941,11.00585984,2.057256484,9.75990382,4.390137147,0,0,0,0
ENSSSCT00000067917,0.86675609,0.726176715,3.197365269,0.424296699,0.761823467,2.278131647,0.257538101,0.18022095,1.269571186,3.890597928
ENSSSCT00000067931,82.26453745,29.70429003,78.09531379,0,49.16648444,0,0.107862869,0.308814108,0.215395197,0.21411377
ENSSSCT00000067965,1.189467201,3.463374225,1.262282883,0.222140852,0.453085016,6.132287839,1.005681556,0.735640054,1.526919778,0.59497251
ENSSSCT00000067976,0,0.862241845,0,0.662617733,0,2.504976486,0,0,0,0
ENSSSCT00000067994,5.671802305,0.256254946,0.921625174,0,0,0,0,0,0,0
ENSSSCT00000068081,0,8.597093558,0,0,0,0,0,0,0,0
ENSSSCT00000068091,0.311897354,0.194365504,0.464006682,0.279773997,0.111561405,0.2735987,0.02765489,0,0.010590782,0.004628053
ENSSSCT00000068097,0,0,0,0,0,1.373538203,0,0,0,0
ENSSSCT00000068100,0,40.39581437,0,0,0,0,0,0,0,0.291363303
ENSSSCT00000068156,0,0.338534467,0,0.92946931,0,0.587821233,0,0,0.100321352,0.057559588
ENSSSCT00000068181,0,0,0,0,3.096673473,0,0,0,0,0
ENSSSCT00000068223,0,0.552160622,0.90766168,2.709680922,3.229198251,1.204530511,0,0,0,0
ENSSSCT00000068260,0,1.404275232,2.06382193,0,0.662339136,1.598682634,0.743200934,0.529344435,0.08562167,0.602016811
ENSSSCT00000068277,0,0,3.158842493,3.156767519,1.716476907,7.582453046,0,0,0,0
ENSSSCT00000068290,0,0.72189895,0,0,0.044604856,0,0,0,0.065899783,0
ENSSSCT00000068292,8.213020723,0,0.552333201,0,3.3456189,5.057333701,0.703094192,0.17134692,5.209857473,1.409645173
ENSSSCT00000068313,1.511465987,5.107287676,0.344429085,0.210272648,0.149990535,0.360881415,0.104515636,0,0.136060964,0.028684022
ENSSSCT00000068350,0,0.586659746,0.297216793,0,0,0.449841342,0,0,0.04107,0.039561438
ENSSSCT00000068354,0,1.350452049,0,0,0,0,0,0,0,0
ENSSSCT00000068429,3.329404269,4.59140046,0,1.627617427,9.732802781,2.912248576,0.752080713,0.228465651,3.532462898,10.0624784
ENSSSCT00000068436,0,0,0,0.53325881,0,0,0,0,0,0
ENSSSCT00000068500,1.115252856,0.184723667,0.550104286,0.343026172,0.298250617,0.635595879,0.066230079,0.139408239,0.258907191,0.118164326
ENSSSCT00000068506,0,150.9318975,264.8344272,0,0,0,0.271939013,0.253892757,0.175421296,0.364798266
ENSSSCT00000068515,0.905048866,0.710165831,0.420931591,0,0.287340748,1.520009895,0.908152721,0,3.511376399,4.937805709
ENSSSCT00000068530,27.25860047,1.490850807,4.27789798,14.90307159,4.811736423,6.923341757,2.165238211,1.973026471,11.61977871,2.977204489
ENSSSCT00000068620,0.356898365,0.882616987,0.704674846,0.863983481,0,1.308755951,0.021085551,0,0.09759528,0.059769899
ENSSSCT00000068644,0,0,3.016555092,4.454588456,3.434918308,0,0,0,0,0
ENSSSCT00000068682,0,31.94489834,0,14.53209382,0,0,0,0,0,0
