Transcript,external_gene_name,TE_H6,TE_H7,TE_W10,TE_W6
ENSSSCT00000097139,AJM1,0,0.121289051,NA,NA
ENSSSCT00000023963,AJUBA,0,NA,0,0
ENSSSCT00000054545,AK1,NA,NA,0,1.386662555
ENSSSCT00000076024,AK3,3.96252056,2.358085648,3.02887362,0.468896048
ENSSSCT00000046334,AK6,19.50245372,10.259293,0.480700326,5.828275868
ENSSSCT00000002782,AK7,NA,NA,0,NA
ENSSSCT00000045636,AK8,1.87134358,0.598108431,31.43914927,0
ENSSSCT00000038778,AKAP10,1.585856348,1.302972169,2.836340631,5.853712552
ENSSSCT00000010337,AKAP11,1.170895965,0.307398786,0.290664282,2.323630547
ENSSSCT00000063559,AKAP12,1.500054393,0.76977918,2.028221098,3.517427102
ENSSSCT00000081228,AKAP17A,1.665109977,0.880807958,5.67308718,6.780936352
ENSSSCT00000053504,AKAP1,2.990987695,2.058327962,5.959577624,16.27592071
ENSSSCT00000064398,AKAP3,0.357682764,1.330172272,0.858914666,0.532774389
ENSSSCT00000002526,AKAP5,0.110818403,7.744968902,0,NA
ENSSSCT00000041802,AKAP6,0.092644259,0.508226374,7.211402775,7.383927814
ENSSSCT00000037683,AKAP7,0.333069284,3.198055554,2.255727157,1.712310805
ENSSSCT00000058689,AKAP8L,6.621105936,1.503860109,0.183807399,1.782236731
ENSSSCT00000015115,AKAP8,2.339147142,2.900063629,0.249323152,1.761591821
ENSSSCT00000030484,AKAP9,0.856846732,1.000109005,0.356678489,13.32272696
ENSSSCT00000056088,AKIP1,1.407254359,1.378178121,1.019237719,1.043922558
ENSSSCT00000088888,AKIRIN2,1.200465336,2.480812366,0,0.150397346
ENSSSCT00000028192,AKNA,0.158876701,0.714839508,0.181236039,0.607356226
ENSSSCT00000042479,AKR1A1,2.913901587,2.375952545,4.138470188,0.12674745
ENSSSCT00000077521,AKR1B1,1.525618789,5.51254571,6.680328698,0.41639643
ENSSSCT00000098087,AKR1C8,NA,0,NA,NA
ENSSSCT00000017987,AKR1D1,0,NA,0,NA
ENSSSCT00000052191,AKR1E2,0,NA,0,NA
ENSSSCT00000003878,AKR7A2,2.629589297,8.424956053,1.575535903,14.75397211
ENSSSCT00000003549,AKT1S1,11.57221672,2.166015452,11.85569337,33.50614089
ENSSSCT00000050545,AKT1,0.748964885,0.623597608,0.24031445,0.19154042
ENSSSCT00000062620,AKT2,0.189226373,3.917339058,2.522454399,0.234542348
ENSSSCT00000071933,AKT3,0.937122945,3.605342751,1.041703638,1.144420651
ENSSSCT00000060104,AKTIP,3.618672697,NA,0,11.87696021
ENSSSCT00000038828,ALAD,1.075082961,0.724354306,2.685829136,0.627890539
ENSSSCT00000012517,ALAS1,5.23419532,3.955794368,3.049037638,2.954879963
ENSSSCT00000013502,ALAS2,0.396607618,0.45661435,0,0.04125764
ENSSSCT00000032688,ALCAM,5.009441667,0.442196384,1.618643405,12.75563632
ENSSSCT00000047007,ALDH16A1,2.25320496,2.751328102,2.096362112,1.404217088
ENSSSCT00000011483,ALDH18A1,1.309656013,10.81947857,8.776773754,0.592338528
ENSSSCT00000027607,ALDH1A1,NA,0.003490692,53.03704456,24.74099556
ENSSSCT00000072756,ALDH1A2,0.233909534,NA,NA,0
ENSSSCT00000086537,ALDH1A3,0.13640305,1.871369814,0,11.55492868
ENSSSCT00000005901,ALDH1B1,1.031143019,0.888490307,4.1601329,2.156457679
ENSSSCT00000057479,ALDH1L1,2.002110656,NA,NA,3.602698453
ENSSSCT00000000913,ALDH1L2,10.00804908,2.974759914,0.794724043,10.39426729
ENSSSCT00000010839,ALDH2,3.96590709,0.310807042,0.507635444,4.15827304
ENSSSCT00000019639,ALDH3A1,0,NA,NA,0
ENSSSCT00000056500,ALDH3A2,9.154047818,4.291734681,4.40259164,7.052820355
ENSSSCT00000014101,ALDH3B2,0.033930884,NA,0,NA
ENSSSCT00000022352,ALDH4A1,1.078392494,4.54253397,15.07276355,1.861227818
ENSSSCT00000001186,ALDH5A1,0.452073565,1.313907948,0,3.780003815
ENSSSCT00000002621,ALDH6A1,5.308433308,2.760717004,0.865407312,0
ENSSSCT00000050395,ALDH7A1,3.956671255,1.151567522,0.903733628,6.895803935
ENSSSCT00000053570,ALDOA,0.247020742,1.213051137,0.828559997,0.450518733
ENSSSCT00000052139,ALDOB,NA,NA,24.31620019,13.62898854
ENSSSCT00000092113,ALDOC,1.853633724,6.088266333,3.554045492,0.66135216
ENSSSCT00000010279,ALG11,0.029706439,0.002069833,6.112568639,19.44863104
ENSSSCT00000001070,ALG12,0.204536508,0.533199636,7.452369549,1.280475313
ENSSSCT00000035555,ALG13,0.273475086,10.16129797,16.10128761,16.01404557
ENSSSCT00000092891,ALG14,0,0.912053136,12.58003709,0.186331067
ENSSSCT00000005923,ALG2,0.383454728,2.131509116,0,2.410894054
ENSSSCT00000025814,ALG3,1.348715899,0.023081742,4.493104149,5.361036656
ENSSSCT00000010257,ALG5,0.420777591,0.707102375,8.221227388,5.294061894
ENSSSCT00000059178,ALG6,0.065202606,0.003081801,17.02594242,NA
ENSSSCT00000025247,ALG8,4.481387664,4.614402912,0,2.4923594
ENSSSCT00000066438,ALG9,0.458404802,2.103886152,1.201920971,1.830921758
ENSSSCT00000030365,ALKBH1,2.484453792,2.479214119,1.376006,1.379103027
ENSSSCT00000010892,ALKBH2,NA,0.003023707,0,NA
ENSSSCT00000044385,ALKBH3,1.921485263,11.11665363,0,0.921926103
ENSSSCT00000022336,ALKBH4,0.047658766,1.453748076,23.97888912,0
ENSSSCT00000048383,ALKBH5,0.520807177,0.119582158,0.530370433,2.418013701
ENSSSCT00000003215,ALKBH6,0.063597141,1.437248891,0.189455185,1.753499434
ENSSSCT00000026924,ALKBH7,2.152008609,1.708309923,2.479965526,4.351404163
ENSSSCT00000031597,ALKBH8,0.789894191,0.426310588,0,NA
ENSSSCT00000064085,ALMS1,1.011431952,3.612637824,0.221212608,69.11822144
ENSSSCT00000019513,ALOX12,NA,3.328876597,NA,NA
ENSSSCT00000019506,ALOX15,2.001640414,NA,45.80349739,0
ENSSSCT00000010224,ALOX5AP,0.036731527,0.079082006,6.673297059,4.877933373
ENSSSCT00000033520,ALOX5,0.145751284,0.349971613,32.59402061,1.879146617
ENSSSCT00000009995,ALPK1,0.251749948,1.473489844,0,9.772216728
ENSSSCT00000041269,ALPK2,0.6616303,0.621928169,2.64312643,1.327665999
ENSSSCT00000050612,ALPK3,0,0.20909096,NA,NA
ENSSSCT00000055918,ALPL,NA,0.061625292,7.56339485,NA
ENSSSCT00000028505,ALS2CL,NA,0.002404932,2.472327137,2.049730038
ENSSSCT00000045541,ALS2,5.312875403,5.611543226,0.238158588,18.5425956
ENSSSCT00000009789,AMBN,0.229244878,0.036151325,5.493901246,13.78839224
ENSSSCT00000014486,AMBRA1,1.377380401,2.7947854,0.181473371,4.818145921
ENSSSCT00000072367,AMDHD1,0,0.027491576,0,34.41781618
ENSSSCT00000065888,AMDHD2,2.871494365,1.891014966,0.513271012,2.03661862
ENSSSCT00000033964,AMER1,1.582994275,0.753038658,0.70274538,0.09534225
ENSSSCT00000024121,AMER2,0.002864661,0.03063454,98.12437327,6.458811065
ENSSSCT00000003122,AMFR,1.874921925,19.2310008,7.700480554,3.665239076
ENSSSCT00000104161,AMHR2,0.407458002,7.926039995,0,0
ENSSSCT00000055635,AMH,0.037414924,0,55.44218256,0
ENSSSCT00000099240,AMIGO1,NA,0,0,0
ENSSSCT00000000879,AMIGO2,1.053413363,0.619037643,1.620500929,0.74617332
ENSSSCT00000012466,AMIGO3,0,0.003223096,0,0
ENSSSCT00000101177,AMMECR1L,4.5201208,1.433622954,0,32.05323498
ENSSSCT00000050890,AMMECR1,1.714900133,0.304124962,2.68508128,NA
ENSSSCT00000070498,AMN1,1.655343849,0.170908812,0,0
ENSSSCT00000066175,AMOTL1,0.005322567,0.00846207,NA,1.86776422
ENSSSCT00000106908,AMOTL2,0,0.161334416,NA,5.137572221
ENSSSCT00000033156,AMOT,2.593123939,NA,9.073372189,12.19516865
ENSSSCT00000053787,AMPD1,NA,NA,0,NA
ENSSSCT00000043867,AMPD2,0.628258868,2.262960752,1.339156983,3.333151717
ENSSSCT00000045384,AMPD3,1.755486199,0.193736069,1.54403984,5.276792314
ENSSSCT00000023536,AMPH,0.371962765,4.46255028,4.149509603,5.24381381
ENSSSCT00000031431,AMT,0,0.492819384,0,NA
ENSSSCT00000037664,AMZ2,0.050935722,0.729655453,0.7218769,0.192730454
ENSSSCT00000044544,ANAPC10,11.98449126,3.83163534,0,7.258307552
ENSSSCT00000049560,ANAPC13,0.093169651,12.26059137,1.372046779,5.22835307
ENSSSCT00000045153,ANAPC15,0.31842175,8.338628379,10.40188409,1.943347543
ENSSSCT00000104041,ANAPC16,0.387561928,0.194640398,5.427617187,1.868116551
ENSSSCT00000037279,ANAPC1,4.265828122,1.381920824,0.706868901,2.44485164
ENSSSCT00000044999,ANAPC2,0.425277494,0.92404142,2.367527755,0.747967868
ENSSSCT00000027484,ANAPC4,0.772136629,10.1134145,0.294554183,2.702277114
ENSSSCT00000010757,ANAPC5,0.920335379,1.606547697,0.675016756,2.168009133
ENSSSCT00000028521,ANAPC7,2.505740994,6.595225391,1.064510751,2.950871793
ENSSSCT00000002657,ANGEL1,0.993671521,10.61967054,0.946155347,24.3703463
ENSSSCT00000042646,ANGEL2,1.223438307,3.439699903,0.508296803,0.412528042
ENSSSCT00000006624,ANGPT1,0.129342128,6.176201652,NA,30.69415926
ENSSSCT00000078714,ANGPT2,1.71630888,9.613456278,114.2424355,84.4094065
ENSSSCT00000006167,ANGPTL2,0.007727965,NA,2.685725102,0
ENSSSCT00000014853,ANGPTL4,5.779117711,0.183456521,58.95739411,9.216027378
ENSSSCT00000016340,ANGPTL5,0,NA,NA,NA
ENSSSCT00000065893,ANG,2.37176193,17.79922989,14.30936678,17.35674648
ENSSSCT00000007691,ANK1,0.114208221,1.077857939,0.069893207,0.259587433
ENSSSCT00000107790,ANK2,0.628665643,1.991511301,NA,NA
ENSSSCT00000011178,ANK3,0.545972111,3.20623104,21.61839928,31.35391386
ENSSSCT00000081947,ANKFN1,0,NA,NA,NA
ENSSSCT00000019454,ANKFY1,0.6933156,1.819995299,0.712866498,1.722354329
ENSSSCT00000015694,ANKHD1,1.640822844,6.195927245,5.210067485,2.085847376
ENSSSCT00000018271,ANKH,2.869072737,1.100010604,6.526143304,7.464858633
ENSSSCT00000055638,ANKIB1,1.90477236,4.82390178,0.550526157,8.614481786
ENSSSCT00000093942,ANKLE1,0.583481188,1.437805899,0,0
ENSSSCT00000031796,ANKLE2,10.95458232,5.852932069,1.791453868,0.662464665
ENSSSCT00000043830,ANKMY1,0.766963446,0.040627344,0,NA
ENSSSCT00000016735,ANKMY2,11.21213188,14.0804126,0.908789358,3.295183388
ENSSSCT00000015370,ANKRA2,1.763288908,3.698809251,0,3.693168883
ENSSSCT00000051194,ANKRD10,1.573538684,1.979985692,2.357860074,2.842463148
ENSSSCT00000044664,ANKRD11,2.204446681,5.46572807,18.70772009,8.501510825
ENSSSCT00000063849,ANKRD12,0.323829824,3.965462059,0.910315302,3.108156626
ENSSSCT00000043051,ANKRD13A,0.230290864,11.36538251,1.148622248,3.393294101
ENSSSCT00000019365,ANKRD13B,NA,0.004047834,0,0
ENSSSCT00000004194,ANKRD13C,5.844321731,4.021519187,0.429850711,27.97208192
ENSSSCT00000076536,ANKRD13D,3.443115604,1.618881728,1.744934851,4.491597736
ENSSSCT00000029024,ANKRD16,3.740254861,1.42436671,1.953231664,2.176353876
ENSSSCT00000039427,ANKRD17,4.05834242,5.770528681,5.846691749,12.93344752
ENSSSCT00000011430,ANKRD22,0.681825064,0,0,0
ENSSSCT00000008981,ANKRD23,0.239157268,8.649038494,8.738747412,0
ENSSSCT00000063857,ANKRD24,1.073362553,1.379289039,0,2.540998129
ENSSSCT00000003160,ANKRD27,3.356239549,8.905534866,2.825117996,2.475053414
ENSSSCT00000085216,ANKRD28,3.75366316,7.236239243,2.624129259,4.032570194
ENSSSCT00000062920,ANKRD29,0.025607413,0.039133451,0,0
ENSSSCT00000075324,ANKRD2,0.160997878,NA,NA,NA
ENSSSCT00000015380,ANKRD31,0.087458766,NA,NA,NA
ENSSSCT00000063198,ANKRD33B,0.594106882,1.538101906,0,5.297583768
ENSSSCT00000088094,ANKRD34A,NA,NA,0,NA
ENSSSCT00000066058,ANKRD34C,0,NA,NA,NA
ENSSSCT00000007327,ANKRD35,2.407795539,3.670068441,16.48333005,NA
ENSSSCT00000104053,ANKRD39,0.76434496,0.56006349,1.844413166,0
ENSSSCT00000065008,ANKRD40,1.615778916,1.760653844,0.227340908,4.534507351
ENSSSCT00000050097,ANKRD42,7.150033652,1.438622382,4.317361295,0.600053909
ENSSSCT00000051756,ANKRD44,9.082262705,2.951116503,6.573027556,23.01150998
ENSSSCT00000016875,ANKRD45,6.355078297,NA,0,NA
ENSSSCT00000059187,ANKRD46,3.585665318,NA,11.43253952,1.326030419
ENSSSCT00000016317,ANKRD49,1.455167374,5.366714345,0,7.534990955
ENSSSCT00000064453,ANKRD50,0.215995873,0,0,NA
ENSSSCT00000044069,ANKRD52,1.484744998,8.236927482,2.338059266,1.55135345
ENSSSCT00000000126,ANKRD54,3.515768232,1.407470053,0,0
ENSSSCT00000079122,ANKRD55,0.59521331,1.772254024,0,NA
ENSSSCT00000008333,ANKRD61,NA,NA,NA,NA
ENSSSCT00000092976,ANKRD63,4.226745331,0,0,NA
ENSSSCT00000043370,ANKRD6,0.252122387,4.396734195,0,0.373168521
ENSSSCT00000056822,ANKS1A,15.5391172,6.814463519,2.638707278,42.95358405
ENSSSCT00000000964,ANKS1B,0,1.589864869,NA,NA
ENSSSCT00000041338,ANKS3,13.87910192,5.737805997,13.08322233,5.574517273
ENSSSCT00000008600,ANKS4B,0,0.126240379,NA,NA
ENSSSCT00000067862,ANKS6,NA,5.4990635,193.24044,NA
ENSSSCT00000012816,ANKUB1,NA,0,NA,NA
ENSSSCT00000017653,ANKZF1,3.101369395,2.479429212,13.27624007,5.116531869
ENSSSCT00000018136,ANLN,1.525086067,12.84260352,0.574824409,2.330786956
ENSSSCT00000012366,ANO10,21.67143369,8.454180921,27.51104293,35.9277825
ENSSSCT00000027944,ANO1,NA,0.709048543,NA,NA
ENSSSCT00000053250,ANO5,0,0.048311777,0,NA
ENSSSCT00000000873,ANO6,4.763192907,14.78218882,2.363040906,23.17906344
ENSSSCT00000054624,ANO8,3.549498021,3.444348149,18.2912652,7.803939153
ENSSSCT00000099643,ANP32B,2.91505412,3.782624385,0.738385457,3.285133753
ENSSSCT00000056609,ANP32E,1.773258297,10.0005111,0.126192717,9.423500704
ENSSSCT00000086218,ANPEP,8.515250598,4.359915103,40.81594163,31.79474916
ENSSSCT00000008772,ANTKMT,3.432152728,3.52060559,1.591123786,3.300667515
ENSSSCT00000009134,ANTXR1,0.032555486,NA,NA,62.88120979
ENSSSCT00000037987,ANTXR2,1.597150151,0.772869331,9.076690971,1.64978004
ENSSSCT00000033910,ANXA11,3.95746737,9.164809614,0.860806033,2.68340937
ENSSSCT00000061476,ANXA13,0,0.582268667,NA,NA
ENSSSCT00000005802,ANXA1,3.793906429,6.241685111,5.042098749,6.044440353
ENSSSCT00000046654,ANXA2,5.696698618,3.212111413,4.922133487,0.733130944
ENSSSCT00000009128,ANXA4,0.515634099,1.110268768,13.978907,149.0404337
ENSSSCT00000009963,ANXA5,9.861855421,7.480812409,7.759160951,1.645392424
ENSSSCT00000082171,ANXA6,1.475075348,2.227493078,2.32683639,0.89160094
ENSSSCT00000027928,ANXA7,0.627212864,3.972602444,4.541649579,3.985840325
ENSSSCT00000064954,ANXA9,0.956081596,1.861499326,0,42.483118
ENSSSCT00000018135,AOAH,0.707975976,5.334706085,21.23180028,9.999606331
ENSSSCT00000037065,AOC1,1.440389999,13.24710528,NA,31.02660453
ENSSSCT00000018923,AOC2,0.598169667,5.026367515,0,9.88474077
ENSSSCT00000039828,AOX1,NA,NA,0,NA
ENSSSCT00000050287,AP1AR,3.272828078,1.498048294,4.566939888,1.554934283
ENSSSCT00000010934,AP1B1,3.722307003,3.7444262,7.042262638,9.03217621
ENSSSCT00000003036,AP1G1,10.0416896,20.25826746,1.606876222,6.099156407
ENSSSCT00000002254,AP1G2,1.69598117,2.92444533,0.516790445,2.254073328
ENSSSCT00000041727,AP1M1,4.40869099,6.90237584,1.013006834,15.72966448
ENSSSCT00000031515,AP1M2,NA,0.869412248,NA,NA
ENSSSCT00000075871,AP1S1,8.21770339,14.31468608,5.58363799,1.906507271
ENSSSCT00000068080,AP1S2,0.447157152,1.349605108,1.559423359,1.324005477
ENSSSCT00000053618,AP1S3,NA,0.040428954,0,163.9714754
ENSSSCT00000003554,AP2A1,0.646749781,4.457712448,6.24120388,3.228232064
ENSSSCT00000070503,AP2A2,3.158921483,0.70985628,5.175011628,5.369986039
ENSSSCT00000058297,AP2B1,0.472833811,9.446768633,0.852495832,5.364082972
ENSSSCT00000030395,AP2M1,1.197914681,0.739226935,0.616752138,0.959205381
ENSSSCT00000073257,AP2S1,0.29104135,0.530785706,0.361337472,0.293144696
ENSSSCT00000015403,AP3B1,5.220176596,4.547914819,0.963632573,10.25153423
ENSSSCT00000024280,AP3B2,0,NA,NA,NA
ENSSSCT00000077473,AP3D1,0.173787136,1.830835544,0.353837218,0.493378209
ENSSSCT00000036753,AP3M1,8.640523424,17.99992021,1.086618957,1.970229685
ENSSSCT00000007702,AP3M2,0.238627659,6.278823195,0,1.700664004
ENSSSCT00000058971,,1.158339072,0.109850393,1.870377459,0.448538591
ENSSSCT00000025884,AP3S2,0.045069541,0.805020486,0.475157717,6.229622456
ENSSSCT00000007408,AP4B1,0.108959772,1.363111447,0,3.066853651
ENSSSCT00000005118,AP4E1,0.714223988,8.384200725,0.342857755,147.3797766
ENSSSCT00000047201,AP4M1,1.290352332,1.92488694,2.462747228,1.193427377
ENSSSCT00000091080,AP4S1,0.748002029,0,0,89.95400462
ENSSSCT00000014186,AP5B1,2.645033685,0.327883752,0.262286575,3.738972131
ENSSSCT00000052868,AP5M1,0.253066728,16.02181028,0.783334696,0
ENSSSCT00000049383,AP5S1,2.438650748,0.979918291,0,2.775018355
ENSSSCT00000088192,AP5Z1,0.367954202,0.772819867,0.598496609,1.682987751
ENSSSCT00000064350,APAF1,2.592556246,0.38314898,0.021694323,9.255057878
ENSSSCT00000025216,APBA1,0.451809649,0.442536815,7.228317541,5.317096833
ENSSSCT00000014738,APBA3,0.308986519,0.549702627,1.435049799,2.69518915
ENSSSCT00000066108,APBB1IP,5.324021625,4.576688632,1.251152484,1.213361732
ENSSSCT00000103816,APBB1,0.642804168,1.208062458,0.413462289,0.206139493
ENSSSCT00000044061,APBB2,0.618492432,7.769173916,NA,NA
ENSSSCT00000049861,APBB3,0.2221403,3.056138479,0,5.998029571
ENSSSCT00000022673,APC2,0,NA,0,NA
ENSSSCT00000063808,APCDD1,NA,NA,0,NA
ENSSSCT00000057845,APC,0.87832297,3.018004663,0.819984107,9.579677199
ENSSSCT00000023528,APEH,0.29524046,0.315252681,11.66170438,0.99578813
ENSSSCT00000059621,APEX1,0.42701324,0.278519572,1.762200336,0.239762211
ENSSSCT00000035798,APEX2,7.842891566,2.35495993,0,1.113906466
ENSSSCT00000023376,APH1A,1.199561804,0.120798107,0.823106053,1.329645692
ENSSSCT00000055933,APH1B,0,NA,51.5035888,0
ENSSSCT00000087289,API5,0.389248407,22.1390004,0.320314257,0.110530256
ENSSSCT00000078811,APIP,3.000136628,1.657459415,1.326824608,0.148072355
ENSSSCT00000064073,APLF,0.394208557,2.426749454,0.613357659,1.19291431
ENSSSCT00000044708,APLP1,0.027496998,NA,0,0
ENSSSCT00000061256,APLP2,1.632415027,4.510704996,24.69327079,4.723445965
ENSSSCT00000066272,APMAP,0.582829482,1.243644622,0.513961469,9.287680405
ENSSSCT00000053994,APOA1,19.08109034,5.330108697,204.7552572,187.311588
ENSSSCT00000061852,APOA4,NA,NA,9.982218944,543.161095
ENSSSCT00000037331,APOB,2.116790903,7.111865392,NA,3.431499334
ENSSSCT00000016435,APOC3,NA,NA,NA,58.16522837
ENSSSCT00000033009,APOD,NA,NA,0,NA
ENSSSCT00000003426,APOE,10.22798735,0.320915421,674.0110409,12.42282684
ENSSSCT00000000430,APOF,0.564501221,0.350718865,0,0
ENSSSCT00000001547,APOM,3.183643794,4.326974678,0,0
ENSSSCT00000082480,APOOL,0.685759155,0.875475199,0.421374757,2.522300664
ENSSSCT00000103006,APOO,0.228444174,2.498155608,0,0
ENSSSCT00000097355,APPBP2,0.528690894,0.549621592,0.378636741,0.52582652
ENSSSCT00000057301,APPL1,8.439094483,11.32952818,4.778442174,21.66470178
ENSSSCT00000000915,APPL2,2.22548336,1.47569522,0.388538468,6.109427569
ENSSSCT00000066382,APP,16.32742021,0.582504014,86.11827022,7.39974176
ENSSSCT00000002941,APRT,0.179841768,0.484659116,2.082555374,0
ENSSSCT00000037470,APTX,3.989810263,1.250551251,0,0
ENSSSCT00000007176,AQP10,0,NA,NA,NA
ENSSSCT00000016234,AQP11,0,NA,0.937676499,0
ENSSSCT00000055832,AQP1,0.00285469,NA,0,8.460477349
ENSSSCT00000037547,AQP3,7.930704233,0.701326416,5.122038539,1.173052104
ENSSSCT00000000227,AQP6,NA,0,NA,0
ENSSSCT00000005078,AQP9,NA,0,0,NA
ENSSSCT00000040622,AQR,4.898376598,13.17696487,5.273976754,14.30488633
ENSSSCT00000034636,ARAF,1.810685986,5.849406398,1.111320927,7.293355993
ENSSSCT00000068276,ARAP1,1.397695304,1.416368878,8.253846001,2.802761911
ENSSSCT00000009593,ARAP2,1.6995172,3.215792685,2.825980596,8.471353868
ENSSSCT00000056738,ARAP3,4.038746742,4.06560906,18.42152068,8.564577017
ENSSSCT00000022254,ARB2A,1.017708471,10.70099934,0.65376128,7.863500187
ENSSSCT00000053716,ARCN1,3.041275034,1.64655582,5.088143662,3.466392742
ENSSSCT00000043496,ARC,1.868009448,NA,NA,0
ENSSSCT00000009818,AREG,0.69801782,5.623347935,0,7.205691935
ENSSSCT00000057866,AREL1,1.219681887,3.433134611,3.040426445,16.40171194
ENSSSCT00000103706,,2.628649585,1.480590389,2.270617038,2.096473678
ENSSSCT00000098097,ARF3,18.91094149,2.379825017,5.105954655,6.071398416
ENSSSCT00000046332,ARF4,2.494175204,6.643944751,17.97511151,5.349988364
ENSSSCT00000086466,ARF5,4.275612011,3.441861013,1.767210289,0
ENSSSCT00000058177,ARF6,0.200384629,2.165290275,3.031145532,1.708879875
ENSSSCT00000061928,ARFGAP1,1.043261064,2.867475632,2.316369781,0.573135954
ENSSSCT00000027492,ARFGAP2,4.424224988,8.695776335,4.060697466,6.938416367
ENSSSCT00000000039,ARFGAP3,6.183662413,2.254405934,3.551584416,1.043606407
ENSSSCT00000035957,ARFGEF1,1.706978284,14.10105954,1.573062725,2.305898336
ENSSSCT00000066737,ARFGEF2,0.88297866,1.124680288,0.992734423,8.179430575
ENSSSCT00000045479,ARFGEF3,0,0.362553815,NA,NA
ENSSSCT00000042085,ARFIP1,0.745346849,3.569834441,1.378496901,5.705374465
ENSSSCT00000015975,ARFIP2,0.607966791,2.597415916,0.216989345,2.371267004
ENSSSCT00000051782,ARFRP1,4.191110208,2.599217512,3.114615252,4.018552794
ENSSSCT00000035404,ARG1,0.624257118,0.828455137,0,0.838630791
ENSSSCT00000002555,ARG2,1.437591467,2.885236235,0,11.03084519
ENSSSCT00000010454,ARGLU1,2.996771414,7.264409649,0.662122896,6.132622738
ENSSSCT00000009888,ARHGAP10,1.92227609,1.777865511,1.628268343,0.982761122
ENSSSCT00000045314,ARHGAP12,2.680037898,2.486958711,0.175417452,7.023441912
ENSSSCT00000050490,ARHGAP15,0.991109553,2.573855913,3.726939632,20.96593157
ENSSSCT00000064629,ARHGAP17,1.53317251,7.466723711,2.150738923,3.17351517
ENSSSCT00000004647,ARHGAP18,19.02737832,11.63657072,1.371136297,10.46623971
ENSSSCT00000043757,ARHGAP19,0.908828395,8.538038094,1.287065244,3.499541156
ENSSSCT00000056878,ARHGAP1,1.698218513,2.120810962,6.373004957,1.028481242
ENSSSCT00000107933,ARHGAP21,0.998803012,20.41894336,0.116748076,1.444493174
ENSSSCT00000044031,ARHGAP22,0.961450862,3.789055406,1.144761355,10.57027034
ENSSSCT00000053573,ARHGAP23,1.182768303,0.363675248,99.52838384,4.620223404
ENSSSCT00000010108,ARHGAP24,4.279747123,6.544615679,4.142457545,12.14159097
ENSSSCT00000009138,ARHGAP25,8.046903814,5.307034557,4.617668544,3.037936152
ENSSSCT00000103442,ARHGAP26,5.026092516,1.221023064,5.201327719,17.22180855
ENSSSCT00000018864,ARHGAP27,1.792855943,4.273493954,4.002147021,5.229785296
ENSSSCT00000028129,ARHGAP28,3.441156549,0.328289373,0.155857906,0.216165084
ENSSSCT00000007544,ARHGAP29,0.366475382,3.385989932,6.217762149,NA
ENSSSCT00000043112,ARHGAP30,0.434226133,6.597221949,3.219086375,0.276308874
ENSSSCT00000064569,ARHGAP31,0.962608733,2.772651782,3.865453856,4.174278965
ENSSSCT00000050215,ARHGAP32,2.485279123,0.770207335,0,26.4102532
ENSSSCT00000057571,ARHGAP33,0.091919839,0.133495557,24.4887666,13.56179774
ENSSSCT00000003446,ARHGAP35,0.44273822,0.894276239,2.957516443,0.673627562
ENSSSCT00000006473,ARHGAP39,0.640335228,1.192559058,6.241433696,3.161338571
ENSSSCT00000086686,ARHGAP44,NA,0.643602472,NA,0
ENSSSCT00000031323,ARHGAP45,2.821557397,1.712986396,5.40003851,3.658962889
ENSSSCT00000013982,ARHGAP4,1.580372847,2.865933049,3.756515892,0.498189289
ENSSSCT00000002199,ARHGAP5,0.35765553,8.506825977,27.98979181,NA
ENSSSCT00000056308,ARHGAP8,NA,NA,NA,NA
ENSSSCT00000000472,ARHGAP9,3.363625011,6.983159105,0.552993564,4.181325704
ENSSSCT00000042867,ARHGDIA,0.835450696,2.19080448,3.052159331,1.531561782
