"GeneID","RNAseq_H2","RNAseq_H3","RNAseq_H6","RNAseq_H7","RNAseq_H8","RNAseq_W1","RNAseq_W10","RNAseq_W6","RNAseq_W7","RNAseq_W9"
"ENSSSCG00000006350",5,5,13,6,5,3,127,50,252,166
"ENSSSCG00000006353",0,0,0,1,1,1,0,0,0,0
"ENSSSCG00000006354",10,10,13,6,20,7,102,73,184,217
"ENSSSCG00000006355",0,3,2,3,0,1,0,0,1,1
"ENSSSCG00000006357",26,34,31,31,47,35,579,377,1116,1067
"ENSSSCG00000006358",23,17,27,31,86,36,400,389,739,903
"ENSSSCG00000006359",0,4,4,1,1,5,0,0,0,2
"ENSSSCG00000006360",7,17,17,10,32,15,216,160,303,402
"ENSSSCG00000006361",1,3,8,7,10,7,50,61,87,96
"ENSSSCG00000006362",14,9,12,4,16,10,84,92,207,220
"ENSSSCG00000006363",10,15,24,12,23,17,175,109,331,327
"ENSSSCG00000006365",7,12,15,12,25,14,94,107,182,185
"ENSSSCG00000006369",7,11,3,3,32,4,55,28,122,62
"ENSSSCG00000006370",3,1,1,0,13,2,15,17,23,29
"ENSSSCG00000006371",45,77,78,47,89,48,366,494,656,1141
"ENSSSCG00000006372",364,495,564,495,839,541,3531,2508,9004,11443
"ENSSSCG00000006374",30,12,19,29,29,46,51,70,370,1062
"ENSSSCG00000006375",26,49,73,44,74,38,258,172,796,983
"ENSSSCG00000006376",4,11,5,4,7,17,64,0,125,140
"ENSSSCG00000006378",14,32,35,27,44,40,170,130,273,634
"ENSSSCG00000006379",46,43,71,74,99,47,1276,831,2670,2163
"ENSSSCG00000006380",6,10,12,8,12,9,102,75,182,278
"ENSSSCG00000006381",49,70,128,82,103,82,537,77,1407,1084
"ENSSSCG00000006382",8,19,39,29,26,29,373,173,763,866
"ENSSSCG00000006383",0,4,2,2,2,5,1,7,14,67
"ENSSSCG00000006384",0,0,0,0,0,0,0,0,1,0
"ENSSSCG00000006385",36,40,42,40,82,55,278,291,802,889
"ENSSSCG00000006386",52,79,115,87,164,73,871,655,1607,1593
"ENSSSCG00000006388",35,76,60,52,92,78,391,482,728,914
"ENSSSCG00000006390",1,3,1,2,4,2,1,2,6,13
"ENSSSCG00000006391",0,1,0,0,0,2,3,0,0,0
"ENSSSCG00000006392",14,11,9,13,21,8,79,91,196,177
"ENSSSCG00000006393",0,0,0,0,2,1,0,0,0,0
"ENSSSCG00000006394",0,2,1,8,14,1,0,0,3,7
"ENSSSCG00000006395",111,151,138,95,288,127,2021,2040,3990,3283
"ENSSSCG00000006396",1,0,5,0,1,0,9,4,2,30
"ENSSSCG00000006397",0,1,1,2,1,2,15,9,44,60
"ENSSSCG00000006398",4,1,0,1,0,1,0,0,1,13
"ENSSSCG00000006399",0,0,0,0,0,0,0,12,0,0
"ENSSSCG00000006403",0,4,1,4,1,4,0,0,0,0
"ENSSSCG00000006413",0,2,4,6,4,1,95,33,57,25
"ENSSSCG00000006415",0,2,3,2,2,3,0,0,0,1
"ENSSSCG00000006418",61,106,103,124,155,109,889,476,2272,2726
"ENSSSCG00000006423",0,0,0,0,0,1,0,0,1,10
"ENSSSCG00000006425",0,0,0,0,0,1,1,0,1,0
"ENSSSCG00000006431",1,1,2,3,5,3,12,13,6,51
"ENSSSCG00000006447",0,0,0,2,0,0,0,0,0,0
"ENSSSCG00000006450",0,1,1,0,0,3,6,0,4,143
"ENSSSCG00000006452",8,8,20,6,16,13,21,2,38,199
"ENSSSCG00000006453",0,0,5,2,20,0,0,2,0,10
"ENSSSCG00000006455",0,0,1,0,3,3,21,14,1,50
"ENSSSCG00000006456",7,21,25,16,22,14,72,36,164,214
"ENSSSCG00000006457",23,70,97,79,107,43,330,133,736,631
"ENSSSCG00000006458",3,12,21,10,10,0,14,0,40,39
"ENSSSCG00000006461",48,71,82,57,95,62,183,222,952,968
"ENSSSCG00000006462",0,1,2,1,7,0,1,0,6,0
"ENSSSCG00000006463",2,6,5,5,5,8,46,5,26,13
"ENSSSCG00000006464",3,2,2,0,5,1,5,0,2,7
"ENSSSCG00000006465",7,10,4,11,12,15,4,0,94,239
"ENSSSCG00000006466",6,22,15,25,32,22,89,200,266,433
"ENSSSCG00000006467",16,22,19,24,44,24,162,226,411,555
"ENSSSCG00000006468",41,58,72,84,171,81,795,939,1788,2283
"ENSSSCG00000006469",12,10,19,16,31,10,243,199,355,329
"ENSSSCG00000006470",6,7,12,14,16,6,63,29,101,191
"ENSSSCG00000006471",13,21,20,19,36,24,248,215,427,513
"ENSSSCG00000006472",0,0,0,0,0,0,1,1,0,7
"ENSSSCG00000006474",2,8,5,6,2,9,0,0,3,3
"ENSSSCG00000006475",3,3,10,4,40,8,32,32,32,72
"ENSSSCG00000006477",0,3,3,2,2,3,1,3,3,3
"ENSSSCG00000006478",0,0,1,1,0,1,0,0,0,0
"ENSSSCG00000006479",1,2,3,3,3,2,0,1,0,0
"ENSSSCG00000006480",7,3,2,8,18,6,72,43,174,106
"ENSSSCG00000006481",2,10,12,5,6,9,33,28,55,70
"ENSSSCG00000006482",63,151,152,119,171,149,317,365,1202,1369
"ENSSSCG00000006487",33,59,92,59,194,101,1058,1061,1878,1884
"ENSSSCG00000006488",7,8,8,5,17,10,96,174,370,303
"ENSSSCG00000006489",0,0,0,0,0,2,0,0,0,0
"ENSSSCG00000006490",19,35,44,19,61,32,153,137,435,760
"ENSSSCG00000006491",2,9,7,6,4,2,22,11,54,47
"ENSSSCG00000006494",6,7,12,4,16,6,21,33,56,116
"ENSSSCG00000006495",43,72,112,89,167,88,596,568,1729,1783
"ENSSSCG00000006496",10,24,23,21,240,26,124,296,346,523
"ENSSSCG00000006499",8,5,4,5,18,2,172,141,309,334
"ENSSSCG00000006500",9,18,24,14,35,15,134,180,448,376
"ENSSSCG00000006501",24,38,40,31,84,36,1138,1620,2295,2288
"ENSSSCG00000006502",98,160,190,141,280,149,466,493,1374,1898
"ENSSSCG00000006503",2,16,15,7,4,10,14,2,12,6
"ENSSSCG00000006504",20,30,45,29,41,28,155,58,241,540
"ENSSSCG00000006506",1,2,1,1,2,2,11,26,30,32
"ENSSSCG00000006507",16,40,40,21,62,37,228,121,442,413
"ENSSSCG00000006508",70,139,169,129,165,141,161,29,283,414
"ENSSSCG00000006510",40,82,107,89,139,120,301,298,892,1012
"ENSSSCG00000006511",2,9,10,7,20,13,61,38,106,111
"ENSSSCG00000006512",15,19,27,15,55,15,294,234,494,382
"ENSSSCG00000006518",3,4,4,10,9,3,17,5,56,56
"ENSSSCG00000006519",22,44,48,36,53,36,137,167,373,515
"ENSSSCG00000006520",14,14,17,9,29,10,137,187,398,399
"ENSSSCG00000006521",1,4,0,2,17,0,7,5,22,53
"ENSSSCG00000006522",25,17,26,13,43,26,260,329,560,564
"ENSSSCG00000006523",1,3,4,3,10,4,50,28,67,97
"ENSSSCG00000006524",1,1,3,3,35,0,2,6,8,57
"ENSSSCG00000006525",0,0,1,1,1,0,0,2,3,7
"ENSSSCG00000006526",0,4,1,2,2,4,0,15,11,30
"ENSSSCG00000006527",3,6,5,11,42,6,147,164,244,276
"ENSSSCG00000006529",4,2,5,4,10,3,43,24,51,68
"ENSSSCG00000006530",5,1,1,4,20,2,5,3,7,16
"ENSSSCG00000006531",0,1,1,0,1,0,1,2,3,0
"ENSSSCG00000006533",18,22,22,15,32,25,120,89,354,274
"ENSSSCG00000006538",10,22,26,10,37,17,138,158,293,302
"ENSSSCG00000006539",18,25,37,21,66,40,230,245,588,609
"ENSSSCG00000006540",68,98,88,76,136,86,567,496,1624,2190
"ENSSSCG00000006542",0,8,0,1,2,3,2,8,11,28
"ENSSSCG00000006543",100,156,149,202,341,248,376,568,1159,1416
"ENSSSCG00000006544",24,60,60,55,78,46,501,359,1054,1107
"ENSSSCG00000006545",0,1,2,2,1,3,0,0,0,0
"ENSSSCG00000006546",1,1,0,0,1,0,0,0,0,3
"ENSSSCG00000006547",0,1,3,0,2,3,0,0,3,9
"ENSSSCG00000006550",18,27,35,36,54,47,285,237,648,604
"ENSSSCG00000006551",0,0,2,0,0,0,0,0,1,0
"ENSSSCG00000006552",2,7,18,4,19,11,65,58,95,115
"ENSSSCG00000006553",65,109,127,107,201,125,524,651,1380,1403
"ENSSSCG00000006554",7,13,19,9,24,24,135,83,276,311
"ENSSSCG00000006555",0,2,0,0,0,1,0,0,0,1
"ENSSSCG00000006556",169,209,207,193,325,238,3008,2207,5274,4615
"ENSSSCG00000006559",7,8,10,7,11,9,31,34,74,85
"ENSSSCG00000006560",0,1,0,1,0,0,6,3,5,6
"ENSSSCG00000006561",5,7,4,3,44,2,89,47,158,225
"ENSSSCG00000006562",38,93,131,122,149,110,161,137,491,522
"ENSSSCG00000006564",3,5,5,12,24,7,5,0,0,15
"ENSSSCG00000006567",24,30,40,39,69,50,218,266,538,668
"ENSSSCG00000006568",99,187,166,147,216,159,549,370,1401,1518
"ENSSSCG00000006569",1,0,5,4,3,0,59,28,53,29
"ENSSSCG00000006571",36,55,66,51,75,60,272,295,740,843
"ENSSSCG00000006572",2,1,3,0,3,0,5,3,1,17
"ENSSSCG00000006577",0,0,0,0,2,1,0,0,0,0
"ENSSSCG00000006578",22,25,22,35,31,30,455,393,688,810
"ENSSSCG00000006579",0,0,0,0,5,0,0,0,0,0
"ENSSSCG00000006581",0,1,2,0,28,0,0,1,1,4
"ENSSSCG00000006582",0,0,2,2,6,0,4,10,6,9
"ENSSSCG00000006587",0,0,0,1,0,0,0,0,0,1
"ENSSSCG00000006588",73,42,35,30,72,33,57,418,1068,1928
"ENSSSCG00000006590",27,12,13,10,33,11,24,125,358,1012
"ENSSSCG00000006592",0,0,0,0,0,0,0,0,0,1
"ENSSSCG00000006604",0,0,1,1,1,2,0,0,0,0
"ENSSSCG00000006605",0,1,2,0,1,0,0,0,0,0
"ENSSSCG00000006609",2,3,1,2,5,3,0,0,0,0
"ENSSSCG00000006610",17,11,10,12,52,25,164,199,355,411
"ENSSSCG00000006612",77,60,84,61,184,140,782,643,1015,1221
"ENSSSCG00000006614",1,1,1,2,2,0,6,2,0,0
"ENSSSCG00000006618",2,3,1,12,2,4,0,0,0,0
"ENSSSCG00000006619",12,20,33,21,31,29,60,29,143,158
"ENSSSCG00000006620",2,5,8,1,24,7,11,17,25,28
"ENSSSCG00000006621",4,2,4,4,33,2,0,24,0,11
"ENSSSCG00000006622",12,53,48,50,54,42,170,87,454,545
"ENSSSCG00000006624",2,4,7,3,12,2,15,8,70,52
"ENSSSCG00000006625",11,33,65,48,64,60,315,343,657,921
"ENSSSCG00000006626",29,43,47,36,65,47,291,263,673,727
"ENSSSCG00000006627",13,48,44,45,75,36,79,89,257,458
"ENSSSCG00000006628",19,16,18,18,68,30,563,656,1164,1192
"ENSSSCG00000006631",0,0,0,1,3,1,5,0,1,5
"ENSSSCG00000006632",3,5,10,7,11,7,58,81,135,152
"ENSSSCG00000006634",0,0,0,3,2,0,1,0,4,2
"ENSSSCG00000006635",3,6,5,10,6,8,8,17,29,60
"ENSSSCG00000006636",16,12,17,16,32,25,55,17,84,97
"ENSSSCG00000006639",2,0,0,0,3,0,3,2,15,13
"ENSSSCG00000006640",2,4,2,3,0,2,15,6,2,8
"ENSSSCG00000006641",9,16,23,10,36,12,191,139,271,257
"ENSSSCG00000006642",27,26,18,13,26,15,148,172,268,197
"ENSSSCG00000006643",7,12,8,6,12,6,44,17,45,53
"ENSSSCG00000006644",23,25,23,30,67,32,371,392,917,981
"ENSSSCG00000006645",26,63,54,47,103,46,223,141,444,542
"ENSSSCG00000006646",32,76,69,62,122,90,307,137,570,671
"ENSSSCG00000006648",129,125,121,101,115,182,2177,335,6619,3551
"ENSSSCG00000006649",3,2,2,0,0,4,5,0,18,8
"ENSSSCG00000006651",34,12,13,15,48,23,196,67,258,196
"ENSSSCG00000006653",10,6,5,14,18,4,327,249,643,603
"ENSSSCG00000006661",4,8,16,7,19,9,74,17,168,243
"ENSSSCG00000006663",8,30,28,33,61,31,78,4,202,255
"ENSSSCG00000006664",0,1,0,1,5,0,0,9,3,15
"ENSSSCG00000006665",10,18,12,13,50,19,348,361,525,682
"ENSSSCG00000006666",0,0,0,0,0,0,3,0,0,4
"ENSSSCG00000006667",6,3,8,8,19,12,125,163,167,200
"ENSSSCG00000006678",0,0,5,2,4,5,1,8,48,118
"ENSSSCG00000006679",0,0,0,3,1,1,0,0,0,0
"ENSSSCG00000006682",9,16,26,19,38,26,170,160,503,703
"ENSSSCG00000006685",1,0,0,1,3,0,25,0,13,24
"ENSSSCG00000006687",7,9,8,12,7,11,23,21,72,92
"ENSSSCG00000006688",0,2,1,1,6,9,7,0,14,29
"ENSSSCG00000006689",5,8,16,8,17,7,51,80,204,218
"ENSSSCG00000006690",0,2,5,2,7,1,6,12,16,65
"ENSSSCG00000006691",8,33,22,17,35,21,179,127,294,374
"ENSSSCG00000006693",0,0,2,4,9,1,3,0,3,7
"ENSSSCG00000006694",9,13,14,8,19,7,72,35,158,183
"ENSSSCG00000006696",1,1,1,1,0,1,0,0,0,0
"ENSSSCG00000006697",6,14,17,12,21,15,140,97,232,224
"ENSSSCG00000006698",0,20,21,19,37,27,62,55,234,414
"ENSSSCG00000006701",63,53,49,81,62,85,275,105,413,470
"ENSSSCG00000006702",2,2,3,5,11,7,27,11,53,49
"ENSSSCG00000006703",0,1,6,4,6,6,26,12,96,113
"ENSSSCG00000006709",361,468,452,409,787,384,1153,379,2726,2236
"ENSSSCG00000006717",2,4,2,2,54,4,42,56,57,115
"ENSSSCG00000006719",0,1,0,0,2,1,1,0,4,0
"ENSSSCG00000006720",0,1,6,0,6,3,0,1,6,0
"ENSSSCG00000006725",0,0,0,0,2,0,0,0,0,0
"ENSSSCG00000006726",2,4,4,5,3,1,0,0,0,0
"ENSSSCG00000006727",13,30,35,27,40,31,198,133,474,476
"ENSSSCG00000006728",4,6,8,4,7,9,18,8,46,70
"ENSSSCG00000006729",51,116,45,46,91,136,395,291,322,830
"ENSSSCG00000006730",21,55,50,67,61,79,189,39,375,411
"ENSSSCG00000006731",0,0,0,0,1,0,1,0,0,4
"ENSSSCG00000006732",8,8,9,3,17,7,121,71,206,217
"ENSSSCG00000006733",20,50,44,75,99,109,343,264,796,1267
"ENSSSCG00000006734",9,9,6,12,40,10,14,3,21,22
"ENSSSCG00000006736",39,45,104,92,136,127,1390,778,3244,3512
"ENSSSCG00000006737",2,2,1,3,0,3,0,4,0,5
"ENSSSCG00000006738",21,50,56,48,34,64,59,100,241,275
"ENSSSCG00000006740",88,103,136,83,264,122,1072,1178,2448,2332
"ENSSSCG00000006742",1,0,2,2,4,1,0,0,0,3
"ENSSSCG00000006743",8,6,10,13,25,10,35,25,100,85
"ENSSSCG00000006746",9,13,11,21,25,11,40,1,99,98
"ENSSSCG00000006748",1,1,3,3,1,4,7,5,35,87
"ENSSSCG00000006750",0,1,1,2,1,4,0,0,0,0
"ENSSSCG00000006751",1,8,7,8,6,10,40,2,69,95
"ENSSSCG00000006752",77,141,151,145,208,190,1804,430,2966,3104
"ENSSSCG00000006754",0,1,0,0,0,0,3,0,0,4
"ENSSSCG00000006755",1,9,7,4,2,1,4,0,3,3
"ENSSSCG00000006757",16,55,76,58,72,51,130,23,275,278
"ENSSSCG00000006760",131,207,177,156,281,210,1050,866,1812,1213
"ENSSSCG00000006761",8,27,20,12,22,18,41,46,59,32
"ENSSSCG00000006762",14,11,20,14,27,15,55,43,155,247
"ENSSSCG00000006764",5,28,18,19,28,34,245,80,612,814
"ENSSSCG00000006766",6,18,16,12,16,12,44,6,53,86
"ENSSSCG00000006767",10,19,22,17,27,9,12,10,63,78
"ENSSSCG00000006771",4,4,6,9,5,5,7,1,0,0
"ENSSSCG00000006774",1,6,7,11,11,8,67,64,72,52
"ENSSSCG00000006775",78,78,111,86,178,101,1916,396,2695,2905
"ENSSSCG00000006776",97,221,236,260,361,242,1259,2644,2698,2822
"ENSSSCG00000006777",11,38,13,17,73,21,329,347,290,308
"ENSSSCG00000006779",2,5,13,8,11,6,39,8,68,69
"ENSSSCG00000006780",2,4,4,11,1,4,3,4,4,10
"ENSSSCG00000006781",2,0,0,3,5,2,11,2,17,51
"ENSSSCG00000006783",10,17,19,22,23,18,119,56,265,317
"ENSSSCG00000006785",13,27,36,35,54,47,717,217,1019,1021
"ENSSSCG00000006788",3,0,1,1,0,2,2,8,25,72
"ENSSSCG00000006790",15,31,41,40,69,33,219,315,474,511
"ENSSSCG00000006792",0,0,0,0,2,0,0,0,0,0
"ENSSSCG00000006796",0,0,1,0,1,2,9,14,13,64
"ENSSSCG00000006799",2,13,11,22,10,6,45,10,95,98
"ENSSSCG00000006800",56,76,87,96,117,86,1216,899,2829,3712
"ENSSSCG00000006802",6,7,26,14,25,13,68,66,298,188
"ENSSSCG00000006803",5,3,5,5,4,13,0,0,0,0
"ENSSSCG00000006808",0,0,0,0,0,0,1,0,7,5
"ENSSSCG00000006809",15,42,41,50,59,59,89,100,187,237
"ENSSSCG00000006810",1,5,0,2,1,1,0,0,1,1
"ENSSSCG00000006811",2,3,9,11,8,2,0,8,65,18
"ENSSSCG00000006812",0,0,0,0,2,0,0,0,0,0
"ENSSSCG00000006813",20,38,36,42,74,55,194,252,558,730
"ENSSSCG00000006816",26,37,65,35,83,52,379,302,929,1034
"ENSSSCG00000006820",1,0,0,1,22,1,1,0,0,0
"ENSSSCG00000006821",1,0,0,0,0,1,7,26,23,56
"ENSSSCG00000006823",1,1,1,0,0,0,3,0,7,6
"ENSSSCG00000006824",23,35,49,29,54,49,585,172,1232,1129
"ENSSSCG00000006825",0,0,0,0,2,0,0,0,0,0
"ENSSSCG00000006827",12,18,25,11,12,15,74,21,127,176
"ENSSSCG00000006828",12,42,30,28,34,22,120,83,258,404
"ENSSSCG00000006829",0,0,2,0,0,0,0,0,1,3
"ENSSSCG00000006830",23,8,29,16,63,16,253,202,371,405
"ENSSSCG00000006831",20,67,25,66,97,45,88,225,256,418
"ENSSSCG00000006834",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000006835",32,30,48,36,97,62,525,564,1106,1232
"ENSSSCG00000006836",0,1,2,2,3,1,0,0,3,3
"ENSSSCG00000006840",3,5,13,13,14,5,47,7,75,84
"ENSSSCG00000006841",6,16,23,9,17,25,25,13,108,159
"ENSSSCG00000006842",0,1,1,1,0,1,0,0,0,0
"ENSSSCG00000006845",13,26,27,37,39,20,128,6,183,233
"ENSSSCG00000006846",0,1,2,0,0,1,6,0,0,1
"ENSSSCG00000006848",17,21,28,9,38,22,214,68,434,435
"ENSSSCG00000006850",7,15,6,8,43,13,72,39,130,254
"ENSSSCG00000006852",0,1,2,0,0,1,0,0,0,0
"ENSSSCG00000006853",2,11,7,8,11,7,138,82,219,189
"ENSSSCG00000006857",0,4,4,5,3,4,0,0,0,10
"ENSSSCG00000006860",7,19,27,20,39,21,144,42,178,220
"ENSSSCG00000006861",2,4,4,1,3,1,5,13,9,10
"ENSSSCG00000006862",0,3,2,4,8,10,8,8,9,147
"ENSSSCG00000006864",12,29,45,26,40,52,121,51,332,226
"ENSSSCG00000006865",1,2,3,3,10,5,89,15,113,129
"ENSSSCG00000006866",3,11,19,16,22,17,137,16,180,153
"ENSSSCG00000006867",0,0,0,0,0,1,0,0,0,3
"ENSSSCG00000006869",2,11,13,6,13,8,38,14,56,97
"ENSSSCG00000006870",11,36,22,22,40,25,145,91,315,287
"ENSSSCG00000006871",4,12,14,6,22,18,150,27,243,192
"ENSSSCG00000006872",10,17,32,24,27,13,89,33,178,229
"ENSSSCG00000006873",9,10,10,13,14,7,42,19,110,89
"ENSSSCG00000006874",1,5,0,0,10,8,0,0,0,2
"ENSSSCG00000006875",0,0,0,1,1,0,3,0,1,2
"ENSSSCG00000006876",0,0,0,1,0,0,0,0,0,1
"ENSSSCG00000006877",2,0,4,1,0,0,2,0,2,3
"ENSSSCG00000006878",31,45,60,45,71,56,168,136,486,619
"ENSSSCG00000006879",1,5,21,13,30,25,71,10,132,217
"ENSSSCG00000006885",4,0,8,3,9,6,43,31,38,35
"ENSSSCG00000006887",0,0,2,0,17,2,5,15,1,19
"ENSSSCG00000006888",0,1,2,2,5,1,0,0,0,1
"ENSSSCG00000006889",0,0,5,1,13,2,5,0,3,20
"ENSSSCG00000006890",1,3,1,0,0,2,0,0,1,4
"ENSSSCG00000006892",21,59,61,66,92,59,463,103,519,557
"ENSSSCG00000006893",0,9,8,1,22,1,46,8,17,51
"ENSSSCG00000006894",1,4,2,1,13,1,4,0,9,22
"ENSSSCG00000006897",5,11,17,16,15,17,48,1,63,86
"ENSSSCG00000006898",11,16,31,39,35,30,183,42,308,463
"ENSSSCG00000006899",129,252,339,294,440,250,4409,2456,7345,6835
"ENSSSCG00000006900",4,4,4,2,9,4,65,8,96,128
"ENSSSCG00000006901",16,17,14,7,19,9,28,5,54,73
"ENSSSCG00000006902",4,8,17,13,23,15,61,41,153,367
"ENSSSCG00000006903",8,15,17,13,21,14,116,3,127,190
"ENSSSCG00000006904",3,8,9,6,7,6,39,27,95,77
"ENSSSCG00000006911",1,4,5,2,6,10,49,23,42,76
"ENSSSCG00000006912",1,4,5,11,23,2,4,0,46,19
"ENSSSCG00000006914",0,0,1,8,0,7,0,0,0,0
"ENSSSCG00000006917",30,54,75,50,60,73,348,234,962,916
"ENSSSCG00000006923",8,26,17,22,27,35,277,128,508,884
"ENSSSCG00000006925",4,8,21,19,27,18,196,48,264,300
"ENSSSCG00000006926",11,25,23,22,26,24,203,111,261,370
"ENSSSCG00000006927",21,33,31,33,48,41,154,37,259,323
"ENSSSCG00000006930",22,42,35,25,72,36,372,261,703,634
"ENSSSCG00000006932",1,2,2,5,3,0,0,21,0,3
"ENSSSCG00000006933",1,1,0,2,1,0,0,0,1,0
"ENSSSCG00000006935",0,1,0,0,0,4,2,0,1,6
"ENSSSCG00000006936",1,2,4,1,1,2,17,2,12,21
"ENSSSCG00000006939",12,21,39,33,35,31,96,40,161,190
"ENSSSCG00000006940",2,1,14,4,33,5,8,29,0,14
"ENSSSCG00000006947",1,2,6,5,4,4,0,6,0,1
"ENSSSCG00000006948",1,1,0,2,0,1,8,6,2,6
"ENSSSCG00000006950",2,5,1,4,1,4,2,0,4,4
"ENSSSCG00000006954",36,72,80,69,127,103,840,2017,1179,1107
"ENSSSCG00000006955",23,10,22,23,31,23,165,152,415,453
"ENSSSCG00000006956",28,54,55,52,72,49,174,146,597,784
"ENSSSCG00000006957",0,1,3,0,7,1,0,2,0,7
"ENSSSCG00000006959",5,13,12,23,18,12,29,37,78,117
"ENSSSCG00000006966",0,1,4,1,3,3,1,0,1,0
"ENSSSCG00000006968",4,11,17,7,19,5,10,8,82,86
"ENSSSCG00000006969",0,0,0,1,0,0,0,0,0,0
"ENSSSCG00000006970",0,1,3,1,5,3,0,0,2,7
"ENSSSCG00000006972",1,0,0,0,0,0,0,0,0,0
"ENSSSCG00000006979",0,1,1,1,0,2,0,4,6,12
"ENSSSCG00000006980",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000006981",0,0,1,0,0,0,4,0,2,2
"ENSSSCG00000006982",0,10,8,8,20,11,39,16,8,40
"ENSSSCG00000006983",12,31,33,24,41,32,211,117,513,529
"ENSSSCG00000006984",4,13,13,6,18,2,22,0,67,70
"ENSSSCG00000006987",4,3,9,4,8,2,0,3,6,0
"ENSSSCG00000006988",1,1,3,4,2,0,1,1,0,2
"ENSSSCG00000006994",30,56,71,70,115,71,281,66,561,598
"ENSSSCG00000006995",14,5,12,8,15,9,40,12,294,326
"ENSSSCG00000006996",6,15,10,14,19,7,117,15,187,279
"ENSSSCG00000006997",0,1,1,0,0,2,0,0,0,0
"ENSSSCG00000007003",0,2,4,3,5,6,26,52,81,104
"ENSSSCG00000007004",14,11,22,26,40,19,186,179,418,487
"ENSSSCG00000007005",0,8,11,8,6,4,9,7,48,75
"ENSSSCG00000007007",0,4,0,1,0,2,10,10,17,24
"ENSSSCG00000007008",0,0,0,1,0,0,0,0,0,0
"ENSSSCG00000007009",0,1,0,0,0,1,0,0,0,0
"ENSSSCG00000007010",2,4,4,1,1,6,1,0,0,0
"ENSSSCG00000007019",54,61,55,63,135,53,393,373,813,1027
"ENSSSCG00000007022",9,21,9,15,37,8,75,131,20,48
"ENSSSCG00000007023",17,35,67,30,67,66,133,90,551,484
"ENSSSCG00000007026",10,12,17,13,38,18,200,147,316,360
"ENSSSCG00000007027",2,6,14,4,18,5,6,6,31,70
"ENSSSCG00000007030",60,66,75,84,129,67,345,312,964,823
"ENSSSCG00000007031",9,15,15,13,27,28,136,106,243,220
"ENSSSCG00000007032",2,2,3,0,19,1,3,44,1,45
"ENSSSCG00000007033",0,5,2,2,5,4,19,15,71,31
"ENSSSCG00000007034",9,25,23,16,25,10,20,9,25,9
"ENSSSCG00000007043",63,52,48,41,81,46,175,52,686,685
"ENSSSCG00000007046",6,20,17,30,40,28,172,51,229,300
"ENSSSCG00000007047",2,6,4,7,7,11,70,2,85,68
"ENSSSCG00000007052",0,0,4,1,13,0,0,0,0,10
"ENSSSCG00000007056",4,3,4,3,3,5,3,4,14,4
"ENSSSCG00000007058",1,4,4,2,2,2,7,2,7,6
"ENSSSCG00000007061",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000007062",1,0,1,1,2,1,0,0,0,1
"ENSSSCG00000007063",0,0,0,1,0,0,0,0,0,0
"ENSSSCG00000007064",3,4,10,2,6,7,91,25,119,101
"ENSSSCG00000007065",0,0,0,0,0,0,0,0,1,0
"ENSSSCG00000007067",1,8,7,15,76,21,13,7,67,31
"ENSSSCG00000007072",0,0,0,1,1,0,0,0,0,0
"ENSSSCG00000007073",0,0,3,1,1,2,0,0,3,3
"ENSSSCG00000007074",8,14,13,8,24,6,35,26,77,117
"ENSSSCG00000007076",1,10,4,10,14,9,27,5,43,38
"ENSSSCG00000007077",8,13,32,18,33,13,163,10,263,258
"ENSSSCG00000007079",0,0,1,0,4,0,4,0,0,2
"ENSSSCG00000007080",11,19,23,23,46,31,38,25,88,113
"ENSSSCG00000007082",0,0,0,0,0,0,0,0,2,2
"ENSSSCG00000007083",4,7,5,2,14,10,50,45,18,21
"ENSSSCG00000007084",0,0,2,1,2,1,0,0,0,0
"ENSSSCG00000007088",14,27,39,27,55,36,639,273,903,785
"ENSSSCG00000007089",2,8,6,6,18,7,95,46,116,193
"ENSSSCG00000007092",20,47,53,38,61,47,146,165,463,660
"ENSSSCG00000007093",2,6,14,9,7,8,42,9,51,80
"ENSSSCG00000007094",1,1,1,1,9,0,0,0,2,1
"ENSSSCG00000007095",2,2,4,2,6,2,46,12,81,109
"ENSSSCG00000007097",12,26,29,35,89,44,238,271,502,570
"ENSSSCG00000007098",1,20,15,12,45,14,131,93,289,249
"ENSSSCG00000007099",1,5,2,1,3,1,0,0,0,0
"ENSSSCG00000007100",4,15,2,7,13,4,67,45,13,48
"ENSSSCG00000007108",6,15,14,12,23,9,40,3,62,90
"ENSSSCG00000007109",35,84,66,91,129,84,394,319,973,918
"ENSSSCG00000007110",0,0,0,0,0,1,0,0,0,0
"ENSSSCG00000007112",0,0,0,0,1,1,0,0,0,1
"ENSSSCG00000007114",0,0,0,0,5,0,0,0,0,0
"ENSSSCG00000007116",16,38,29,36,69,15,94,57,266,242
"ENSSSCG00000007117",8,18,16,15,30,22,63,53,205,249
"ENSSSCG00000007119",0,6,5,2,12,9,56,78,75,98
"ENSSSCG00000007121",1,0,0,3,0,1,0,0,0,0
"ENSSSCG00000007123",0,0,1,1,0,0,0,0,0,0
"ENSSSCG00000007124",2,0,1,0,4,1,0,0,0,0
"ENSSSCG00000007125",1,0,0,0,0,0,0,0,0,0
"ENSSSCG00000007130",0,2,1,0,3,2,0,0,0,1
"ENSSSCG00000007131",3,6,5,8,8,16,112,221,296,439
