"","H2","H3","H6","H7","H8","W1","W10","W6","W7","W9"
"ADAMTS16_ENSSSCG00000017109_ENSSSCT00000018627_109_3847_4879",0,1,2,1,0,0,0,0,0,0
"ADAMTS17_ENSSSCG00000038452_ENSSSCT00000041094_93_3456_6220",0,0,0,0,102,0,0,0,1,1
"ADAMTS18_ENSSSCG00000038627_ENSSSCT00000063815_199_3868_5749",0,1,1,2,1,4,0,0,0,0
"ADAMTS19_ENSSSCG00000014259_ENSSSCT00000015580_199_3820_4964",1,5,2,2,10,3,60,20,0,8
"ADAMTS20_ENSSSCG00000000795_ENSSSCT00000000862_333_6078_6499",0,0,1,0,0,1,0,0,1,0
"ADAMTS2_ENSSSCG00000024043_ENSSSCT00000022836_122_3704_6765",16,8,10,1,4,4,5,8,55,72
"ADAMTS3_ENSSSCG00000038180_ENSSSCT00000050515_314_3917_6109",0,1,1,1,3,2,0,0,0,23
"ADAMTS4_ENSSSCG00000006359_ENSSSCT00000006968_322_2938_3726",0,1,1,1,1,1,0,0,0,16
"ADAMTS5_ENSSSCG00000012027_ENSSSCT00000013159_1088_3875_6166",2,1,1,2,3,2,1,16,0,23
"ADAMTS6_ENSSSCG00000016943_ENSSSCT00000089457_894_4245_7315",3,12,10,6,7,9,87,16,149,130
"ADAMTS7_ENSSSCG00000001765_ENSSSCT00000001974_216_4977_5211",0,1,1,1,1,3,19,1,27,38
"ADAMTS8_ENSSSCG00000015249_ENSSSCT00000042241_265_2995_3603",0,0,2,2,1,1,1,0,0,17
"ADAMTS9_ENSSSCG00000011496_ENSSSCT00000055973_65_6149_6583",0,0,5,2,3,5,22,0,37,130
"ADAMTSL1_ENSSSCG00000040366_ENSSSCT00000037462_199_5629_8175",1,3,4,6,5,6,0,0,0,0
"ADAMTSL2_ENSSSCG00000026425_ENSSSCT00000028900_214_3088_3591",0,0,1,1,4,1,7,0,14,6
"ADAMTSL3_ENSSSCG00000001793_ENSSSCT00000042317_245_5171_7225",0,2,0,3,2,1,1,0,0,9
"ADAMTSL4_ENSSSCG00000006651_ENSSSCT00000037797_361_3547_4272",23,10,7,9,35,15,167,47,194,149
"ADAMTSL5_ENSSSCG00000013433_ENSSSCT00000074591_312_1764_3852",0,0,1,0,0,0,1,0,0,1
"ADAP1_ENSSSCG00000007547_ENSSSCT00000008279_86_1205_1537",19,4,12,15,23,14,52,85,185,234
"ADAP2_ENSSSCG00000017738_ENSSSCT00000070609_0_1155_3898",3,1,3,3,0,3,5,7,50,35
"ADARB1_ENSSSCG00000012089_ENSSSCT00000056371_442_2548_6158",9,20,9,5,14,37,292,148,662,407
"ADARB2_ENSSSCG00000011160_ENSSSCT00000079058_371_2852_4238",0,1,0,0,0,0,0,0,0,0
"ADAR_ENSSSCG00000006543_ENSSSCT00000087317_162_3669_6305",30,68,49,94,216,101,575,710,1363,1598
"ADAT1_ENSSSCG00000002706_ENSSSCT00000003000_172_1663_2229",0,6,3,2,6,2,17,5,30,21
"ADAT2_ENSSSCG00000039598_ENSSSCT00000048579_209_782_1951",0,0,5,6,8,4,17,9,50,47
"ADAT3_ENSSSCG00000038810_ENSSSCT00000047042_566_1619_1911",1,1,1,3,3,4,32,28,41,56
"ADA_ENSSSCG00000021255_ENSSSCT00000081342_143_1229_1524",7,10,3,6,13,8,66,57,96,112
"ADCK1_ENSSSCG00000002408_ENSSSCT00000048666_70_1534_3498",2,1,2,2,2,3,1,1,35,42
"ADCK2_ENSSSCG00000016496_ENSSSCT00000017960_856_2734_3024",2,13,9,14,30,13,101,71,199,204
"ADCK5_ENSSSCG00000005907_ENSSSCT00000006487_83_1826_1927",4,15,32,15,22,18,132,164,213,208
"ADCY10_ENSSSCG00000006305_ENSSSCT00000006910_199_5029_6033",22,1,37,1,0,0,0,0,1,0
"ADCY1_ENSSSCG00000016726_ENSSSCT00000018207_79_3463_3466",0,0,69,0,0,0,0,0,1,0
"ADCY2_ENSSSCG00000017101_ENSSSCT00000088849_0_3282_4348",0,0,0,0,0,1,0,0,0,0
"ADCY3_ENSSSCG00000008578_ENSSSCT00000009387_158_4118_4121",5,2,6,11,12,10,61,61,103,178
"ADCY4_ENSSSCG00000001988_ENSSSCT00000002224_152_3383_3446",4,3,2,9,3,6,23,10,79,135
"ADCY5_ENSSSCG00000027952_ENSSSCT00000029344_199_3976_6170",0,0,1,1,2,1,0,1,1,1
"ADCY6_ENSSSCG00000000175_ENSSSCT00000000184_0_3492_5867",4,18,11,7,39,6,80,70,39,29
"ADCY7_ENSSSCG00000039408_ENSSSCT00000063912_345_3582_6845",110,141,207,84,120,146,825,463,2301,2805
"ADCY8_ENSSSCG00000031717_ENSSSCT00000061510_138_3888_3972",0,0,0,0,1,1,0,0,0,0
"ADCY9_ENSSSCG00000007950_ENSSSCT00000045205_184_4321_8437",4,14,10,3,9,5,28,10,96,73
"ADCYAP1R1_ENSSSCG00000016672_ENSSSCT00000030340_316_1594_4222",0,0,0,0,1,1,6,0,1,0
"ADCYAP1_ENSSSCG00000035186_ENSSSCT00000055920_714_1242_3724",0,0,0,0,0,0,0,0,0,0
"ADD1_ENSSSCG00000008692_ENSSSCT00000107624_114_2436_3796",43,130,230,88,217,151,902,993,2262,2181
"ADD2_ENSSSCG00000020736_ENSSSCT00000099380_0_1728_1731",0,0,0,0,0,0,1,2,2,7
"ADD3_ENSSSCG00000010621_ENSSSCT00000054427_426_2544_4512",39,111,241,128,181,186,1848,731,2722,2690
"ADGB_ENSSSCG00000004114_ENSSSCT00000004553_64_4819_5334",3,4,3,2,1,3,1,0,45,52
"ADGRA1_ENSSSCG00000039199_ENSSSCT00000064347_681_2397_3877",0,0,0,0,2,1,0,0,0,0
"ADGRA2_ENSSSCG00000015825_ENSSSCT00000070661_49_4057_5434",0,1,0,0,2,1,0,7,0,15
"ADGRA3_ENSSSCG00000008753_ENSSSCT00000037721_199_4150_4508",0,1,107,0,266,0,1,1,1,1
"ADGRB1_ENSSSCG00000035891_ENSSSCT00000039458_662_5402_5993",0,0,0,0,39,0,1,1,1,1
"ADGRB2_ENSSSCG00000003604_ENSSSCT00000003999_64_4714_5020",1,0,2,0,0,1,7,0,11,19
"ADGRB3_ENSSSCG00000004270_ENSSSCT00000066143_301_4867_6564",0,1,0,1,1,1,0,0,1,0
"ADGRD1_ENSSSCG00000009745_ENSSSCT00000010684_483_3198_5326",0,0,0,2,2,1,0,0,1,19
"ADGRD2_ENSSSCG00000005591_ENSSSCT00000006147_141_2865_2868",1,0,0,0,0,0,0,0,0,0
"ADGRE3_ENSSSCG00000013787_ENSSSCT00000029894_78_1989_2243",8,3,3,3,6,3,1,0,50,64
"ADGRE5_ENSSSCG00000013775_ENSSSCT00000036462_94_2578_3313",233,132,169,114,253,188,816,543,3403,3386
"ADGRF1_ENSSSCG00000001726_ENSSSCT00000001930_215_2996_3134",0,1,0,0,1,0,0,1,0,0
"ADGRF3_ENSSSCG00000008570_ENSSSCT00000028489_219_3213_4760",1,1,0,1,1,1,0,0,0,10
"ADGRF5_ENSSSCG00000001725_ENSSSCT00000100055_288_4431_5838",1,0,0,0,0,0,0,0,0,1
"ADGRG1_ENSSSCG00000002815_ENSSSCT00000040726_117_2337_3714",27,82,38,133,222,126,112,176,1187,4065
"ADGRG2_ENSSSCG00000029756_ENSSSCT00000068039_49_3112_3115",0,0,33,1,0,0,0,0,0,1
"ADGRG3_ENSSSCG00000002814_ENSSSCT00000003114_55_1705_2648",16,6,15,5,10,10,26,18,24,363
"ADGRG5_ENSSSCG00000025503_ENSSSCT00000057757_601_2074_2927",13,18,58,29,30,26,186,72,436,410
"ADGRG6_ENSSSCG00000004139_ENSSSCT00000064165_498_4239_7026",0,1,161,129,179,0,1,1,1,1
"ADGRG7_ENSSSCG00000011962_ENSSSCT00000061723_647_3038_4256",1,0,1,0,2,1,8,12,0,0
"ADGRL1_ENSSSCG00000013773_ENSSSCT00000053432_582_5001_5916",6,5,30,18,25,14,47,71,239,208
"ADGRL2_ENSSSCG00000003761_ENSSSCT00000063942_239_4616_5894",23,14,12,7,13,11,11,3,215,233
"ADGRL3_ENSSSCG00000026129_ENSSSCT00000107743_496_5098_6059",0,0,2,2,0,1,0,0,0,13
"ADGRL4_ENSSSCG00000003762_ENSSSCT00000041037_52_2275_3640",0,0,0,0,0,0,0,0,0,4
"ADGRV1_ENSSSCG00000035025_ENSSSCT00000045697_153_18912_19916",4,2,2,5,3,4,1,23,58,28
"ADH4_ENSSSCG00000009184_ENSSSCT00000010057_74_1214_3352",0,0,0,0,0,0,0,0,0,0
"ADH5_ENSSSCG00000009185_ENSSSCT00000050964_0_1176_1450",18,9,26,15,51,29,277,142,445,376
"ADHFE1_ENSSSCG00000006213_ENSSSCT00000073069_0_1467_3422",1,1,1,0,126,0,1,1,1,1
"ADI1_ENSSSCG00000029161_ENSSSCT00000026549_51_588_1782",7,5,8,6,21,11,93,92,119,144
"ADIG_ENSSSCG00000007346_ENSSSCT00000008038_199_442_449",0,1,0,0,0,0,0,0,0,0
"ADIPOQ_ENSSSCG00000039103_ENSSSCT00000038265_137_998_1217",0,0,0,1,0,0,1,1,0,1
"ADIPOR1_ENSSSCG00000010931_ENSSSCT00000069245_0_1131_1312",19,47,13,25,32,18,143,144,195,230
"ADIPOR2_ENSSSCG00000000757_ENSSSCT00000000821_465_1623_3927",7,6,20,30,23,19,130,131,258,268
"ADIRF_ENSSSCG00000037918_ENSSSCT00000064532_99_324_410",0,0,0,1,1849,0,1,1,0,1
"ADISSP_ENSSSCG00000035666_ENSSSCT00000055558_0_594_1015",5,3,9,3,19,6,35,54,62,66
"ADK_ENSSSCG00000010315_ENSSSCT00000075864_51_1137_7269",4,7,7,3,26,10,83,45,115,159
"ADM2_ENSSSCG00000059591_ENSSSCT00000092133_123_549_1553",0,0,1,0,2,0,0,0,0,0
"ADM_ENSSSCG00000013408_ENSSSCT00000014648_492_1056_1838",1,4,5,0,15,5,0,2,131,66
"ADNP2_ENSSSCG00000038632_ENSSSCT00000068751_39_4176_5626",12,23,39,19,18,20,154,83,323,296
"ADNP_ENSSSCG00000007473_ENSSSCT00000034395_2124_5433_6264",25,89,82,33,70,84,634,303,1218,1477
"ADORA1_ENSSSCG00000021059_ENSSSCT00000036846_236_1214_1730",0,0,0,0,171,0,0,0,1,1
"ADORA2A_ENSSSCG00000010054_ENSSSCT00000011015_271_1513_2261",1,0,4,0,5,4,3,22,46,67
"ADORA2B_ENSSSCG00000035051_ENSSSCT00000040616_78_1071_2075",1,181,1,1,214,0,1,1,1,1
"ADORA3_ENSSSCG00000006788_ENSSSCT00000007436_19_973_1467",1,0,1,1,0,1,1,6,17,32
"ADO_ENSSSCG00000031360_ENSSSCT00000053127_0_810_813",8,4,1,0,6,1,6,10,25,30
"ADPGK_ENSSSCG00000001925_ENSSSCT00000100509_69_1560_2564",19,16,37,9,19,17,82,61,267,281
"ADPRH_ENSSSCG00000011896_ENSSSCT00000013018_402_1476_3813",6,5,14,3,9,10,64,1,169,159
"ADPRM_ENSSSCG00000018009_ENSSSCT00000070466_12_939_7551",2,3,1,3,1,2,20,0,30,27
"ADPRS_ENSSSCG00000003634_ENSSSCT00000004030_199_1618_2160",1,9,11,10,30,8,52,48,80,124
"ADRA1A_ENSSSCG00000009661_ENSSSCT00000065003_887_2285_5103",0,0,1,1,0,0,0,0,0,0
"ADRA1B_ENSSSCG00000017041_ENSSSCT00000018554_443_1997_2521",0,0,1,33,0,0,0,0,0,1
"ADRA1D_ENSSSCG00000007139_ENSSSCT00000007811_0_1710_2714",0,0,1,0,1,0,0,0,0,0
"ADRA2A_ENSSSCG00000010629_ENSSSCT00000011625_0_1395_1398",0,0,0,1,0,0,0,0,0,0
"ADRA2B_ENSSSCG00000008122_ENSSSCT00000008898_425_1763_3635",1,1,1,1,2,2,7,0,19,19
"ADRA2C_ENSSSCG00000008703_ENSSSCT00000009522_0_1380_1383",1,0,1,1,0,0,0,1,1,1
"ADRB1_ENSSSCG00000010647_ENSSSCT00000011646_0_1407_1410",0,1,1,1,0,2,0,7,16,48
"ADRB2_ENSSSCG00000052586_ENSSSCT00000095446_217_1471_7153",4,5,10,3,9,3,12,0,27,70
"ADRB3_ENSSSCG00000015821_ENSSSCT00000017229_124_1345_3738",1,0,0,0,0,0,1,0,0,0
"ADRM1_ENSSSCG00000038718_ENSSSCT00000044242_95_1364_1493",27,23,17,23,83,42,226,387,537,498
"ADSL_ENSSSCG00000000077_ENSSSCT00000093731_31_1561_3200",5,27,31,17,50,31,254,130,504,423
"ADSS1_ENSSSCG00000037334_ENSSSCT00000048163_42_1482_3805",0,1,0,176,509,0,1,1,1,1
"ADSS2_ENSSSCG00000010874_ENSSSCT00000041198_114_1542_3510",8,8,32,18,44,18,159,78,280,229
"ADTRP_ENSSSCG00000001048_ENSSSCT00000001142_235_925_1839",0,1,0,0,0,0,0,0,0,0
"AEBP1_ENSSSCG00000016754_ENSSSCT00000018236_319_3739_4001",0,0,7,3,0,3,1,7,1,123
"AEBP2_ENSSSCG00000000587_ENSSSCT00000000632_199_1741_4461",7,36,29,14,28,17,133,43,236,329
"AEN_ENSSSCG00000005102_ENSSSCT00000005624_261_1236_2883",0,1,4,7,25,8,34,17,125,87
"AFAP1L1_ENSSSCG00000014431_ENSSSCT00000083150_108_2394_5110",0,0,0,0,0,0,4,0,1,0
"AFAP1_ENSSSCG00000023907_ENSSSCT00000039817_215_2702_2705",1,1,3,2,4,3,9,0,44,37
"AFDN_ENSSSCG00000004018_ENSSSCT00000039396_246_5691_6695",0,3,9,8,20,6,6,69,49,77
"AFF1_ENSSSCG00000023593_ENSSSCT00000073192_21_3750_4852",15,23,30,12,14,19,93,68,374,269
"AFF2_ENSSSCG00000012730_ENSSSCT00000041296_12_3933_8277",2,3,3,1,5,3,14,14,51,34
"AFF3_ENSSSCG00000055832_ENSSSCT00000064001_312_4068_5519",20,110,118,75,94,73,463,227,1272,1171
"AFF4_ENSSSCG00000014291_ENSSSCT00000025744_531_4023_5679",13,35,26,22,54,29,247,126,526,359
"AFG1L_ENSSSCG00000040199_ENSSSCT00000022746_14_1487_1856",2,3,2,8,4,4,32,0,52,84
"AFG2A_ENSSSCG00000009084_ENSSSCT00000009950_0_2661_3676",4,23,29,18,18,14,128,50,206,190
"AFG2B_ENSSSCG00000004671_ENSSSCT00000005157_84_2595_3932",3,11,9,4,17,7,49,19,93,115
"AFG3L2_ENSSSCG00000022947_ENSSSCT00000025900_120_2532_6453",15,37,27,20,96,29,218,162,415,435
"AFMID_ENSSSCG00000033636_ENSSSCT00000042348_13_847_3018",4,18,15,9,26,11,91,57,153,171
"AFM_ENSSSCG00000008950_ENSSSCT00000009804_31_1879_3691",2,4,2,4,0,6,0,0,0,0
"AFP_ENSSSCG00000008949_ENSSSCT00000009803_27_1857_2016",0,0,1,0,0,0,0,0,0,0
"AFTPH_ENSSSCG00000008363_ENSSSCT00000022299_312_3117_4101",11,35,33,36,61,43,405,144,648,703
"AGAP1_ENSSSCG00000016317_ENSSSCT00000045986_199_3667_4046",1,6,14,10,19,9,37,63,90,154
"AGAP2_ENSSSCG00000038732_ENSSSCT00000041217_199_3784_3787",22,36,88,52,42,39,259,232,583,565
"AGAP3_ENSSSCG00000025610_ENSSSCT00000051565_0_3075_3567",1,8,11,7,24,8,22,29,91,195
"AGA_ENSSSCG00000015772_ENSSSCT00000017173_131_1160_2925",5,8,15,3,9,9,67,45,136,123
"AGBL1_ENSSSCG00000036551_ENSSSCT00000062307_151_3505_9567",0,2,2,1,1,1,0,0,0,0
"AGBL2_ENSSSCG00000040838_ENSSSCT00000038642_567_3162_3680",1,3,1,3,8,2,12,1,21,39
"AGBL3_ENSSSCG00000053763_ENSSSCT00000103237_1378_3946_3949",0,2,5,1,3,2,7,0,20,17
"AGBL5_ENSSSCG00000008558_ENSSSCT00000056994_184_2842_3193",7,7,1,19,19,5,27,32,58,78
"AGER_ENSSSCG00000001437_ENSSSCT00000001586_19_1480_1562",1,0,5,6,3,1,9,10,10,13
"AGFG1_ENSSSCG00000016248_ENSSSCT00000017692_199_2005_4197",14,23,20,12,34,21,162,107,322,330
"AGFG2_ENSSSCG00000007664_ENSSSCT00000064137_340_1810_2789",1,10,10,10,45,9,36,45,97,202
"AGGF1_ENSSSCG00000014094_ENSSSCT00000015395_348_2445_2648",6,21,35,22,24,18,170,57,261,311
"AGK_ENSSSCG00000016492_ENSSSCT00000075893_362_1625_2528",2,15,25,18,42,20,127,128,289,255
"AGL_ENSSSCG00000006872_ENSSSCT00000053207_385_5008_7673",6,9,31,20,17,11,71,36,159,178
"AGMAT_ENSSSCG00000003463_ENSSSCT00000095248_50_1148_1270",0,0,0,0,0,0,0,0,2,0
"AGMO_ENSSSCG00000015356_ENSSSCT00000087698_4_1399_2854",0,0,0,0,0,0,0,0,0,0
"AGO2_ENSSSCG00000005935_ENSSSCT00000072445_0_2622_5571",9,49,37,23,33,44,313,368,557,553
"AGO3_ENSSSCG00000003630_ENSSSCT00000004027_199_4294_7317",17,37,36,12,23,16,100,108,212,202
"AGPAT1_ENSSSCG00000001435_ENSSSCT00000107896_693_1551_2573",14,25,13,6,37,10,50,90,117,140
"AGPAT2_ENSSSCG00000053941_ENSSSCT00000100800_67_940_943",0,0,0,0,55,0,0,1,1,1
"AGPAT3_ENSSSCG00000038081_ENSSSCT00000044222_30_1218_1221",7,20,7,5,13,6,23,40,69,96
"AGPAT4_ENSSSCG00000004033_ENSSSCT00000004461_298_1432_1873",7,7,6,7,15,8,46,53,106,136
"AGPAT5_ENSSSCG00000015755_ENSSSCT00000017156_271_1366_3677",4,9,24,11,13,11,81,32,156,196
"AGPS_ENSSSCG00000023983_ENSSSCT00000051451_199_2302_2572",9,21,24,10,12,22,205,66,329,361
"AGR2_ENSSSCG00000015363_ENSSSCT00000106706_70_709_712",0,2,0,0,0,0,0,0,0,0
"AGRN_ENSSSCG00000022204_ENSSSCT00000065088_132_6456_7624",4,5,6,14,70,15,6,200,68,221
"AGRP_ENSSSCG00000002775_ENSSSCT00000003073_200_602_674",0,0,0,0,1,0,0,0,0,0
"AGTPBP1_ENSSSCG00000010957_ENSSSCT00000011993_239_3920_4509",1,7,13,7,8,9,78,32,93,125
"AGTR1_ENSSSCG00000011695_ENSSSCT00000034453_553_1630_5278",0,28,0,0,0,0,1,0,0,1
"AGT_ENSSSCG00000010184_ENSSSCT00000011150_470_1886_1889",0,0,0,1,0,1,1,9,0,1
"AGXT2_ENSSSCG00000016829_ENSSSCT00000048573_23_1514_5860",0,0,0,0,0,0,0,0,0,0
"AGXT_ENSSSCG00000016402_ENSSSCT00000017859_131_1364_1625",0,0,34,0,0,0,0,0,1,1
"AHCTF1_ENSSSCG00000010863_ENSSSCT00000080963_40_7162_8697",10,55,70,70,108,55,467,161,913,830
"AHCYL1_ENSSSCG00000006816_ENSSSCT00000051631_29_1619_3768",15,12,52,20,54,36,216,183,541,564
"AHCYL2_ENSSSCG00000016568_ENSSSCT00000078936_0_1968_1971",3,23,15,15,11,16,109,78,268,205
"AHCY_ENSSSCG00000007278_ENSSSCT00000056819_28_1471_2260",28,29,26,36,167,35,255,302,398,360
"AHDC1_ENSSSCG00000047147_ENSSSCT00000071282_683_5489_6205",11,50,54,46,34,47,287,227,632,876
"AHI1_ENSSSCG00000004166_ENSSSCT00000004605_255_3867_5211",3,27,18,31,29,22,87,171,272,333
"AHNAK_ENSSSCG00000036669_ENSSSCT00000107632_290_18671_19555",522,1413,1376,659,739,630,3427,2666,10508,10426
"AHRR_ENSSSCG00000032843_ENSSSCT00000041688_123_2208_4971",1,0,0,0,4,1,22,0,0,6
"AHR_ENSSSCG00000030484_ENSSSCT00000031031_453_3000_5398",37,26,45,19,27,14,142,36,227,190
"AHSA1_ENSSSCG00000002406_ENSSSCT00000002675_164_1178_1399",31,21,41,26,112,64,528,357,861,927
"AHSG_ENSSSCG00000011799_ENSSSCT00000036715_87_1269_1490",1,0,1,0,1,1,0,0,0,0
"AHSP_ENSSSCG00000037878_ENSSSCT00000047650_333_609_786",4,16,0,1,6,7,8,116,1,112
"AICDA_ENSSSCG00000000667_ENSSSCT00000000723_87_681_2128",1,0,0,1,1,0,0,1,1,1
"AIDA_ENSSSCG00000010835_ENSSSCT00000011854_9_927_5008",9,7,3,13,24,12,102,53,181,172
"AIF1L_ENSSSCG00000034178_ENSSSCT00000049035_162_609_3547",0,0,1,1,16,0,0,0,0,0
"AIF1_ENSSSCG00000032341_ENSSSCT00000107795_62_581_1173",42,13,26,31,23,23,224,104,359,232
"AIFM1_ENSSSCG00000012657_ENSSSCT00000089571_327_2226_2413",18,13,28,11,49,36,275,266,470,490
"AIFM2_ENSSSCG00000010258_ENSSSCT00000053389_90_1209_3521",1,3,3,5,16,6,20,42,86,54
"AIFM3_ENSSSCG00000010096_ENSSSCT00000011057_552_2364_2367",1,26,1,1,41,0,0,0,1,0
"AIG1_ENSSSCG00000004136_ENSSSCT00000075083_25_970_1619",4,4,1,3,18,3,14,19,25,17
"AIMP1_ENSSSCG00000024168_ENSSSCT00000065886_0_963_6409",8,18,47,20,60,32,322,88,491,459
"AIMP2_ENSSSCG00000024245_ENSSSCT00000026197_137_1094_1211",1,14,19,12,16,10,56,84,150,141
"AIPL1_ENSSSCG00000022026_ENSSSCT00000028258_676_1756_1987",2,2,3,1,0,3,12,14,15,39
"AIP_ENSSSCG00000062981_ENSSSCT00000103473_23_1013_2017",3,22,23,9,50,19,108,118,239,294
"AIRE_ENSSSCG00000025294_ENSSSCT00000030488_0_1734_1914",0,0,0,0,0,0,0,2,0,0
"AIRIM_ENSSSCG00000039905_ENSSSCT00000051925_262_871_3868",5,6,6,4,20,8,64,41,80,145
"AJM1_ENSSSCG00000057521_ENSSSCT00000097139_0_2925_2928",1,2,1,1,2,2,0,0,15,16
"AJUBA_ENSSSCG00000029201_ENSSSCT00000023963_326_1970_3491",1,1,4,0,3,3,4,25,10,33
"AK1_ENSSSCG00000005627_ENSSSCT00000054545_47_680_845",0,0,0,0,1,1,6,13,6,9
"AK3_ENSSSCG00000023595_ENSSSCT00000076024_87_768_3273",13,35,20,17,14,12,121,74,138,136
"AK5_ENSSSCG00000003773_ENSSSCT00000069526_280_1999_3215",0,1,1,0,1,1,0,0,1,0
"AK6_ENSSSCG00000037053_ENSSSCT00000046334_318_861_2186",3,0,3,1,1,4,44,5,54,54
"AK7_ENSSSCG00000002504_ENSSSCT00000002782_28_2200_2847",1,1,0,0,2,2,17,0,0,24
"AK8_ENSSSCG00000039188_ENSSSCT00000045636_64_1498_1614",0,2,3,1,3,2,10,1,22,14
"AKAIN1_ENSSSCG00000056207_ENSSSCT00000102792_219_447_2342",0,0,0,0,0,0,2,0,1,0
"AKAP10_ENSSSCG00000024030_ENSSSCT00000038778_159_2142_3793",5,22,34,26,59,22,129,75,323,408
"AKAP11_ENSSSCG00000009430_ENSSSCT00000010337_159_5865_9584",27,88,61,38,48,56,506,258,835,825
"AKAP12_ENSSSCG00000031733_ENSSSCT00000063559_156_5361_8213",1,6,4,4,14,7,40,22,31,173
"AKAP17A_ENSSSCG00000032986_ENSSSCT00000081228_261_2343_3347",34,207,89,138,211,91,513,437,1332,1616
"AKAP1_ENSSSCG00000034994_ENSSSCT00000053504_0_2613_3661",1,3,8,9,11,7,44,35,104,99
"AKAP3_ENSSSCG00000000720_ENSSSCT00000064398_0_2562_7767",5,3,10,6,5,1,15,10,11,27
"AKAP4_ENSSSCG00000012306_ENSSSCT00000066053_201_2790_3179",0,0,1,0,0,0,0,0,0,0
"AKAP5_ENSSSCG00000002268_ENSSSCT00000002526_402_1683_4390",0,4,5,1,3,1,10,0,14,25
"AKAP6_ENSSSCG00000024517_ENSSSCT00000041802_370_7330_8336",2,9,11,5,5,5,20,30,70,72
"AKAP7_ENSSSCG00000036790_ENSSSCT00000037683_148_1429_3240",1,16,7,6,12,6,38,21,74,90
"AKAP8L_ENSSSCG00000013838_ENSSSCT00000058689_114_1944_2010",17,41,21,36,53,28,207,182,345,483
"AKAP8_ENSSSCG00000013837_ENSSSCT00000015115_67_1993_3207",13,79,44,36,65,46,388,176,673,740
"AKAP9_ENSSSCG00000015310_ENSSSCT00000030484_232_11998_12512",16,85,110,114,93,86,785,107,1272,1530
"AKIP1_ENSSSCG00000033335_ENSSSCT00000056088_220_841_1098",2,16,6,6,22,14,92,132,150,142
"AKIRIN2_ENSSSCG00000004307_ENSSSCT00000088888_448_1087_1090",8,13,34,21,49,18,137,82,275,277
"AKNA_ENSSSCG00000023894_ENSSSCT00000028192_1130_5045_5048",43,172,186,116,164,148,782,1007,2213,2414
"AKR1A1_ENSSSCG00000029256_ENSSSCT00000042479_74_1169_1245",14,15,37,26,81,28,217,235,327,349
"AKR1B1_ENSSSCG00000040608_ENSSSCT00000077521_200_1241_1244",7,8,20,10,51,16,135,133,147,180
"AKR1C2_ENSSSCG00000058443_ENSSSCT00000086818_332_1277_1280",0,0,0,0,1,0,0,1,0,0
"AKR1C8_ENSSSCG00000063387_ENSSSCT00000098087_244_1210_1380",0,1,0,1,2,0,0,0,0,0
"AKR1D1_ENSSSCG00000016519_ENSSSCT00000017987_238_1216_2650",0,0,1,0,0,0,1,0,0,0
"AKR1E2_ENSSSCG00000036941_ENSSSCT00000052191_278_1181_1554",0,0,1,0,32,0,1,0,0,1
"AKR7A2_ENSSSCG00000003491_ENSSSCT00000003878_64_1171_1454",13,5,7,1,12,10,22,48,177,158
"AKT1S1_ENSSSCG00000003194_ENSSSCT00000003549_199_1027_1944",6,9,2,5,19,5,26,14,59,84
"AKT1_ENSSSCG00000039139_ENSSSCT00000050545_273_1713_2188",125,143,115,65,313,133,934,1003,1692,1876
"AKT2_ENSSSCG00000002989_ENSSSCT00000062620_0_1575_5006",29,52,60,22,42,36,232,267,517,506
"AKT3_ENSSSCG00000010872_ENSSSCT00000071933_0_1500_4799",7,27,14,8,31,17,250,88,188,131
"AKTIP_ENSSSCG00000026181_ENSSSCT00000060104_189_1065_2158",0,0,1,0,4,3,29,5,20,49
"ALAD_ENSSSCG00000032787_ENSSSCT00000038828_282_1266_4957",3,2,3,3,7,6,49,39,76,78
"ALAS1_ENSSSCG00000011437_ENSSSCT00000012517_204_2124_2281",13,5,15,7,38,16,77,104,191,243
"ALAS2_ENSSSCG00000012347_ENSSSCT00000013502_81_1842_1968",37,83,28,14,25,111,296,1179,109,2598
"ALB_ENSSSCG00000008948_ENSSSCT00000057761_481_2458_4256",1,55,0,1,1,0,1,0,1,1
"ALCAM_ENSSSCG00000011946_ENSSSCT00000032688_691_2548_5297",20,10,10,16,13,7,62,11,120,82
"ALDH16A1_ENSSSCG00000003168_ENSSSCT00000047007_6_2562_4309",18,77,57,32,51,35,250,225,452,563
"ALDH18A1_ENSSSCG00000010495_ENSSSCT00000011483_100_2485_6751",16,12,17,22,69,28,243,179,386,341
"ALDH1A1_ENSSSCG00000028996_ENSSSCT00000027607_53_1556_4133",0,0,0,155,1454,0,1,1,0,0
"ALDH1A2_ENSSSCG00000025578_ENSSSCT00000072756_709_2290_2293",1,0,1,0,0,0,0,1,0,2
"ALDH1A3_ENSSSCG00000004822_ENSSSCT00000086537_297_1833_2302",1,2,5,2,4,2,9,11,0,48
"ALDH1B1_ENSSSCG00000005361_ENSSSCT00000005901_272_1823_2840",3,1,2,5,3,6,51,37,75,96
"ALDH1L1_ENSSSCG00000030626_ENSSSCT00000057479_77_2678_2778",1,0,1,0,1,3,0,12,25,42
"ALDH1L2_ENSSSCG00000000839_ENSSSCT00000000913_85_2851_7066",10,5,17,5,11,18,69,35,333,305
"ALDH2_ENSSSCG00000009889_ENSSSCT00000010839_58_1669_1911",39,42,49,23,143,35,287,235,542,341
