"","H2","H3","H6","H7","H8","W1","W10","W6","W7","W9"
"CNGB3_ENSSSCG00000006134_ENSSSCT00000006727_0_2322_2325",0,1,1,0,4,1,0,0,0,0
"CNIH1_ENSSSCG00000027256_ENSSSCT00000087760_128_584_6634",0,3,4,1,9,3,20,13,45,37
"CNIH3_ENSSSCG00000034972_ENSSSCT00000036754_56_641_1647",0,0,1,0,0,0,1,1,1,1
"CNIH4_ENSSSCG00000035034_ENSSSCT00000070234_65_746_1777",6,10,18,1,28,1,11,11,31,34
"CNKSR1_ENSSSCG00000028387_ENSSSCT00000023469_83_2219_2570",0,2,1,0,6,0,0,0,0,0
"CNKSR2_ENSSSCG00000012164_ENSSSCT00000013305_411_3516_6104",0,0,0,5,1,2,0,0,0,0
"CNKSR3_ENSSSCG00000004071_ENSSSCT00000004500_498_2163_3167",1,6,7,3,13,4,41,28,41,34
"CNMD_ENSSSCG00000009442_ENSSSCT00000010349_49_1054_2257",0,1,0,1,1,1,0,0,1,1
"CNN1_ENSSSCG00000013614_ENSSSCT00000042258_67_1303_1313",3,3,0,0,0,4,3,82,2,1
"CNN2_ENSSSCG00000039542_ENSSSCT00000027330_70_1084_1734",67,99,154,100,446,148,1291,1211,1748,1686
"CNN3_ENSSSCG00000006887_ENSSSCT00000089458_186_1170_1965",0,0,3,0,10,3,2,24,0,32
"CNNM1_ENSSSCG00000010536_ENSSSCT00000050252_293_3200_5541",0,0,0,1,0,0,0,0,1,1
"CNNM2_ENSSSCG00000010593_ENSSSCT00000055838_199_2824_3220",1,2,1,1,1,2,0,0,16,23
"CNNM3_ENSSSCG00000008201_ENSSSCT00000082804_45_2580_4772",7,16,37,21,23,23,165,108,328,420
"CNNM4_ENSSSCG00000008202_ENSSSCT00000008983_94_2419_4721",2,12,15,14,30,13,86,69,152,230
"CNOT10_ENSSSCG00000032220_ENSSSCT00000070639_199_2608_5023",6,7,9,5,26,17,159,73,258,236
"CNOT11_ENSSSCG00000008167_ENSSSCT00000008944_199_1735_4240",12,22,38,19,21,12,121,75,171,167
"CNOT1_ENSSSCG00000002799_ENSSSCT00000023952_275_7304_8281",88,147,322,108,224,195,1473,838,2964,3211
"CNOT2_ENSSSCG00000000502_ENSSSCT00000046336_373_2023_3083",10,27,19,42,30,29,272,99,384,521
"CNOT3_ENSSSCG00000003264_ENSSSCT00000041346_199_2521_3467",20,84,45,29,86,50,324,350,632,839
"CNOT4_ENSSSCG00000021354_ENSSSCT00000043394_336_2466_3556",12,7,26,21,15,15,116,56,179,293
"CNOT6L_ENSSSCG00000008989_ENSSSCT00000041786_185_2009_2752",12,39,50,26,51,32,273,117,493,545
"CNOT6_ENSSSCG00000014009_ENSSSCT00000015302_206_1877_4016",7,14,24,6,13,13,96,61,167,189
"CNOT7_ENSSSCG00000006983_ENSSSCT00000038577_788_1643_2211",7,21,25,16,36,23,176,96,371,388
"CNOT8_ENSSSCG00000017067_ENSSSCT00000018582_327_1203_2559",7,11,21,15,50,20,158,121,241,321
"CNOT9_ENSSSCG00000016193_ENSSSCT00000070429_2702_3602_7438",3,10,20,9,27,25,225,197,295,279
"CNPPD1_ENSSSCG00000016206_ENSSSCT00000017647_642_1875_2530",9,19,24,15,64,21,148,110,289,351
"CNPY2_ENSSSCG00000000394_ENSSSCT00000000425_546_1092_1232",8,5,13,9,39,11,95,60,132,167
"CNPY3_ENSSSCG00000001651_ENSSSCT00000001836_170_1019_1915",20,40,14,24,20,23,126,128,322,410
"CNPY4_ENSSSCG00000032054_ENSSSCT00000052503_76_799_2001",5,2,4,6,16,8,57,31,114,144
"CNP_ENSSSCG00000017420_ENSSSCT00000049227_0_1263_2262",26,48,56,48,75,70,520,557,871,1007
"CNR1_ENSSSCG00000004309_ENSSSCT00000089541_63_1479_4194",0,0,0,0,0,0,0,0,0,0
"CNR2_ENSSSCG00000027849_ENSSSCT00000071489_586_1666_2796",7,19,9,6,32,6,22,20,68,146
"CNST_ENSSSCG00000010882_ENSSSCT00000036817_228_2394_5117",6,33,18,13,42,17,182,70,230,243
"CNTFR_ENSSSCG00000010974_ENSSSCT00000012011_5_1319_1968",0,47,0,0,0,0,0,0,2,1
"CNTF_ENSSSCG00000059180_ENSSSCT00000041738_1131_1728_1731",0,3,1,5,9,4,52,17,38,14
"CNTLN_ENSSSCG00000005178_ENSSSCT00000057876_17_4232_6715",0,3,1,2,3,4,27,11,50,56
"CNTN1_ENSSSCG00000000789_ENSSSCT00000048567_388_3442_5853",0,1,1,7,4,1,0,0,0,0
"CNTN2_ENSSSCG00000040824_ENSSSCT00000045904_384_3498_7574",0,0,2,2,0,0,0,0,0,0
"CNTN3_ENSSSCG00000011522_ENSSSCT00000012610_287_3371_5495",0,26,1,0,1,0,0,1,0,0
"CNTN4_ENSSSCG00000011527_ENSSSCT00000086762_605_3677_5389",1,1,0,0,0,2,0,0,0,0
"CNTN5_ENSSSCG00000014975_ENSSSCT00000087083_206_3509_6153",1,0,1,1,1,1,0,0,0,12
"CNTN6_ENSSSCG00000038152_ENSSSCT00000040321_363_3447_3614",1,1,5,1,3,2,0,0,0,0
"CNTNAP1_ENSSSCG00000017393_ENSSSCT00000070576_187_4339_5927",3,2,1,2,3,4,40,26,37,38
"CNTNAP4_ENSSSCG00000023125_ENSSSCT00000032493_23_4250_4811",0,1,0,0,1,1,1,0,0,1
"CNTNAP5_ENSSSCG00000015726_ENSSSCT00000086471_96_4008_4966",0,0,0,1,0,0,0,0,0,0
"CNTROB_ENSSSCG00000017968_ENSSSCT00000019553_338_3056_3467",3,12,13,14,32,13,90,70,157,228
"COA3_ENSSSCG00000057849_ENSSSCT00000100589_69_387_816",5,5,10,13,39,9,56,45,126,145
"COA4_ENSSSCG00000014830_ENSSSCT00000016182_219_471_848",3,1,3,3,5,1,20,10,17,23
"COA5_ENSSSCG00000058408_ENSSSCT00000038991_89_431_1805",4,13,16,4,11,3,22,7,41,49
"COA7_ENSSSCG00000027119_ENSSSCT00000030186_74_764_767",0,0,1,0,160,0,1,1,1,1
"COA8_ENSSSCG00000054301_ENSSSCT00000106133_9_627_981",243,493,1,1,811,0,1,1,1,1
"COASY_ENSSSCG00000017398_ENSSSCT00000018938_142_1837_2151",15,28,48,11,39,15,116,86,193,225
"COBLL1_ENSSSCG00000025598_ENSSSCT00000052857_216_3861_4999",3,16,16,6,9,8,35,14,138,120
"COCH_ENSSSCG00000022679_ENSSSCT00000025682_327_1980_2790",0,0,0,0,0,0,0,0,0,4
"COG1_ENSSSCG00000017248_ENSSSCT00000038867_21_2964_5668",52,55,25,43,79,39,294,198,588,646
"COG2_ENSSSCG00000010183_ENSSSCT00000011149_141_2355_2679",9,25,43,18,21,29,236,158,433,414
"COG3_ENSSSCG00000023738_ENSSSCT00000061804_72_2478_4339",11,19,31,10,14,17,150,56,238,243
"COG4_ENSSSCG00000027973_ENSSSCT00000070229_9_2376_5510",9,30,24,18,72,29,214,183,366,467
"COG5_ENSSSCG00000037556_ENSSSCT00000071260_11_2528_3050",7,20,10,26,39,14,125,54,202,208
"COG6_ENSSSCG00000009369_ENSSSCT00000010266_88_2059_3870",13,17,25,13,13,14,115,58,216,216
"COG7_ENSSSCG00000010799_ENSSSCT00000094961_161_2513_2639",3,11,12,11,23,16,110,98,244,252
"COG8_ENSSSCG00000002759_ENSSSCT00000003056_55_1744_1747",2,10,9,9,27,12,68,69,147,195
"COIL_ENSSSCG00000017613_ENSSSCT00000019175_30_1728_1846",2,5,17,14,13,14,88,54,213,237
"COL10A1_ENSSSCG00000004436_ENSSSCT00000004901_97_2122_3095",0,1,0,1,0,1,10,0,9,1
"COL11A1_ENSSSCG00000006857_ENSSSCT00000076022_304_5752_6328",0,2,2,3,1,2,0,0,0,34
"COL11A2_ENSSSCG00000001473_ENSSSCT00000036382_252_5463_6472",2,1,1,1,2,2,1,0,15,40
"COL12A1_ENSSSCG00000004484_ENSSSCT00000004955_199_9394_11106",0,0,9,0,43,1,1,1,1,77
"COL13A1_ENSSSCG00000010256_ENSSSCT00000090330_199_2377_2694",1,1,1,3,3,1,1,0,0,1
"COL14A1_ENSSSCG00000005997_ENSSSCT00000071393_211_5599_6369",1,1,1,1,1,2,0,15,0,29
"COL15A1_ENSSSCG00000005380_ENSSSCT00000005920_749_4826_4829",2,2,4,3,1,4,7,36,9,77
"COL16A1_ENSSSCG00000003603_ENSSSCT00000065960_1144_6016_6158",2,2,3,3,14,5,6,1,57,138
"COL17A1_ENSSSCG00000010607_ENSSSCT00000031881_501_4920_5815",1,673,838,530,9702,0,1,1,1,1
"COL18A1_ENSSSCG00000038089_ENSSSCT00000045242_10_5275_5501",28,35,18,16,181,16,17,46,286,322
"COL19A1_ENSSSCG00000044472_ENSSSCT00000074211_71_3467_8639",2,9,9,3,8,9,44,32,103,187
"COL1A1_ENSSSCG00000036135_ENSSSCT00000061988_116_4514_5754",8,122,140,103,159,17,9,77,8,682
"COL1A2_ENSSSCG00000015326_ENSSSCT00000093157_0_4101_4884",0,43,84,43,112,22,7,135,4,857
"COL21A1_ENSSSCG00000001500_ENSSSCT00000076946_296_3167_4254",1,2,2,0,6,1,0,0,0,0
"COL22A1_ENSSSCG00000005938_ENSSSCT00000006520_478_5284_6232",0,1,2,2,0,2,0,0,0,58
"COL23A1_ENSSSCG00000014029_ENSSSCT00000015325_199_1819_6203",2,5,1,2,9,2,0,10,14,26
"COL24A1_ENSSSCG00000031738_ENSSSCT00000066185_244_5287_6564",1,1,2,4,3,2,0,14,21,10
"COL25A1_ENSSSCG00000039813_ENSSSCT00000057050_199_2284_5726",0,2,1,0,0,0,0,0,0,0
"COL27A1_ENSSSCG00000005487_ENSSSCT00000006033_199_5728_6615",1,7,4,1,7,4,12,4,62,62
"COL28A1_ENSSSCG00000015342_ENSSSCT00000047673_145_3853_8580",1,2,1,1,1,1,0,0,0,1
"COL2A1_ENSSSCG00000025523_ENSSSCT00000061640_155_4613_5046",0,0,2,2,5,1,4,16,1,1
"COL3A1_ENSSSCG00000016034_ENSSSCT00000084652_20_3509_4448",0,20,28,13,10,13,20,117,1,386
"COL4A1_ENSSSCG00000044700_ENSSSCT00000080867_0_1398_2648",0,0,3,4,21,1,0,6,0,20
"COL4A2_ENSSSCG00000009545_ENSSSCT00000010463_82_5218_6008",7,10,11,18,174,9,4,46,6,284
"COL4A3_ENSSSCG00000016245_ENSSSCT00000017689_339_5346_8118",1,3,1,3,1,1,0,0,19,0
"COL4A4_ENSSSCG00000016244_ENSSSCT00000063167_2_3869_4427",3,3,1,4,2,1,0,0,8,17
"COL4A5_ENSSSCG00000012572_ENSSSCT00000065875_320_5387_6635",2,1,2,3,0,2,0,16,0,32
"COL4A6_ENSSSCG00000012571_ENSSSCT00000098273_229_4942_6317",0,3,2,3,0,2,8,5,4,42
"COL5A1_ENSSSCG00000005751_ENSSSCT00000006323_0_5754_7960",1,7,12,7,62,14,20,48,150,317
"COL5A2_ENSSSCG00000016035_ENSSSCT00000043552_250_4747_6178",0,4,8,4,13,15,51,10,28,552
"COL5A3_ENSSSCG00000013667_ENSSSCT00000014931_120_5361_6841",1,1,1,1,2,2,0,0,0,21
"COL6A1_ENSSSCG00000022506_ENSSSCT00000024347_119_3203_3550",0,1,14,1,87,4,1,41,1,154
"COL6A2_ENSSSCG00000028022_ENSSSCT00000023788_120_2934_2937",0,5,21,6,30,1,2,37,3,34
"COL6A3_ENSSSCG00000027331_ENSSSCT00000050631_226_8929_8932",0,7,4,7,3,1,0,8,3,43
"COL6A5_ENSSSCG00000011186_ENSSSCT00000049694_189_7200_7564",1,0,1,2,2,1,0,0,0,7
"COL6A6_ENSSSCG00000037430_ENSSSCT00000070934_285_6759_8438",1,1,2,1,3,1,0,0,0,19
"COL8A1_ENSSSCG00000011973_ENSSSCT00000081405_127_2404_2835",0,130,0,187,786,0,0,1,1,1
"COL8A2_ENSSSCG00000033641_ENSSSCT00000061866_357_2478_3482",0,1,0,0,0,0,0,0,1,1
"COL9A1_ENSSSCG00000004274_ENSSSCT00000073708_142_2908_3238",0,0,17,0,1,0,0,0,0,1
"COL9A3_ENSSSCG00000040554_ENSSSCT00000040031_286_2338_2718",0,0,0,0,2,1,0,10,0,0
"COLEC10_ENSSSCG00000029324_ENSSSCT00000041636_31_862_3219",1,3,0,2,0,0,0,0,0,0
"COLEC11_ENSSSCG00000025629_ENSSSCT00000024273_160_961_1451",2,1,1,2,1,2,0,0,16,1
"COLEC12_ENSSSCG00000040397_ENSSSCT00000047237_142_2368_2876",0,0,2,1,0,4,7,4,1,151
"COLGALT1_ENSSSCG00000053735_ENSSSCT00000015169_199_2068_2648",16,50,33,26,114,38,177,161,666,615
"COLGALT2_ENSSSCG00000030217_ENSSSCT00000060530_93_1971_5719",0,1,0,0,1,1,0,0,7,1
"COLQ_ENSSSCG00000028911_ENSSSCT00000024153_164_1538_2875",2,2,2,1,1,1,11,0,0,12
"COMMD10_ENSSSCG00000014223_ENSSSCT00000015541_10_625_3404",2,11,4,11,5,5,27,11,71,85
"COMMD1_ENSSSCG00000008376_ENSSSCT00000009171_23_587_696",5,3,9,9,13,9,64,63,106,124
"COMMD2_ENSSSCG00000011705_ENSSSCT00000012815_224_821_1202",1,4,6,3,14,10,98,46,115,141
"COMMD3_ENSSSCG00000011082_ENSSSCT00000012129_123_708_832",6,9,9,9,33,6,48,35,80,88
"COMMD4_ENSSSCG00000001884_ENSSSCT00000091665_63_660_903",12,4,9,16,28,14,128,65,187,225
"COMMD5_ENSSSCG00000035123_ENSSSCT00000046684_127_907_1524",8,14,14,9,11,9,47,97,101,120
"COMMD7_ENSSSCG00000055487_ENSSSCT00000062622_199_796_2086",6,21,44,42,33,27,216,169,367,361
"COMMD8_ENSSSCG00000033373_ENSSSCT00000040940_12_657_1661",1,4,1,1,8,1,22,9,29,33
"COMMD9_ENSSSCG00000013293_ENSSSCT00000071857_6_597_1442",1,1,4,4,14,10,72,79,93,129
"COMP_ENSSSCG00000013916_ENSSSCT00000015202_33_2301_3022",0,0,1,1,1,1,10,0,6,0
"COMTD1_ENSSSCG00000037237_ENSSSCT00000064418_97_883_3148",1,0,295,1,527,0,1,1,1,1
"COMT_ENSSSCG00000010132_ENSSSCT00000073948_5187_5997_6533",24,24,69,26,62,34,255,243,467,488
"COP1_ENSSSCG00000015509_ENSSSCT00000016896_256_2446_2739",22,27,38,10,33,24,176,79,355,401
"COPA_ENSSSCG00000006386_ENSSSCT00000068053_0_3723_5179",50,70,173,67,221,82,689,516,1141,1143
"COPB1_ENSSSCG00000013392_ENSSSCT00000014629_212_3071_3392",27,20,84,54,74,65,676,211,960,983
"COPB2_ENSSSCG00000011662_ENSSSCT00000012767_91_2809_3188",20,46,56,24,123,38,393,137,552,530
"COPE_ENSSSCG00000027840_ENSSSCT00000015208_82_1006_1166",62,45,57,24,136,43,325,372,513,475
"COPG1_ENSSSCG00000011616_ENSSSCT00000077390_336_2988_3372",83,40,46,66,142,85,627,597,1110,1224
"COPG2_ENSSSCG00000016553_ENSSSCT00000071157_38_2687_3152",20,37,40,11,48,46,425,205,706,619
"COPRS_ENSSSCG00000061452_ENSSSCT00000019314_116_671_925",0,4,2,1,8,4,25,29,58,39
"COPS2_ENSSSCG00000004652_ENSSSCT00000005137_7_1291_6475",9,9,23,8,31,18,205,37,281,255
"COPS3_ENSSSCG00000018051_ENSSSCT00000019646_199_1489_1744",12,26,28,22,100,30,206,228,378,389
"COPS4_ENSSSCG00000009241_ENSSSCT00000010121_7_1225_1413",5,20,22,19,57,32,278,186,455,429
"COPS5_ENSSSCG00000006203_ENSSSCT00000048104_199_1426_1572",8,20,30,9,49,17,154,41,248,275
"COPS6_ENSSSCG00000034893_ENSSSCT00000052135_139_1249_1361",6,21,16,10,52,22,149,144,317,305
"COPS7A_ENSSSCG00000000691_ENSSSCT00000085435_138_1029_1032",10,13,9,3,17,7,41,36,91,133
"COPS7B_ENSSSCG00000033334_ENSSSCT00000047636_274_1156_1159",3,15,4,9,7,6,42,42,83,83
"COPS8_ENSSSCG00000016323_ENSSSCT00000017776_146_773_1677",7,9,9,15,52,17,103,123,204,236
"COPS9_ENSSSCG00000020790_ENSSSCT00000022688_51_222_444",5,22,10,26,51,14,117,105,186,176
"COPZ1_ENSSSCG00000000290_ENSSSCT00000083749_0_645_3265",19,27,20,13,46,11,103,74,141,154
"COPZ2_ENSSSCG00000017526_ENSSSCT00000065007_98_728_1006",0,1,0,0,65,0,0,0,1,1
"COQ10A_ENSSSCG00000025190_ENSSSCT00000023380_223_952_1595",0,1,0,0,75,0,0,0,1,1
"COQ10B_ENSSSCG00000016076_ENSSSCT00000017504_17_749_1935",1,6,3,13,8,9,71,42,108,127
"COQ2_ENSSSCG00000009238_ENSSSCT00000010118_51_1164_1572",4,3,12,12,24,21,173,119,287,269
"COQ3_ENSSSCG00000004349_ENSSSCT00000028667_17_1220_1223",7,4,11,12,18,12,127,48,166,162
"COQ4_ENSSSCG00000005646_ENSSSCT00000006208_288_1083_1498",24,14,9,18,19,10,56,51,155,152
"COQ5_ENSSSCG00000009903_ENSSSCT00000010853_199_1258_2529",6,10,14,6,28,8,76,33,104,124
"COQ6_ENSSSCG00000002354_ENSSSCT00000002618_21_1428_2292",1,7,6,8,9,7,68,39,80,91
"COQ7_ENSSSCG00000034655_ENSSSCT00000043562_71_722_846",0,1,1,0,1,4,56,10,38,27
"COQ8A_ENSSSCG00000010861_ENSSSCT00000086305_100_2131_3248",2,7,22,10,22,14,64,48,212,251
"COQ9_ENSSSCG00000025284_ENSSSCT00000048525_8_1274_1683",8,41,16,19,52,20,128,131,265,296
"CORIN_ENSSSCG00000008813_ENSSSCT00000048072_83_3422_5847",0,0,0,0,3,1,0,0,0,0
"CORO1A_ENSSSCG00000038055_ENSSSCT00000050863_475_1963_1966",162,521,808,358,563,531,4269,4202,6380,7159
"CORO1B_ENSSSCG00000012920_ENSSSCT00000043285_67_1555_2027",25,23,10,14,53,15,81,120,208,187
"CORO1C_ENSSSCG00000009944_ENSSSCT00000031523_0_1533_2907",40,96,47,29,100,70,714,505,808,866
"CORO2A_ENSSSCG00000005375_ENSSSCT00000057265_212_1727_4335",0,1,0,1,6,1,1,8,11,15
"CORO2B_ENSSSCG00000004962_ENSSSCT00000005474_70_1732_3557",0,0,0,2,1,1,0,14,1,10
"CORO6_ENSSSCG00000017792_ENSSSCT00000089287_248_1661_2644",1,3,1,0,3,2,31,1,0,11
"CORO7_ENSSSCG00000007944_ENSSSCT00000008707_120_2946_2949",53,130,234,78,187,114,574,727,1714,1823
"CORT_ENSSSCG00000027822_ENSSSCT00000003775_199_568_623",0,0,0,1,1,0,0,0,0,1
"COTL1_ENSSSCG00000037645_ENSSSCT00000054554_193_619_2972",170,208,125,113,155,150,1227,1511,1896,1375
"COX10_ENSSSCG00000018023_ENSSSCT00000019618_93_1422_1472",11,19,15,5,37,9,70,55,107,114
"COX11_ENSSSCG00000031433_ENSSSCT00000019164_33_846_3562",1,1,3,5,8,6,32,45,49,96
"COX14_ENSSSCG00000056361_ENSSSCT00000097855_0_171_174",0,1,3,4,3,1,11,6,18,21
"COX15_ENSSSCG00000010541_ENSSSCT00000011532_78_1317_6415",389,1,318,450,1872,0,1,1,1,1
"COX16_ENSSSCG00000002316_ENSSSCT00000002578_388_706_967",0,4,4,2,5,3,21,13,32,30
"COX17_ENSSSCG00000011893_ENSSSCT00000049241_68_257_264",12,46,42,14,54,35,349,218,439,462
"COX18_ENSSSCG00000008947_ENSSSCT00000009801_84_1095_2102",5,3,6,1,8,6,40,32,73,77
"COX19_ENSSSCG00000038964_ENSSSCT00000042653_23_290_979",263,1,420,430,728,0,1,1,1,1
"COX1_ENSSSCG00000018075_ENSSSCT00000019670_0_1542_1545",3409,4863,9242,4798,28118,6765,122460,74864,15813,11006
"COX4I1_ENSSSCG00000029034_ENSSSCT00000073541_70_679_782",77,106,193,57,163,125,1094,1446,1136,1111
"COX4I2_ENSSSCG00000038384_ENSSSCT00000050736_2_515_626",0,0,0,1,2,0,0,0,0,0
"COX5A_ENSSSCG00000024316_ENSSSCT00000027931_172_628_801",28,20,16,16,90,25,193,175,314,279
"COX5B_ENSSSCG00000008195_ENSSSCT00000008974_27_414_1522",35,19,13,30,71,36,292,277,417,451
"COX6A1_ENSSSCG00000039265_ENSSSCT00000061081_4_331_2583",3,2,2,1,3,1,1,9,7,5
"COX6A2_ENSSSCG00000036789_ENSSSCT00000059824_457_748_790",5,11,4,2,7,7,49,50,68,78
"COX6C_ENSSSCG00000060790_ENSSSCT00000095198_65_290_2925",71,31,34,43,117,18,158,85,243,282
"COX7A1_ENSSSCG00000037792_ENSSSCT00000043036_38_278_2316",0,0,0,0,1,0,1,1,1,1
"COX7A2L_ENSSSCG00000008466_ENSSSCT00000045711_58_478_1232",12,23,36,21,87,33,284,179,482,450
"COX7A2_ENSSSCG00000004480_ENSSSCT00000082379_0_243_389",0,12,14,11,15,13,97,136,117,116
"COX7B_ENSSSCG00000032129_ENSSSCT00000053016_89_329_1597",16,15,32,48,89,47,504,218,462,831
"COX7C_ENSSSCG00000040325_ENSSSCT00000063285_106_295_3311",36,39,64,26,139,40,347,250,534,552
"COX8A_ENSSSCG00000013046_ENSSSCT00000014259_83_290_527",14,22,50,15,75,27,210,185,327,367
"COX8H_ENSSSCG00000061991_ENSSSCT00000095974_64_274_335",0,0,0,0,0,0,0,0,1,0
"CPA1_ENSSSCG00000016557_ENSSSCT00000018027_3_1260_1322",0,0,1,0,0,0,0,0,1,1
"CPA4_ENSSSCG00000016555_ENSSSCT00000029585_130_1393_2397",1,0,1,1,1,0,0,0,0,1
"CPA5_ENSSSCG00000054055_ENSSSCT00000097318_74_1382_2386",0,1,0,1,1,0,0,0,1,1
"CPA6_ENSSSCG00000006200_ENSSSCT00000034412_36_1350_5960",1,0,0,0,0,0,0,0,0,0
"CPAMD8_ENSSSCG00000013869_ENSSSCT00000040355_159_5370_6647",3,2,0,0,0,2,36,0,0,33
"CPB1_ENSSSCG00000011694_ENSSSCT00000012802_4_1255_1442",0,0,0,0,1,0,0,0,0,0
"CPB2_ENSSSCG00000009413_ENSSSCT00000010314_666_1935_2091",1,4,1,0,2,2,0,1,21,16
"CPD_ENSSSCG00000017799_ENSSSCT00000019371_42_4164_7837",37,19,13,22,33,22,138,73,361,332
"CPEB1_ENSSSCG00000001808_ENSSSCT00000002028_86_1769_3096",0,17,1,0,0,0,0,0,1,0
"CPEB2_ENSSSCG00000038410_ENSSSCT00000064416_202_3331_7125",12,14,17,11,6,8,60,30,130,103
"CPEB3_ENSSSCG00000010468_ENSSSCT00000039055_0_2088_4908",5,4,1,3,2,2,1,1,8,41
"CPEB4_ENSSSCG00000016981_ENSSSCT00000053922_223_2410_6413",10,10,17,7,9,11,96,39,175,174
"CPED1_ENSSSCG00000016618_ENSSSCT00000042619_1081_4102_6024",1,4,2,3,0,1,18,1,13,8
"CPE_ENSSSCG00000008854_ENSSSCT00000009694_145_1570_5947",0,0,0,1,1,1,1,9,6,8
"CPHL1_ENSSSCG00000025468_ENSSSCT00000030325_9_3138_3305",0,0,0,1,0,0,0,0,0,0
"CPLANE1_ENSSSCG00000016843_ENSSSCT00000093423_344_9731_10735",2,2,0,2,4,3,10,1,29,26
"CPLANE2_ENSSSCG00000003473_ENSSSCT00000003859_72_846_1324",0,75,1,0,127,0,1,0,1,1
"CPLX2_ENSSSCG00000033682_ENSSSCT00000044297_488_890_4813",1,0,0,2,1,1,0,0,0,8
"CPLX3_ENSSSCG00000001895_ENSSSCT00000002123_71_545_1450",0,2,0,1,1,1,0,0,0,0
"CPLX4_ENSSSCG00000004909_ENSSSCT00000005416_199_679_804",0,0,0,0,0,0,0,0,1,0
"CPM_ENSSSCG00000023630_ENSSSCT00000056820_0_1500_2918",2,0,1,2,4,2,1,4,31,40
"CPN1_ENSSSCG00000010545_ENSSSCT00000011536_246_1629_1743",0,1,1,1,0,1,1,0,1,10
"CPN2_ENSSSCG00000025128_ENSSSCT00000024687_42_1722_4486",0,0,1,0,0,0,0,0,0,0
"CPNE1_ENSSSCG00000055187_ENSSSCT00000007994_0_1590_1593",14,22,40,22,94,31,182,203,436,449
"CPNE2_ENSSSCG00000021519_ENSSSCT00000049340_266_1910_2387",3,7,7,20,28,10,41,65,108,184
"CPNE3_ENSSSCG00000006135_ENSSSCT00000047480_209_1922_3984",2,13,16,8,27,11,104,37,169,167
"CPNE4_ENSSSCG00000011178_ENSSSCT00000012241_190_1915_2384",0,0,1,0,1,1,0,0,0,0
"CPNE5_ENSSSCG00000001567_ENSSSCT00000060514_92_1922_3450",1,2,0,1,0,1,0,0,1,0
"CPNE6_ENSSSCG00000002011_ENSSSCT00000002250_0_1668_1907",0,1,1,0,0,1,0,0,0,0
"CPNE8_ENSSSCG00000000778_ENSSSCT00000028240_453_2184_5380",0,0,0,0,3,1,0,0,0,0
"CPNE9_ENSSSCG00000054876_ENSSSCT00000040278_153_2355_2566",1,4,6,5,3,5,38,33,64,65
"CPOX_ENSSSCG00000011978_ENSSSCT00000082814_88_1318_4957",7,8,17,3,23,13,133,32,157,215
"CPO_ENSSSCG00000016135_ENSSSCT00000062872_62_1280_1413",0,0,0,0,1,0,0,0,0,0
"CPPED1_ENSSSCG00000024206_ENSSSCT00000079552_25_964_3028",4,20,23,12,14,17,103,108,232,246
"CPQ_ENSSSCG00000006087_ENSSSCT00000056873_175_1711_2159",0,1,0,0,186,0,1,0,1,1
"CPS1_ENSSSCG00000016159_ENSSSCT00000058996_209_4706_5709",1,0,0,0,1,1,0,0,11,0
"CPSF2_ENSSSCG00000002447_ENSSSCT00000043192_253_2599_5766",11,20,58,44,37,31,285,95,489,513
"CPSF3_ENSSSCG00000020799_ENSSSCT00000027309_119_2255_2702",23,33,49,23,23,24,190,156,340,352
"CPSF4_ENSSSCG00000026896_ENSSSCT00000083701_158_1037_5510",4,3,8,5,12,7,59,56,84,101
"CPSF6_ENSSSCG00000038031_ENSSSCT00000039379_44_1808_5151",28,52,30,30,43,33,306,176,480,474
"CPSF7_ENSSSCG00000013083_ENSSSCT00000060491_126_1539_3054",10,62,25,33,50,30,203,175,434,484
"CPT1A_ENSSSCG00000012880_ENSSSCT00000014079_1184_3497_5428",19,102,87,88,200,76,484,401,1059,1281
"CPT1B_ENSSSCG00000022364_ENSSSCT00000025524_191_2393_2639",4,19,14,12,7,7,60,29,81,108
"CPT1C_ENSSSCG00000024872_ENSSSCT00000063296_357_2553_2765",5,2,7,7,13,3,17,12,33,40
"CPT2_ENSSSCG00000003851_ENSSSCT00000089462_81_2055_2474",4,4,9,6,23,9,46,51,140,154
"CPVL_ENSSSCG00000016688_ENSSSCT00000018169_418_1837_1980",0,0,0,0,0,0,0,0,0,1
"CPXM1_ENSSSCG00000007170_ENSSSCT00000007843_85_2281_2418",0,2,1,0,0,1,0,10,0,10
"CPXM2_ENSSSCG00000010728_ENSSSCT00000011739_147_2430_3523",0,0,3,2,0,1,1,0,0,59
"CPZ_ENSSSCG00000032151_ENSSSCT00000086749_23_2021_2119",0,0,0,0,0,2,0,0,0,0
"CP_ENSSSCG00000011700_ENSSSCT00000035369_291_3573_5385",0,0,1,0,3,0,0,0,0,0
"CRABP1_ENSSSCG00000021873_ENSSSCT00000025681_115_526_758",0,0,0,0,0,0,0,3,5,9
"CRABP2_ENSSSCG00000006472_ENSSSCT00000007089_147_561_984",0,0,0,0,0,0,0,0,0,6
"CRACDL_ENSSSCG00000008187_ENSSSCT00000051204_565_3409_4080",5,2,4,3,2,1,1,0,12,18
"CRACD_ENSSSCG00000008903_ENSSSCT00000053953_210_3867_6552",12,37,6,14,30,14,191,147,85,26
"CRACR2A_ENSSSCG00000000732_ENSSSCT00000050127_633_2664_4404",3,12,4,9,9,10,63,62,100,179
