name,H2,H3,H6,H7,H8,W1,W10,W6,W7,W9
DDN_ENSSSCG00000000184_ENSSSCT00000000194_21_2142_3146,1,0,1,0,0,0,2,0,2,1
DDO_ENSSSCG00000004401_ENSSSCT00000004864_90_1113_1994,1,0,0,0,4,1,0,0,0,0
DDR1_ENSSSCG00000001382_ENSSSCT00000107690_698_3449_4321,0,4,4,3,44,5,7,12,15,30
DDR2_ENSSSCG00000006338_ENSSSCT00000045092_316_2881_3248,0,0,1,0,0,1,6,0,0,1
DDRGK1_ENSSSCG00000007160_ENSSSCT00000060030_81_1017_1149,16,25,17,11,52,16,165,218,337,313
DDT_ENSSSCG00000057266_ENSSSCT00000102326_199_553_715,1,6,7,2,34,5,162,150,191,158
DDX11_ENSSSCG00000000745_ENSSSCT00000000809_346_3058_3930,5,25,32,25,18,25,123,91,180,288
DDX18_ENSSSCG00000015712_ENSSSCT00000025125_116_2474_3953,20,25,39,21,36,36,414,123,678,703
DDX19A_ENSSSCG00000060523_ENSSSCT00000067233_101_1535_4994,2,6,8,8,24,8,114,104,261,272
DDX19B_ENSSSCG00000002722_ENSSSCT00000042352_189_1641_6517,2,2,5,1,11,1,46,72,92,96
DDX1_ENSSSCG00000008619_ENSSSCT00000099395_118_2479_2684,22,19,33,40,47,43,383,88,566,613
DDX20_ENSSSCG00000006783_ENSSSCT00000007430_336_2832_3327,9,13,16,18,16,12,118,56,256,308
DDX21_ENSSSCG00000010247_ENSSSCT00000011217_101_2453_4837,22,66,66,67,138,56,647,186,1347,1039
DDX23_ENSSSCG00000000176_ENSSSCT00000000185_0_2460_3152,29,62,75,55,106,66,384,398,881,1184
DDX24_ENSSSCG00000002470_ENSSSCT00000002742_1040_3497_3774,11,31,29,29,74,28,199,202,473,633
DDX25_ENSSSCG00000015223_ENSSSCT00000016589_137_1586_1937,0,0,0,0,0,0,4,0,7,0
DDX27_ENSSSCG00000022915_ENSSSCT00000025578_35_2324_3786,24,38,42,29,62,50,349,217,741,695
DDX28_ENSSSCG00000026038_ENSSSCT00000027762_21_1641_2006,5,6,7,3,5,6,28,16,50,77
DDX31_ENSSSCG00000005729_ENSSSCT00000006300_42_2229_3886,6,24,24,13,29,22,62,59,154,193
DDX39A_ENSSSCG00000013776_ENSSSCT00000054842_0_1356_1629,14,18,26,25,66,21,379,194,330,522
DDX39B_ENSSSCG00000001400_ENSSSCT00000042719_223_1510_1713,116,266,288,242,384,242,1206,888,2260,2644
DDX3X_ENSSSCG00000012252_ENSSSCT00000013398_1829_3815_4819,74,170,193,262,350,240,1012,337,3270,2034
DDX41_ENSSSCG00000032642_ENSSSCT00000059325_12_1947_2170,32,56,48,35,87,49,218,393,625,750
DDX42_ENSSSCG00000017289_ENSSSCT00000018821_492_3381_4074,42,56,93,94,134,84,519,232,1070,1210
DDX46_ENSSSCG00000026644_ENSSSCT00000075469_169_3268_3271,63,127,127,173,211,140,847,150,1560,1554
DDX47_ENSSSCG00000033149_ENSSSCT00000048185_560_1925_2388,7,4,10,13,26,16,148,137,278,301
DDX49_ENSSSCG00000025329_ENSSSCT00000025399_57_1506_1788,7,6,6,18,33,11,153,204,332,377
DDX4_ENSSSCG00000016913_ENSSSCT00000099023_2579_4811_5049,2,3,0,2,1,2,0,2,0,0
DDX50_ENSSSCG00000010246_ENSSSCT00000011216_61_2230_2441,7,13,26,19,16,25,167,58,265,369
DDX51_ENSSSCG00000028735_ENSSSCT00000039363_9_1953_4348,10,23,20,22,16,16,69,79,206,310
DDX52_ENSSSCG00000021275_ENSSSCT00000024730_199_1996_2492,5,12,12,9,23,10,111,30,101,194
DDX54_ENSSSCG00000009876_ENSSSCT00000038563_481_3118_3500,25,57,63,63,107,59,513,688,1423,1384
DDX55_ENSSSCG00000009771_ENSSSCT00000054839_133_1933_2474,7,15,16,19,22,20,172,62,259,336
DDX56_ENSSSCG00000016745_ENSSSCT00000018227_16_1654_1918,7,15,24,15,23,13,174,255,230,297
DDX59_ENSSSCG00000024444_ENSSSCT00000054353_0_1815_2053,2,5,6,10,6,10,62,26,97,114
DDX5_ENSSSCG00000032092_ENSSSCT00000065237_0_1851_3553,222,466,596,469,794,593,4454,1547,10332,7784
DDX60_ENSSSCG00000009720_ENSSSCT00000071910_512_5624_6256,3,17,14,40,42,51,73,92,194,203
DDX6_ENSSSCG00000015097_ENSSSCT00000062639_324_1773_5999,26,68,73,73,95,70,384,97,722,809
DEAF1_ENSSSCG00000012850_ENSSSCT00000014045_6_1764_2064,15,35,24,27,70,23,111,149,250,216
DECR1_ENSSSCG00000006126_ENSSSCT00000083660_29_1073_2325,1,2,3,0,2,0,19,1,48,37
DECR2_ENSSSCG00000007987_ENSSSCT00000053289_87_963_966,3,8,6,7,13,5,33,8,85,90
DEDD2_ENSSSCG00000030182_ENSSSCT00000085823_133_1111_1310,5,19,7,9,19,6,39,40,108,258
DEDD_ENSSSCG00000006365_ENSSSCT00000041054_218_1262_1265,7,12,15,12,25,14,92,107,176,180
DEF6_ENSSSCG00000001538_ENSSSCT00000001713_199_2092_2452,46,70,82,72,104,78,583,572,1453,1656
DEF8_ENSSSCG00000002640_ENSSSCT00000044956_78_1506_5395,14,22,22,22,35,13,24,42,93,92
DEFB110_ENSSSCG00000001743_ENSSSCT00000033386_27_228_399,0,0,0,0,0,0,0,0,0,0
DEFB123_ENSSSCG00000056400_ENSSSCT00000096921_199_400_1404,0,0,0,1,0,0,0,0,0,0
DEFB128_ENSSSCG00000055982_ENSSSCT00000097476_312_594_1598,0,0,0,0,0,1,0,0,0,0
DEFB136_ENSSSCG00000053332_ENSSSCT00000101140_198_423_1427,0,0,0,0,0,0,0,0,0,0
DEFB1_ENSSSCG00000027555_ENSSSCT00000024650_14_206_306,0,0,0,0,1,0,0,0,0,0
DEFB1_ENSSSCG00000029990_ENSSSCT00000031972_51_258_347,0,0,0,0,0,0,0,1,2,7
DEGS1_ENSSSCG00000024484_ENSSSCT00000025010_105_1074_1972,4,3,5,4,12,10,134,84,280,356
DEGS2_ENSSSCG00000002512_ENSSSCT00000002790_80_1049_1464,0,1,0,0,3,2,4,7,3,18
DELE1_ENSSSCG00000014396_ENSSSCT00000015734_98_1622_2916,7,12,19,15,34,12,78,52,175,180
DENND10_ENSSSCG00000010680_ENSSSCT00000011681_9_1257_2857,2,4,5,3,5,7,46,20,137,141
DENND11_ENSSSCG00000016491_ENSSSCT00000017955_126_1494_6930,14,2,12,14,28,3,12,18,59,64
DENND1A_ENSSSCG00000005585_ENSSSCT00000046032_141_3348_5209,17,38,23,22,33,22,59,88,190,275
DENND1B_ENSSSCG00000010900_ENSSSCT00000062646_70_2188_3813,13,39,32,38,46,38,28,11,144,178
DENND1C_ENSSSCG00000013546_ENSSSCT00000076506_86_2540_2595,29,41,42,39,69,35,263,362,780,772
DENND2A_ENSSSCG00000016497_ENSSSCT00000017961_359_3383_5818,0,1,1,1,4,1,5,0,1,2
DENND2B_ENSSSCG00000014568_ENSSSCT00000015918_25_3394_4059,1,5,3,7,38,6,5,2,52,54
DENND2C_ENSSSCG00000006755_ENSSSCT00000007400_223_3022_4026,0,9,6,3,2,0,2,0,3,2
DENND2D_ENSSSCG00000025704_ENSSSCT00000057937_223_1657_3855,16,18,49,25,43,31,276,218,686,810
DENND3_ENSSSCG00000030831_ENSSSCT00000037658_132_3963_4972,106,97,90,115,189,98,271,409,1446,1926
DENND4A_ENSSSCG00000004938_ENSSSCT00000044216_277_6019_7241,37,79,99,56,81,62,234,82,461,510
DENND4B_ENSSSCG00000006568_ENSSSCT00000051089_167_4646_5326,85,177,159,134,192,143,482,283,1262,1435
DENND4C_ENSSSCG00000005170_ENSSSCT00000052325_420_6282_7720,20,27,29,29,53,38,67,5,172,203
DENND5A_ENSSSCG00000014578_ENSSSCT00000093929_199_4117_4120,154,142,171,215,311,215,656,701,2011,1967
DENND5B_ENSSSCG00000022636_ENSSSCT00000095617_32_4115_4464,5,20,22,29,35,14,38,9,41,65
DENND6A_ENSSSCG00000011467_ENSSSCT00000012548_59_1784_4835,2,12,7,8,10,9,32,4,76,100
DENND6B_ENSSSCG00000034272_ENSSSCT00000052891_97_1837_3954,9,28,25,15,32,10,48,38,148,221
DENR_ENSSSCG00000009788_ENSSSCT00000010730_140_734_2668,3,10,13,13,30,12,187,39,242,289
DEPDC1B_ENSSSCG00000057381_ENSSSCT00000090246_53_1649_2471,5,3,6,3,14,8,128,22,79,112
DEPDC1_ENSSSCG00000033443_ENSSSCT00000047257_65_2342_5750,0,3,0,4,7,5,44,9,32,40
DEPDC5_ENSSSCG00000010034_ENSSSCT00000063516_169_4948_5476,7,25,27,20,32,20,68,52,139,193
DEPDC7_ENSSSCG00000042341_ENSSSCT00000063813_46_1576_1721,0,2,0,0,2,0,7,0,10,3
DEPP1_ENSSSCG00000022256_ENSSSCT00000083796_5059_5683_7667,0,1,3,1,4,0,5,7,19,13
DEPTOR_ENSSSCG00000049630_ENSSSCT00000084803_899_2126_2761,10,3,3,3,8,3,10,9,31,43
DERA_ENSSSCG00000000599_ENSSSCT00000000644_88_1042_1754,9,6,8,5,13,7,128,91,193,132
DERL1_ENSSSCG00000056684_ENSSSCT00000093565_235_988_3181,7,16,13,13,22,10,145,146,331,410
DERL2_ENSSSCG00000031530_ENSSSCT00000051196_25_742_3416,2,4,2,3,8,3,121,88,233,212
DERL3_ENSSSCG00000039626_ENSSSCT00000063059_19_712_5253,1,3,7,2,3,6,131,148,132,161
DERPC_ENSSSCG00000034165_ENSSSCT00000063561_221_2150_2726,11,17,16,17,55,16,328,268,619,690
DESI1_ENSSSCG00000034265_ENSSSCT00000042523_263_818_4994,5,20,3,8,16,5,106,166,144,95
DESI2_ENSSSCG00000010876_ENSSSCT00000011898_283_817_4091,0,6,1,1,5,2,13,6,42,50
DES_ENSSSCG00000020785_ENSSSCT00000030104_186_1599_2379,0,0,0,0,0,1,0,9,0,2
DEUP1_ENSSSCG00000014943_ENSSSCT00000016301_213_2034_2764,0,0,0,1,0,1,0,1,0,0
DEXI_ENSSSCG00000062538_ENSSSCT00000101895_0_285_288,0,1,0,0,2,1,6,14,18,28
DFFA_ENSSSCG00000003404_ENSSSCT00000003777_55_1045_1852,13,11,12,8,19,9,109,102,193,230
DFFB_ENSSSCG00000021436_ENSSSCT00000026702_202_1225_2083,1,4,5,4,10,4,51,37,88,96
DGAT1_ENSSSCG00000005918_ENSSSCT00000083606_199_2194_2197,2,1,4,4,1,3,19,38,33,66
DGAT2L6_ENSSSCG00000012381_ENSSSCT00000040022_100_1111_1164,0,0,1,0,0,1,0,0,0,0
DGAT2_ENSSSCG00000034102_ENSSSCT00000049180_201_1218_3870,7,1,1,0,4,0,0,29,69,58
DGCR2_ENSSSCG00000036280_ENSSSCT00000052634_156_1806_7137,29,42,42,32,65,43,195,130,582,732
DGCR8_ENSSSCG00000010135_ENSSSCT00000011096_393_2814_4362,23,55,77,56,63,56,236,223,558,633
DGKA_ENSSSCG00000000370_ENSSSCT00000040081_335_2690_2976,11,34,51,41,80,58,363,241,899,916
DGKB_ENSSSCG00000015355_ENSSSCT00000045814_278_2630_4141,0,1,1,1,0,1,0,0,0,0
DGKD_ENSSSCG00000009432_ENSSSCT00000010339_8_3656_5338,98,174,152,153,248,166,328,498,1553,1691
DGKE_ENSSSCG00000017615_ENSSSCT00000044738_122_1742_7044,5,11,5,16,12,8,13,5,19,66
DGKG_ENSSSCG00000022550_ENSSSCT00000024619_524_2897_3761,3,3,5,10,5,6,0,0,22,10
DGKH_ENSSSCG00000009431_ENSSSCT00000055857_197_3632_4942,1,3,8,4,4,6,2,16,6,2
DGKI_ENSSSCG00000016521_ENSSSCT00000046679_30_3267_3678,1,0,1,1,1,1,0,0,0,2
DGKK_ENSSSCG00000012308_ENSSSCT00000013458_199_3994_7596,0,0,0,0,0,2,0,0,0,0
DGKQ_ENSSSCG00000027286_ENSSSCT00000027510_132_2964_4088,11,12,11,5,19,12,72,29,141,230
DGKZ_ENSSSCG00000013259_ENSSSCT00000040179_4273_7699_8393,103,201,264,232,323,243,1337,1216,3721,4929
DGUOK_ENSSSCG00000008293_ENSSSCT00000009082_88_919_1261,1,3,5,2,8,3,21,40,65,57
DHCR24_ENSSSCG00000027525_ENSSSCT00000027336_137_1541_4194,7,21,20,7,44,13,178,53,269,229
DHCR7_ENSSSCG00000021181_ENSSSCT00000029497_253_1678_2042,2,5,5,1,12,4,34,48,40,54
DHDDS_ENSSSCG00000033516_ENSSSCT00000094472_257_1259_2263,5,9,14,7,16,8,38,58,85,100
DHDH_ENSSSCG00000003144_ENSSSCT00000003487_84_1089_1127,0,1,1,0,2,9,26,30,24,32
DHH_ENSSSCG00000000188_ENSSSCT00000000199_279_1467_1855,1,2,1,2,3,0,0,0,0,1
DHODH_ENSSSCG00000002746_ENSSSCT00000086301_0_1287_1643,0,2,1,2,3,1,17,6,53,44
DHPS_ENSSSCG00000013723_ENSSSCT00000014997_188_1295_1424,10,9,22,12,21,9,134,125,324,396
DHRS11_ENSSSCG00000058136_ENSSSCT00000079238_14_1202_2206,15,13,10,11,41,7,129,166,318,307
DHRS13_ENSSSCG00000017778_ENSSSCT00000019350_191_1322_1514,1,3,0,5,6,0,12,9,44,33
DHRS1_ENSSSCG00000001991_ENSSSCT00000052962_292_1264_1619,12,9,8,9,25,7,73,52,154,194
DHRS3_ENSSSCG00000003439_ENSSSCT00000076092_366_1584_1618,13,14,20,18,29,21,51,94,203,307
DHRS4_ENSSSCG00000002013_ENSSSCT00000096150_85_934_1336,1,4,1,5,20,5,127,106,147,226
DHRS7B_ENSSSCG00000031802_ENSSSCT00000056289_65_995_2999,6,5,10,7,13,5,52,78,107,122
DHRS7C_ENSSSCG00000017996_ENSSSCT00000100920_131_1094_1147,0,0,0,3,0,1,0,0,0,0
DHRS7_ENSSSCG00000005083_ENSSSCT00000005603_103_1120_3590,0,5,0,1,7,7,7,7,46,45
DHRS9_ENSSSCG00000015930_ENSSSCT00000026296_553_1510_2805,15,12,17,11,26,9,58,7,246,224
DHTKD1_ENSSSCG00000039539_ENSSSCT00000103260_153_2745_4864,2,3,2,6,10,11,1,4,7,29
DHX15_ENSSSCG00000008756_ENSSSCT00000009580_76_2461_2911,29,84,101,75,116,97,696,176,943,1198
DHX16_ENSSSCG00000001376_ENSSSCT00000084319_214_3349_3451,28,27,37,35,45,34,188,133,372,528
DHX29_ENSSSCG00000016907_ENSSSCT00000030291_124_4276_4695,5,21,27,24,35,26,289,46,415,314
DHX30_ENSSSCG00000011342_ENSSSCT00000012419_399_3918_3985,20,47,48,42,102,42,344,356,774,900
DHX32_ENSSSCG00000010744_ENSSSCT00000037722_883_3106_3299,5,21,15,13,29,13,86,69,196,216
DHX33_ENSSSCG00000039064_ENSSSCT00000037643_143_2249_3913,8,16,16,14,11,10,125,76,226,159
DHX34_ENSSSCG00000003114_ENSSSCT00000039609_551_3845_4917,30,29,41,18,40,20,88,83,392,435
DHX35_ENSSSCG00000007352_ENSSSCT00000063112_74_2183_3362,5,13,19,13,24,12,24,28,89,88
DHX36_ENSSSCG00000024916_ENSSSCT00000027576_57_3093_6245,16,49,54,49,84,54,218,51,347,499
DHX37_ENSSSCG00000009758_ENSSSCT00000010698_0_3462_4094,17,38,36,22,40,30,137,123,358,397
DHX38_ENSSSCG00000002748_ENSSSCT00000003045_266_3947_4319,14,60,44,35,85,51,233,246,539,748
DHX40_ENSSSCG00000017665_ENSSSCT00000019229_75_2412_3568,2,21,22,20,28,8,113,34,210,211
DHX57_ENSSSCG00000008479_ENSSSCT00000027140_243_4392_4925,3,19,23,12,26,10,118,37,180,185
DHX58_ENSSSCG00000017416_ENSSSCT00000018960_296_2339_2706,15,22,8,53,82,66,134,406,465,527
DHX8_ENSSSCG00000017378_ENSSSCT00000018917_64_3697_6245,26,58,71,62,90,68,386,432,936,961
DHX9_ENSSSCG00000026806_ENSSSCT00000034683_142_4294_6276,131,306,305,316,549,416,2487,1366,5694,5747
DIABLO_ENSSSCG00000009799_ENSSSCT00000010741_38_749_1568,4,6,9,11,15,10,192,100,271,284
DIAPH1_ENSSSCG00000014387_ENSSSCT00000071344_153_3882_5481,148,312,316,318,505,279,1525,2192,3225,3302
DIAPH2_ENSSSCG00000012474_ENSSSCT00000081017_355_3655_3658,48,47,72,77,57,56,75,17,141,105
DIAPH3_ENSSSCG00000009448_ENSSSCT00000010357_145_3559_6015,3,3,13,10,24,15,43,6,29,60
DICER1_ENSSSCG00000028225_ENSSSCT00000038351_266_6008_6180,58,71,109,66,93,81,332,125,621,758
DIMT1_ENSSSCG00000031990_ENSSSCT00000062892_139_1078_1785,2,4,1,4,12,2,61,12,97,87
DIO1_ENSSSCG00000028896_ENSSSCT00000026326_24_771_1930,0,0,0,0,2,0,0,0,0,0
DIO2_ENSSSCG00000040638_ENSSSCT00000065367_413_1220_6293,1,0,0,0,0,0,0,1,0,0
DIP2A_ENSSSCG00000035657_ENSSSCT00000059919_215_4922_6508,27,56,68,73,86,71,138,61,402,454
DIP2B_ENSSSCG00000029196_ENSSSCT00000071945_139_4864_6880,29,69,80,86,76,74,128,49,507,380
DIP2C_ENSSSCG00000011163_ENSSSCT00000012225_135_5001_7394,3,8,3,12,16,16,23,13,53,64
DIPK1A_ENSSSCG00000006900_ENSSSCT00000007556_167_1451_1494,4,4,4,2,9,4,65,8,96,127
DIPK1B_ENSSSCG00000005837_ENSSSCT00000006416_117_1410_1911,3,2,3,3,16,4,14,11,17,32
DIPK1C_ENSSSCG00000039486_ENSSSCT00000040640_44_1289_2958,0,0,0,0,0,1,0,0,0,0
DIPK2A_ENSSSCG00000036206_ENSSSCT00000058048_199_1489_5290,3,3,3,2,2,0,17,0,21,34
DIPK2B_ENSSSCG00000026984_ENSSSCT00000036276_0_1302_5271,0,0,1,2,0,0,0,0,0,0
DIRAS1_ENSSSCG00000038013_ENSSSCT00000049381_560_1616_2620,0,2,1,4,2,2,20,19,29,19
DIRAS2_ENSSSCG00000031694_ENSSSCT00000067828_151_748_4065,0,0,1,0,4,1,0,7,11,4
DIRAS3_ENSSSCG00000003797_ENSSSCT00000004202_379_1063_1725,0,1,0,0,0,1,0,0,1,5
DIS3L2_ENSSSCG00000022177_ENSSSCT00000026575_150_2946_2960,18,38,49,45,85,54,151,236,406,526
DIS3L_ENSSSCG00000004941_ENSSSCT00000005453_75_3237_4849,10,9,10,13,21,7,54,18,189,140
DIS3_ENSSSCG00000009460_ENSSSCT00000086234_107_2981_6410,8,19,26,11,20,20,171,46,304,240
DISC1_ENSSSCG00000010170_ENSSSCT00000023966_0_2550_2553,16,11,14,17,15,12,10,3,30,22
DISP1_ENSSSCG00000035479_ENSSSCT00000039557_68_4739_4755,9,19,21,22,23,8,41,17,98,123
DISP2_ENSSSCG00000004776_ENSSSCT00000005275_98_4298_5302,0,0,0,4,2,0,0,0,2,4
DISP3_ENSSSCG00000003417_ENSSSCT00000003790_404_4583_5462,2,1,4,16,1,9,0,0,0,1
DKC1_ENSSSCG00000012823_ENSSSCT00000014017_588_2151_2828,7,30,34,30,64,46,324,312,647,667
DKK1_ENSSSCG00000010428_ENSSSCT00000011413_170_968_1599,0,1,1,2,2,2,0,0,0,12
DKK2_ENSSSCG00000032094_ENSSSCT00000058233_567_1344_3450,0,0,0,1,0,0,0,3,0,0
DKK3_ENSSSCG00000013401_ENSSSCT00000085402_199_1654_1657,0,0,4,1,0,0,2,24,0,59
DKKL1_ENSSSCG00000038579_ENSSSCT00000058631_203_902_1001,0,2,3,0,13,2,3,16,13,15
DLAT_ENSSSCG00000015030_ENSSSCT00000090446_50_2051_3293,3,7,15,7,38,16,120,129,259,245
DLC1_ENSSSCG00000006970_ENSSSCT00000007636_428_5012_5231,0,1,3,1,5,3,0,0,2,7
DLD_ENSSSCG00000015443_ENSSSCT00000079736_97_1630_3991,11,9,30,15,37,22,347,90,625,483
DLEC1_ENSSSCG00000011249_ENSSSCT00000012316_0_5133_5172,1,1,1,2,4,1,0,5,2,4
DLEU7_ENSSSCG00000009387_ENSSSCT00000010286_0_663_760,0,0,0,0,0,0,0,0,0,1
DLG1_ENSSSCG00000011833_ENSSSCT00000033279_210_3027_6760,15,52,46,34,43,43,187,54,282,278
DLG2_ENSSSCG00000014904_ENSSSCT00000095082_199_3235_3964,1,0,0,3,0,1,5,0,0,0
DLG3_ENSSSCG00000012375_ENSSSCT00000013532_10_2557_2686,2,1,2,0,7,4,9,9,17,35
DLG4_ENSSSCG00000024285_ENSSSCT00000063962_0_2307_3059,4,15,16,12,27,16,45,43,152,194
DLG5_ENSSSCG00000026268_ENSSSCT00000069997_199_5959_7589,4,1,2,5,31,5,10,18,4,28
DLGAP1_ENSSSCG00000003690_ENSSSCT00000056736_200_3116_6096,1,0,1,1,15,0,0,0,0,0
DLGAP2_ENSSSCG00000015746_ENSSSCT00000017146_113_3290_6450,1,0,0,0,0,0,0,0,0,0
DLGAP3_ENSSSCG00000040173_ENSSSCT00000042964_0_2937_3579,1,1,0,1,0,1,0,2,0,2
DLGAP4_ENSSSCG00000007317_ENSSSCT00000008007_427_3394_4973,10,20,26,22,41,21,120,146,211,250
DLGAP5_ENSSSCG00000005056_ENSSSCT00000067825_99_2493_2496,1,10,8,16,17,16,243,34,186,227
DLK2_ENSSSCG00000001682_ENSSSCT00000001877_281_1430_1618,0,0,0,0,0,0,0,0,0,1
DLL1_ENSSSCG00000027726_ENSSSCT00000062318_768_2955_4896,3,0,0,3,1,2,0,0,4,24
DLL3_ENSSSCG00000002987_ENSSSCT00000003318_199_1975_2097,0,0,1,1,0,0,0,0,0,1
DLL4_ENSSSCG00000004755_ENSSSCT00000062422_310_2365_3428,0,1,2,0,3,1,0,0,0,0
DLST_ENSSSCG00000002374_ENSSSCT00000079698_209_1547_3001,10,18,28,29,36,13,134,181,461,477
DLX2_ENSSSCG00000015954_ENSSSCT00000017371_199_1183_2187,0,0,0,0,2,0,0,0,0,0
DLX3_ENSSSCG00000017589_ENSSSCT00000019148_199_1060_2588,0,0,0,0,0,0,0,0,0,0
DLX4_ENSSSCG00000034653_ENSSSCT00000042142_199_898_1874,0,0,1,0,1,0,0,0,0,2
DLX6_ENSSSCG00000033314_ENSSSCT00000057245_199_1069_2073,1,2,2,2,2,3,0,0,1,1
DMAC2L_ENSSSCG00000031354_ENSSSCT00000039137_199_940_2380,3,8,2,3,2,4,26,7,15,22
DMAC2_ENSSSCG00000032711_ENSSSCT00000077562_7_772_1704,5,13,17,9,35,6,134,95,248,354
DMAP1_ENSSSCG00000034096_ENSSSCT00000039078_284_1688_1959,12,20,19,14,29,25,262,462,501,467
DMBX1_ENSSSCG00000003900_ENSSSCT00000004315_199_1336_2340,0,1,0,0,0,0,0,0,0,0
DMC1_ENSSSCG00000000103_ENSSSCT00000000109_199_1219_2019,0,0,0,0,1,2,0,0,0,1
DMD_ENSSSCG00000028148_ENSSSCT00000026041_0_7002_9503,3,4,4,4,8,3,0,0,9,23
DMGDH_ENSSSCG00000014110_ENSSSCT00000056871_122_2720_3731,1,0,0,0,0,0,0,0,0,0
DMKN_ENSSSCG00000041481_ENSSSCT00000071299_199_1792_1795,1,0,1,0,1,1,0,0,1,2
DMP1_ENSSSCG00000009220_ENSSSCT00000010097_199_1792_2729,2,3,3,10,6,3,19,0,31,20
DMPK_ENSSSCG00000038969_ENSSSCT00000100551_558_2439_2442,0,1,1,2,2,1,0,1,1,6
DMRT1_ENSSSCG00000005236_ENSSSCT00000082212_107_1232_1235,0,0,0,2,0,0,0,0,0,0
DMRT2_ENSSSCG00000005233_ENSSSCT00000080473_459_2142_7170,0,0,1,0,2,0,0,0,0,0
DMRT3_ENSSSCG00000040481_ENSSSCT00000038890_199_1618_1621,2,0,1,2,0,0,0,0,0,0
DMRTA1_ENSSSCG00000005131_ENSSSCT00000005657_295_1786_5274,0,0,1,0,0,0,0,0,0,0
DMRTA2_ENSSSCG00000030552_ENSSSCT00000024195_338_1943_2438,0,0,1,0,4,0,0,1,1,0
DMRTC2_ENSSSCG00000003043_ENSSSCT00000076023_199_1312_1776,0,0,0,2,0,1,0,0,0,0
DMTF1_ENSSSCG00000015393_ENSSSCT00000051661_226_2512_3713,15,25,41,27,43,29,64,8,161,226
DMTN_ENSSSCG00000009613_ENSSSCT00000010536_455_1670_2740,4,14,4,1,7,3,2,22,8,48
DMWD_ENSSSCG00000038738_ENSSSCT00000045206_0_1995_2999,1,1,4,0,10,0,1,11,11,42
DMXL1_ENSSSCG00000027857_ENSSSCT00000046477_565_9817_11725,49,106,133,95,123,83,149,51,330,409
DMXL2_ENSSSCG00000032517_ENSSSCT00000005115_66_9237_10469,3,1,3,4,7,5,3,0,7,49
DNA2_ENSSSCG00000010240_ENSSSCT00000011207_228_3363_3366,2,4,11,4,4,5,43,9,31,40
DNAAF10_ENSSSCG00000008353_ENSSSCT00000009147_72_1143_1842,3,12,5,0,9,4,87,23,89,132
DNAAF11_ENSSSCG00000005952_ENSSSCT00000006535_79_1495_4510,0,0,0,1,3,2,0,0,0,2
DNAAF1_ENSSSCG00000002675_ENSSSCT00000002967_149_2099_2331,0,0,0,1,0,1,1,2,2,1
DNAAF2_ENSSSCG00000058931_ENSSSCT00000005523_136_2551_3177,1,1,5,1,15,2,54,29,127,166
DNAAF3_ENSSSCG00000042884_ENSSSCT00000065107_332_1916_1919,0,0,0,0,4,0,0,0,2,5
DNAAF4_ENSSSCG00000004608_ENSSSCT00000073247_22_1282_2286,0,2,0,0,1,1,0,0,1,0
DNAAF5_ENSSSCG00000007543_ENSSSCT00000008275_88_2677_3201,8,19,16,7,29,9,65,54,192,188
DNAAF6_ENSSSCG00000012558_ENSSSCT00000033177_77_731_1604,0,0,0,0,3,0,0,0,0,2
DNAAF8_ENSSSCG00000007935_ENSSSCT00000008697_191_1694_2127,0,1,0,2,1,11,0,0,0,2
DNAAF9_ENSSSCG00000007155_ENSSSCT00000007828_72_3468_7048,0,1,3,6,8,0,4,0,9,12
DNAH10_ENSSSCG00000009765_ENSSSCT00000010707_195_13257_13492,5,7,9,10,21,9,13,9,43,59
DNAH11_ENSSSCG00000015379_ENSSSCT00000091526_199_13774_14778,9,17,18,21,17,71,3,5,15,67
DNAH12_ENSSSCG00000020990_ENSSSCT00000029028_247_12061_12141,1,5,5,1,3,0,2,0,1,2
DNAH14_ENSSSCG00000031483_ENSSSCT00000056845_377_9314_9317,0,1,2,0,1,1,0,0,0,0
DNAH17_ENSSSCG00000036056_ENSSSCT00000042234_0_13377_13567,5,6,4,6,5,3,3,8,11,233
DNAH1_ENSSSCG00000028184_ENSSSCT00000025398_199_12997_13048,2,0,9,10,9,2,0,14,6,18
DNAH2_ENSSSCG00000017963_ENSSSCT00000019547_0_13407_13620,2,5,1,1,4,3,1,1,2,5
DNAH3_ENSSSCG00000046747_ENSSSCT00000100152_0_11880_11883,2,5,4,19,28,11,1,2,6,2
DNAH5_ENSSSCG00000032827_ENSSSCT00000054017_243_14001_15920,0,0,0,4,4,1,0,0,0,0
DNAH6_ENSSSCG00000045529_ENSSSCT00000067002_255_12720_12895,0,5,4,7,9,5,2,0,2,1
DNAH7_ENSSSCG00000032814_ENSSSCT00000043415_214_12280_12292,0,1,1,1,0,6,0,1,0,1
DNAH8_ENSSSCG00000062622_ENSSSCT00000104283_199_14212_14346,0,1,1,1,3,0,0,0,0,3
DNAH9_ENSSSCG00000018015_ENSSSCT00000019610_67_13528_13751,2,7,3,4,2,3,0,0,22,31
DNAI2_ENSSSCG00000024357_ENSSSCT00000030835_112_1933_3190,1,0,1,2,5,1,0,0,0,0
DNAI3_ENSSSCG00000006950_ENSSSCT00000064526_158_2834_3097,1,2,1,4,0,4,2,0,3,4
DNAI4_ENSSSCG00000022305_ENSSSCT00000025606_145_2581_3798,0,2,1,1,0,6,11,10,17,36
