name,H2,H3,H6,H7,H8,W1,W10,W6,W7,W9
NCOA1_ENSSSCG00000008581_ENSSSCT00000039793_405_4725_4852,26,67,72,45,74,61,96,67,305,420
NCOA2_ENSSSCG00000006194_ENSSSCT00000006789_406_4606_4731,48,68,91,74,95,68,79,46,206,312
NCOA3_ENSSSCG00000007458_ENSSSCT00000008162_127_4141_4849,54,102,125,88,164,117,281,91,650,580
NCOA4_ENSSSCG00000010399_ENSSSCT00000011383_61_1921_3965,26,99,55,48,90,74,636,267,610,729
NCOA5_ENSSSCG00000007438_ENSSSCT00000008142_178_1933_3297,11,27,27,36,45,22,200,184,490,544
NCOA7_ENSSSCG00000004222_ENSSSCT00000004667_238_3067_4713,13,43,55,52,79,60,227,66,264,242
NCOR1_ENSSSCG00000018039_ENSSSCT00000105539_69_7221_7975,115,235,244,249,317,236,1312,1451,2168,2257
NCOR2_ENSSSCG00000009761_ENSSSCT00000010703_133_7483_8473,141,163,154,190,324,198,325,456,1888,1783
NCR1_ENSSSCG00000022675_ENSSSCT00000003649_45_969_1711,2,0,3,4,3,7,12,14,130,138
NCS1_ENSSSCG00000039311_ENSSSCT00000077127_199_769_4861,0,0,1,1,13,1,0,0,3,17
NCSTN_ENSSSCG00000006385_ENSSSCT00000064139_23_2150_4146,29,33,33,36,70,37,254,272,739,798
ND4L_ENSSSCG00000018086_ENSSSCT00000019681_0_294_297,1,1,36,4,51,3,19456,8107,2575,1765
ND5_ENSSSCG00000018091_ENSSSCT00000019686_0_1818_1821,100,223,477,170,459,174,182496,72479,25506,13490
ND6_ENSSSCG00000018092_ENSSSCT00000019687_0_525_528,9,16,53,15,132,31,33176,12666,4810,2445
NDC1_ENSSSCG00000028748_ENSSSCT00000083027_36_2061_5193,3,4,7,6,19,4,50,12,65,58
NDC80_ENSSSCG00000003697_ENSSSCT00000083944_444_2475_2710,2,4,7,6,15,8,120,11,66,109
NDE1_ENSSSCG00000040479_ENSSSCT00000052922_760_1798_3483,2,7,10,13,25,13,110,65,144,230
NDEL1_ENSSSCG00000017986_ENSSSCT00000028487_109_1183_1621,10,34,35,32,60,53,77,33,311,239
NDFIP1_ENSSSCG00000025295_ENSSSCT00000050118_260_923_1774,12,16,28,14,40,26,300,221,755,728
NDFIP2_ENSSSCG00000009480_ENSSSCT00000010395_283_1291_4761,10,16,16,19,22,15,180,48,386,283
NDNF_ENSSSCG00000029260_ENSSSCT00000030696_362_2066_3483,1,0,1,0,0,0,0,0,0,2
NDN_ENSSSCG00000004834_ENSSSCT00000005336_123_1098_1676,0,1,0,1,0,0,4,5,4,6
NDOR1_ENSSSCG00000005859_ENSSSCT00000049699_108_1899_2187,11,11,6,9,11,8,74,121,208,268
NDP_ENSSSCG00000029656_ENSSSCT00000025931_485_884_1964,0,0,0,2,0,0,0,0,0,2
NDRG1_ENSSSCG00000005944_ENSSSCT00000054808_185_1337_2983,13,23,29,18,71,21,308,150,411,591
NDRG2_ENSSSCG00000030309_ENSSSCT00000064280_232_1345_2169,0,0,2,3,10,2,42,19,52,58
NDRG3_ENSSSCG00000007322_ENSSSCT00000069483_45_1170_1563,2,6,9,3,16,1,120,81,152,199
NDRG4_ENSSSCG00000021911_ENSSSCT00000003101_0_1362_3336,4,3,2,6,19,7,74,23,83,82
NDST1_ENSSSCG00000032731_ENSSSCT00000057924_377_3023_3914,7,17,15,13,18,21,51,67,132,238
NDST2_ENSSSCG00000010310_ENSSSCT00000052718_661_3106_3773,10,25,18,17,40,20,118,94,347,433
NDST3_ENSSSCG00000009115_ENSSSCT00000009982_298_2959_4915,2,2,2,4,2,5,12,7,4,15
NDST4_ENSSSCG00000033834_ENSSSCT00000064404_0_2613_5895,0,0,0,0,0,0,0,0,0,0
NDUFA10_ENSSSCG00000016349_ENSSSCT00000017804_99_1170_1453,17,27,16,21,61,30,376,449,562,517
NDUFA11_ENSSSCG00000027307_ENSSSCT00000024184_699_1122_1187,4,11,4,2,28,8,101,94,133,166
NDUFA13_ENSSSCG00000056961_ENSSSCT00000093517_1671_2103_2172,13,14,19,5,47,11,269,248,436,489
NDUFA1_ENSSSCG00000053432_ENSSSCT00000092974_99_309_435,0,3,4,3,13,4,120,69,205,283
NDUFA2_ENSSSCG00000014371_ENSSSCT00000103107_173_488_491,3,4,5,5,11,8,112,69,215,176
NDUFA4L2_ENSSSCG00000027621_ENSSSCT00000106695_134_461_1137,0,0,0,0,0,1,0,2,0,4
NDUFA4_ENSSSCG00000024313_ENSSSCT00000028465_118_529_766,6,2,8,4,17,8,196,112,209,215
NDUFA5_ENSSSCG00000037869_ENSSSCT00000060874_6_354_1358,3,2,5,0,4,6,186,33,215,223
NDUFA6_ENSSSCG00000000045_ENSSSCT00000000049_0_462_1267,13,13,19,23,30,19,107,85,222,245
NDUFA7_ENSSSCG00000041220_ENSSSCT00000079484_14_353_2088,7,8,9,13,32,3,80,106,159,198
NDUFA8_ENSSSCG00000005528_ENSSSCT00000006079_199_946_1129,8,4,10,10,24,11,169,105,240,265
NDUFA9_ENSSSCG00000000719_ENSSSCT00000040924_30_1251_1254,16,30,24,20,52,26,201,170,406,322
NDUFAB1_ENSSSCG00000010795_ENSSSCT00000065658_24_492_2839,4,3,5,6,26,3,160,115,273,248
NDUFAF1_ENSSSCG00000004748_ENSSSCT00000005247_165_1179_1458,3,1,7,5,17,2,54,7,89,99
NDUFAF2_ENSSSCG00000053180_ENSSSCT00000105498_28_535_624,2,0,2,2,5,1,15,0,34,33
NDUFAF3_ENSSSCG00000011371_ENSSSCT00000012449_22_577_1841,6,4,8,7,16,8,82,49,106,127
NDUFAF4_ENSSSCG00000004342_ENSSSCT00000004798_75_600_4772,3,1,3,4,3,1,33,10,41,54
NDUFAF5_ENSSSCG00000007076_ENSSSCT00000075741_48_1083_3337,1,5,1,9,10,6,27,5,43,37
NDUFAF6_ENSSSCG00000006093_ENSSSCT00000082652_139_1147_1150,3,4,2,1,1,2,20,13,26,28
NDUFAF7_ENSSSCG00000008494_ENSSSCT00000076787_38_1361_3190,4,4,0,2,7,5,55,6,54,55
NDUFAF8_ENSSSCG00000039183_ENSSSCT00000061274_3_222_225,1,0,2,1,4,0,28,32,49,67
NDUFB10_ENSSSCG00000030328_ENSSSCT00000029023_62_665_835,13,19,21,15,38,18,202,242,431,499
NDUFB11_ENSSSCG00000034487_ENSSSCT00000086338_798_1326_1514,1,8,5,3,5,2,38,21,55,44
NDUFB1_ENSSSCG00000002449_ENSSSCT00000002719_96_270_345,1,1,3,4,17,3,71,42,80,111
NDUFB2_ENSSSCG00000032390_ENSSSCT00000069910_4569_4926_5034,5,7,13,11,15,9,10,24,30,27
NDUFB4_ENSSSCG00000031913_ENSSSCT00000049423_64_451_507,3,2,1,3,23,3,300,278,455,456
NDUFB5_ENSSSCG00000011764_ENSSSCT00000012875_10_577_2923,4,3,8,6,19,7,241,106,300,250
NDUFB6_ENSSSCG00000011003_ENSSSCT00000074309_332_896_1071,1,4,3,4,12,1,138,56,167,172
NDUFB7_ENSSSCG00000013778_ENSSSCT00000015054_78_489_552,5,9,4,1,23,7,175,275,298,330
NDUFB8_ENSSSCG00000006166_ENSSSCT00000006760_20_578_1403,5,15,17,8,30,18,313,251,499,538
NDUFB9_ENSSSCG00000005976_ENSSSCT00000035108_199_862_949,10,17,16,12,40,19,292,276,421,453
NDUFC1_ENSSSCG00000058604_ENSSSCT00000106874_25_208_1212,0,1,1,2,11,3,120,36,156,145
NDUFC2_ENSSSCG00000039494_ENSSSCT00000078023_111_477_1774,6,2,4,3,15,6,128,95,173,235
NDUFS1_ENSSSCG00000016127_ENSSSCT00000073549_1881_4128_4748,15,22,30,22,38,16,387,141,641,670
NDUFS2_ENSSSCG00000006358_ENSSSCT00000099556_43_1357_1547,19,13,22,27,75,31,398,389,739,894
NDUFS3_ENSSSCG00000032081_ENSSSCT00000046945_95_887_980,9,15,13,13,34,19,186,192,383,346
NDUFS4_ENSSSCG00000016893_ENSSSCT00000051391_8_533_2794,2,4,6,7,9,2,188,67,312,357
NDUFS5_ENSSSCG00000003653_ENSSSCT00000004049_189_507_624,13,15,26,12,26,18,274,253,371,423
NDUFS6_ENSSSCG00000017114_ENSSSCT00000018632_55_424_851,2,14,7,10,27,11,117,106,212,220
NDUFS8_ENSSSCG00000037455_ENSSSCT00000058116_165_882_943,12,16,16,12,44,6,188,378,336,282
NDUFV1_ENSSSCG00000012896_ENSSSCT00000014099_145_1537_1576,21,12,26,25,42,18,287,467,622,604
NDUFV2_ENSSSCG00000038826_ENSSSCT00000042959_13_760_1975,4,13,10,6,35,10,246,192,295,324
NEBL_ENSSSCG00000011090_ENSSSCT00000062235_0_3006_8127,2,5,4,2,6,3,7,5,7,11
NEB_ENSSSCG00000016397_ENSSSCT00000061764_254_20249_20790,0,5,6,6,8,3,5,0,2,45
NECAB1_ENSSSCG00000031424_ENSSSCT00000040864_165_1158_5024,0,0,0,0,0,1,0,0,0,0
NECAB3_ENSSSCG00000029626_ENSSSCT00000027481_23_1193_1985,0,9,2,5,13,4,43,75,27,35
NECAP1_ENSSSCG00000025179_ENSSSCT00000079341_27_849_2516,3,1,3,5,13,1,15,0,29,40
NECAP2_ENSSSCG00000003477_ENSSSCT00000003863_39_837_5580,20,26,27,24,41,22,320,274,784,786
NECTIN1_ENSSSCG00000015125_ENSSSCT00000097993_199_1813_5067,5,2,1,1,2,0,3,3,1,9
NECTIN3_ENSSSCG00000011933_ENSSSCT00000055651_199_1846_5217,1,0,0,1,3,0,0,0,0,6
NECTIN4_ENSSSCG00000026861_ENSSSCT00000076416_1930_3505_5051,1,0,4,3,7,0,0,1,0,2
NEDD1_ENSSSCG00000000890_ENSSSCT00000039030_130_2011_2315,4,8,12,16,17,11,99,4,136,177
NEDD4L_ENSSSCG00000004919_ENSSSCT00000083218_162_3957_8718,2,15,15,12,30,14,56,36,75,68
NEDD4_ENSSSCG00000037499_ENSSSCT00000066202_243_4212_7125,0,18,19,23,22,22,48,6,129,140
NEDD9_ENSSSCG00000023956_ENSSSCT00000001140_1096_3583_5328,15,34,41,31,54,52,115,102,305,379
NEFL_ENSSSCG00000009649_ENSSSCT00000049084_0_1689_1692,0,0,1,1,0,0,0,8,2,2
NEGR1_ENSSSCG00000025085_ENSSSCT00000056438_199_1261_4677,0,0,1,2,0,0,15,16,8,1
NEIL1_ENSSSCG00000001882_ENSSSCT00000042301_192_1359_1565,2,5,1,4,5,2,40,21,83,116
NEIL2_ENSSSCG00000028699_ENSSSCT00000023064_152_1142_2124,0,1,3,0,5,4,18,6,18,18
NEIL3_ENSSSCG00000015771_ENSSSCT00000017172_109_1897_2117,3,0,3,3,13,2,63,6,41,34
NEK10_ENSSSCG00000011217_ENSSSCT00000012283_183_3531_4438,0,0,0,3,0,1,0,0,0,0
NEK11_ENSSSCG00000011181_ENSSSCT00000012244_97_1951_2485,0,1,0,0,1,0,0,0,1,0
NEK1_ENSSSCG00000009714_ENSSSCT00000053967_214_3922_5143,5,23,24,13,24,16,64,22,144,144
NEK2_ENSSSCG00000015604_ENSSSCT00000016997_127_1459_2665,0,0,6,5,35,6,61,66,66,118
NEK3_ENSSSCG00000009379_ENSSSCT00000058698_132_1743_2240,2,7,3,4,4,2,21,2,30,29
NEK4_ENSSSCG00000011446_ENSSSCT00000079462_169_2536_5106,7,13,5,4,15,9,55,35,140,151
NEK5_ENSSSCG00000009380_ENSSSCT00000085225_0_2376_4886,0,0,0,0,0,2,0,0,1,0
NEK6_ENSSSCG00000005587_ENSSSCT00000058361_166_1105_8483,9,2,7,5,40,5,64,114,182,321
NEK7_ENSSSCG00000010904_ENSSSCT00000045124_220_1126_3979,13,32,38,35,35,23,79,19,181,181
NEK8_ENSSSCG00000017766_ENSSSCT00000019338_71_2165_2885,4,11,11,7,10,7,58,41,111,174
NEK9_ENSSSCG00000002381_ENSSSCT00000002648_138_3063_6335,38,71,84,57,91,65,249,160,626,808
NELFA_ENSSSCG00000008681_ENSSSCT00000056909_0_1626_2086,26,58,38,51,58,26,174,208,428,564
NELFB_ENSSSCG00000005846_ENSSSCT00000065797_199_2650_3182,23,46,41,39,70,37,265,329,668,829
NELFCD_ENSSSCG00000007521_ENSSSCT00000033175_35_1808_2256,13,26,36,32,73,38,289,311,645,632
NELFE_ENSSSCG00000001423_ENSSSCT00000035393_209_1349_1503,9,4,15,10,48,5,141,191,247,276
NELL1_ENSSSCG00000039940_ENSSSCT00000064685_155_2585_3077,0,1,0,0,3,0,0,0,0,0
NELL2_ENSSSCG00000000802_ENSSSCT00000068987_349_2794_3463,1,5,0,0,0,5,0,0,2,29
NEMF_ENSSSCG00000005011_ENSSSCT00000005527_38_3266_5138,15,57,58,51,61,54,211,40,345,392
NEMP1_ENSSSCG00000025542_ENSSSCT00000000446_20_1355_6029,2,0,3,1,8,6,18,3,35,48
NEMP2_ENSSSCG00000016053_ENSSSCT00000017478_148_1441_6231,5,12,12,19,14,10,43,9,64,87
NENF_ENSSSCG00000038614_ENSSSCT00000066428_36_543_883,1,0,0,2,2,1,13,37,37,41
NEO1_ENSSSCG00000001921_ENSSSCT00000061626_36_4431_6921,1,1,5,0,2,1,0,12,0,17
NEPRO_ENSSSCG00000011923_ENSSSCT00000062362_75_1752_3842,0,5,6,5,5,4,33,19,79,134
NES_ENSSSCG00000006474_ENSSSCT00000027298_199_5491_5991,2,8,5,6,2,9,0,0,3,3
NET1_ENSSSCG00000023105_ENSSSCT00000053439_0_1722_3219,27,92,68,64,128,55,402,332,461,360
NETO1_ENSSSCG00000027654_ENSSSCT00000051530_184_1783_4379,0,1,1,2,1,0,0,0,0,0
NETO2_ENSSSCG00000026318_ENSSSCT00000029975_199_1774_3256,9,2,1,1,2,3,6,1,32,14
NEU1_ENSSSCG00000001418_ENSSSCT00000090675_119_1367_2136,4,2,12,5,17,1,30,12,126,140
NEU2_ENSSSCG00000016297_ENSSSCT00000017747_260_1397_2401,0,0,0,0,2,0,0,0,0,0
NEU3_ENSSSCG00000021638_ENSSSCT00000039518_239_1523_2026,2,4,4,7,4,2,14,18,35,44
NEU4_ENSSSCG00000037090_ENSSSCT00000044214_0_1431_4815,0,0,0,1,0,0,0,0,1,1
NEURL1B_ENSSSCG00000016992_ENSSSCT00000018503_142_1807_6365,8,25,11,14,24,6,105,183,44,27
NEURL1_ENSSSCG00000010603_ENSSSCT00000011599_192_1920_4062,0,0,0,0,0,1,0,0,0,3
NEURL2_ENSSSCG00000007430_ENSSSCT00000008133_459_1314_1750,0,0,1,0,2,1,0,4,3,2
NEURL3_ENSSSCG00000008124_ENSSSCT00000056968_68_875_1753,1,0,0,0,0,0,0,0,1,0
NEURL4_ENSSSCG00000017941_ENSSSCT00000019525_31_4693_5149,11,21,21,37,35,25,156,179,314,683
NEUROD1_ENSSSCG00000016011_ENSSSCT00000017434_242_1310_2612,1,0,0,0,0,0,0,0,0,0
NEUROD2_ENSSSCG00000033583_ENSSSCT00000043069_200_1346_3013,0,0,0,0,0,0,0,0,0,0
NEUROD4_ENSSSCG00000035778_ENSSSCT00000039210_349_1342_5183,1,0,0,0,0,0,0,0,0,1
NEUROD6_ENSSSCG00000039501_ENSSSCT00000047047_161_1172_1969,0,0,1,0,0,0,0,0,0,0
NEUROG2_ENSSSCG00000033479_ENSSSCT00000049808_0_816_819,0,1,0,0,3,2,0,0,0,0
NEUROG3_ENSSSCG00000034488_ENSSSCT00000064994_208_850_1730,0,0,0,0,0,0,0,0,0,0
NEXMIF_ENSSSCG00000035689_ENSSSCT00000043202_542_5084_6088,0,4,5,3,6,3,0,0,0,0
NEXN_ENSSSCG00000003768_ENSSSCT00000029114_210_2235_3215,3,3,2,3,11,3,9,0,24,4
NF1_ENSSSCG00000017748_ENSSSCT00000093848_199_8716_9276,24,27,42,31,47,32,69,24,205,204
NF2_ENSSSCG00000028707_ENSSSCT00000010943_423_2211_6351,8,13,18,13,41,18,114,65,192,230
NFAM1_ENSSSCG00000037425_ENSSSCT00000041015_0_783_4537,15,3,6,8,10,5,7,19,131,96
NFASC_ENSSSCG00000022951_ENSSSCT00000070188_0_4746_8909,6,12,2,7,5,5,4,0,20,8
NFAT5_ENSSSCG00000002755_ENSSSCT00000034601_298_4732_5988,25,48,60,49,76,31,40,30,171,191
NFATC1_ENSSSCG00000004856_ENSSSCT00000041715_341_3155_5728,36,86,79,78,100,72,196,353,791,715
NFATC2IP_ENSSSCG00000007808_ENSSSCT00000039142_122_1385_2541,9,13,16,23,28,15,58,80,145,211
NFATC2_ENSSSCG00000007477_ENSSSCT00000034393_231_2967_7479,16,87,77,82,103,59,116,159,434,427
NFATC3_ENSSSCG00000029578_ENSSSCT00000048178_105_3330_6078,18,69,87,41,81,60,222,157,547,658
NFATC4_ENSSSCG00000001986_ENSSSCT00000002222_200_2906_3254,1,0,1,1,2,0,0,3,1,7
NFE2L1_ENSSSCG00000017525_ENSSSCT00000051927_592_2890_4667,34,47,31,43,99,53,245,155,712,864
NFE2L2_ENSSSCG00000015987_ENSSSCT00000071160_362_2330_2806,18,19,38,32,43,27,197,29,361,513
NFE2L3_ENSSSCG00000026894_ENSSSCT00000027225_242_2300_4062,3,2,4,3,1,1,58,12,60,31
NFE2_ENSSSCG00000000289_ENSSSCT00000047127_361_1480_1753,22,19,17,10,30,18,119,212,367,368
NFIA_ENSSSCG00000023243_ENSSSCT00000042939_0_1659_2319,4,1,3,1,3,2,8,0,5,26
NFIB_ENSSSCG00000005190_ENSSSCT00000061544_987_2697_3298,0,1,1,0,0,2,0,0,0,0
NFIC_ENSSSCG00000036537_ENSSSCT00000063714_0_1584_3991,6,10,11,10,19,9,13,42,69,89
NFIL3_ENSSSCG00000009592_ENSSSCT00000010514_467_1853_2145,22,41,42,60,122,67,62,241,974,562
NFILZ_ENSSSCG00000055667_ENSSSCT00000105997_0_858_861,0,0,0,0,0,1,3,0,5,5
NFIX_ENSSSCG00000013742_ENSSSCT00000064426_199_1825_2675,0,0,4,1,1,0,4,8,47,26
NFKB1_ENSSSCG00000030957_ENSSSCT00000038683_72_2766_3793,51,94,108,114,161,121,631,277,1196,1300
NFKB2_ENSSSCG00000010580_ENSSSCT00000034179_228_2928_3086,24,65,72,90,163,92,340,353,793,1006
NFKBIA_ENSSSCG00000001952_ENSSSCT00000002184_297_1239_1765,56,187,262,483,1066,387,606,2942,7207,2814
NFKBIB_ENSSSCG00000026904_ENSSSCT00000025426_94_1153_1194,10,18,13,22,43,22,92,257,290,303
NFKBID_ENSSSCG00000002917_ENSSSCT00000035312_40_1414_2010,6,8,21,22,31,10,38,28,112,112
NFKBIE_ENSSSCG00000001703_ENSSSCT00000001903_228_1311_2423,9,21,12,22,53,12,35,82,270,284
NFKBIL1_ENSSSCG00000001402_ENSSSCT00000001531_151_1291_1505,3,2,9,11,21,12,116,215,216,269
NFKBIZ_ENSSSCG00000011951_ENSSSCT00000013077_125_2297_3659,40,152,219,361,497,297,166,135,2650,389
NFRKB_ENSSSCG00000015242_ENSSSCT00000016611_111_4002_7829,18,57,52,46,61,31,103,108,419,502
NFS1_ENSSSCG00000007307_ENSSSCT00000007995_71_1442_2124,7,15,10,7,41,8,55,27,108,184
NFU1_ENSSSCG00000025007_ENSSSCT00000074532_32_791_5156,7,5,12,5,12,6,117,56,200,143
NFX1_ENSSSCG00000010994_ENSSSCT00000012035_29_3380_3451,18,39,38,37,44,26,148,96,312,386
NFXL1_ENSSSCG00000008816_ENSSSCT00000065602_358_3109_7978,11,10,19,14,20,18,33,4,59,112
NFYA_ENSSSCG00000001611_ENSSSCT00000001780_775_1795_4386,13,14,19,18,26,11,42,10,102,116
NFYB_ENSSSCG00000000844_ENSSSCT00000048491_382_1003_2868,3,4,12,6,15,5,76,11,152,206
NFYC_ENSSSCG00000003976_ENSSSCT00000040973_246_1614_1617,16,22,37,31,43,29,128,228,316,413
NGB_ENSSSCG00000002399_ENSSSCT00000002667_175_628_1665,0,0,0,0,1,0,0,5,0,3
NGEF_ENSSSCG00000016295_ENSSSCT00000041201_205_2674_3417,0,0,0,0,3,0,0,1,0,2
NGFR_ENSSSCG00000017548_ENSSSCT00000019102_120_1362_3390,0,0,0,0,0,0,0,0,0,0
NGF_ENSSSCG00000032417_ENSSSCT00000058911_177_900_1054,0,0,0,0,1,0,0,0,0,0
NGLY1_ENSSSCG00000011214_ENSSSCT00000012280_14_2078_2647,3,9,16,9,12,9,77,20,171,204
NGRN_ENSSSCG00000055255_ENSSSCT00000097041_199_1087_1670,4,7,10,5,19,3,64,35,159,215
NHEJ1_ENSSSCG00000016205_ENSSSCT00000060682_201_1092_6710,0,5,2,2,12,4,38,30,63,58
NHERF1_ENSSSCG00000017232_ENSSSCT00000018759_204_1299_1782,70,152,89,108,177,92,1054,1507,2005,2699
NHERF2_ENSSSCG00000008038_ENSSSCT00000067185_199_1282_2224,1,5,1,4,10,0,26,36,46,86
NHLH1_ENSSSCG00000006384_ENSSSCT00000006997_0_399_402,0,0,0,0,0,0,0,0,1,0
NHLRC2_ENSSSCG00000010645_ENSSSCT00000011644_221_2396_3729,14,28,26,20,41,13,15,4,17,45
NHLRC3_ENSSSCG00000037746_ENSSSCT00000060985_162_1209_2143,1,4,3,5,6,3,18,5,36,63
NHSL1_ENSSSCG00000004149_ENSSSCT00000047086_687_5409_6735,1,0,5,2,11,4,0,7,6,6
NHSL2_ENSSSCG00000012408_ENSSSCT00000060008_165_3834_4438,0,0,2,0,4,0,0,0,2,4
NHSL3_ENSSSCG00000037621_ENSSSCT00000071251_199_3463_5650,3,1,0,3,32,1,7,17,25,16
NHS_ENSSSCG00000012151_ENSSSCT00000046535_341_4766_5770,0,1,1,0,2,1,0,0,4,6
NIBAN1_ENSSSCG00000015567_ENSSSCT00000035845_170_2972_5086,71,54,59,48,92,27,202,79,631,471
NIBAN2_ENSSSCG00000005614_ENSSSCT00000060150_189_2409_3844,12,8,13,9,64,3,40,79,249,139
NIBAN3_ENSSSCG00000013883_ENSSSCT00000040309_174_2022_2854,6,33,12,21,20,18,91,222,309,518
NICN1_ENSSSCG00000031594_ENSSSCT00000063117_63_702_2250,1,4,6,2,6,1,52,42,82,65
NICOL1_ENSSSCG00000063120_ENSSSCT00000009503_226_538_593,1,1,0,1,0,0,0,5,0,2
NID1_ENSSSCG00000026819_ENSSSCT00000011114_99_4026_5855,2,1,1,0,2,1,2,0,3,12
NID2_ENSSSCG00000005030_ENSSSCT00000104721_65_4163_4850,1,0,1,1,43,0,6,4,0,3
NIF3L1_ENSSSCG00000039654_ENSSSCT00000038308_1200_2526_3167,4,10,18,9,26,13,108,72,195,229
NIFK_ENSSSCG00000015730_ENSSSCT00000104226_30_1056_3280,8,3,15,8,28,14,302,64,440,324
NIM1K_ENSSSCG00000016873_ENSSSCT00000018377_864_2175_2288,0,0,0,0,4,0,4,0,4,2
NINJ1_ENSSSCG00000063184_ENSSSCT00000095433_36_489_3385,1,4,6,3,7,0,7,20,27,52
NIN_ENSSSCG00000005022_ENSSSCT00000053603_171_6579_8457,133,187,189,190,245,154,262,51,675,622
NIP7_ENSSSCG00000033741_ENSSSCT00000076241_55_595_6760,2,5,1,3,9,5,73,11,100,154
NIPA1_ENSSSCG00000040778_ENSSSCT00000040767_391_1153_6382,1,1,3,1,0,3,8,3,18,15
NIPA2_ENSSSCG00000036898_ENSSSCT00000037941_199_1282_3291,7,5,12,5,10,12,93,51,187,161
NIPAL1_ENSSSCG00000037950_ENSSSCT00000046701_90_1329_4663,4,2,10,4,9,5,59,16,44,101
NIPAL2_ENSSSCG00000031267_ENSSSCT00000083952_92_1241_2180,0,0,0,0,0,0,0,0,0,0
NIPAL3_ENSSSCG00000003543_ENSSSCT00000003935_340_1498_6810,6,11,13,12,31,11,61,38,122,170
NIPAL4_ENSSSCG00000017053_ENSSSCT00000032026_108_1320_3049,1,0,0,3,4,0,4,1,10,17
NIPBL_ENSSSCG00000016842_ENSSSCT00000060078_505_8917_8993,83,207,225,204,309,204,524,140,1437,1424
NIPSNAP1_ENSSSCG00000051359_ENSSSCT00000064755_0_849_1853,1,8,5,4,16,7,72,63,121,160
NIPSNAP3A_ENSSSCG00000005424_ENSSSCT00000005965_100_844_1651,2,5,7,5,6,0,20,4,29,31
NISCH_ENSSSCG00000011442_ENSSSCT00000070171_147_4707_5299,35,78,75,75,101,76,347,394,1057,1124
NIT1_ENSSSCG00000037793_ENSSSCT00000039448_330_1365_1617,9,5,3,4,20,10,35,44,88,119
NIT2_ENSSSCG00000011968_ENSSSCT00000013096_71_920_2075,2,4,6,4,10,3,79,55,214,131
NKAIN1_ENSSSCG00000032193_ENSSSCT00000064844_199_817_3333,0,0,0,0,2,0,5,1,3,2
NKAIN2_ENSSSCG00000036607_ENSSSCT00000086190_199_823_3124,0,0,0,0,0,0,0,0,0,0
NKAIN4_ENSSSCG00000036544_ENSSSCT00000080395_190_904_1587,0,0,0,0,0,0,0,0,0,1
NKAPD1_ENSSSCG00000015044_ENSSSCT00000016410_520_1399_3311,2,8,3,7,13,4,66,25,129,172
NKAPL_ENSSSCG00000001205_ENSSSCT00000001303_28_1243_1477,0,0,0,3,1,1,0,0,13,8
NKAP_ENSSSCG00000012613_ENSSSCT00000085170_110_1361_1390,6,20,8,16,20,11,83,30,128,207
NKD1_ENSSSCG00000039875_ENSSSCT00000046964_168_1614_2614,1,2,1,0,0,3,7,3,13,6
NKD2_ENSSSCG00000055161_ENSSSCT00000095892_191_1529_1532,1,0,0,1,0,2,0,0,16,5
NKG7_ENSSSCG00000003231_ENSSSCT00000003590_209_704_1186,7,5,7,17,14,24,147,283,513,1007
NKIRAS1_ENSSSCG00000024296_ENSSSCT00000064323_219_795_1061,1,1,2,0,3,5,6,0,19,20
NKIRAS2_ENSSSCG00000017418_ENSSSCT00000018962_575_1148_2859,8,8,6,7,12,6,76,37,105,147
NKPD1_ENSSSCG00000035833_ENSSSCT00000063405_199_2719_2722,0,1,1,0,1,1,2,0,3,5
NKRF_ENSSSCG00000012620_ENSSSCT00000013799_433_2785_6339,7,5,8,3,10,11,57,23,89,117
NKTR_ENSSSCG00000011284_ENSSSCT00000054499_212_4604_5752,27,90,76,84,100,93,244,62,348,445
NKX1-1_ENSSSCG00000038573_ENSSSCT00000061424_0_1332_1564,0,1,0,0,0,0,0,0,0,0
NKX2-1_ENSSSCG00000001945_ENSSSCT00000058101_97_1294_2180,0,0,0,0,1,0,0,0,0,1
NKX2-2_ENSSSCG00000040017_ENSSSCT00000052215_302_1121_1999,0,0,0,0,0,0,0,0,0,0
NKX2-4_ENSSSCG00000007110_ENSSSCT00000007782_110_1178_1181,0,0,0,0,0,1,0,0,0,0
NKX2-5_ENSSSCG00000036285_ENSSSCT00000041546_230_1199_1661,0,0,0,0,4,0,0,0,0,0
NKX2-6_ENSSSCG00000028064_ENSSSCT00000055137_92_989_992,0,1,0,0,0,1,0,0,0,0
NKX3-1_ENSSSCG00000031924_ENSSSCT00000058894_77_818_2482,0,0,1,1,2,1,7,3,43,28
NLE1_ENSSSCG00000025796_ENSSSCT00000026878_27_1482_1830,1,6,7,8,24,2,49,101,170,195
NLGN3_ENSSSCG00000027465_ENSSSCT00000052429_352_2896_4893,1,4,2,3,0,2,2,0,4,21
NLK_ENSSSCG00000017756_ENSSSCT00000047112_1076_2657_4389,11,17,24,11,21,8,53,23,87,133
NLN_ENSSSCG00000016778_ENSSSCT00000032566_9_2193_2932,2,5,2,3,8,6,47,7,47,50
NLRC3_ENSSSCG00000007956_ENSSSCT00000041496_262_3460_4464,29,51,59,56,59,57,126,37,366,442
NLRC5_ENSSSCG00000039751_ENSSSCT00000065636_198_5736_7207,140,306,337,328,445,388,666,643,2197,2494
NLRP11_ENSSSCG00000003314_ENSSSCT00000034923_0_3123_3126,0,5,5,0,2,7,0,0,0,0
