gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,tag
TOB2_ENSSSCG00000037958_ENSSSCT00000045095_1170_2229_4944,12.05028053,1.63325626,0.921384194,1.772611546,0.076293097,0.329733661,ns
EFL1_ENSSSCG00000001792_ENSSSCT00000002008_144_3504_3641,35.27126418,-1.675829516,0.664543389,-2.521775918,0.011676406,0.124999908,ns
ZFYVE9_ENSSSCG00000003863_ENSSSCT00000060637_110_4376_4785,5.068734942,-0.915793726,1.401028013,-0.653658398,0.513331912,NA,ns
PPBP_ENSSSCG00000037579_ENSSSCT00000041161_147_504_2115,20.40384256,0.192074851,0.729492284,0.263299359,0.792319854,0.916846958,ns
SMIM19_ENSSSCG00000031857_ENSSSCT00000047679_127_529_1605,1.485860233,-2.732880429,2.542913914,-1.074704265,0.282507154,NA,ns
UNKL_ENSSSCG00000022963_ENSSSCT00000032550_21_2259_4274,45.48984101,0.778370751,0.559254182,1.391801396,0.163982547,0.477809798,ns
CCDC47_ENSSSCG00000028698_ENSSSCT00000030857_222_1671_1719,51.67241023,1.841762769,0.601331233,3.062809097,0.002192699,0.04381557,up
E2F3_ENSSSCG00000040178_ENSSSCT00000043429_199_1597_4897,1.840263046,-1.188070826,2.278676205,-0.521386419,0.60209761,NA,ns
UBXN2B_ENSSSCG00000006239_ENSSSCT00000038223_17_1010_4981,8.543713128,1.078648307,1.114851729,0.967526245,0.333281028,NA,ns
MLST8_ENSSSCG00000008044_ENSSSCT00000008815_311_1676_5580,14.42537905,1.527737358,0.857296422,1.782040982,0.074742549,0.327660963,ns
CCNH_ENSSSCG00000014147_ENSSSCT00000065980_131_1115_5350,17.67435618,-0.557112592,0.844074074,-0.660028082,0.509235808,0.768081929,ns
ENSSSCT00000006932_ENSSSCG00000006324_ENSSSCT00000006932_53_1841_2515,100.8258083,-0.303576831,0.49357757,-0.615053944,0.538519096,0.787782642,ns
ENSSSCT00000033210_ENSSSCG00000012112_ENSSSCT00000033210_22_1387_1410,13.11447272,0.500804389,0.872412244,0.574045576,0.56593696,0.803956879,ns
OXNAD1_ENSSSCG00000011197_ENSSSCT00000012262_668_1595_1994,5.649484089,1.035880909,1.25817345,0.823321227,0.410325346,NA,ns
GAB1_ENSSSCG00000009048_ENSSSCT00000035764_345_2514_6747,3.187391025,-0.040064811,1.701699167,-0.023544003,0.981216339,NA,ns
SPTAN1_ENSSSCG00000005654_ENSSSCT00000055605_477_7647_7999,1040.067802,0.207873817,0.362905749,0.57280387,0.566777499,0.804537899,ns
TRAK1_ENSSSCG00000011278_ENSSSCT00000053519_230_3176_5277,19.84243957,0.654139063,0.768512365,0.851175716,0.39467175,0.69627523,ns
ABRAXAS2_ENSSSCG00000010737_ENSSSCT00000011749_1078_2401_4111,37.07830692,-0.153724387,0.629766277,-0.244097521,0.807155292,0.923198156,ns
RRP9_ENSSSCG00000023177_ENSSSCT00000032341_88_1513_1588,30.47059492,-0.778019927,0.655064081,-1.187700486,0.234951432,0.55928447,ns
SDCCAG8_ENSSSCG00000035136_ENSSSCT00000028157_170_2321_2622,33.8299107,-1.294338965,0.657233044,-1.969375972,0.048909933,0.266436287,ns
PPIL1_ENSSSCG00000040984_ENSSSCT00000061082_395_893_1876,8.673150104,-0.320523618,1.082027384,-0.296225052,0.767058218,NA,ns
ENSSSCT00000038307_ENSSSCG00000007719_ENSSSCT00000038307_375_3447_8361,10.43530219,-0.474317436,1.004011642,-0.472422247,0.636625428,NA,ns
AHI1_ENSSSCG00000004166_ENSSSCT00000004605_255_3867_5211,32.56841173,-1.391807546,0.698666138,-1.992092462,0.046360914,0.260634422,ns
SIRT1_ENSSSCG00000010235_ENSSSCT00000011202_15_2241_3980,18.62439718,-0.122797423,0.776086493,-0.158226466,0.87427835,0.949823616,ns
SF3B4_ENSSSCG00000006665_ENSSSCT00000007303_73_1345_1567,20.58219593,-0.364248343,0.776259232,-0.469235441,0.638901355,0.843494663,ns
TMEM128_ENSSSCG00000034122_ENSSSCT00000049086_34_529_1184,2.918575841,1.577264888,1.8100751,0.87138091,0.383546206,NA,ns
CNIH4_ENSSSCG00000035034_ENSSSCT00000070234_65_746_1777,3.908279341,0.183492956,1.550265894,0.118362248,0.905780637,NA,ns
XPO4_ENSSSCG00000009276_ENSSSCT00000051789_47_3278_3299,57.0728865,-0.6587512,0.574686907,-1.146278419,0.251679969,0.571267342,ns
RHOF_ENSSSCG00000009807_ENSSSCT00000010750_84_831_2562,8.623034625,1.000403451,1.023364475,0.977563201,0.328290405,NA,ns
PCBP1_ENSSSCG00000056128_ENSSSCT00000096935_0_966_969,108.6747809,-0.337174728,0.454414841,-0.741997615,0.458088781,0.737024656,ns
DDX52_ENSSSCG00000021275_ENSSSCT00000024730_199_1996_2492,12.57154105,-1.51471272,1.024048139,-1.479142105,0.139102339,0.438742212,ns
KDM3B_ENSSSCG00000014331_ENSSSCT00000015658_0_5268_6544,85.68640505,-0.768383978,0.484673959,-1.585362621,0.112883969,0.399874778,ns
TMEM175_ENSSSCG00000038234_ENSSSCT00000047942_377_1889_2853,4.980352421,0.557174819,1.323789753,0.42089374,0.673832677,NA,ns
NOCT_ENSSSCG00000024596_ENSSSCT00000044741_133_1216_2591,7.724527476,-0.243723921,1.237590695,-0.19693419,0.843879038,NA,ns
GGCX_ENSSSCG00000027381_ENSSSCT00000031020_56_2147_5717,29.85188337,1.066083456,0.645477775,1.651619153,0.098612213,0.370066362,ns
RMC1_ENSSSCG00000026851_ENSSSCT00000062089_157_2128_2213,30.83269719,-0.46683048,0.65403479,-0.713770104,0.475369349,0.746843791,ns
ENSSSCT00000025596_ENSSSCG00000021161_ENSSSCT00000025596_108_345_621,13.73707118,-0.542236643,0.899140788,-0.603060889,0.546468184,0.793373831,ns
SMDT1_ENSSSCG00000020945_ENSSSCT00000000048_41_362_952,4.575384557,-1.23230806,1.582471289,-0.778723803,0.436142431,NA,ns
MGAT5_ENSSSCG00000015701_ENSSSCT00000063870_266_2489_8222,23.04733708,0.22588537,0.74216118,0.304361608,0.760852414,0.906738415,ns
PREPL_ENSSSCG00000008448_ENSSSCT00000009250_556_2737_5413,10.82754889,-1.307325954,1.050113763,-1.244937453,0.213154742,NA,ns
CCDC22_ENSSSCG00000012297_ENSSSCT00000075087_197_2078_2375,47.25199707,1.143315558,0.575505118,1.986629697,0.046963448,0.261736299,ns
SPTA1_ENSSSCG00000006431_ENSSSCT00000076284_74_7325_7480,1.663074848,-1.016349069,2.431309835,-0.418025319,0.675928606,NA,ns
VAPA_ENSSSCG00000038465_ENSSSCT00000073065_150_1059_1062,29.60438324,-0.791258281,0.68829208,-1.149596667,0.250310032,0.57106709,ns
LUZP1_ENSSSCG00000003532_ENSSSCT00000003924_315_3531_7437,4.32208543,0.398654737,1.408733687,0.282988006,0.777186031,NA,ns
SERTAD1_ENSSSCG00000026931_ENSSSCT00000028688_126_843_1587,2.785686562,1.1814266,1.898676707,0.622236843,0.533786143,NA,ns
INTS6_ENSSSCG00000009384_ENSSSCT00000044667_304_2962_3490,34.50887184,-2.293232035,0.717869278,-3.194498087,0.001400742,0.033646752,down
CCNL2_ENSSSCG00000003354_ENSSSCT00000064315_41_1631_2388,226.2733913,1.597531304,0.42958301,3.71879536,0.000200175,0.009537853,up
MAPK8IP1_ENSSSCG00000013269_ENSSSCT00000036702_237_2370_3125,2.507772482,-0.432518696,2.029061015,-0.213161996,0.83120061,NA,ns
CCNYL1_ENSSSCG00000024696_ENSSSCT00000031210_40_1129_2973,3.77376783,-0.475516181,1.606937044,-0.29591463,0.767295278,NA,ns
RNF115_ENSSSCG00000037355_ENSSSCT00000053819_219_1098_3745,13.13239839,-0.281467125,0.925049032,-0.304272655,0.760920176,0.906738415,ns
ASPSCR1_ENSSSCG00000040727_ENSSSCT00000045296_81_1836_1839,30.4229405,0.784077247,0.63209535,1.240441408,0.214812173,0.538407603,ns
SMAP2_ENSSSCG00000003983_ENSSSCT00000004405_444_1731_2946,41.69342575,-0.202561704,0.59294922,-0.341617288,0.732638925,0.889851666,ns
RNF34_ENSSSCG00000037811_ENSSSCT00000052550_0_1119_2123,1.411156218,-0.626668882,2.477987383,-0.252894299,0.800349895,NA,ns
HES6_ENSSSCG00000016342_ENSSSCT00000017797_240_912_1493,2.37790487,0.633880369,1.990368535,0.31847387,0.750125513,NA,ns
C19orf25_ENSSSCG00000022265_ENSSSCT00000074203_255_609_2104,3.002548717,1.373254969,1.791368285,0.766595558,0.443322018,NA,ns
TK2_ENSSSCG00000038053_ENSSSCT00000047549_43_889_2927,24.8330182,-0.052065623,0.721224256,-0.072190616,0.942450213,0.977598695,ns
HGS_ENSSSCG00000033082_ENSSSCT00000104375_199_2593_3070,67.23896652,0.593966057,0.49404313,1.202255472,0.229264563,0.55225886,ns
MICALL1_ENSSSCG00000000118_ENSSSCT00000037890_119_2717_5388,29.14470746,0.812445558,0.642663553,1.264184898,0.20616367,0.529809643,ns
IPMK_ENSSSCG00000040863_ENSSSCT00000049506_669_1374_6448,0.983456305,-2.13213631,2.932984023,-0.726951219,0.467255839,NA,ns
MRM2_ENSSSCG00000036247_ENSSSCT00000082160_57_792_1572,11.21780913,0.509107769,0.948442473,0.536782972,0.591417535,0.821680242,ns
ERLIN2_ENSSSCG00000039480_ENSSSCT00000067737_936_2088_5344,27.21133874,0.718977962,0.672498222,1.069115037,0.285017837,0.600075583,ns
TENT4B_ENSSSCG00000062607_ENSSSCT00000053666_199_2329_2517,78.68291553,0.021271757,0.493279591,0.043123125,0.965603386,0.988387477,ns
PIMREG_ENSSSCG00000017893_ENSSSCT00000019470_247_931_1882,1.806639902,-0.744100223,2.302840755,-0.323122744,0.746602286,NA,ns
ENSSSCT00000004148_ENSSSCG00000003746_ENSSSCT00000004148_0_810_813,4.767684592,-2.696745459,1.806390963,-1.492891359,0.135465627,NA,ns
KLHL22_ENSSSCG00000010108_ENSSSCT00000011069_395_2297_2828,9.135638341,-1.554933583,1.165177158,-1.334504004,0.182038736,NA,ns
ZRANB3_ENSSSCG00000015694_ENSSSCT00000017094_193_3433_4595,6.461542338,-1.559641256,1.374058767,-1.135061537,0.256349536,NA,ns
UBE2M_ENSSSCG00000037734_ENSSSCT00000050726_0_768_1772,28.00693107,0.608370625,0.65664789,0.926479219,0.354196992,0.662253815,ns
PNMA1_ENSSSCG00000062320_ENSSSCT00000105403_789_1848_4523,5.904424385,1.544014214,1.274013741,1.211929012,0.225539556,NA,ns
RALGDS_ENSSSCG00000005738_ENSSSCT00000060366_76_2728_3594,60.84395135,1.818546788,0.549501661,3.309447298,0.000934804,0.026595658,up
SELENOM_ENSSSCG00000029781_ENSSSCT00000098826_644_1097_1283,10.0146883,4.672882477,1.194272686,3.912743322,9.13E-05,NA,ns
APTX_ENSSSCG00000011001_ENSSSCT00000037470_0_1068_1797,4.718741774,-4.39663721,1.882618125,-2.335384511,0.019523343,NA,ns
PRX_ENSSSCG00000038439_ENSSSCT00000036911_230_4328_4331,5.490618296,1.389241525,1.276946256,1.087940482,0.276621383,NA,ns
TMC6_ENSSSCG00000032562_ENSSSCT00000050071_189_2619_4419,102.8451357,1.273921794,0.465094898,2.739057769,0.006161555,0.084674035,ns
UPF2_ENSSSCG00000011117_ENSSSCT00000029333_0_3810_5340,82.36437392,-0.838985613,0.507345255,-1.653677855,0.098192984,0.369447132,ns
SEMA6C_ENSSSCG00000006635_ENSSSCT00000042710_865_3763_6244,2.486447347,0.72316913,1.870903319,0.386534741,0.699100679,NA,ns
OTOF_ENSSSCG00000037751_ENSSSCT00000055072_394_6385_7597,1.140726282,-2.357071143,2.789640655,-0.844937193,0.398145907,NA,ns
SMG9_ENSSSCG00000003068_ENSSSCT00000036850_972_2535_4061,23.60488567,-0.137407161,0.701843973,-0.19578021,0.8447822,0.936913677,ns
RIF1_ENSSSCG00000016395_ENSSSCT00000017851_130_7528_8808,66.05801518,-1.968938525,0.569214457,-3.459045185,0.000542094,0.017904501,down
GATD3_ENSSSCG00000025525_ENSSSCT00000069853_29_863_1867,17.41419642,1.429743922,0.776720825,1.840743646,0.065659135,0.308855542,ns
NUP58_ENSSSCG00000035318_ENSSSCT00000049377_107_1823_3831,19.85228797,-0.3950289,0.762161157,-0.518301013,0.604248266,0.828853581,ns
ZSWIM9_ENSSSCG00000003129_ENSSSCT00000003470_37_2797_3048,3.280417445,-0.74465652,1.695029696,-0.439317684,0.660431363,NA,ns
PIGG_ENSSSCG00000039991_ENSSSCT00000080269_0_2307_2617,10.43729474,0.552712921,0.98508816,0.561079651,0.57474324,NA,ns
DAP3_ENSSSCG00000006507_ENSSSCT00000032303_432_1662_1937,32.0851501,-0.463180118,0.63470118,-0.729760921,0.465536336,0.741711865,ns
SLC22A15_ENSSSCG00000006743_ENSSSCT00000007388_136_1777_3622,5.331518249,-0.609234815,1.393183641,-0.437296848,0.661896081,NA,ns
SETDB1_ENSSSCG00000006645_ENSSSCT00000007281_339_4215_4897,52.73761399,-0.403959818,0.545665009,-0.740307351,0.459113521,0.737856483,ns
KLHL28_ENSSSCG00000004996_ENSSSCT00000039734_0_1713_6300,25.0299032,-2.049970827,0.789875652,-2.59530829,0.009450611,0.107718433,ns
UTRN_ENSSSCG00000004123_ENSSSCT00000090955_199_10474_10477,457.2283753,-0.446298757,0.384805913,-1.159802232,0.246129335,0.566590782,ns
PICK1_ENSSSCG00000000114_ENSSSCT00000064883_0_1293_1858,20.41394627,1.158423356,0.774125533,1.4964283,0.134542079,0.431857044,ns
HERC6_ENSSSCG00000021712_ENSSSCT00000054937_177_3240_4571,199.9682458,-0.97056659,0.615352971,-1.577251815,0.114737595,0.401788939,ns
FNTB_ENSSSCG00000002281_ENSSSCT00000002539_176_1487_2839,5.45654558,-1.797185232,1.488657173,-1.207252593,0.227334882,NA,ns
RBMX_ENSSSCG00000012703_ENSSSCT00000034598_168_1392_2106,85.91348804,-0.243913842,0.487845009,-0.499982243,0.617087581,0.833809221,ns
CEP162_ENSSSCG00000004289_ENSSSCT00000004742_312_4524_5848,14.39165162,-2.832008595,1.114587671,-2.540857637,0.011058094,0.119578588,ns
ENSSSCT00000062740_ENSSSCG00000013366_ENSSSCT00000062740_171_1167_1742,189.7928171,-0.635613938,0.413342604,-1.537741165,0.124111914,0.41717257,ns
TECPR1_ENSSSCG00000007601_ENSSSCT00000096581_110_3443_3446,65.08971405,0.638078726,0.578272505,1.103422211,0.269843855,0.586612689,ns
TYK2_ENSSSCG00000013648_ENSSSCT00000065505_395_3947_4715,37.71167934,-0.088288245,0.593465375,-0.148767306,0.88173725,0.953056644,ns
COL15A1_ENSSSCG00000005380_ENSSSCT00000005920_749_4826_4829,3.790656904,-0.179977835,1.671705069,-0.107661236,0.91426442,NA,ns
ENSSSCT00000045654_ENSSSCG00000032946_ENSSSCT00000045654_123_1059_1633,4.274764844,-0.073570966,1.50457813,-0.04889807,0.961000527,NA,ns
NDC80_ENSSSCG00000003697_ENSSSCT00000083944_444_2475_2710,6.794404698,-1.507051279,1.298473958,-1.160632656,0.245791319,NA,ns
DNAJC10_ENSSSCG00000016017_ENSSSCT00000063475_409_2818_7357,29.17606241,0.203294126,0.685994242,0.296349609,0.766963104,0.907036764,ns
MSANTD7_ENSSSCG00000057274_ENSSSCT00000037433_166_1249_2253,5.727209771,1.10375411,1.249665362,0.883239741,0.377106754,NA,ns
HK3_ENSSSCG00000014048_ENSSSCT00000056851_111_2874_3032,147.3149466,0.006344799,0.466434697,0.01360276,0.989146902,0.996931806,ns
BUB1_ENSSSCG00000030469_ENSSSCT00000025163_72_3315_4743,18.45111622,-2.014518186,0.894665836,-2.25169902,0.024341299,0.188159533,ns
RELT_ENSSSCG00000014825_ENSSSCT00000061883_245_1526_3954,5.832938419,2.586502761,1.25871089,2.054882326,0.039890372,NA,ns
SLC8B1_ENSSSCG00000009880_ENSSSCT00000010829_622_2374_3375,20.77299696,3.275242803,0.797624398,4.106247016,4.02E-05,0.00281643,up
GIPR_ENSSSCG00000021053_ENSSSCT00000079120_138_1536_3082,3.017849456,0.456209166,1.654587918,0.275723738,0.782760262,NA,ns
NMI_ENSSSCG00000022011_ENSSSCT00000022256_162_951_2849,41.08004867,-0.565113124,0.616652039,-0.9164214,0.359445915,0.668622512,ns
ARGLU1_ENSSSCG00000009536_ENSSSCT00000010454_251_1070_3409,98.42893059,-0.331697944,0.514860495,-0.644248193,0.519414505,0.774224798,ns
TRIM52_ENSSSCG00000057247_ENSSSCT00000100860_0_831_834,3.448552099,-0.233989822,1.674936802,-0.139700687,0.888896483,NA,ns
RAD1_ENSSSCG00000016826_ENSSSCT00000018321_168_1011_2010,1.798993273,-1.167187851,2.334779332,-0.499913561,0.617135943,NA,ns
RAB40C_ENSSSCG00000033792_ENSSSCT00000037401_281_1124_2701,7.13555216,1.728148539,1.124184774,1.537245993,0.124233081,NA,ns
ABCC5_ENSSSCG00000011782_ENSSSCT00000042585_75_3849_4234,2.56396519,-3.524500571,2.170482758,-1.623832559,0.104411549,NA,ns
TMEM41B_ENSSSCG00000014579_ENSSSCT00000056029_188_1061_3190,3.327953349,1.524858206,1.569903694,0.971306846,0.331395501,NA,ns
STRBP_ENSSSCG00000005582_ENSSSCT00000006135_302_2336_3782,16.89708626,-0.38390499,0.82612618,-0.464705028,0.642142707,0.845092949,ns
NDUFA4_ENSSSCG00000024313_ENSSSCT00000028465_118_529_766,9.529975781,0.532073745,0.997544534,0.53338345,0.593768172,NA,ns
DHX32_ENSSSCG00000010744_ENSSSCT00000037722_883_3106_3299,19.79352715,1.659681066,0.773941678,2.144452371,0.031996658,0.210190579,ns
VKORC1L1_ENSSSCG00000028513_ENSSSCT00000025455_130_817_4439,8.768240848,2.701630353,1.131567068,2.387512352,0.016962833,NA,ns
ENSSSCT00000001114_ENSSSCG00000001021_ENSSSCT00000001114_0_2124_2127,15.56726303,0.768282987,0.845507455,0.908664947,0.363527012,0.671872632,ns
COMMD2_ENSSSCG00000011705_ENSSSCT00000012815_224_821_1202,4.964843845,-0.883126519,1.433873702,-0.615902584,0.537958816,NA,ns
GABPA_ENSSSCG00000037655_ENSSSCT00000060835_2499_3825_7144,25.9544058,-1.144450412,0.719898632,-1.589738278,0.111893812,0.397335814,ns
PNPLA7_ENSSSCG00000034978_ENSSSCT00000044882_310_4363_4684,23.84700125,1.210368308,0.675321323,1.792285044,0.073087318,0.324859378,ns
FANCL_ENSSSCG00000008394_ENSSSCT00000059199_62_1196_1699,3.46971475,-0.897048932,1.703901352,-0.526467645,0.598563327,NA,ns
SNRPA_ENSSSCG00000002998_ENSSSCT00000003330_63_906_983,12.46662084,-0.779694761,0.944549245,-0.82546756,0.409106192,0.706096881,ns
CENPQ_ENSSSCG00000001731_ENSSSCT00000058765_81_888_3820,5.626113566,-1.31548436,1.423310871,-0.924242474,0.355360086,NA,ns
ENSSSCT00000061807_ENSSSCG00000000563_ENSSSCT00000061807_0_4359_4628,71.72916905,-0.099771145,0.498383284,-0.20018959,0.841332309,0.936390018,ns
ENSSSCT00000058705_ENSSSCG00000031495_ENSSSCT00000058705_0_555_558,2.74741952,-0.331585334,1.813882219,-0.182804226,0.854951633,NA,ns
MATK_ENSSSCG00000013494_ENSSSCT00000052630_123_1578_1790,18.51562045,-0.834254158,0.795051985,-1.049307685,0.29403653,0.60936895,ns
PGAP2_ENSSSCG00000035653_ENSSSCT00000043647_206_1094_1983,3.98622034,1.527407731,1.464930449,1.042648633,0.297111056,NA,ns
CARD11_ENSSSCG00000034390_ENSSSCT00000062181_362_3824_4320,249.9519969,1.213257983,0.391030801,3.102717178,0.001917528,0.040680985,up
FAM8A1_ENSSSCG00000001070_ENSSSCT00000086870_123_1275_4286,3.109468962,0.746662027,1.644343862,0.454079006,0.649771963,NA,ns
CDH1_ENSSSCG00000025652_ENSSSCT00000041655_105_2754_4274,20.61871826,1.698801329,0.742531786,2.287849978,0.022146259,0.178929853,ns
BRSK2_ENSSSCG00000037337_ENSSSCT00000084432_199_2395_3399,6.463606663,2.943510373,1.2418484,2.370265463,0.017775318,NA,ns
PPP2R3B_ENSSSCG00000032029_ENSSSCT00000036813_21_1653_2279,13.42173637,1.013382495,0.854536218,1.185885951,0.235667342,0.559401259,ns
KCTD2_ENSSSCG00000031958_ENSSSCT00000048742_26_815_3559,10.6481325,0.654093327,0.953397731,0.686065538,0.492671781,NA,ns
KIF4A_ENSSSCG00000012377_ENSSSCT00000013534_49_3751_4220,30.71260621,-1.675349507,0.703878157,-2.380169764,0.017304664,0.1548263,ns
SPSB3_ENSSSCG00000039024_ENSSSCT00000043665_428_1484_1896,3.990845303,0.844140334,1.53254457,0.550809648,0.58176417,NA,ns
FAM110A_ENSSSCG00000007200_ENSSSCT00000007879_422_1307_1888,2.109097166,0.446549845,2.013850713,0.221739299,0.824516835,NA,ns
IKZF4_ENSSSCG00000031139_ENSSSCT00000077908_67_2251_5295,2.643717324,0.487981706,1.834459759,0.2660084,0.79023274,NA,ns
BAK1_ENSSSCG00000001516_ENSSSCT00000106981_218_1088_2095,4.647274743,-0.496525218,1.436098312,-0.34574598,0.729533626,NA,ns
ACTG1_ENSSSCG00000028355_ENSSSCT00000025260_133_1258_1993,1004.96828,0.475243354,0.379178369,1.253350383,0.21007822,0.534029846,ns
MPP7_ENSSSCG00000011070_ENSSSCT00000057635_330_2133_4849,18.78302124,-0.631434221,0.782467858,-0.806977839,0.419679251,0.715091938,ns
ENSSSCT00000011908_ENSSSCG00000010884_ENSSSCT00000011908_0_933_936,0.931510756,-2.068363268,3.010343952,-0.687085363,0.492028937,NA,ns
ENSSSCT00000022538_ENSSSCG00000026210_ENSSSCT00000022538_135_2235_3758,66.50517211,0.598877613,0.573264978,1.044678528,0.296171572,0.610506843,ns
ENSSSCT00000026535_ENSSSCG00000022773_ENSSSCT00000026535_325_1429_6979,20.20952355,-0.230776168,0.757323067,-0.304726183,0.760574706,0.906738415,ns
SLC25A32_ENSSSCG00000006049_ENSSSCT00000066890_208_1153_4652,17.59133317,-1.611311716,0.872307384,-1.847183397,0.064720565,0.305812925,ns
MAST2_ENSSSCG00000003913_ENSSSCT00000097874_199_5488_5491,5.980724216,0.694595148,1.207068705,0.575439613,0.56499402,NA,ns
ENSSSCT00000000686_ENSSSCG00000036743_ENSSSCT00000000686_455_1139_1872,0.92083498,-2.043459548,3.005736035,-0.679853295,0.496597357,NA,ns
HMGN3_ENSSSCG00000004470_ENSSSCT00000045120_191_563_1031,14.8196122,-1.028088878,0.910032807,-1.129727269,0.258591163,0.576788926,ns
ENSSSCT00000045023_ENSSSCG00000013842_ENSSSCT00000045023_0_1572_2958,2.608471948,0.258848261,1.89182234,0.136824825,0.89116926,NA,ns
ENSSSCT00000078386_ENSSSCG00000060550_ENSSSCT00000078386_54_1956_4858,2.947366184,-1.816938906,2.013048194,-0.902580928,0.366748353,NA,ns
ENSSSCT00000033906_ENSSSCG00000000405_ENSSSCT00000033906_199_1909_2241,278.55856,-1.124673833,0.424370818,-2.650214828,0.00804406,0.098650048,ns
TIMP3_ENSSSCG00000031866_ENSSSCT00000051854_300_933_4565,3.000933965,-0.869563673,1.825057747,-0.476458169,0.633748002,NA,ns
PPP2R5C_ENSSSCG00000002540_ENSSSCT00000039597_0_1977_4544,99.92297821,0.072541535,0.491529598,0.14758325,0.882671675,0.953331502,ns
NT5DC1_ENSSSCG00000004435_ENSSSCT00000035653_80_1436_3363,5.371165789,-1.025459619,1.388331226,-0.738627498,0.460133222,NA,ns
SLC35A5_ENSSSCG00000011929_ENSSSCT00000013053_264_1533_1536,11.03760324,2.203551556,1.038347424,2.122171736,0.033823319,NA,ns
CD22_ENSSSCG00000002893_ENSSSCT00000039905_0_2538_3126,145.7284898,1.254607862,0.42881849,2.925731729,0.003436471,0.059051973,ns
STX8_ENSSSCG00000034964_ENSSSCT00000064882_26_797_832,5.068734942,-0.915793726,1.401028013,-0.653658398,0.513331912,NA,ns
HNRNPH2_ENSSSCG00000056417_ENSSSCT00000102561_3531_4878_5692,72.76189711,0.129352521,0.50734585,0.254959257,0.798754568,0.918704068,ns
ENSSSCT00000048735_ENSSSCG00000039046_ENSSSCT00000048735_179_605_723,2.677125149,-1.878516275,2.057554463,-0.912984958,0.361250453,NA,ns
ID3_ENSSSCG00000039514_ENSSSCT00000047396_0_354_858,4.505305505,-0.85221846,1.523984779,-0.55920405,0.576022469,NA,ns
GNPAT_ENSSSCG00000010175_ENSSSCT00000044821_154_2194_2626,8.818337391,-0.030315128,1.069580468,-0.028343008,0.977388579,NA,ns
RWDD4_ENSSSCG00000015776_ENSSSCT00000017177_149_713_2753,2.807011698,0.035243183,1.847753439,0.019073531,0.984782447,NA,ns
SLFN14_ENSSSCG00000031114_ENSSSCT00000060694_44_2783_5094,41.01577333,0.841001325,0.618007885,1.360826206,0.173568618,0.4912144,ns
GRIPAP1_ENSSSCG00000021106_ENSSSCT00000063936_794_3308_3789,113.1141104,0.932337777,0.442230511,2.108261991,0.035008334,0.222365215,ns
PPP3CB_ENSSSCG00000010301_ENSSSCT00000035011_113_1694_4989,19.06919401,0.545972227,0.75468307,0.723445708,0.469406098,0.744308034,ns
DICER1_ENSSSCG00000028225_ENSSSCT00000038351_266_6008_6180,67.11373671,-0.381126439,0.517790704,-0.73606273,0.461692523,0.739547709,ns
TOMM40L_ENSSSCG00000006354_ENSSSCT00000006963_222_1146_4876,3.260688125,-0.102590251,1.686709875,-0.060822701,0.951500411,NA,ns
ENSSSCT00000099824_ENSSSCG00000055724_ENSSSCT00000099824_71_635_638,102.4314668,-0.919739754,0.640536892,-1.435888809,0.151033983,0.455794039,ns
TLE4_ENSSSCG00000005288_ENSSSCT00000056345_847_3166_4766,36.0611253,0.011531605,0.621558602,0.018552724,0.985197917,0.995126932,ns
DHRS3_ENSSSCG00000003439_ENSSSCT00000076092_366_1584_1618,20.54757758,-0.037407054,0.760332244,-0.0491983,0.960761266,0.987091687,ns
DNM1L_ENSSSCG00000060628_ENSSSCT00000054204_81_2271_4775,20.17664991,-1.874378422,0.850432316,-2.2040301,0.027522227,0.197565692,ns
RBM19_ENSSSCG00000009868_ENSSSCT00000010816_2_2657_3203,97.05879614,0.708023832,0.464592561,1.523967217,0.127516901,0.422940789,ns
CTSO_ENSSSCG00000008867_ENSSSCT00000058051_211_1144_3344,13.18816656,1.473253942,0.856849011,1.719385707,0.085544163,0.34986154,ns
PHTF2_ENSSSCG00000015410_ENSSSCT00000052957_149_2495_4886,28.55119179,-0.47740297,0.658918051,-0.724525559,0.468743141,0.744308034,ns
LRRC8B_ENSSSCG00000037101_ENSSSCT00000057183_0_2412_2415,11.15215866,0.644909398,0.930388606,0.693161324,0.488208317,NA,ns
PDS5B_ENSSSCG00000009345_ENSSSCT00000063159_161_4436_7391,87.52306338,-0.282346761,0.48229007,-0.585429348,0.55825906,0.800286046,ns
NT5C2_ENSSSCG00000010594_ENSSSCT00000040034_24_1734_2960,97.24448541,-0.89008242,0.488322544,-1.822734647,0.06834359,0.314584393,ns
PKN2_ENSSSCG00000006927_ENSSSCT00000045662_285_3234_8008,26.25624962,-0.029976068,0.673569639,-0.044503294,0.964503226,0.988387477,ns
DCN_ENSSSCG00000000915_ENSSSCT00000089888_0_1074_1589,11.76168319,1.839045059,1.058480772,1.737438324,0.082309832,0.343019515,ns
CD14_ENSSSCG00000014369_ENSSSCT00000015699_232_1351_3142,295.59164,3.163219918,0.393276889,8.043238753,8.75E-16,1.27E-12,up
ENSSSCT00000055071_ENSSSCG00000009293_ENSSSCT00000055071_140_2252_5606,93.28289572,0.485707898,0.467471087,1.039011634,0.298799326,0.612670363,ns
MTMR9_ENSSSCG00000035133_ENSSSCT00000070625_395_2042_6755,9.717820819,-0.283949467,1.040250569,-0.272962568,0.78488199,NA,ns
