Transcript,TE_H,TE_W,log2_fold_change,regulation,ensembl_gene_id,external_gene_name,gene_biotype,description
ENSSSCT00000000003,1.78404838765466,1.23612856082442,-0.52932594976432,down,ENSSSCG00000000002,GTSE1,protein_coding,G2 and S-phase expressed 1 [Source:VGNC Symbol;Acc:VGNC:88745]
ENSSSCT00000000008,0.210714463303915,0.118775131670395,-0.827056537128337,down,ENSSSCG00000000007,TRMU,protein_coding,tRNA mitochondrial 2-thiouridylase [Source:VGNC Symbol;Acc:VGNC:94454]
ENSSSCT00000000023,2.31493932372195,0.740905599130914,-1.64361273835841,down,ENSSSCG00000000022,RTL6,protein_coding,retrotransposon Gag like 6 [Source:VGNC Symbol;Acc:VGNC:92499]
ENSSSCT00000000039,2.26887989496492,1.322983243868,-0.778185451374802,down,ENSSSCG00000000037,ARFGAP3,protein_coding,ADP ribosylation factor GTPase activating protein 3 [Source:VGNC Symbol;Acc:VGNC:85450]
ENSSSCT00000000048,1.17174310635461,0.330987793632991,-1.823806388571,down,ENSSSCG00000020945,SMDT1,protein_coding,single-pass membrane protein with aspartate rich tail 1 [Source:VGNC Symbol;Acc:VGNC:93247]
ENSSSCT00000000049,3.90442173679812,1.91432602467672,-1.02827234129061,down,ENSSSCG00000000045,NDUFA6,protein_coding,NADH:ubiquinone oxidoreductase subunit A6 [Source:VGNC Symbol;Acc:VGNC:90637]
ENSSSCT00000000077,1.94121020828241,0.935482038824602,-1.05317449274224,down,ENSSSCG00000000071,ST13,protein_coding,ST13 Hsp70 interacting protein [Source:VGNC Symbol;Acc:VGNC:112551]
ENSSSCT00000000122,3.45730504979933,1.75531913132005,-0.977914555023866,down,ENSSSCG00000000116,POLR2F,protein_coding,"RNA polymerase II, I and III subunit F [Source:VGNC Symbol;Acc:VGNC:91650]"
ENSSSCT00000000142,0.228451399271214,1.40845635732857,2.62415567657468,up,ENSSSCG00000000136,CSF2RB,protein_coding,colony stimulating factor 2 receptor subunit beta [Source:VGNC Symbol;Acc:VGNC:87033]
ENSSSCT00000000164,0.894630428793506,0.0728064690905257,-3.61915327976827,down,ENSSSCG00000000156,FBXO7,protein_coding,F-box protein 7 [Source:VGNC Symbol;Acc:VGNC:88053]
ENSSSCT00000000167,3.5908937552512,0.514077890350762,-2.80428409764294,down,ENSSSCG00000000158,RTCB,protein_coding,"RNA 2',3'-cyclic phosphate and 5'-OH ligase [Source:NCBI gene (formerly Entrezgene);Acc:733658]"
ENSSSCT00000000170,1.66301834603129,1.15899512351031,-0.52092958799312,down,ENSSSCG00000000161,PWP1,protein_coding,"PWP1 homolog, endonuclein [Source:VGNC Symbol;Acc:VGNC:92009]"
ENSSSCT00000000171,2.58123049186333,1.11636289956551,-1.20925288835166,down,ENSSSCG00000000162,ABTB3,protein_coding,ankyrin repeat and BTB domain containing 3 [Source:VGNC Symbol;Acc:VGNC:85901]
ENSSSCT00000000184,1.62000301352206,0.943102099085781,-0.780510627929392,down,ENSSSCG00000000175,ADCY6,protein_coding,adenylate cyclase 6 [Source:VGNC Symbol;Acc:VGNC:85110]
ENSSSCT00000000195,2.25666256903699,1.1025776585952,-1.033310439774,down,ENSSSCG00000000185,PRKAG1,protein_coding,protein kinase AMP-activated non-catalytic subunit gamma 1 [Source:VGNC Symbol;Acc:VGNC:103314]
ENSSSCT00000000233,5.41017096244325,0.341034369200047,-3.98768513874899,down,ENSSSCG00000000217,RACGAP1,protein_coding,Rac GTPase activating protein 1 [Source:VGNC Symbol;Acc:VGNC:92050]
ENSSSCT00000000284,3.03546995397179,0.782847680632696,-1.95511635953308,down,ENSSSCG00000000265,ESPL1,protein_coding,"extra spindle pole bodies like 1, separase [Source:VGNC Symbol;Acc:VGNC:87790]"
ENSSSCT00000000286,1.29002311309216,0.378549951731275,-1.7688413249992,down,ENSSSCG00000000267,PFDN5,protein_coding,MYG1 exonuclease [Source:VGNC Symbol;Acc:VGNC:90509]
ENSSSCT00000000388,0.302394338746387,0.144645557010205,-1.06390912094153,down,ENSSSCG00000000365,ORMDL2,protein_coding,ORMDL sphingolipid biosynthesis regulator 2 [Source:VGNC Symbol;Acc:VGNC:103307]
ENSSSCT00000000389,0.610877635914137,0.422055786916814,-0.533449719119298,down,ENSSSCG00000000366,DNAJC14,protein_coding,DnaJ heat shock protein family (Hsp40) member C14 [Source:NCBI gene (formerly Entrezgene);Acc:100151876]
ENSSSCT00000000428,4.22481939386872,1.41722014508023,-1.5758257912647,down,ENSSSCG00000000396,STAT2,protein_coding,signal transducer and activator of transcription 2 [Source:NCBI gene (formerly Entrezgene);Acc:396923]
ENSSSCT00000000439,9.20344505093817,3.84970847753255,-1.25742479397322,down,ENSSSCG00000000406,PTGES3,protein_coding,prostaglandin E synthase 3 [Source:VGNC Symbol;Acc:VGNC:91952]
ENSSSCT00000000472,4.59708930972121,1.5535399434053,-1.56516135892789,down,ENSSSCG00000000437,ARHGAP9,protein_coding,Rho GTPase activating protein 9 [Source:VGNC Symbol;Acc:VGNC:85482]
ENSSSCT00000000492,0.64808736031848,6.76029977982762,3.38282702054143,up,ENSSSCG00000000456,SLC16A7,protein_coding,solute carrier family 16 member 7 [Source:VGNC Symbol;Acc:VGNC:92947]
ENSSSCT00000000530,0.561079128967002,3.05427756879799,2.44455502483453,up,ENSSSCG00000000492,LYZ,protein_coding,lysozyme [Source:NCBI gene (formerly Entrezgene);Acc:100157211]
ENSSSCT00000000564,1.60144806197079,1.00739658896846,-0.668745258336098,down,ENSSSCG00000000522,NAP1L1,protein_coding,nucleosome assembly protein 1 like 1 [Source:VGNC Symbol;Acc:VGNC:90576]
ENSSSCT00000000620,0.258420276415287,1.12217575719079,2.11850747345884,up,ENSSSCG00000000576,,protein_coding,lactate dehydrogenase B [Source:UniProtKB Gene Name;Acc:P00336]
ENSSSCT00000000644,1.67452248388989,0.688029732707944,-1.2832069308956,down,ENSSSCG00000000599,DERA,protein_coding,deoxyribose-phosphate aldolase [Source:VGNC Symbol;Acc:VGNC:87260]
ENSSSCT00000000682,1.18366769454245,5.05927026675065,2.09566519767609,up,ENSSSCG00000000635,,protein_coding,"mago homolog B, exon junction complex subunit [Source:VGNC Symbol;Acc:VGNC:108099]"
ENSSSCT00000000689,4.41609525534966,1.59999658250848,-1.46470246783036,down,ENSSSCG00000000640,,protein_coding,
ENSSSCT00000000698,0.81012642040731,0.567221328002824,-0.514235278291759,down,ENSSSCG00000000647,OLR1,protein_coding,oxidized low density lipoprotein receptor 1 [Source:NCBI gene (formerly Entrezgene);Acc:396724]
ENSSSCT00000000750,2.98946943228294,17.9329045660082,2.58464781397216,up,ENSSSCG00000000688,LAG3,protein_coding,lymphocyte activating 3 [Source:NCBI gene (formerly Entrezgene);Acc:100125962]
ENSSSCT00000000755,1.46388849227338,0.932969474873579,-0.649903879926016,down,ENSSSCG00000000693,NCAPD2,protein_coding,non-SMC condensin I complex subunit D2 [Source:VGNC Symbol;Acc:VGNC:90597]
ENSSSCT00000000757,4.26784576066023,2.19499295990961,-0.959291725757095,down,ENSSSCG00000000695,IFFO1,protein_coding,intermediate filament family orphan 1 [Source:VGNC Symbol;Acc:VGNC:89030]
ENSSSCT00000000758,2.32350147665425,1.51593444710184,-0.616093192704855,down,ENSSSCG00000000696,NOP2,protein_coding,NOP2 nucleolar protein [Source:VGNC Symbol;Acc:VGNC:103306]
ENSSSCT00000000767,1.75068417691474,0.892175980042211,-0.97251863311544,down,ENSSSCG00000000704,TAPBPL,protein_coding,TAP binding protein like [Source:VGNC Symbol;Acc:VGNC:93735]
ENSSSCT00000000771,0.158944539648522,1.48958124493783,3.22831145303792,up,ENSSSCG00000000708,TNFRSF1A,protein_coding,TNF receptor superfamily member 1A [Source:NCBI gene (formerly Entrezgene);Acc:397020]
ENSSSCT00000000821,1.54003724825932,0.465744222263415,-1.72535546802227,down,ENSSSCG00000000757,ADIPOR2,protein_coding,adiponectin receptor 2 [Source:VGNC Symbol;Acc:VGNC:85141]
ENSSSCT00000000849,4.2446834080558,2.9197663709391,-0.539804019096878,down,ENSSSCG00000000784,LRRK2,protein_coding,leucine rich repeat kinase 2 [Source:NCBI gene (formerly Entrezgene);Acc:780403]
ENSSSCT00000000879,0.760251262246452,0.252077945391057,-1.59260640600969,down,ENSSSCG00000000810,AMIGO2,protein_coding,adhesion molecule with Ig like domain 2 [Source:VGNC Symbol;Acc:VGNC:85281]
ENSSSCT00000000913,2.47237529592502,0.654746278654641,-1.91688989481537,down,ENSSSCG00000000839,ALDH1L2,protein_coding,aldehyde dehydrogenase 1 family member L2 [Source:VGNC Symbol;Acc:VGNC:97882]
ENSSSCT00000000914,6.20578410553489,0.747817138407704,-3.05285606724044,down,ENSSSCG00000000840,WASHC4,protein_coding,WASH complex subunit 4 [Source:VGNC Symbol;Acc:VGNC:94895]
ENSSSCT00000000915,1.71157711176153,0.932969039863143,-0.875425179786714,down,ENSSSCG00000000841,APPL2,protein_coding,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2 [Source:VGNC Symbol;Acc:VGNC:85427]"
ENSSSCT00000000923,2.15431836668667,0.784745137313249,-1.45693537886421,down,ENSSSCG00000000846,HCFC2,protein_coding,host cell factor C2 [Source:VGNC Symbol;Acc:VGNC:88800]
ENSSSCT00000000924,1.93631901421187,0.684904915910314,-1.49934104002705,down,ENSSSCG00000000847,TDG,protein_coding,thymine DNA glycosylase [Source:VGNC Symbol;Acc:VGNC:93842]
ENSSSCT00000000963,2.83049338983651,0.566915283072384,-2.31984848708027,down,ENSSSCG00000025682,ACTR6,protein_coding,actin related protein 6 [Source:VGNC Symbol;Acc:VGNC:85052]
ENSSSCT00000000986,2.94734849796088,0.305142150825074,-3.2718642709695,down,ENSSSCG00000000902,NR2C1,protein_coding,nuclear receptor subfamily 2 group C member 1 [Source:VGNC Symbol;Acc:VGNC:90875]
ENSSSCT00000000991,1.04319055854631,4.21391374488231,2.0141580662059,up,ENSSSCG00000000907,PLXNC1,protein_coding,plexin C1 [Source:VGNC Symbol;Acc:VGNC:91584]
ENSSSCT00000000995,1.24627831590502,0.80456290857181,-0.63134914912696,down,ENSSSCG00000000910,CRADD,protein_coding,CASP2 and RIPK1 domain containing adaptor with death domain [Source:UniProtKB Gene Name;Acc:F1SQ12]
ENSSSCT00000001004,1.4952981616841,0.541172159245511,-1.46627365927441,down,ENSSSCG00000000920,POC1B,protein_coding,POC1 centriolar protein B [Source:VGNC Symbol;Acc:VGNC:91616]
ENSSSCT00000001010,8.72510062977798,0.296839574437977,-4.87741642159192,down,ENSSSCG00000000925,RLIG1,protein_coding,RNA 5'-phosphate and 3'-OH ligase 1 [Source:VGNC Symbol;Acc:VGNC:86040]
ENSSSCT00000001070,0.4413839763139,2.64623392154615,2.58383443736029,up,ENSSSCG00000000980,ALG12,protein_coding,"ALG12 alpha-1,6-mannosyltransferase [Source:VGNC Symbol;Acc:VGNC:85248]"
ENSSSCT00000001075,2.75445189892029,0.889129522349739,-1.63129976780308,down,ENSSSCG00000000985,EXOC2,protein_coding,exocyst complex component 2 [Source:VGNC Symbol;Acc:VGNC:87825]
ENSSSCT00000001092,2.69158126071041,0.637702393342767,-2.0774987811234,down,ENSSSCG00000001000,ECI2,protein_coding,enoyl-CoA delta isomerase 2 [Source:VGNC Symbol;Acc:VGNC:87532]
ENSSSCT00000001101,0.8514690207759,4.3373401290403,2.34878463604826,up,ENSSSCG00000001009,RIPK1,protein_coding,receptor interacting serine/threonine kinase 1 [Source:VGNC Symbol;Acc:VGNC:92319]
ENSSSCT00000001102,1.27032506541077,0.761251740110534,-0.738752191739335,down,ENSSSCG00000001010,WRNIP1,protein_coding,WRN helicase interacting protein 1 [Source:VGNC Symbol;Acc:VGNC:104096]
ENSSSCT00000001118,0.219326422109757,2.82148672380413,3.68530403303909,up,ENSSSCG00000001025,DSP,protein_coding,desmoplakin [Source:VGNC Symbol;Acc:VGNC:87459]
ENSSSCT00000001150,0.69791965038482,0.309569731370025,-1.17279653561352,down,ENSSSCG00000001056,RANBP9,protein_coding,RAN binding protein 9 [Source:VGNC Symbol;Acc:VGNC:92082]
ENSSSCT00000001151,0.66910649781832,3.41605524886542,2.35202354858199,up,ENSSSCG00000054763,MCUR1,protein_coding,mitochondrial calcium uniporter regulator 1 [Source:UniProtKB Gene Name;Acc:A0A8W4F6H1]
ENSSSCT00000001158,8.47620046377198,4.41827896050939,-0.939933197937697,down,ENSSSCG00000001063,MYLIP,protein_coding,myosin regulatory light chain interacting protein [Source:VGNC Symbol;Acc:VGNC:103999]
ENSSSCT00000001168,4.06515850219772,0.976140154843272,-2.05815139379575,down,ENSSSCG00000001073,TPMT,protein_coding,thiopurine S-methyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:100157630]
ENSSSCT00000001169,0.505974382191734,2.52999166708584,2.32199638588697,up,ENSSSCG00000001074,KDM1B,protein_coding,lysine demethylase 1B [Source:VGNC Symbol;Acc:VGNC:89409]
ENSSSCT00000001193,3.61278369502509,1.64985298588487,-1.13077340477328,down,ENSSSCG00000001097,RIPOR2,protein_coding,RHO family interacting cell polarization regulator 2 [Source:VGNC Symbol;Acc:VGNC:92322]
ENSSSCT00000001300,3.25028916909129,0.834786044241258,-1.96108968920143,down,ENSSSCG00000001202,ZNF389,protein_coding,zinc finger protein 389 [Source:NCBI gene (formerly Entrezgene);Acc:100270748]
ENSSSCT00000001304,15.5127977239511,2.90777763230025,-2.41547004827701,down,ENSSSCG00000001206,ZSCAN26,protein_coding,zinc finger and SCAN domain containing 26 [Source:VGNC Symbol;Acc:VGNC:95330]
ENSSSCT00000001329,1.29564074877115,16.757697732644,3.69308630424232,up,ENSSSCG00000001229,,protein_coding,MHC class I antigen 3 [Source:NCBI gene (formerly Entrezgene);Acc:100037288]
ENSSSCT00000001349,1.49614196382429,0.775407703035474,-0.948220101890788,down,ENSSSCG00000024259,PPP1R11,protein_coding,protein phosphatase 1 regulatory inhibitor subunit 11 [Source:VGNC Symbol;Acc:VGNC:91718]
ENSSSCT00000001501,1.86355510189802,0.362598915302997,-2.36161096308806,down,ENSSSCG00000001379,TUBB,protein_coding,tubulin beta class I [Source:NCBI gene (formerly Entrezgene);Acc:733686]
ENSSSCT00000001531,0.647897062604558,0.228673435219576,-1.50247583807773,down,ENSSSCG00000001402,NFKBIL1,protein_coding,NFKB inhibitor like 1 [Source:VGNC Symbol;Acc:VGNC:90725]
ENSSSCT00000001542,2.3571409989502,0.590696371586173,-1.99654940479273,down,ENSSSCG00000001410,BAG6,protein_coding,BAG cochaperone 6 [Source:NCBI gene (formerly Entrezgene);Acc:100153950]
ENSSSCT00000001563,0.966409360599195,7.19720951769062,2.89673132347894,up,ENSSSCG00000001422,C2,protein_coding,complement C2 [Source:NCBI gene (formerly Entrezgene);Acc:448981]
ENSSSCT00000001585,3.73742514650845,1.19376862488056,-1.64652144327985,down,ENSSSCG00000001436,RNF5,protein_coding,ring finger protein 5 [Source:NCBI gene (formerly Entrezgene);Acc:100144528]
ENSSSCT00000001609,1.63339808432198,15.9051750193867,3.2835479013635,up,ENSSSCG00000001453,HLA-DRA,protein_coding,MHC class II DR-alpha [Source:NCBI gene (formerly Entrezgene);Acc:100135040]
ENSSSCT00000001610,1.94339020817247,18.3660471235159,3.24039364232615,up,ENSSSCG00000001455,,protein_coding,MHC class II histocompatibility antigen SLA-DRB1 [Source:NCBI gene (formerly Entrezgene);Acc:100153386]
ENSSSCT00000001625,0.996090163971436,0.589475565989155,-0.756844323776412,down,ENSSSCG00000001463,PSMB9,protein_coding,proteasome 20S subunit beta 9 [Source:VGNC Symbol;Acc:VGNC:91911]
ENSSSCT00000001642,2.12434199435994,0.928798640202928,-1.1935782768094,down,ENSSSCG00000001474,RXRB,protein_coding,retinoid X receptor beta [Source:VGNC Symbol;Acc:VGNC:92529]
ENSSSCT00000001648,2.53283417248415,0.284936794062362,-3.15203879037141,down,ENSSSCG00000001477,RING1,protein_coding,ring finger protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:100153162]
ENSSSCT00000001675,0.93412412701156,0.158422164802966,-2.55984007229432,down,ENSSSCG00000001502,RPS18,protein_coding,ribosomal protein S18 [Source:NCBI gene (formerly Entrezgene);Acc:396980]
ENSSSCT00000001678,3.5350640406256,1.35589342276344,-1.382492568062,down,ENSSSCG00000001505,,protein_coding,prefoldin subunit 6 [Source:VGNC Symbol;Acc:VGNC:104024]
ENSSSCT00000001680,1.02875041118752,4.45407446681544,2.11423267118202,up,ENSSSCG00000001507,TAPBP,protein_coding,TAP binding protein [Source:UniProtKB Gene Name;Acc:A0A8D1NLX3]
ENSSSCT00000001682,1.17865952007675,0.802208124964045,-0.555098543198534,down,ENSSSCG00000001509,DAXX,protein_coding,death domain associated protein [Source:VGNC Symbol;Acc:VGNC:87161]
ENSSSCT00000001683,2.39149209003754,1.30736205819025,-0.871252286058143,down,ENSSSCG00000001510,KIFC1,protein_coding,kinesin family member C1 [Source:VGNC Symbol;Acc:VGNC:89477]
ENSSSCT00000001703,0.753746383067452,0.214552751118059,-1.81274677383737,down,ENSSSCG00000060493,,protein_coding,ribosomal protein S10 [Source:NCBI gene (formerly Entrezgene);Acc:100155444]
ENSSSCT00000001706,1.42384850667517,0.411089824051134,-1.79227009035331,down,ENSSSCG00000001531,SNRPC,protein_coding,small nuclear ribonucleoprotein polypeptide C [Source:VGNC Symbol;Acc:VGNC:93295]
ENSSSCT00000001732,4.20303478105976,2.58895501160049,-0.699061499493155,down,ENSSSCG00000001554,SRPK1,protein_coding,SRSF protein kinase 1 [Source:VGNC Symbol;Acc:VGNC:93462]
ENSSSCT00000001758,5.09498680719266,1.91952699278183,-1.4083275629235401,down,ENSSSCG00000059332,CMTR1,protein_coding,cap methyltransferase 1 [Source:UniProtKB Gene Name;Acc:F1RVS1]
ENSSSCT00000001776,0.774526848398813,0.297856579986115,-1.37869741964934,down,ENSSSCG00000001596,MOCS1,protein_coding,molybdenum cofactor synthesis 1 [Source:VGNC Symbol;Acc:VGNC:107153]
ENSSSCT00000001793,0.871353451805464,0.50078470442995,-0.799067547313382,down,ENSSSCG00000001613,TREML1,protein_coding,triggering receptor expressed on myeloid cells like 1 [Source:VGNC Symbol;Acc:VGNC:94385]
ENSSSCT00000001799,1.67005347958435,8.73558770836516,2.3870104649028,up,ENSSSCG00000001618,,protein_coding,
ENSSSCT00000001800,3.36705830176231,1.99022152647447,-0.758559679731756,down,ENSSSCG00000001619,FOXP4,protein_coding,forkhead box P4 [Source:VGNC Symbol;Acc:VGNC:88224]
ENSSSCT00000001822,2.62174441426713,0.238910139935309,-3.45598705680853,down,ENSSSCG00000001638,MRPS10,protein_coding,mitochondrial ribosomal protein S10 [Source:VGNC Symbol;Acc:VGNC:90381]
ENSSSCT00000001846,1.58542212444056,0.528035820105842,-1.58615930893435,down,ENSSSCG00000001656,RRP36,protein_coding,ribosomal RNA processing 36 [Source:NCBI gene (formerly Entrezgene);Acc:100141407]
ENSSSCT00000001852,0.172759382792562,1.28099684490194,2.89043094977643,up,ENSSSCG00000001661,SRF,protein_coding,serum response factor [Source:VGNC Symbol;Acc:VGNC:93452]
ENSSSCT00000001859,2.21291344689476,0.868964068828639,-1.34857859572438,down,ENSSSCG00000001667,ZNF318,protein_coding,zinc finger protein 318 [Source:VGNC Symbol;Acc:VGNC:95222]
ENSSSCT00000001902,1.39756698103934,0.742872350331842,-0.911731193441934,down,ENSSSCG00000001702,SLC35B2,protein_coding,solute carrier family 35 member B2 [Source:VGNC Symbol;Acc:VGNC:93072]
ENSSSCT00000001903,0.706413221012285,0.241973301739878,-1.54566446856171,down,ENSSSCG00000001703,NFKBIE,protein_coding,NFKB inhibitor epsilon [Source:VGNC Symbol;Acc:VGNC:90724]
ENSSSCT00000001908,4.67310933329874,2.15711031982101,-1.11528282998449,down,ENSSSCG00000001708,CDC5L,protein_coding,cell division cycle 5 like [Source:VGNC Symbol;Acc:VGNC:86463]
ENSSSCT00000001963,3.94321364051344,0.904698459021237,-2.12386295753089,down,ENSSSCG00000001757,SKIC8,protein_coding,SKI8 subunit of superkiller complex [Source:VGNC Symbol;Acc:VGNC:94932]
ENSSSCT00000001981,4.37738246450517,1.74461130569273,-1.3271627979106,down,ENSSSCG00000001769,MORF4L1,protein_coding,mortality factor 4 like 1 [Source:VGNC Symbol;Acc:VGNC:90306]
ENSSSCT00000002008,3.09007147322745,1.29219776096501,-1.25781332764382,down,ENSSSCG00000001792,EFL1,protein_coding,elongation factor like GTPase 1 [Source:VGNC Symbol;Acc:VGNC:87572]
ENSSSCT00000002017,1.56670080494356,0.555403529169174,-1.49612144307962,down,ENSSSCG00000001801,BTBD1,protein_coding,BTB domain containing 1 [Source:VGNC Symbol;Acc:VGNC:85900]
ENSSSCT00000002033,1.84230123293384,0.824846660929309,-1.15931112216452,down,ENSSSCG00000001814,IQGAP1,protein_coding,IQ motif containing GTPase activating protein 1 [Source:UniProtKB Gene Name;Acc:A0A8D1IV93]
ENSSSCT00000002037,3.55706292018869,1.19979363574109,-1.5679002102543,down,ENSSSCG00000001818,FES,protein_coding,"FES proto-onco, tyrosine kinase [Source:VGNC Symbol;Acc:VGNC:88090]"
ENSSSCT00000002059,1.05364567683004,0.645601144485877,-0.706674753398737,down,ENSSSCG00000001837,FANCI,protein_coding,FA complementation group I [Source:VGNC Symbol;Acc:VGNC:88006]
ENSSSCT00000002064,1.60318874085069,1.08624327205597,-0.561597040332705,down,ENSSSCG00000040355,TICRR,protein_coding,TOPBP1 interacting checkpoint and replication regulator [Source:VGNC Symbol;Acc:VGNC:93977]
ENSSSCT00000002091,2.56824954844094,1.67781896277695,-0.614198334346227,down,ENSSSCG00000001866,RCN2,protein_coding,reticulocalbin 2 [Source:VGNC Symbol;Acc:VGNC:92181]
ENSSSCT00000002094,4.21349054987774,1.22299257951534,-1.78460023910988,down,ENSSSCG00000001869,PEAK1,protein_coding,pseudopodium enriched atypical kinase 1 [Source:VGNC Symbol;Acc:VGNC:91300]
ENSSSCT00000002101,2.09639252785569,0.702151802030338,-1.57805399844028,down,ENSSSCG00000042572,IMP3,protein_coding,IMP U3 small nucleolar ribonucleoprotein 3 [Source:NCBI gene (formerly Entrezgene);Acc:100151831]
ENSSSCT00000002110,2.72264713697041,0.673200529729623,-2.01590179998931,down,ENSSSCG00000001885,C15orf39,protein_coding,chromosome 7 C15orf39 homolog [Source:VGNC Symbol;Acc:VGNC:86070]
ENSSSCT00000002132,2.86403882875388,1.30096519443647,-1.13846868662662,down,ENSSSCG00000001903,EDC3,protein_coding,enhancer of mRNA decapping 3 [Source:VGNC Symbol;Acc:VGNC:87543]
ENSSSCT00000002136,0.91124211756384,0.200743420245199,-2.18248172848725,down,ENSSSCG00000001907,UBL7,protein_coding,ubiquitin like 7 [Source:VGNC Symbol;Acc:VGNC:94661]
ENSSSCT00000002142,6.23200945024691,3.7932329484306,-0.716269448575041,down,ENSSSCG00000001913,STOML1,protein_coding,stomatin like 1 [Source:VGNC Symbol;Acc:VGNC:93566]
ENSSSCT00000002182,1.07950688033818,0.0930265076563869,-3.53658676139298,down,ENSSSCG00000001950,PRORP,protein_coding,protein only RNase P catalytic subunit [Source:UniProtKB Gene Name;Acc:A0A4X1TA29]
ENSSSCT00000002183,3.20302924233981,0.68997622245315,-2.2148184188165,down,ENSSSCG00000054516,PSMA6,protein_coding,proteasome 20S subunit alpha 6 [Source:NCBI gene (formerly Entrezgene);Acc:100156790]
ENSSSCT00000002184,1.43319991396348,0.346300847918684,-2.04914203695945,down,ENSSSCG00000001952,NFKBIA,protein_coding,NFKB inhibitor alpha [Source:NCBI gene (formerly Entrezgene);Acc:406188]
ENSSSCT00000002187,1.5209982958029,0.547550963389452,-1.47395338146392,down,ENSSSCG00000001955,SRP54,protein_coding,signal recognition particle 54 [Source:VGNC Symbol;Acc:VGNC:93459]
ENSSSCT00000002193,1.36629227040362,0.29573050630917,-2.20791115217274,down,ENSSSCG00000001960,EAPP,protein_coding,E2F associated phosphoprotein [Source:VGNC Symbol;Acc:VGNC:87523]
ENSSSCT00000002196,4.52079978451729,1.53286633098659,-1.56034612895037,down,ENSSSCG00000001963,EGLN3,protein_coding,egl-9 family hypoxia inducible factor 3 [Source:VGNC Symbol;Acc:VGNC:87589]
ENSSSCT00000002203,1.96667243755466,0.815602302294637,-1.26981893418456,down,ENSSSCG00000001970,,protein_coding,HEAT repeat containing 5A [Source:VGNC Symbol;Acc:VGNC:88826]
ENSSSCT00000002204,2.20063084232387,0.787687722918238,-1.48222145738558,down,ENSSSCG00000001971,HECTD1,protein_coding,HECT domain E3 ubiquitin protein ligase 1 [Source:VGNC Symbol;Acc:VGNC:88832]
ENSSSCT00000002226,0.283820097177037,1.86059488103296,2.71271530783747,up,ENSSSCG00000001989,CIDEB,protein_coding,cell death inducing DFFA like effector b [Source:VGNC Symbol;Acc:VGNC:86699]
ENSSSCT00000002232,0.903615208203141,0.592271989018233,-0.609448695310566,down,ENSSSCG00000001994,TINF2,protein_coding,TERF1 interacting nuclear factor 2 [Source:VGNC Symbol;Acc:VGNC:94000]
ENSSSCT00000002242,11.6358511755684,0.568838321025025,-4.35441428063301,down,ENSSSCG00000002004,PSME2,protein_coding,proteasome activator subunit 2 [Source:NCBI gene (formerly Entrezgene);Acc:397522]
ENSSSCT00000002244,2.26362895707476,0.628380222851662,-1.84892781787121,down,ENSSSCG00000002006,PSME1,protein_coding,proteasome activator subunit 1 [Source:NCBI gene (formerly Entrezgene);Acc:397572]
ENSSSCT00000002254,1.90431437136155,1.09839726690269,-0.793871723014461,down,ENSSSCG00000002015,AP1G2,protein_coding,adaptor related protein complex 1 subunit gamma 2 [Source:VGNC Symbol;Acc:VGNC:85379]
ENSSSCT00000002255,2.26686870205378,9.61328697755859,2.08432896998844,up,ENSSSCG00000002016,THTPA,protein_coding,thiamine triphosphatase [Source:VGNC Symbol;Acc:VGNC:93969]
ENSSSCT00000002277,4.53637703251745,1.26977061519456,-1.83697265533999,down,ENSSSCG00000002035,C14orf119,protein_coding,chromosome 7 C14orf119 homolog [Source:VGNC Symbol;Acc:VGNC:86068]
ENSSSCT00000002278,0.155226537712378,0.765829609402832,2.30264821697428,up,ENSSSCG00000002036,,protein_coding,
ENSSSCT00000002282,2.51089671647438,0.711694251315297,-1.81887319802953,down,ENSSSCG00000002040,MRPL52,protein_coding,mitochondrial ribosomal protein L52 [Source:VGNC Symbol;Acc:VGNC:90375]
ENSSSCT00000002285,1.58103645256649,0.600223840729335,-1.39729810238456,down,ENSSSCG00000002042,OXA1L,protein_coding,OXA1L mitochondrial inner membrane protein [Source:VGNC Symbol;Acc:VGNC:91112]
ENSSSCT00000002349,1.45202586627091,0.9728010097132,-0.577850522283007,down,ENSSSCG00000002078,,protein_coding,
ENSSSCT00000002396,2.58746186185778,0.917065600752033,-1.49644075462868,down,ENSSSCG00000002142,TEP1,protein_coding,telomerase associated protein 1 [Source:VGNC Symbol;Acc:VGNC:93877]
ENSSSCT00000002399,2.46966787025622,1.52091797717522,-0.699374685196171,down,ENSSSCG00000002145,TTC5,protein_coding,tetratricopeptide repeat domain 5 [Source:VGNC Symbol;Acc:VGNC:94555]
ENSSSCT00000002516,2.14190105390448,0.94101223566629,-1.18660644860461,down,ENSSSCG00000002259,,protein_coding,A-kinase anchoring protein 13 [Source:UniProtKB Gene Name;Acc:F1SCI4]
ENSSSCT00000002527,4.41734892090143,1.80578695626416,-1.29055309746567,down,ENSSSCG00000002269,MTHFD1,protein_coding,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:VGNC Symbol;Acc:VGNC:90450]"
