Transcript,TE_H,TE_W,log2_fold_change,regulation,ensembl_gene_id,external_gene_name,gene_biotype,description
ENSSSCT00000036850,2.29310206288103,0.53569326640356,-2.09782150196842,down,ENSSSCG00000003068,SMG9,protein_coding,SMG9 nonsense mediated mRNA decay factor [Source:VGNC Symbol;Acc:VGNC:93251]
ENSSSCT00000036853,0.418808564536947,3.53222595713534,3.07621478494357,up,ENSSSCG00000016928,RAB3D,protein_coding,"RAB3D, member RAS onco family [Source:VGNC Symbol;Acc:VGNC:98266]"
ENSSSCT00000036874,3.09015147039622,2.00275578776898,-0.625691044265391,down,ENSSSCG00000014820,FCHSD2,protein_coding,FCH and double SH3 domains 2 [Source:VGNC Symbol;Acc:VGNC:88068]
ENSSSCT00000036895,4.56072696622687,3.21635084829829,-0.503839015790979,down,ENSSSCG00000000728,PARP11,protein_coding,poly(ADP-ribose) polymerase family member 11 [Source:VGNC Symbol;Acc:VGNC:103308]
ENSSSCT00000036902,0.663926022674749,3.07133928384808,2.20977348763103,up,ENSSSCG00000054928,,protein_coding,apolipoprotein B mRNA editing enzyme catalytic subunit 3B [Source:UniProtKB Gene Name;Acc:A0A8D0QN17]
ENSSSCT00000036907,2.73124801050973,31.3236697184787,3.51962101234821,up,ENSSSCG00000025326,TMEM243,protein_coding,transmembrane protein 243 [Source:VGNC Symbol;Acc:VGNC:94153]
ENSSSCT00000036911,0.176395881039012,1.21445830781846,2.78342418479375,up,ENSSSCG00000038439,PRX,protein_coding,periaxin [Source:VGNC Symbol;Acc:VGNC:91891]
ENSSSCT00000036937,1.95343155346761,0.239378303446967,-3.02864640399715,down,ENSSSCG00000028523,HUS1,protein_coding,HUS1 checkpoint clamp component [Source:NCBI gene (formerly Entrezgene);Acc:100192318]
ENSSSCT00000036939,0.925748018627696,0.275806801585966,-1.74696152146424,down,ENSSSCG00000017735,RHOT1,protein_coding,ras homolog family member T1 [Source:VGNC Symbol;Acc:VGNC:92293]
ENSSSCT00000036950,1.30144947097744,0.576858447213905,-1.17383004917219,down,ENSSSCG00000000119,EIF3L,protein_coding,eukaryotic translation initiation factor 3 subunit L [Source:VGNC Symbol;Acc:VGNC:87623]
ENSSSCT00000036956,7.18921013499254,2.7508387444799,-1.38596170253831,down,ENSSSCG00000036828,SNX4,protein_coding,sorting nexin 4 [Source:VGNC Symbol;Acc:VGNC:93322]
ENSSSCT00000036973,1.80400975026227,0.414129338676726,-2.12305381798348,down,ENSSSCG00000026793,B4GALT2,protein_coding,"beta-1,4-galactosyltransferase 2 [Source:VGNC Symbol;Acc:VGNC:85733]"
ENSSSCT00000037007,8.68288672348771,3.01521311505674,-1.52591478731799,down,ENSSSCG00000000110,PLA2G6,protein_coding,phospholipase A2 group VI [Source:VGNC Symbol;Acc:VGNC:91500]
ENSSSCT00000037035,1.00882536231793,0.36756727486041,-1.45659621936508,down,ENSSSCG00000040281,ARMCX3,protein_coding,armadillo repeat containing X-linked 3 [Source:UniProtKB Gene Name;Acc:A0A8D1AJX0]
ENSSSCT00000037037,0.316888665230761,2.09308554863978,2.72358331656864,up,ENSSSCG00000031176,GP9,protein_coding,glycoprotein IX platelet [Source:VGNC Symbol;Acc:VGNC:88567]
ENSSSCT00000037105,1.01224041898119,0.125021975422841,-3.01729837936129,down,ENSSSCG00000021738,PTPN2,protein_coding,protein tyrosine phosphatase non-receptor type 2 [Source:VGNC Symbol;Acc:VGNC:98545]
ENSSSCT00000037143,0.948785631364091,5.04863720876067,2.41173994349848,up,ENSSSCG00000025109,PLD3,protein_coding,phospholipase D family member 3 [Source:VGNC Symbol;Acc:VGNC:91527]
ENSSSCT00000037150,0.382445970040998,3.92540537278915,3.3595137964775,up,ENSSSCG00000022849,IL2RA,protein_coding,interleukin 2 receptor subunit alpha [Source:VGNC Symbol;Acc:VGNC:108275]
ENSSSCT00000037177,7.28777991120122,0.684384068935154,-3.41260130850045,down,ENSSSCG00000004353,CCNC,protein_coding,cyclin C [Source:VGNC Symbol;Acc:VGNC:103046]
ENSSSCT00000037199,0.607934064112428,0.175303086259432,-1.79406346360361,down,ENSSSCG00000037910,DUSP6,protein_coding,dual specificity phosphatase 6 [Source:NCBI gene (formerly Entrezgene);Acc:100622968]
ENSSSCT00000037200,2.37040987567394,1.20840234754709,-0.972035650138862,down,ENSSSCG00000035446,CAVIN1,protein_coding,caveolae associated protein 1 [Source:VGNC Symbol;Acc:VGNC:86217]
ENSSSCT00000037219,3.4034570171156,15.5763666462189,2.19428595372671,up,ENSSSCG00000029652,TMBIM6,protein_coding,transmembrane BAX inhibitor motif containing 6 [Source:VGNC Symbol;Acc:VGNC:98374]
ENSSSCT00000037227,2.78957191027128,1.38040690613761,-1.01495014534564,down,ENSSSCG00000008498,HEATR5B,protein_coding,HEAT repeat containing 5B [Source:VGNC Symbol;Acc:VGNC:88827]
ENSSSCT00000037235,10.2963664116065,6.66510886406724,-0.627434955273635,down,ENSSSCG00000012742,MTM1,protein_coding,myotubularin 1 [Source:VGNC Symbol;Acc:VGNC:90455]
ENSSSCT00000037258,0.756076108109389,4.27225862681558,2.49839561372624,up,ENSSSCG00000017065,MRPL22,protein_coding,mitochondrial ribosomal protein L22 [Source:VGNC Symbol;Acc:VGNC:103993]
ENSSSCT00000037279,1.35598742935126,0.169308885331454,-3.00161421108817,down,ENSSSCG00000008105,ANAPC1,protein_coding,anaphase promoting complex subunit 1 [Source:VGNC Symbol;Acc:VGNC:85293]
ENSSSCT00000037285,1.57298770279652,0.372350379756856,-2.07877465813242,down,ENSSSCG00000038735,SNAP23,protein_coding,synaptosome associated protein 23 [Source:VGNC Symbol;Acc:VGNC:93277]
ENSSSCT00000037292,1.77370652797381,0.542091763447025,-1.71015833363483,down,ENSSSCG00000032768,EBP,protein_coding,EBP cholestenol delta-isomerase [Source:NCBI gene (formerly Entrezgene);Acc:100312968]
ENSSSCT00000037299,8.80711509886275,5.09796937620633,-0.788746813341889,down,ENSSSCG00000001201,ZKSCAN8,protein_coding,zinc finger with KRAB and SCAN domains 8 [Source:UniProtKB Gene Name;Acc:F1S1S4]
ENSSSCT00000037336,5.28040612483433,0.706780033547295,-2.90131570431787,down,ENSSSCG00000033295,EIF2S1,protein_coding,eukaryotic translation initiation factor 2 subunit alpha [Source:VGNC Symbol;Acc:VGNC:87614]
ENSSSCT00000037351,0.854220755787539,0.486632713467559,-0.811775645419185,down,ENSSSCG00000028097,GPBP1L1,protein_coding,GC-rich promoter binding protein 1 like 1 [Source:VGNC Symbol;Acc:VGNC:97067]
ENSSSCT00000037401,0.218056704735747,2.44823026195045,3.48896399762774,up,ENSSSCG00000033792,RAB40C,protein_coding,"RAB40C, member RAS onco family [Source:VGNC Symbol;Acc:VGNC:104044]"
ENSSSCT00000037417,2.88829790621355,1.61250383302737,-0.840916963125539,down,ENSSSCG00000004927,CLPX,protein_coding,caseinolytic mitochondrial matrix peptidase chaperone subunit X [Source:VGNC Symbol;Acc:VGNC:86780]
ENSSSCT00000037439,0.178025197601397,2.01028783542524,3.49724872387806,up,ENSSSCG00000034692,SH3BP4,protein_coding,SH3 domain binding protein 4 [Source:VGNC Symbol;Acc:VGNC:95495]
ENSSSCT00000037445,3.35461666446878,0.941569011960296,-1.83300917194404,down,ENSSSCG00000001641,UBR2,protein_coding,ubiquitin protein ligase E3 component n-recognin 2 [Source:VGNC Symbol;Acc:VGNC:94669]
ENSSSCT00000037449,4.605196441122,0.747897718111481,-2.62234981090644,down,ENSSSCG00000029760,CIPC,protein_coding,CLOCK interacting pacemaker [Source:VGNC Symbol;Acc:VGNC:97929]
ENSSSCT00000037511,3.86886886617168,0.201530930214758,-4.26283864970648,down,ENSSSCG00000033377,CEP20,protein_coding,centrosomal protein 20 [Source:VGNC Symbol;Acc:VGNC:86566]
ENSSSCT00000037542,2.2891877623539,0.366575984695783,-2.64265162004711,down,ENSSSCG00000017894,WSCD1,protein_coding,WSC domain containing 1 [Source:VGNC Symbol;Acc:VGNC:94983]
ENSSSCT00000037544,2.30796751263978,0.381232873849513,-2.5978784826517902,down,ENSSSCG00000003555,HMGN2,protein_coding,high mobility group nucleosomal binding domain 2 [Source:NCBI gene (formerly Entrezgene);Acc:100524500]
ENSSSCT00000037564,4.40369753325603,2.49171216725468,-0.82157795764084,down,ENSSSCG00000016708,SKAP2,protein_coding,src kinase associated phosphoprotein 2 [Source:VGNC Symbol;Acc:VGNC:92901]
ENSSSCT00000037573,0.0722744823194716,1.34980766001321,4.22312366563521,up,ENSSSCG00000059397,TUBG2,protein_coding,tubulin gamma 2 [Source:UniProtKB Gene Name;Acc:A0A287BRH5]
ENSSSCT00000037587,3.05010619989576,1.50867245821121,-1.01557985375757,down,ENSSSCG00000000469,LEMD3,protein_coding,LEM domain containing 3 [Source:NCBI gene (formerly Entrezgene);Acc:100511508]
ENSSSCT00000037632,3.53477098426156,1.1939709142151,-1.56584905450713,down,ENSSSCG00000013588,MAP2K7,protein_coding,mitogen-activated protein kinase kinase 7 [Source:VGNC Symbol;Acc:VGNC:98103]
ENSSSCT00000037671,16.2922558316457,4.07803369692098,-1.99824077222096,down,ENSSSCG00000015140,HSPA8,protein_coding,heat shock protein family A (Hsp70) member 8 [Source:NCBI gene (formerly Entrezgene);Acc:100511890]
ENSSSCT00000037681,5.17138180232879,3.02628270926556,-0.773003055178495,down,ENSSSCG00000036970,SUGP1,protein_coding,SURP and G-patch domain containing 1 [Source:VGNC Symbol;Acc:VGNC:93609]
ENSSSCT00000037695,1.57089478829883,0.639952599369884,-1.2955496031818,down,ENSSSCG00000007790,PRR14,protein_coding,proline rich 14 [Source:VGNC Symbol;Acc:VGNC:91852]
ENSSSCT00000037698,3.83203261671624,2.26317984634356,-0.759758606085501,down,ENSSSCG00000004306,ORC3,protein_coding,origin recognition complex subunit 3 [Source:VGNC Symbol;Acc:VGNC:91061]
ENSSSCT00000037713,4.74480401598846,0.790767110898457,-2.58502372425569,down,ENSSSCG00000022986,CCSER1,protein_coding,coiled-coil serine rich protein 1 [Source:VGNC Symbol;Acc:VGNC:86378]
ENSSSCT00000037716,2.05803275979604,1.282716954094,-0.682063088577961,down,ENSSSCG00000015252,SNX19,protein_coding,sorting nexin 19 [Source:VGNC Symbol;Acc:VGNC:93311]
ENSSSCT00000037739,1.86408504545045,0.403530350866387,-2.20771858918805,down,ENSSSCG00000015247,ZBTB44,protein_coding,zinc finger and BTB domain containing 44 [Source:VGNC Symbol;Acc:VGNC:95076]
ENSSSCT00000037747,0.689434763837491,0.37587755980465,-0.875151258644364,down,ENSSSCG00000023315,THOC6,protein_coding,THO complex subunit 6 [Source:VGNC Symbol;Acc:VGNC:93959]
ENSSSCT00000037748,0.893551134176247,0.423539487285165,-1.07705381033659,down,ENSSSCG00000004825,CHSY1,protein_coding,chondroitin sulfate synthase 1 [Source:NCBI gene (formerly Entrezgene);Acc:100520288]
ENSSSCT00000037756,3.3896076652374,0.351867247743905,-3.26801515878035,down,ENSSSCG00000039235,PSMC4,protein_coding,"proteasome 26S subunit, ATPase 4 [Source:VGNC Symbol;Acc:VGNC:91915]"
ENSSSCT00000037775,6.06593866176482,0.728490341690308,-3.05774915932262,down,ENSSSCG00000035170,VSIG4,protein_coding,V-set and immunoglobulin domain containing 4 [Source:NCBI gene (formerly Entrezgene);Acc:100156239]
ENSSSCT00000037780,0.32316134434952,1.43381709510998,2.14953445596953,up,ENSSSCG00000006779,ST7L,protein_coding,suppression of tumorigenicity 7 like [Source:VGNC Symbol;Acc:VGNC:93515]
ENSSSCT00000037783,6.22807191172761,2.17195447993686,-1.5197917351319,down,ENSSSCG00000038955,CAMLG,protein_coding,calcium modulating ligand [Source:NCBI gene (formerly Entrezgene);Acc:100513916]
ENSSSCT00000037786,5.07863872906976,0.500165211033367,-3.34396523139641,down,ENSSSCG00000016045,PMS1,protein_coding,"PMS1 homolog 1, mismatch repair system component [Source:VGNC Symbol;Acc:VGNC:98205]"
ENSSSCT00000037829,6.11187235886195,0.82004311311296,-2.89784274887824,down,ENSSSCG00000014972,CCDC82,protein_coding,coiled-coil domain containing 82 [Source:VGNC Symbol;Acc:VGNC:86317]
ENSSSCT00000037831,3.96712309900552,2.6960287250763,-0.557257296781667,down,ENSSSCG00000036293,SRSF10,protein_coding,serine and arginine rich splicing factor 10 [Source:VGNC Symbol;Acc:VGNC:93472]
ENSSSCT00000037841,2.90132651478112,1.53962883519589,-0.914130069051938,down,ENSSSCG00000010033,PRR14L,protein_coding,proline rich 14 like [Source:VGNC Symbol;Acc:VGNC:91853]
ENSSSCT00000037894,6.06294893193012,0.376468385738887,-4.00941904718327,down,ENSSSCG00000003766,DNAJB4,protein_coding,DnaJ heat shock protein family (Hsp40) member B4 [Source:VGNC Symbol;Acc:VGNC:96623]
ENSSSCT00000037953,0.843086256568134,0.524125351684058,-0.685768348446073,down,ENSSSCG00000024373,TRIP12,protein_coding,thyroid hormone receptor interactor 12 [Source:VGNC Symbol;Acc:VGNC:95555]
ENSSSCT00000037979,8.943846621913,1.62666187914021,-2.45898104661543,down,ENSSSCG00000025651,GFM1,protein_coding,G elongation factor mitochondrial 1 [Source:VGNC Symbol;Acc:VGNC:88422]
ENSSSCT00000037987,0.468676893763186,2.1356332706352,2.18799835438599,up,ENSSSCG00000009256,ANTXR2,protein_coding,ANTXR cell adhesion molecule 2 [Source:VGNC Symbol;Acc:VGNC:85365]
ENSSSCT00000037988,0.741947682931654,4.7953111014108,2.69223504823296,up,ENSSSCG00000010433,SGMS1,protein_coding,sphingomyelin synthase 1 [Source:VGNC Symbol;Acc:VGNC:92794]
ENSSSCT00000038108,4.26081864052521,0.683173796170519,-2.64080610018857,down,ENSSSCG00000038082,TRAF6,protein_coding,TNF receptor associated factor 6 [Source:VGNC Symbol;Acc:VGNC:94365]
ENSSSCT00000038124,0.817569614421837,0.189073859384111,-2.11239166277221,down,ENSSSCG00000060601,PSTPIP2,protein_coding,proline-serine-threonine phosphatase interacting protein 2 [Source:UniProtKB Gene Name;Acc:A0A8D2BJ36]
ENSSSCT00000038140,0.463947630388362,1.92917721505388,2.05595180534757,up,ENSSSCG00000039719,ZDHHC4,protein_coding,zinc finger DHHC-type palmitoyltransferase 4 [Source:UniProtKB Gene Name;Acc:A0A287B1S7]
ENSSSCT00000038162,1.96258791243004,0.925186327234519,-1.08494142919713,down,ENSSSCG00000031970,RASSF5,protein_coding,Ras association domain family member 5 [Source:VGNC Symbol;Acc:VGNC:92125]
ENSSSCT00000038223,1.91517568096225,14.7921784713241,2.94928589325719,up,ENSSSCG00000006239,UBXN2B,protein_coding,UBX domain protein 2B [Source:VGNC Symbol;Acc:VGNC:94678]
ENSSSCT00000038232,2.18966378530332,1.10666215065093,-0.984494512816076,down,ENSSSCG00000038305,TMEM185B,protein_coding,transmembrane protein 185B [Source:VGNC Symbol;Acc:VGNC:95900]
ENSSSCT00000038242,0.97558572713221,0.607928658967186,-0.682366619684269,down,ENSSSCG00000031918,CYC1,protein_coding,cytochrome c1 [Source:VGNC Symbol;Acc:VGNC:87126]
ENSSSCT00000038260,1.32158437056068,0.701182893306862,-0.91440582589759,down,ENSSSCG00000002445,TRIP11,protein_coding,thyroid hormone receptor interactor 11 [Source:VGNC Symbol;Acc:VGNC:94437]
ENSSSCT00000038286,2.53291413407992,1.67762506845333,-0.594377845799033,down,ENSSSCG00000014056,RNF44,protein_coding,ring finger protein 44 [Source:VGNC Symbol;Acc:VGNC:92395]
ENSSSCT00000038307,1.29553229142216,0.500131994190974,-1.37316417098392,down,ENSSSCG00000007719,,protein_coding,CAP-Gly domain containing linker protein 2 [Source:VGNC Symbol;Acc:VGNC:106571]
ENSSSCT00000038308,5.26980744457199,1.4203651860906,-1.89148834298324,down,ENSSSCG00000039654,NIF3L1,protein_coding,NGG1 interacting factor 3 like 1 [Source:VGNC Symbol;Acc:VGNC:95583]
ENSSSCT00000038324,5.41058132875823,3.74043830243446,-0.532576275571326,down,ENSSSCG00000008518,SLC30A6,protein_coding,solute carrier family 30 member 6 [Source:VGNC Symbol;Acc:VGNC:93060]
ENSSSCT00000038333,3.12525775832384,2.11025066622974,-0.566560802483992,down,ENSSSCG00000001504,WDR46,protein_coding,WD repeat domain 46 [Source:VGNC Symbol;Acc:VGNC:94923]
ENSSSCT00000038342,2.49771160618652,1.54800787662581,-0.690194096083033,down,ENSSSCG00000000887,,protein_coding,
ENSSSCT00000038344,3.60176253690762,1.47878856138042,-1.2842872786914,down,ENSSSCG00000016220,DNPEP,protein_coding,aspartyl aminopeptidase [Source:VGNC Symbol;Acc:VGNC:96230]
ENSSSCT00000038357,3.05627178769643,1.23967432127992,-1.30181168939399,down,ENSSSCG00000004612,RAB27A,protein_coding,"RAB27A, member RAS onco family [Source:VGNC Symbol;Acc:VGNC:98249]"
ENSSSCT00000038366,3.313936599166,0.482786330219949,-2.77908926897703,down,ENSSSCG00000031630,DPH7,protein_coding,diphthamide biosynthesis 7 [Source:VGNC Symbol;Acc:VGNC:87418]
ENSSSCT00000038405,7.44344815173153,2.47939339564196,-1.58598390333184,down,ENSSSCG00000032778,PLEKHG1,protein_coding,pleckstrin homology and RhoGEF domain containing G1 [Source:VGNC Symbol;Acc:VGNC:91542]
ENSSSCT00000038439,7.08728063611577,0.227933020939119,-4.95855032690542,down,ENSSSCG00000011949,CEP97,protein_coding,centrosomal protein 97 [Source:VGNC Symbol;Acc:VGNC:108638]
ENSSSCT00000038477,0.682251480987869,4.76954426715067,2.80547589610394,up,ENSSSCG00000032323,C5orf15,protein_coding,chromosome 2 C5orf15 homolog [Source:VGNC Symbol;Acc:VGNC:86009]
ENSSSCT00000038488,1.46179742306335,0.641372347484308,-1.18850933642185,down,ENSSSCG00000032477,NRAS,protein_coding,"NRAS proto-oncogene, GTPase [Source:NCBI gene (formerly Entrezgene);Acc:100739349]"
ENSSSCT00000038512,2.55279537896149,1.32955551183929,-0.941133888069343,down,ENSSSCG00000006233,CA8,protein_coding,carbonic anhydrase 8 [Source:VGNC Symbol;Acc:VGNC:86105]
ENSSSCT00000038553,2.42533784234156,1.65638527555805,-0.550147441386875,down,ENSSSCG00000014239,CEP120,protein_coding,centrosomal protein 120 [Source:VGNC Symbol;Acc:VGNC:86559]
ENSSSCT00000038577,2.48972654306179,1.26321254798415,-0.978889886610291,down,ENSSSCG00000006983,CNOT7,protein_coding,CCR4-NOT transcription complex subunit 7 [Source:VGNC Symbol;Acc:VGNC:95604]
ENSSSCT00000038595,0.901298745381014,0.614087129786411,-0.553562015460943,down,ENSSSCG00000034924,JRKL,protein_coding,JRK like [Source:UniProtKB Gene Name;Acc:A0A286ZUL4]
ENSSSCT00000038603,4.21655217414755,1.68463170382853,-1.32363058376924,down,ENSSSCG00000002455,GOLGA5,protein_coding,golgin A5 [Source:VGNC Symbol;Acc:VGNC:88552]
ENSSSCT00000038625,11.0215384155221,2.35401887729361,-2.22712781839733,down,ENSSSCG00000031701,GXYLT1,protein_coding,glucoside xylosyltransferase 1 [Source:VGNC Symbol;Acc:VGNC:88756]
ENSSSCT00000038628,1.96998343459324,0.896553520036331,-1.13572188534654,down,ENSSSCG00000021494,CDC25A,protein_coding,cell division cycle 25A [Source:VGNC Symbol;Acc:VGNC:86446]
ENSSSCT00000038652,0.267488633551395,1.91543722220755,2.84012424950892,up,ENSSSCG00000017682,MYO19,protein_coding,myosin XIX [Source:VGNC Symbol;Acc:VGNC:90524]
ENSSSCT00000038659,1.48685098512044,0.435913636182898,-1.77014582547052,down,ENSSSCG00000028821,SASS6,protein_coding,SAS-6 centriolar assembly protein [Source:VGNC Symbol;Acc:VGNC:92585]
ENSSSCT00000038667,0.429644077525714,0.205267179567836,-1.06563903661253,down,ENSSSCG00000033027,CIAO2B,protein_coding,cytosolic iron-sulfur assembly component 2B [Source:VGNC Symbol;Acc:VGNC:86691]
ENSSSCT00000038684,1.91229724197019,9.49352911795705,2.31163770430558,up,ENSSSCG00000035648,MANEA,protein_coding,mannosidase endo-alpha [Source:VGNC Symbol;Acc:VGNC:89971]
ENSSSCT00000038701,1.18800010856506,0.782233492891995,-0.602863753598447,down,ENSSSCG00000038717,FARS2,protein_coding,"phenylalanyl-tRNA synthetase 2, mitochondrial [Source:VGNC Symbol;Acc:VGNC:88013]"
ENSSSCT00000038706,6.59890379613023,2.53913986359117,-1.37788651996237,down,ENSSSCG00000011854,LRCH3,protein_coding,leucine rich repeats and calponin homology domain containing 3 [Source:VGNC Symbol;Acc:VGNC:89803]
ENSSSCT00000038707,1.60406915104378,12.9943902869268,3.01808069984934,up,ENSSSCG00000008051,ABCA3,protein_coding,ATP binding cassette subfamily A member 3 [Source:VGNC Symbol;Acc:VGNC:96911]
ENSSSCT00000038716,5.42556539619483,2.08399704086352,-1.3804202590289,down,ENSSSCG00000009528,TPP2,protein_coding,tripeptidyl peptidase 2 [Source:VGNC Symbol;Acc:VGNC:94343]
ENSSSCT00000038762,0.595877868308668,8.60646193991634,3.85233170706192,up,ENSSSCG00000037360,CST3,protein_coding,cystatin C [Source:NCBI gene (formerly Entrezgene);Acc:733672]
ENSSSCT00000038778,1.8648492969632,0.912381584554622,-1.03134981467131,down,ENSSSCG00000024030,AKAP10,protein_coding,A-kinase anchoring protein 10 [Source:NCBI gene (formerly Entrezgene);Acc:397262]
ENSSSCT00000038801,1.71113974955524,0.747921272122773,-1.19399926830477,down,ENSSSCG00000017953,FXR2,protein_coding,FMR1 autosomal homolog 2 [Source:UniProtKB Gene Name;Acc:A0A287BD79]
ENSSSCT00000038824,3.60319462633988,2.1715070402965,-0.730579950758253,down,ENSSSCG00000036501,WDR1,protein_coding,WD repeat domain 1 [Source:VGNC Symbol;Acc:VGNC:94905]
ENSSSCT00000038833,0.406553706688426,4.87811655393956,3.58480637581779,up,ENSSSCG00000000433,B4GALNT1,protein_coding,"beta-1,4-N-acetyl-galactosaminyltransferase 1 [Source:VGNC Symbol;Acc:VGNC:85730]"
ENSSSCT00000038836,2.59416270858546,11.9276726407466,2.2009716931197,up,ENSSSCG00000011621,SEC61A1,protein_coding,SEC61 translocon subunit alpha 1 [Source:VGNC Symbol;Acc:VGNC:92682]
ENSSSCT00000038853,2.10925128288667,0.841958084193644,-1.32491066148827,down,ENSSSCG00000022790,SNX2,protein_coding,sorting nexin 2 [Source:VGNC Symbol;Acc:VGNC:93312]
ENSSSCT00000038857,2.109033338628,1.41207174403979,-0.578768510362201,down,ENSSSCG00000033359,CUEDC2,protein_coding,CUE domain containing 2 [Source:VGNC Symbol;Acc:VGNC:87086]
ENSSSCT00000038866,2.6981958242359,0.141099662790492,-4.25720861190638,down,ENSSSCG00000031498,PPP2R3C,protein_coding,protein phosphatase 2 regulatory subunit B''gamma [Source:VGNC Symbol;Acc:VGNC:91750]
ENSSSCT00000038867,1.35096704854407,0.470577024477099,-1.52148969726182,down,ENSSSCG00000017248,COG1,protein_coding,component of oligomeric golgi complex 1 [Source:VGNC Symbol;Acc:VGNC:86854]
ENSSSCT00000038870,2.10548723584487,0.768767727544543,-1.45353445050825,down,ENSSSCG00000013233,CELF1,protein_coding,CUGBP Elav-like family member 1 [Source:VGNC Symbol;Acc:VGNC:86537]
ENSSSCT00000038891,0.587220985931761,0.0516031541865616,-3.50837237109722,down,ENSSSCG00000003570,WDTC1,protein_coding,WD and tetratricopeptide repeats 1 [Source:VGNC Symbol;Acc:VGNC:94952]
ENSSSCT00000038904,2.79973748473592,1.65881081142365,-0.755142205044177,down,ENSSSCG00000006283,SCYL3,protein_coding,SCY1 like pseudokinase 3 [Source:VGNC Symbol;Acc:VGNC:92653]
ENSSSCT00000038920,6.50126809854889,3.12619137130405,-1.05631505276262,down,ENSSSCG00000012424,ABCB7,protein_coding,ATP binding cassette subfamily B member 7 [Source:VGNC Symbol;Acc:VGNC:97855]
ENSSSCT00000038943,3.80704363978223,2.53958096017673,-0.584080640611885,down,ENSSSCG00000034876,PET100,protein_coding,PET100 cytochrome c oxidase chaperone [Source:NCBI gene (formerly Entrezgene);Acc:100037981]
ENSSSCT00000038964,2.833158154569,1.6298721682013,-0.797652321609378,down,ENSSSCG00000011004,TOPORS,protein_coding,"TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase [Source:VGNC Symbol;Acc:VGNC:95973]"
ENSSSCT00000038988,0.800039715907978,3.39547489842049,2.0854698412483,up,ENSSSCG00000036887,CLPB,protein_coding,ClpB family mitochondrial disaggregase [Source:VGNC Symbol;Acc:VGNC:86776]
ENSSSCT00000038991,0.533550084215363,2.38373812725882,2.15953014494236,up,ENSSSCG00000058408,COA5,protein_coding,cytochrome c oxidase assembly factor 5 [Source:UniProtKB Gene Name;Acc:A0A287AXG8]
ENSSSCT00000039007,0.660459624665284,3.52705493388277,2.41692177172358,up,ENSSSCG00000031661,C12orf75,protein_coding,chromosome 5 C12orf75 homolog [Source:VGNC Symbol;Acc:VGNC:86048]
ENSSSCT00000039016,0.918488406669997,0.549493813885475,-0.74115827185563,down,ENSSSCG00000037153,FEM1A,protein_coding,fem-1 homolog A [Source:VGNC Symbol;Acc:VGNC:88082]
ENSSSCT00000039026,0.623240267564649,8.36932604235724,3.74725109731455,up,ENSSSCG00000040883,VMA12,protein_coding,transmembrane protein 199 [Source:VGNC Symbol;Acc:VGNC:94128]
ENSSSCT00000039030,2.25262176541196,1.00584033649976,-1.16320377792744,down,ENSSSCG00000000890,NEDD1,protein_coding,NEDD1 gamma-tubulin ring complex targeting factor [Source:VGNC Symbol;Acc:VGNC:90665]
ENSSSCT00000039074,4.97373320241541,0.597514851070158,-3.05728264512558,down,ENSSSCG00000034239,ZNF189,protein_coding,zinc finger protein 189 [Source:VGNC Symbol;Acc:VGNC:103205]
ENSSSCT00000039089,2.19544895620078,0.668249768816646,-1.71605665397465,down,ENSSSCG00000033692,B3GALNT2,protein_coding,"beta-1,3-N-acetylgalactosaminyltransferase 2 [Source:VGNC Symbol;Acc:VGNC:85715]"
ENSSSCT00000039107,2.21248237506297,28.4486280441192,3.68462121153848,up,ENSSSCG00000034639,MGAM,protein_coding,maltase-glucoamylase [Source:VGNC Symbol;Acc:VGNC:90196]
ENSSSCT00000039112,2.90956637218019,1.03694504179848,-1.48846472362232,down,ENSSSCG00000000509,ZFC3H1,protein_coding,zinc finger C3H1-type containing [Source:VGNC Symbol;Acc:VGNC:95139]
ENSSSCT00000039122,0.231979150141202,0.139432847521582,-0.734424673772908,down,ENSSSCG00000025218,TXNL4B,protein_coding,thioredoxin like 4B [Source:UniProtKB Gene Name;Acc:A0A4X1SL33]
ENSSSCT00000039124,0.93931369270593,0.396677398679628,-1.24364084002417,down,ENSSSCG00000032340,CDR2,protein_coding,cerebellar deration related protein 2 [Source:VGNC Symbol;Acc:VGNC:86521]
ENSSSCT00000039135,2.1426189980409,0.976897024591641,-1.13309693199992,down,ENSSSCG00000029097,RCC1,protein_coding,regulator of chromosome condensation 1 [Source:VGNC Symbol;Acc:VGNC:92175]
ENSSSCT00000039137,0.881803815681241,0.29448625769433,-1.58225740794788,down,ENSSSCG00000031354,DMAC2L,protein_coding,distal membrane arm assembly component 2 like [Source:VGNC Symbol;Acc:VGNC:96729]
ENSSSCT00000039163,1.90585998093833,0.407673215025535,-2.22495705472,down,ENSSSCG00000034406,MRPL58,protein_coding,mitochondrial ribosomal protein L58 [Source:NCBI gene (formerly Entrezgene);Acc:100512432]
ENSSSCT00000039169,1.57174023255769,7.01416756801286,2.15790909925234,up,ENSSSCG00000039799,,protein_coding,
ENSSSCT00000039193,7.37311375728976,3.17871116866706,-1.21383208302663,down,ENSSSCG00000035212,KLF6,protein_coding,KLF transcription factor 6 [Source:NCBI gene (formerly Entrezgene);Acc:100174961]
