,H6,H7,W10,W6
ENSSSCT00000012530,0.403828216,0,0,0
ENSSSCT00000068769,0.370720842,0.446392241,0,0
ENSSSCT00000012181,2.71600142,0.700797988,6.940889552,0
ENSSSCT00000040184,135.9739574,233.0555664,54.78427874,107.7114988
ENSSSCT00000034500,1.39266993,3.353882386,0,0
ENSSSCT00000010302,541.1465085,415.3360948,1293.197317,1018.011671
ENSSSCT00000017714,157.9548826,208.1136425,429.9881078,439.5425996
ENSSSCT00000046693,16.57340233,15.9650872,22.23597196,29.74026978
ENSSSCT00000063080,35.83097526,22.05177669,56.97564989,105.7331243
ENSSSCT00000005245,10.31752652,4.141178721,23.07112584,9.257182565
ENSSSCT00000003332,9.73840391,11.72620326,4.839143085,7.76673515
ENSSSCT00000069216,40.28193803,73.88067937,32.80872046,70.8481241
ENSSSCT00000023164,46.90236057,54.43573298,35.16169363,37.94691121
ENSSSCT00000065425,37.29915241,35.58336111,39.24941812,42.81663549
ENSSSCT00000046527,12.56959636,12.67141198,3.921907265,12.58917725
ENSSSCT00000049089,0.67082819,6.058180409,0,2.407545649
ENSSSCT00000059430,4.819370941,7.461127451,12.31616492,2.470902113
ENSSSCT00000046644,23.9306695,32.81752611,44.59301092,31.0140817
ENSSSCT00000078428,3.453071166,4.90039482,2.206127858,0
ENSSSCT00000073254,48.62020241,66.22037956,20.29442396,43.42956682
ENSSSCT00000071920,61.65888651,59.28492728,53.50414358,39.63376656
ENSSSCT00000007226,0,0.539163244,0,0
ENSSSCT00000016961,60.41042089,49.47724042,41.37719002,35.15803661
ENSSSCT00000079640,46.84358113,80.04177166,29.92783071,19.21344591
ENSSSCT00000044721,0,0.763037256,5.667992852,0
ENSSSCT00000042201,3.412473834,1.369675571,5.087111597,8.164720026
ENSSSCT00000003562,1.760923998,1.060181572,0,0
ENSSSCT00000085162,1.599441884,8.666637127,0,34.44157007
ENSSSCT00000009936,23.49014055,30.64201749,13.61799233,12.48950047
ENSSSCT00000048344,23.82637981,28.12726619,54.32308456,43.593773
ENSSSCT00000033102,7.793025351,7.037801071,7.744916947,4.661418171
ENSSSCT00000057386,3.60859302,7.241962788,10.75894867,11.87169061
ENSSSCT00000034111,1.185346898,0.535237298,1.325283118,1.063527447
ENSSSCT00000045514,191.7057224,245.3594564,106.4590512,160.6129197
ENSSSCT00000034678,21.69782213,19.69256804,7.241600063,15.10942442
ENSSSCT00000033248,99.95279206,104.7609337,62.37361491,76.27314157
ENSSSCT00000058612,7.933693679,5.838015489,13.79825456,20.56409027
ENSSSCT00000023262,0,1.0451079,19.40817458,3.114976124
ENSSSCT00000084001,4.069691017,4.90039482,4.550138706,0
ENSSSCT00000065319,61.99919908,95.902258,157.8329364,112.966556
ENSSSCT00000063145,60.05436906,76.25046161,49.19468147,89.62635847
ENSSSCT00000057513,11.44600598,23.25773323,6.398632556,15.40453036
ENSSSCT00000012062,2.12639879,1.920328884,1.188715482,3.815732726
ENSSSCT00000033582,1860.831134,890.942472,1882.816016,581.71284
ENSSSCT00000058955,26.96482392,22.9987855,10.0493861,64.5163153
ENSSSCT00000046375,7.88893951,8.820710676,35.28107551,12.13403007
ENSSSCT00000051269,54.05911587,64.65852439,19.39285637,31.64392872
ENSSSCT00000015273,29.37088328,32.76561159,11.58997595,15.5014142
ENSSSCT00000074525,66.51432049,67.81054817,31.72978081,47.74285439
ENSSSCT00000048617,8.113624496,12.56113862,5.183702324,20.79936589
ENSSSCT00000008753,9.531246619,24.59305951,12.17880992,39.09352934
ENSSSCT00000043586,12.56635168,23.80968825,14.87633644,19.8968707
ENSSSCT00000096643,7.252914683,22.92511438,0,6.507524377
ENSSSCT00000048428,0,11.60619826,0,7.687251019
ENSSSCT00000006768,0,0.336155132,0,0
ENSSSCT00000002253,0.583235974,0.351142941,0,2.093184593
ENSSSCT00000018738,237.2706649,321.7617731,103.0220084,140.5461554
ENSSSCT00000008787,5.723002992,18.37648057,34.1260403,6.846457938
ENSSSCT00000038595,5.591941855,17.25425275,9.378148479,10.03450324
ENSSSCT00000047608,2.828356691,5.108519696,3.16225856,10.15073301
ENSSSCT00000057879,7.526140922,4.531186991,0,36.0142445
ENSSSCT00000015009,238.5519172,265.6381169,188.8241999,287.9063811
ENSSSCT00000057200,149.7889261,238.2908406,102.6837272,149.1097227
ENSSSCT00000018974,55.13774926,39.12411993,37.42856033,31.80290139
ENSSSCT00000045712,1.349565923,0.162503881,0,0.968695596
ENSSSCT00000040617,0,0,3.809418452,0
ENSSSCT00000051764,0,0.523173824,0,0
ENSSSCT00000105837,5.623421569,4.739890588,5.029836032,1.345465634
ENSSSCT00000018846,102.9414138,73.97241501,51.97801242,59.58839185
ENSSSCT00000061249,45.50428449,35.03133568,10.00845174,16.06337993
ENSSSCT00000036714,20.68646929,18.80384059,0,14.55725276
ENSSSCT00000041141,59.75299762,68.37973096,67.31712059,44.19930007
ENSSSCT00000003522,1.944808097,1.170890798,0,0
ENSSSCT00000007764,22.04198848,43.20002348,23.07112584,47.12747487
ENSSSCT00000018956,34.61849185,34.22271062,32.49340593,95.09945776
ENSSSCT00000024917,7.933693679,9.287751915,1.971179223,7.909265488
ENSSSCT00000014189,96.38741882,84.8453114,35.67440873,85.88514931
ENSSSCT00000011293,22.34881169,20.61013511,14.27840136,14.00457062
ENSSSCT00000086137,27.04417465,56.98773751,15.77576181,33.75974123
ENSSSCT00000069753,52.43810117,57.87993448,35.53253654,59.88051715
ENSSSCT00000023948,17.83069492,32.65273222,6.645232999,21.33095212
ENSSSCT00000010220,22.42482805,43.20348086,13.3718362,37.55771212
ENSSSCT00000088986,0,0.409884325,0,0
ENSSSCT00000080899,10.085756,9.907319962,21.36586871,15.24081072
ENSSSCT00000089103,4.756781708,5.011767429,10.63668789,0
ENSSSCT00000057748,8.189937202,6.300507626,7.121956236,7.348248023
ENSSSCT00000051924,1.162768862,0,0,0
ENSSSCT00000049223,1.239499802,1.119379527,0,0
ENSSSCT00000032025,0,1.391279286,0,0
ENSSSCT00000026958,22.92875677,33.27234364,10.51717454,8.439935308
ENSSSCT00000016363,3.017069123,2.906329712,0,4.331202386
ENSSSCT00000014447,19.85400664,16.48730967,9.185326734,7.371139762
ENSSSCT00000042844,3.162062085,1.269167004,7.070719141,1.891395574
ENSSSCT00000012585,35.95683744,49.53394098,5.451081312,10.93610586
ENSSSCT00000072210,27.87898571,38.19992812,17.19737464,13.80073411
ENSSSCT00000007451,0,0.431541618,0,0
ENSSSCT00000000779,0,0.445490438,0,0
ENSSSCT00000061757,0,0.441919373,0,0
ENSSSCT00000007450,117.7303473,40.12823309,55.71598416,22.35578102
ENSSSCT00000014557,0.615583515,0,0,0
ENSSSCT00000099650,1.220907305,0,0,0
ENSSSCT00000103011,0.683343641,0,0,0
ENSSSCT00000066076,28.24267501,30.81935055,27.62975793,63.35035779
ENSSSCT00000058684,0,3.262097143,0,0
ENSSSCT00000037438,2.561343997,2.313123429,0,1.532074504
ENSSSCT00000006779,0,0,0,1.441359566
ENSSSCT00000054960,0,0.347272074,0,4.140220234
ENSSSCT00000046698,5.685984862,3.708578227,2.119081416,1.70054324
ENSSSCT00000080308,1.130469727,0,0,0
ENSSSCT00000043736,0,0.350028201,0,2.086539562
ENSSSCT00000007428,0,0.336668346,0,0
ENSSSCT00000013181,0,0,12.69806151,0
ENSSSCT00000062044,0.719591732,0,0,0
ENSSSCT00000006356,0,0.936381176,0,2.79091279
ENSSSCT00000009267,0,0.505774695,0,0
ENSSSCT00000057669,2.996091546,0.225478289,0,0
ENSSSCT00000036607,1.269574321,0.382179839,0,1.139098721
ENSSSCT00000086864,0,0,1.649597114,0
ENSSSCT00000050226,0,0,1.479719905,0
ENSSSCT00000011562,0,0.773746551,11.49508726,0
ENSSSCT00000070035,0,2.584192581,6.398632556,5.134843454
ENSSSCT00000079626,0,0.56688372,0,0
ENSSSCT00000025634,0,0.612549352,9.100277413,0
ENSSSCT00000003476,1.687890283,0.508105454,0,0
ENSSSCT00000077520,0.976725844,1.176094757,0,3.505386464
ENSSSCT00000066718,0,0,0,3.137279055
ENSSSCT00000016602,0,0.592789696,0,0
ENSSSCT00000050128,6.862242464,17.55879174,23.0170951,33.86351093
ENSSSCT00000076999,0.731082219,0,3.269560747,0
ENSSSCT00000027719,0,0.526295386,0,0
ENSSSCT00000063859,0.68080333,0.81976865,0,0
ENSSSCT00000002702,0.893346809,0,0,0
ENSSSCT00000066277,1.245823781,0,0,0
ENSSSCT00000029770,14.00235742,13.75462932,9.887625358,15.86945583
ENSSSCT00000044849,1.170198695,1.409059213,5.233386372,4.199744167
ENSSSCT00000014196,1.193069028,0,0,0
ENSSSCT00000054031,0,0.171209446,0,1.020590003
ENSSSCT00000018517,0,2.309086564,0,6.882303268
ENSSSCT00000007166,1.020256801,1.228511236,0,7.323230775
ENSSSCT00000003406,0,0,0,3.085727522
ENSSSCT00000053475,2.72119013,2.293646907,2.433952354,1.953224256
ENSSSCT00000050709,0,0.252887347,0,0
ENSSSCT00000006536,0.420036917,0,0,1.507476977
ENSSSCT00000062194,5.449320596,11.95154741,5.22226334,18.16021149
ENSSSCT00000008083,0.644845408,0.388235505,0,0
ENSSSCT00000077457,8.430074249,4.90039482,7.800237782,11.47596759
ENSSSCT00000053314,0.641457428,0,0,0
ENSSSCT00000006608,1.459251759,0,0,0
ENSSSCT00000005762,0,0.404619756,0,0
ENSSSCT00000018046,4.724641291,2.844516649,7.043212248,7.267002038
ENSSSCT00000010886,46.51075448,70.70569669,36.40110965,25.03847475
ENSSSCT00000104178,64.0414568,76.43714006,40.1975444,64.5163153
ENSSSCT00000043623,8.906314687,16.75666922,14.93662554,23.97300774
ENSSSCT00000049953,3.88274408,8.571361964,5.788162312,0
ENSSSCT00000038293,0.855776148,1.030456855,0,0
ENSSSCT00000000141,7.346433641,3.791136394,4.69355282,7.533065468
ENSSSCT00000031750,7.190100757,4.83814962,0,3.035842781
ENSSSCT00000051077,52.4494785,53.15583403,31.27541641,62.74558111
ENSSSCT00000048742,27.85339859,16.76941193,24.91330699,34.98722232
ENSSSCT00000011827,21.99428601,28.37544795,4.01482827,14.49838152
ENSSSCT00000084269,7.414416832,11.60619826,0,5.321943013
ENSSSCT00000071939,6.18180914,2.791364138,0,0
ENSSSCT00000101292,1.267377825,2.289111767,0,4.548511848
ENSSSCT00000010582,25.42249144,15.87274415,4.210925281,0
ENSSSCT00000003473,50.10327148,42.64730398,54.08655443,62.0056568
ENSSSCT00000062901,32.82628132,53.04908543,69.5398557,18.60169704
ENSSSCT00000000111,0,0,0,4.411140685
ENSSSCT00000003923,22.60422668,37.04698484,7.488228271,19.5300103
ENSSSCT00000001169,53.16854393,33.56671653,23.1176402,30.4777805
ENSSSCT00000042616,67.96803554,57.59226902,29.55244727,59.85357043
ENSSSCT00000041997,43.74225719,58.50471367,8.666930869,17.88462482
ENSSSCT00000015658,39.83940124,48.22256406,17.72377492,26.20056796
ENSSSCT00000026209,74.90369395,80.47036709,67.61181718,94.95125156
ENSSSCT00000041912,33.14828973,30.62746762,32.29130695,54.18272089
ENSSSCT00000056156,66.24809525,70.5823913,32.57485665,48.54761084
ENSSSCT00000044526,60.25069186,101.2554953,39.73967296,44.3358791
ENSSSCT00000011960,64.63626909,57.01816856,34.94224165,39.08721171
ENSSSCT00000013473,76.58857831,66.91172346,70.2330117,67.63361087
ENSSSCT00000087702,14.59251759,3.221375081,5.438412797,9.601407149
ENSSSCT00000076509,22.95507536,42.37221554,21.43453771,19.91696855
ENSSSCT00000100475,20.71977726,53.51982299,12.9529496,45.57642073
ENSSSCT00000017965,93.3177558,94.34040346,31.30031722,78.14555813
ENSSSCT00000008567,20.74940986,24.44162441,36.31145175,48.56600705
ENSSSCT00000036588,12.65793603,15.89025085,68.65356342,27.0636455
ENSSSCT00000031522,13.23875391,15.94104339,4.933885344,51.47216571
ENSSSCT00000064933,25.8268853,29.68508401,36.75112032,31.59903664
ENSSSCT00000069523,25.26015114,24.71319801,0,0
ENSSSCT00000106776,23.86138055,27.65450823,16.00700262,29.972767
ENSSSCT00000028289,135.5951228,203.09537,92.44074121,109.7906031
ENSSSCT00000043989,0,0.631856066,0,0
ENSSSCT00000035168,2.081091997,0,0,3.734431603
ENSSSCT00000092177,25.81112759,13.31986511,32.98087116,17.64456274
ENSSSCT00000046595,40.88105908,62.86253083,37.05995327,55.51517025
ENSSSCT00000086786,151.8347733,112.7903374,81.48462683,95.57096388
ENSSSCT00000065177,11.21241403,33.75271942,33.4295905,26.82693723
ENSSSCT00000065420,22.71726379,21.88344252,31.26049493,26.340571
ENSSSCT00000048885,0,0,0,1.921812755
ENSSSCT00000044016,36.62721915,20.43823205,51.93816865,35.26760772
ENSSSCT00000005594,10.05453075,13.40402113,2.141241744,9.45079684
ENSSSCT00000057953,0.785991827,4.732140921,1.757564307,5.641716413
ENSSSCT00000061018,43.37433847,23.69598811,17.96107384,37.47534872
ENSSSCT00000039182,37.56637862,38.16653658,21.00064018,16.85281954
ENSSSCT00000045492,39.62945023,43.38054431,10.74131104,34.47921113
ENSSSCT00000012119,1.518226701,1.828126565,0.848730536,3.405492032
ENSSSCT00000048090,8.720766465,12.37599712,2.785799208,2.235578102
ENSSSCT00000076255,0,0.103383857,1.5359118,1.232555016
ENSSSCT00000017980,0.197878007,0.357403188,0,0
ENSSSCT00000008036,0,0.183611796,0,0
ENSSSCT00000038433,0.992607565,1.195218249,0,0
ENSSSCT00000048490,0,0.19059444,0,0
ENSSSCT00000003810,9.506301154,11.78339212,12.50419797,20.06900648
ENSSSCT00000067846,4.671839178,5.625453237,0,3.353367154
ENSSSCT00000040887,23.59041233,24.79267549,32.39081791,34.1626647
ENSSSCT00000011459,31.47381438,46.22752054,20.10826171,23.58439902
ENSSSCT00000065507,0.562630094,0,0,0
ENSSSCT00000029683,6.857519004,6.678676861,0,9.410109589
ENSSSCT00000093939,29.99338755,31.01694987,7.890413942,15.19676213
ENSSSCT00000102098,15.69408256,7.503440083,1.03216757,4.969829581
ENSSSCT00000043506,17.58106519,20.36782283,5.956545216,4.780072452
ENSSSCT00000072944,7.671651702,5.921529723,1.759452131,8.471664388
ENSSSCT00000003898,0,0.215139285,0,0
ENSSSCT00000014560,3.646515181,8.781680983,3.624004279,2.908229921
ENSSSCT00000018878,11.98086608,10.04695433,3.827219473,0
ENSSSCT00000023323,0.365906285,0.220297469,0,0
ENSSSCT00000066907,12.25673814,6.272396047,10.96296665,7.331399466
ENSSSCT00000049927,8.874436358,9.835869559,4.510049379,9.410109589
ENSSSCT00000019480,5.988101224,5.007215415,4.46335132,5.969663598
ENSSSCT00000065298,20.57708941,20.56514006,12.88353881,5.907954715
ENSSSCT00000065026,10.48289043,15.1471849,3.750543639,2.25733244
ENSSSCT00000086842,1.316736458,0.660628421,0,0.787609301
ENSSSCT00000031292,40.2966947,49.87740517,78.52974485,95.33703199
ENSSSCT00000029036,53.5873342,39.58011201,42.00128037,37.67100839
ENSSSCT00000005481,18.78318931,17.64142135,6.720204859,10.78580451
ENSSSCT00000012023,2.259196247,3.400428171,2.525905835,0
ENSSSCT00000097014,0.789805265,2.49642755,0.883045787,3.543180389
ENSSSCT00000038187,0,0,0.940327172,0
ENSSSCT00000027053,0,0,0,0.938272608
ENSSSCT00000032036,95.50645854,115.2975959,13.21008012,33.56972925
ENSSSCT00000004347,33.3433995,31.9370559,15.81565454,12.69191651
ENSSSCT00000082654,2.914632824,7.311597046,6.517440057,3.48679025
ENSSSCT00000087048,33.8323711,45.46149411,8.771351723,40.4738397
ENSSSCT00000051404,2.781814113,3.907909793,2.07348093,13.31159417
ENSSSCT00000013534,23.44854387,30.55797256,7.964586391,6.391506925
ENSSSCT00000048574,0.352523765,0.424480783,6.306255763,0
ENSSSCT00000012069,50.20553404,49.23293861,17.00986432,30.0305694
ENSSSCT00000023118,0,0.691278266,1.711650924,1.373584038
ENSSSCT00000002062,2.160897885,4.065593047,4.832005706,4.847049868
ENSSSCT00000071702,0.92844662,0.838470597,2.076108915,3.332116411
ENSSSCT00000041235,18.1098735,11.17580772,2.024783602,6.499480466
ENSSSCT00000011218,23.0026014,23.79177195,21.10209255,10.58389633
ENSSSCT00000001683,34.6828761,37.96575614,16.45100364,24.51758826
ENSSSCT00000027578,13.29398442,22.63136031,18.45112567,16.45206413
ENSSSCT00000040332,2.730463622,0.234843202,0,1.399914722
ENSSSCT00000057280,41.11218476,67.50543885,29.25089168,63.71397592
ENSSSCT00000091049,0.947664144,0,4.238162831,1.70054324
ENSSSCT00000016600,0.475678171,0,0,0
ENSSSCT00000055388,1.488911348,0,0,0
ENSSSCT00000009679,73.17899604,21.57485876,45.5482474,18.95291343
ENSSSCT00000037984,13.49068845,18.68106313,6.033333091,16.94592904
ENSSSCT00000002830,129.8453855,158.303744,118.5590056,182.518276
ENSSSCT00000056180,8.815215199,16.18722477,9.855896115,18.98223717
ENSSSCT00000037597,0.728175331,0.438405103,0,0
ENSSSCT00000001850,14.86494284,16.46723584,21.27337577,21.33960916
ENSSSCT00000006644,52.65162753,49.15708554,23.88822821,13.69291588
ENSSSCT00000063352,20.76036713,29.01549564,16.57945278,21.28777205
ENSSSCT00000040861,29.58017699,26.18975854,27.23598466,21.85662582
ENSSSCT00000032440,33.86763415,57.39503522,50.48784044,54.02136675
ENSSSCT00000085657,0.84981947,0,0,0
ENSSSCT00000029522,2.884033004,1.736360369,6.449015489,0
ENSSSCT00000029287,0,0.569813351,0,0
ENSSSCT00000059610,342.6748234,473.1557687,376.2467636,298.2524198
ENSSSCT00000045848,160.4419974,150.6129993,108.573915,272.7534137
ENSSSCT00000082360,7.181807677,5.188653339,6.423725233,7.732470142
ENSSSCT00000037574,1.602941757,1.44760022,0,0
ENSSSCT00000039193,219.0678614,281.2299369,139.9599627,141.435688
ENSSSCT00000086730,16.54132478,24.1858196,79.26048069,55.12502908
ENSSSCT00000073785,0.998016871,3.605195099,0,0
ENSSSCT00000044515,24.74812105,14.40318748,3.689301654,20.72441322
ENSSSCT00000051347,0.867943582,3.65787765,0,0
ENSSSCT00000068774,17.14081684,35.30456859,4.03460575,19.42640282
ENSSSCT00000045631,2.876483179,4.618173129,4.288088833,0
ENSSSCT00000090893,45.94135736,34.85847862,123.8388266,103.8967638
ENSSSCT00000025341,0.460140944,0,0,0
ENSSSCT00000031589,0,0.630050763,4.680142669,0
ENSSSCT00000059008,0,1.267343488,0,0
ENSSSCT00000056283,20.69334415,17.44208326,4.627259701,5.569999679
ENSSSCT00000062080,13.69241837,28.44060919,12.24710231,27.02751246
ENSSSCT00000046277,3.705065521,3.505340225,7.101372548,0
ENSSSCT00000004133,1.162768862,2.100169209,0,0
ENSSSCT00000057918,17.58591648,25.92179048,8.136009608,10.88178745
ENSSSCT00000031335,11.79520617,21.67801776,22.21084657,24.50799859
ENSSSCT00000066220,29.08806707,21.80159446,23.89375917,36.21853924
ENSSSCT00000087925,0,0,2.02228387,0
ENSSSCT00000016882,12.0286434,13.03553302,2.689737166,17.26791362
ENSSSCT00000090414,5.512457732,2.212552845,0,13.18916312
ENSSSCT00000011069,19.64235727,10.78241447,2.583674975,6.220125824
ENSSSCT00000051700,47.6153849,66.89038929,13.65041612,43.81733081
ENSSSCT00000002515,0,1.088976627,0,0
ENSSSCT00000015199,5.975076534,6.115500876,2.672185863,0
ENSSSCT00000039734,44.90201998,55.6121864,11.47495576,9.208545879
ENSSSCT00000044456,0,0.509278907,0,0
ENSSSCT00000009698,25.32404697,23.42768856,22.09848141,28.81746883
ENSSSCT00000026827,1.901066738,0,0,0
ENSSSCT00000064737,2.351667361,3.185649923,0,0
ENSSSCT00000002394,0,0.27703237,0,1.65140694
ENSSSCT00000040784,6.094379227,1.834590407,0,0
ENSSSCT00000000588,3.626457342,2.620013072,3.243663236,2.603009751
ENSSSCT00000088368,5.595825148,5.512944172,2.275069353,1.825722117
ENSSSCT00000069541,27.34144528,22.05177669,6.921337751,14.8114921
ENSSSCT00000010105,8.284023718,11.39994918,5.292568447,2.123618617
ENSSSCT00000005678,33.24350523,50.0364463,34.51320769,12.78301385
ENSSSCT00000061036,2.953807996,3.556738176,0,0
ENSSSCT00000052328,0,2.51541179,0,14.99452385
ENSSSCT00000063704,1.425183625,5.148274714,6.373735153,0
ENSSSCT00000017203,0,0.342951426,0,2.04435447
ENSSSCT00000048699,0,0.993323274,0,5.92126092
ENSSSCT00000106748,1.571983655,2.839284552,0,0
ENSSSCT00000000719,78.76821323,117.3723598,237.7814421,197.8847198
ENSSSCT00000100294,0.906614335,0,0,0
ENSSSCT00000058167,8.286701166,28.93672054,0,17.84416187
ENSSSCT00000032127,10.88707151,14.51390822,6.955626048,11.16365116
ENSSSCT00000055636,54.4745634,66.59447561,17.75551983,34.13046438
ENSSSCT00000050452,57.24864132,80.04974221,45.27942908,70.00085775
ENSSSCT00000022506,54.18227685,83.98417373,32.60239245,48.08356904
ENSSSCT00000010719,22.89201197,27.56472086,13.96065285,26.14102122
ENSSSCT00000056668,42.07180578,38.98793852,23.98046075,29.6063046
ENSSSCT00000060563,7.310822186,11.00388058,13.07824299,0
ENSSSCT00000103065,2.817478396,0,0,0
ENSSSCT00000076765,1.160926122,0,0,0
ENSSSCT00000055527,14.52180495,14.08593665,18.04019751,20.26792835
ENSSSCT00000044322,23.32943895,34.41200821,5.216719536,4.186369185
ENSSSCT00000040855,7.555390498,5.241005222,4.40730924,2.357883272
ENSSSCT00000024440,30.63614985,45.08727576,18.26821488,31.76349259
ENSSSCT00000022690,124.6294792,161.7408196,68.12305965,32.30389228
ENSSSCT00000030501,23.19958219,34.70721091,12.57619911,2.523070872
ENSSSCT00000046911,56.94442901,82.11218192,25.15239822,22.70763785
ENSSSCT00000094256,2.673519646,6.84087963,0,2.398758986
ENSSSCT00000068266,53.16854393,51.37510698,11.74229344,25.91347521
ENSSSCT00000008347,0,0.434946286,0,0
ENSSSCT00000019068,117.9095411,141.7254598,46.74800041,43.5172121
ENSSSCT00000025989,25.19332534,21.00169209,0,27.8205275
ENSSSCT00000044533,1.726070648,1.247037325,0,1.238944321
ENSSSCT00000060153,2.850367249,6.006320499,0,5.114863518
ENSSSCT00000037828,0,0.478346566,0,2.851453198
ENSSSCT00000014904,54.3200284,51.39185245,57.84074627,68.6966627
ENSSSCT00000049748,11.23234721,5.880473784,4.368133158,0
ENSSSCT00000047927,25.46277267,25.94326669,17.51925063,7.029518311
ENSSSCT00000028214,0,0.359735346,5.344371727,2.144404444
ENSSSCT00000041995,1.411453532,0.849779449,0,0
ENSSSCT00000074447,0,0.514027429,0,3.064149007
ENSSSCT00000018994,23.57197272,2.183344227,24.32747427,22.77633532
ENSSSCT00000090540,2.404412636,2.412667034,7.168708684,23.0112897
ENSSSCT00000026513,0,0.530090786,0,0
ENSSSCT00000063349,0,0.690196454,0,0
ENSSSCT00000018984,0,0,3.600109746,0
ENSSSCT00000019006,0,0.450036259,0,0
ENSSSCT00000043893,0,0.516435051,0,0
ENSSSCT00000070434,0,0.419235298,0,0
ENSSSCT00000054083,0,0.408366235,0,0
ENSSSCT00000000255,0,0,0,4.780072452
ENSSSCT00000037578,0,0,0,2.22422999
ENSSSCT00000060897,0,0.382843345,0,0
ENSSSCT00000058869,1.565265776,0.47119181,0,0
ENSSSCT00000049866,1.620673414,4.878711657,3.624004279,0
ENSSSCT00000000254,0,0.859718389,0,0
ENSSSCT00000000259,0.723858086,0.871611727,0,0
ENSSSCT00000048358,20.97264082,4.509565785,23.44856757,34.94633745
ENSSSCT00000025496,0,0.871611727,0,0
ENSSSCT00000054788,8.517957942,5.12832016,7.618836904,0
ENSSSCT00000104196,0,0,5.70749106,0
ENSSSCT00000019322,19.73449308,26.85184015,37.06794032,62.32637572
ENSSSCT00000010802,5.012145779,1.392743791,3.448526178,9.685936283
ENSSSCT00000067282,18.62400974,17.44208326,13.8817791,14.85333248
ENSSSCT00000005577,38.05775903,59.47642055,19.31377962,34.87304147
ENSSSCT00000074867,15.67701987,12.87068678,0,5.114863518
ENSSSCT00000098974,0.752098956,3.62246845,6.727104453,0
ENSSSCT00000007586,33.4388625,40.73258115,34.77813024,22.32730232
ENSSSCT00000064330,69.31602764,78.72247162,3.522688031,42.40386852
ENSSSCT00000012748,0.553281256,0,0,0
ENSSSCT00000082165,1.166471948,1.053428823,0,1.046592296
ENSSSCT00000063003,10.26931378,12.36548226,3.827219473,6.142616468
ENSSSCT00000052279,0,2.49172618,4.627259701,3.713333119
ENSSSCT00000008061,0.887932585,1.336471315,0,1.593357484
ENSSSCT00000000072,31.64674743,24.67550083,25.52202447,48.41008219
ENSSSCT00000061211,29.11394343,37.60110641,27.30083224,28.64979322
ENSSSCT00000010329,1.727699017,2.600445364,7.726650634,0
ENSSSCT00000006786,19.07667664,28.33040755,0,4.564305292
ENSSSCT00000041703,10.05206701,18.91232992,5.619382279,13.52850694
ENSSSCT00000000750,2.167291074,10.00376457,64.61735441,12.96370734
ENSSSCT00000050627,0.240889307,0.145029771,0,0
ENSSSCT00000004108,0.766488891,0.725170534,0,0
ENSSSCT00000004890,4.439662927,0.121497392,0.902506851,4.345520411
ENSSSCT00000063881,2.377747524,0.238591038,0.886150898,2.133383702
ENSSSCT00000016825,5.129862626,0.617696826,2.7530251,2.945702911
ENSSSCT00000052197,3.31027499,1.524046236,2.612519831,2.795364007
ENSSSCT00000017012,1.562594674,0.752620365,4.192960583,0
ENSSSCT00000046346,5.014305049,2.470018546,7.135251736,0.817996219
ENSSSCT00000016946,0.307533326,0.370306913,0,2.207422207
ENSSSCT00000006282,0.232553772,0.140011281,0,0
ENSSSCT00000010474,227.9224049,93.97367306,337.1289211,178.2399897
ENSSSCT00000095122,86.23398684,97.94842559,135.1788781,57.43048212
ENSSSCT00000107048,51.6537706,21.20363143,129.5039478,58.98486839
ENSSSCT00000081655,34.11358646,55.12944172,8.029656541,38.66235071
ENSSSCT00000007118,17.58106519,33.51870057,0,31.54847818
ENSSSCT00000059865,2.953807996,7.113476351,13.21008012,10.60096713
ENSSSCT00000061729,20.12484569,43.61889895,0,28.89054778
ENSSSCT00000065728,24.72337293,31.9750762,20.47562418,9.858899431
ENSSSCT00000044577,35.42138478,44.01280533,26.96378493,35.16205559
ENSSSCT00000062998,0.872076646,0,0,0
ENSSSCT00000091128,73.92649737,66.35763995,105.1958673,98.89048971
ENSSSCT00000029794,26.72372213,38.80355555,56.24205783,33.85029848
ENSSSCT00000075100,2.570331169,3.094986202,5.747543629,4.612350611
ENSSSCT00000026814,400.9570581,390.9178595,930.71019,527.7996665
ENSSSCT00000045059,0,0,2.172480019,0
ENSSSCT00000014490,2.09898104,2.527424262,4.69355282,9.416331835
ENSSSCT00000053780,9.846026654,11.65819735,4.403360038,5.889426184
ENSSSCT00000018585,91.48487981,110.9598936,89.26702639,103.8721466
ENSSSCT00000034406,51.87737999,51.69647283,16.00048776,19.26036519
ENSSSCT00000005486,4.466734043,2.241034216,0,5.343576928
ENSSSCT00000009986,56.10709991,68.31875739,8.458089162,31.6751789
ENSSSCT00000074538,79.17713757,86.33035981,48.79297677,40.274653
ENSSSCT00000085575,38.57633946,32.02641626,18.16019883,24.77476576
ENSSSCT00000047041,75.87066824,95.29517784,76.05231838,112.6731364
ENSSSCT00000107077,94.6349203,108.67622,117.5633924,345.9262958
ENSSSCT00000004541,25.67480313,25.63249997,7.267302282,6.998331451
ENSSSCT00000055321,8.092469169,11.22712934,12.58827999,16.41571471
ENSSSCT00000107075,225.9380185,171.5138187,125.5210678,241.7507907
ENSSSCT00000016644,43.48878263,72.14829313,34.57625191,55.49424482
ENSSSCT00000079524,3.835310906,4.618173129,0,3.441151634
ENSSSCT00000104470,139.5322634,132.3106601,140.4042801,175.2693232
ENSSSCT00000032321,0,1.375370688,10.21652766,0
