,H6,H7,W10,W6
ENSSSCT00000011216,44.58084765,35.38044393,24.92192155,19.99961157
ENSSSCT00000039363,22.04415967,26.54380527,15.16712902,50.71450325
ENSSSCT00000024730,19.56712876,23.92930693,10.93856384,2.19452408
ENSSSCT00000038563,87.50530173,83.03911359,59.63321718,113.6558751
ENSSSCT00000054839,48.22583855,36.75296115,32.76099869,39.43559773
ENSSSCT00000018227,23.47898664,33.92581029,9.000274364,55.37354992
ENSSSCT00000054353,6.659494391,10.20578095,2.707520553,6.518280616
ENSSSCT00000065237,1159.960879,1767.716167,852.2107438,822.373891
ENSSSCT00000071910,4.943814792,15.27059653,5.767781459,13.88577385
ENSSSCT00000062639,133.4656433,235.5841982,108.5250474,59.87461352
ENSSSCT00000014045,23.12640117,19.1918193,11.18122822,33.64812093
ENSSSCT00000083660,13.68258187,5.703045696,0,7.554712208
ENSSSCT00000053289,16.30663866,16.6143523,5.609760049,45.01780562
ENSSSCT00000085823,13.48241196,12.17582762,0,20.16134853
ENSSSCT00000041054,9.472556677,12.03976314,0,7.554712208
ENSSSCT00000001713,149.1790067,107.9873058,134.989852,122.9107378
ENSSSCT00000044956,30.77917576,64.39489411,10.32384412,16.56957888
ENSSSCT00000025010,27.2152712,32.77044214,50.71362026,40.69721127
ENSSSCT00000002790,1.133969633,0,0,0
ENSSSCT00000015734,10.09411551,19.53405415,3.224507745,7.762912938
ENSSSCT00000011681,11.44600598,11.66199729,11.8128601,3.159903664
ENSSSCT00000017955,14.45811282,30.94986202,14.36885907,28.82719132
ENSSSCT00000046032,8.908397549,15.88388031,15.32319864,25.82312293
ENSSSCT00000062646,31.12794829,37.1694253,16.2412883,31.65274605
ENSSSCT00000076506,38.0600688,31.54104979,50.0626508,86.77759891
ENSSSCT00000017961,0.363365269,0.218767626,0,0
ENSSSCT00000015918,2.935396014,3.730932833,4.375912558,8.193801843
ENSSSCT00000007400,0.392574696,1.18176724,3.51136106,1.408917389
ENSSSCT00000057937,50.57314778,43.36541859,37.69570979,49.50075028
ENSSSCT00000037658,51.05438535,51.97795445,69.26757749,104.9968929
ENSSSCT00000044216,39.80387452,39.05722204,11.12573101,21.29055259
ENSSSCT00000051089,42.9321055,54.94481533,31.81744682,42.26185959
ENSSSCT00000052325,9.934711438,17.71816244,1.676612011,10.09099225
ENSSSCT00000093929,50.76207248,88.13956686,61.45822878,144.9394097
ENSSSCT00000095617,12.37951566,18.63302218,12.03563508,7.72678868
ENSSSCT00000012548,20.3838437,13.80632975,17.09269497,18.28897286
ENSSSCT00000052891,7.578045342,14.06751272,14.12112012,18.1313093
ENSSSCT00000010730,14.79887642,32.29805677,16.54595893,0
ENSSSCT00000090246,8.261778756,9.533662855,3.07904123,9.883608452
ENSSSCT00000047257,6.273436745,2.033760696,0,3.463820617
ENSSSCT00000063516,9.656893938,11.21276781,5.141399668,7.426666238
ENSSSCT00000063813,0,0.864775556,0,0
ENSSSCT00000084803,21.49274473,4.313305954,4.005012064,12.85594058
ENSSSCT00000000644,35.70577968,44.38093422,5.151100422,8.267420907
ENSSSCT00000093565,29.18503518,48.32062621,163.1523839,130.9282793
ENSSSCT00000051196,30.6503926,8.304016327,20.56129625,44.00066692
ENSSSCT00000063059,39.63984757,12.41009078,63.82012731,73.97731175
ENSSSCT00000063561,9.114082526,6.859028519,2.547511562,6.13306341
ENSSSCT00000042523,5.939549052,11.91987929,0,28.42205241
ENSSSCT00000011898,12.34625365,19.82182174,0,22.15483018
ENSSSCT00000030104,1.55529593,0.468190588,0,8.372738371
ENSSSCT00000016301,0.603413825,0.726582428,0,2.165601193
ENSSSCT00000101895,0,0,0,13.83705183
ENSSSCT00000003777,15.53882025,28.73413326,4.96378768,3.98339371
ENSSSCT00000026702,18.25990398,1.293359337,9.607330993,3.854897138
ENSSSCT00000083606,1.652355751,3.316056645,7.389698952,5.930165071
ENSSSCT00000040022,0,0.654355391,0,0
ENSSSCT00000049180,0,0,0,3.877639894
ENSSSCT00000052634,27.96987644,38.49037386,89.34817824,81.26123168
ENSSSCT00000011096,59.45682415,47.00006928,62.92385126,102.6205145
ENSSSCT00000040081,51.32476569,62.92481501,54.25388317,61.95826394
ENSSSCT00000010339,70.48330001,83.05685628,111.8076847,115.6691052
ENSSSCT00000044738,12.88735489,13.47608575,3.033425804,4.868592312
ENSSSCT00000024619,0,0.557567047,4.141719177,0
ENSSSCT00000055857,0.639776754,1.733327425,0,0
ENSSSCT00000046679,1.018365685,0,0,0
ENSSSCT00000027510,3.880002029,4.671986587,6.940889552,0
ENSSSCT00000040179,76.01270524,94.23176028,119.052666,188.7751905
ENSSSCT00000009082,13.2228228,11.1453023,0,4.745559293
ENSSSCT00000027336,28.17478396,28.27150858,105.0032009,56.17606514
ENSSSCT00000029497,3.084397402,6.499471024,10.34557853,13.83705183
ENSSSCT00000094472,15.35272659,15.84558804,9.808682241,15.74275358
ENSSSCT00000003487,5.466749127,3.291309954,0,3.923940072
ENSSSCT00000000199,0,0.556863048,0,3.319494758
ENSSSCT00000086301,5.122687993,9.252493716,11.45489465,15.32074504
ENSSSCT00000014997,21.83736643,28.08762885,8.878319427,35.62384618
ENSSSCT00000079238,61.97029503,25.61570019,16.54595893,36.51444234
ENSSSCT00000019350,8.743898471,9.943771982,4.344960038,6.9735805
ENSSSCT00000052962,27.13127345,21.77953253,40.44567739,24.34296156
ENSSSCT00000076092,41.49881973,32.04568534,16.138423,45.32827325
ENSSSCT00000096150,12.94248027,9.350576688,23.15264925,13.93484019
ENSSSCT00000056289,9.452185588,15.64964797,15.85209614,42.40386852
ENSSSCT00000005603,5.402244713,14.96138241,14.49601712,3.877639894
ENSSSCT00000026296,50.52030228,59.44993089,112.968961,103.0188028
ENSSSCT00000103260,3.815335328,1.786602278,0,3.042870195
ENSSSCT00000009580,141.4409595,154.2237464,55.63188456,42.99058872
ENSSSCT00000084319,43.4619634,39.25005229,9.405071393,30.18993127
ENSSSCT00000030291,13.4970244,19.27937124,2.367124183,8.548178698
ENSSSCT00000012419,21.23317052,23.68733046,13.96462007,10.08583062
ENSSSCT00000037722,9.88588911,8.035060332,33.15890555,14.19184803
ENSSSCT00000037643,22.95723138,15.70639365,16.33383125,54.30352963
ENSSSCT00000039609,11.00818062,13.85767388,13.42663881,26.33828628
ENSSSCT00000063112,26.05065374,15.6840517,11.65042628,20.56859056
ENSSSCT00000027576,74.9193119,99.36373686,25.89802268,55.85410745
ENSSSCT00000010698,14.28271111,19.49117177,26.9696263,28.47746803
ENSSSCT00000003045,40.89591706,49.42329739,48.06014477,53.56641908
ENSSSCT00000019229,32.44259463,28.87395664,23.13035851,28.68657087
ENSSSCT00000027140,5.826455686,6.059056502,5.922089423,6.653390795
ENSSSCT00000018960,30.11929916,56.01993197,16.83751768,79.1414345
ENSSSCT00000018917,51.4172358,71.56356927,41.93191409,54.27415046
ENSSSCT00000034683,442.2260347,375.2307377,222.5096732,195.6583124
ENSSSCT00000010741,32.45449798,58.6186469,13.8232062,33.27898542
ENSSSCT00000071344,204.499518,245.8870675,106.7433988,168.1485663
ENSSSCT00000081017,27.63690172,42.4997878,28.29358977,25.09538037
ENSSSCT00000010357,4.184128726,6.78218088,1.43941119,1.155114169
ENSSSCT00000038351,31.57518892,24.54037845,16.26068378,20.60376057
ENSSSCT00000062892,10.53178825,8.45435528,0,4.199744167
ENSSSCT00000059919,30.5810434,28.5309794,44.89238188,34.35010637
ENSSSCT00000071945,66.5103789,52.36421893,31.20095113,30.0461697
ENSSSCT00000012225,2.709781935,4.078627008,1.009895151,2.431294558
ENSSSCT00000007556,1.711552297,5.152284273,3.827219473,3.071308234
ENSSSCT00000006416,0.84981947,1.023284301,0,0
ENSSSCT00000058048,11.07334532,6.153984192,11.42825536,0
ENSSSCT00000049381,1.040545999,1.252941857,0,7.468863206
ENSSSCT00000067828,12.88394644,8.865035855,0,0
ENSSSCT00000026575,25.54473439,31.46873712,19.33320738,31.02944027
ENSSSCT00000005453,13.5527661,14.01773281,3.108254145,4.988690414
ENSSSCT00000086234,16.44019231,26.47133945,10.25918539,15.09365257
ENSSSCT00000023966,10.34180305,14.78766202,3.85423514,6.185976114
ENSSSCT00000039557,4.469602851,5.523566416,5.260275961,2.532793688
ENSSSCT00000005275,0.261622994,0.472538072,0,0
ENSSSCT00000003790,0,0.474912635,0,1.887322217
ENSSSCT00000014017,71.00478185,63.48880045,34.58454756,37.84606308
ENSSSCT00000011413,0,1.658028323,0,0
ENSSSCT00000085402,3.776001974,0,3.377422545,0
ENSSSCT00000058631,0,0.946428184,0,5.641716413
ENSSSCT00000090446,14.82661045,12.89384244,9.823387912,3.941588978
ENSSSCT00000007636,0,0,1.072022208,1.720575817
ENSSSCT00000079736,71.67753259,71.204367,44.87808039,54.02136675
ENSSSCT00000012316,0.214069077,0.644411943,0,0
ENSSSCT00000033279,32.76556346,33.34773472,13.95569699,23.79855028
ENSSSCT00000013532,4.314160089,2.337644172,3.858774875,4.644946729
ENSSSCT00000063962,14.28890214,12.61740149,40.47197497,22.22205333
ENSSSCT00000069997,0.190766766,0.803971025,1.706302015,3.423228969
ENSSSCT00000042964,0,0.450495949,0,0
ENSSSCT00000008007,9.999341932,21.85110329,19.87522671,31.89937126
ENSSSCT00000067825,21.57242231,32.33155229,10.26347077,1.647268075
ENSSSCT00000062318,0.50243099,0.604987015,0,0
ENSSSCT00000062422,0.534703929,0.321923747,0,0
ENSSSCT00000079698,49.27428585,48.94901104,11.0182731,32.42089499
ENSSSCT00000017371,0,0.672310265,0,0
ENSSSCT00000019148,0,0.768354588,0,0
ENSSSCT00000057245,18.94511335,3.802030464,5.648448049,36.2626186
ENSSSCT00000039137,4.448650099,3.571137925,0,5.321943013
ENSSSCT00000077562,31.59995378,36.32057337,25.69490093,30.92988057
ENSSSCT00000039078,9.391594654,16.02052153,14.00042679,22.47042605
ENSSSCT00000000109,1.077271152,0,0,0
ENSSSCT00000026041,0.941573757,3.779224797,1.40364176,1.126409532
ENSSSCT00000010097,4.828446969,7.475178539,3.084839801,4.951110826
ENSSSCT00000100551,0,0.351702978,2.612519831,0
ENSSSCT00000038890,3.871799065,5.594531084,0,0
ENSSSCT00000051661,26.91764137,22.5726848,8.598687319,18.9760094
ENSSSCT00000010536,0,2.722441567,4.044567739,0
ENSSSCT00000045206,1.101570501,0.331605665,0,0
ENSSSCT00000046477,20.90269316,18.66249584,5.311445961,8.52477253
ENSSSCT00000005115,0.479257038,0.360676753,0,0.430003246
ENSSSCT00000011207,3.504997048,3.376348584,0,0
ENSSSCT00000009147,16.4155604,15.44242065,0,11.04638592
ENSSSCT00000002967,0,2.37480672,0,2.022338345
ENSSSCT00000005523,3.184975578,2.191480913,0,1.632944005
ENSSSCT00000073247,0.872076646,0,3.900118891,0
ENSSSCT00000008275,11.8836864,7.154690004,11.38852793,7.615990291
ENSSSCT00000008697,1.462164437,1.760620893,3.269560747,0
ENSSSCT00000007828,0.323562007,1.558429448,0,0
ENSSSCT00000010707,1.093600939,1.36747352,0,0.905732607
ENSSSCT00000091526,1.295106092,1.85186191,0,0.290501641
ENSSSCT00000029028,0.093009698,0.223989606,0,0
ENSSSCT00000056845,0,0.074024091,0,0
ENSSSCT00000042234,0.246426682,0.296727204,0.367358137,1.768809048
ENSSSCT00000025398,0.08585846,0.206767714,0,0.308138754
ENSSSCT00000019547,0.327833691,0.296063236,0.366536123,0
ENSSSCT00000100152,0.092492978,0.278431524,0,0.331949476
ENSSSCT00000054017,0.239602393,0.048084991,0,0.286637576
ENSSSCT00000043415,0.364268714,0.109655777,0,0.326832403
ENSSSCT00000104283,0.078414085,0,0,0
ENSSSCT00000019610,0,0.049145925,0,0.292961873
ENSSSCT00000030835,0,0.726582428,0,0
ENSSSCT00000064526,0.410619049,0.247217227,0,0
ENSSSCT00000025606,0.902148255,0.543147209,2.017302875,1.618866902
ENSSSCT00000052292,4.565719839,4.275967779,0,1.820664715
ENSSSCT00000012042,130.086597,132.7550284,49.51284436,59.60039958
ENSSSCT00000003147,152.0207397,181.9806814,71.56528839,92.52688787
ENSSSCT00000062544,68.46209187,44.92791886,52.05018483,68.79730444
ENSSSCT00000001965,1.924372285,0.772391478,0,6.906409409
ENSSSCT00000012910,23.53145364,26.48677088,118.9645204,69.76502391
ENSSSCT00000011260,40.91338309,65.09965991,26.1390947,24.4724454
ENSSSCT00000046070,55.08579134,62.83883595,116.6948502,58.96263512
ENSSSCT00000063660,42.13750876,73.5059223,43.48805135,77.55279789
ENSSSCT00000103279,9.869609951,17.16605371,4.904341121,11.80706519
ENSSSCT00000037894,16.30291654,32.06341418,0,3.900652594
ENSSSCT00000056367,4.794138632,0,4.288088833,0
ENSSSCT00000090170,68.81477538,81.52475019,69.49302752,95.60144903
ENSSSCT00000103474,0,0.954622368,0,0
ENSSSCT00000018131,34.4920001,18.78850929,22.0365462,11.78941636
ENSSSCT00000063475,21.89422814,25.53941759,32.63860392,13.09608891
ENSSSCT00000003755,70.10934614,82.05312257,84.9793347,87.00757995
ENSSSCT00000055186,26.720925,28.64376687,7.286698996,16.37302397
ENSSSCT00000000389,18.23545761,24.78080169,20.9707673,14.95897496
ENSSSCT00000003850,6.155835152,9.265452391,16.5181506,30.92988057
ENSSSCT00000057777,50.96991662,50.6691309,42.40905979,38.28698808
ENSSSCT00000064594,23.53145364,11.08748549,13.72667543,7.343686727
ENSSSCT00000074249,12.73990231,9.587728995,0,0
ENSSSCT00000030126,16.9570459,20.82667798,33.36768385,21.9086654
ENSSSCT00000032359,2.458202628,14.79985013,21.98724744,17.64456274
ENSSSCT00000006005,20.4621336,19.09511389,4.575558476,7.343686727
ENSSSCT00000009386,1.341656379,1.615514776,0,4.815091297
ENSSSCT00000024359,4.744458439,2.285158206,0,0
ENSSSCT00000091097,46.47193081,79.51892763,27.34640959,21.9452408
ENSSSCT00000102290,6.482693655,8.781680983,7.248008559,0
ENSSSCT00000026790,49.41767663,48.1288777,42.25128799,23.47357007
ENSSSCT00000014251,1.408739198,5.937016801,0,0
ENSSSCT00000076645,0,1.198466124,0,0
ENSSSCT00000051562,36.92259995,48.01596537,92.47056081,95.40870417
ENSSSCT00000052311,0,0,0,1.350996839
ENSSSCT00000042589,149.3905212,144.2724935,139.047717,174.1806939
ENSSSCT00000058806,146.2193334,212.6732614,200.7096757,207.829237
ENSSSCT00000031242,65.0615077,45.69940564,32.32993291,12.97223609
ENSSSCT00000099108,11.56649026,5.803099129,0,0
ENSSSCT00000054888,3.488306586,10.50084604,15.60047556,0
ENSSSCT00000050491,20.92983952,11.90095885,46.80142669,25.03847475
ENSSSCT00000103095,33.62498807,46.27258059,32.22393313,64.64852086
ENSSSCT00000074054,1.200892431,4.338054431,10.74131104,12.92970417
ENSSSCT00000042628,1.289690815,1.55294202,0,0
ENSSSCT00000025819,1.077271152,0,0,0
ENSSSCT00000015005,21.18930034,27.94440021,162.4512332,25.34886906
ENSSSCT00000015704,2.075196553,1.874088671,0,0
ENSSSCT00000017703,0,1.494022811,0,0
ENSSSCT00000047083,8.669164296,5.219355429,9.692603162,15.55644881
ENSSSCT00000054204,26.09062186,35.64533766,8.975616078,5.402136675
ENSSSCT00000027918,0.832436799,0.501176743,0,0
ENSSSCT00000060743,44.27007104,69.14753238,59.76921083,67.44971105
ENSSSCT00000054411,4.244173714,2.299721787,0,3.046396116
ENSSSCT00000063985,8.803506184,7.810875994,5.180423575,4.157242012
ENSSSCT00000014923,80.98151553,69.38818887,21.47622083,42.30278659
ENSSSCT00000040572,59.03729403,75.92388027,93.39758397,63.4198209
ENSSSCT00000049739,9.841425707,19.57868024,24.87692657,29.17742822
ENSSSCT00000050487,0.958827726,3.463629847,17.15235533,0
ENSSSCT00000038344,13.56563672,16.3346494,15.16712902,14.60577694
ENSSSCT00000001854,14.08739198,15.75126906,0,57.78109557
ENSSSCT00000008125,24.49236539,32.1728049,14.93662554,15.98200516
ENSSSCT00000007547,67.93375277,126.704761,46.74072446,68.19818024
ENSSSCT00000011494,1.436361535,0.864775556,3.211862616,0
ENSSSCT00000046822,0.913396986,0.549919618,0,0
ENSSSCT00000017680,91.69516687,167.4547226,44.72232583,87.59410878
ENSSSCT00000013815,70.19029351,115.8361811,27.88509129,33.88597081
ENSSSCT00000018520,224.3341994,257.4517771,87.86474743,153.2527334
ENSSSCT00000039572,0.902148255,1.19492386,0,1.942640282
ENSSSCT00000064164,5.187466547,3.569331584,3.314213322,3.989438313
ENSSSCT00000010579,24.63175481,47.50355394,15.22517708,25.15483726
ENSSSCT00000043580,15.24690296,7.197599771,17.04687727,13.67996137
ENSSSCT00000054439,2.376333422,2.384491424,2.12549732,1.705691943
ENSSSCT00000049054,202.6892347,198.1296428,86.66517765,103.3821675
ENSSSCT00000060404,220.4030917,849.8119183,45.06425583,45.92209342
ENSSSCT00000054241,7.205354587,5.784072574,42.96524418,4.309901391
ENSSSCT00000009051,103.1325425,43.37305974,44.08830051,29.93730676
ENSSSCT00000010535,30.37379149,16.67329457,31.96194994,32.06146157
ENSSSCT00000075455,3.11059186,6.55466823,3.477813024,2.79091279
ENSSSCT00000024456,7.722606448,1.328420283,0,0
ENSSSCT00000079916,1.196967946,4.323877782,0,8.591633491
ENSSSCT00000065685,0,0,4.948791342,0
ENSSSCT00000006229,2.72321332,0.81976865,0,4.886691168
ENSSSCT00000090912,3.052268263,11.02588834,6.82520806,5.477166351
ENSSSCT00000049463,46.27282135,56.89515338,23.31743679,37.42405478
ENSSSCT00000035912,13.01775156,15.49680591,8.600423726,9.556283778
ENSSSCT00000013186,2.528340024,2.131096689,0,1.209866474
ENSSSCT00000041345,25.18571062,32.92603199,20.38176081,31.85149784
ENSSSCT00000016476,11.67043747,19.99793474,20.07414135,25.77490047
ENSSSCT00000011557,21.65155812,13.03553302,8.069211499,6.475467607
ENSSSCT00000028144,0,0.539163244,4.005012064,0
ENSSSCT00000027498,0.712591812,0,0,0
ENSSSCT00000025066,0,0,3.765632033,0
ENSSSCT00000036918,126.6126094,111.6201042,113.2478967,71.40602057
ENSSSCT00000087139,11.5852518,13.41348947,3.985522955,3.198345314
ENSSSCT00000075539,5.243160206,9.921044727,0,13.44089902
ENSSSCT00000091900,13.40020213,18.82468742,19.97621871,0
ENSSSCT00000100863,48.8362922,23.98614307,17.24263089,13.83705183
ENSSSCT00000043411,71.33390996,70.20228534,6.135018481,14.76988679
ENSSSCT00000038366,21.77414302,7.022858818,3.477813024,5.58182558
ENSSSCT00000040191,97.57830585,179.6496093,31.6225856,96.43196355
ENSSSCT00000049749,4.360383232,15.75126906,0,15.64904672
ENSSSCT00000094996,0,0,17.80489059,0
ENSSSCT00000071564,58.06164198,27.09135049,30.29418637,24.31080441
ENSSSCT00000017306,20.08280946,18.71234314,49.18426696,18.87691797
ENSSSCT00000050854,16.47591173,23.2726363,31.17396069,38.66235071
ENSSSCT00000035110,56.2489437,75.60609151,33.15101058,37.55771212
ENSSSCT00000030752,46.29614949,42.42623703,29.31632992,95.57471485
ENSSSCT00000004735,3.130531551,5.654301715,0,11.23521303
ENSSSCT00000060107,3.644499418,1.097103318,0,0
ENSSSCT00000086404,9.793374105,10.61315456,4.379812659,1.757379578
ENSSSCT00000064091,1.53466002,2.463885664,11.43889619,9.179608409
ENSSSCT00000062305,11.38413568,5.959939646,2.213580992,5.329134828
ENSSSCT00000009320,11.09915732,28.95687848,16.54595893,26.55595806
ENSSSCT00000007532,50.38476,49.4820355,23.97146245,28.21408618
ENSSSCT00000010592,50.31508687,50.16209173,60.48928856,42.71704333
ENSSSCT00000015759,6.971505841,0.968599269,0,1.924626536
ENSSSCT00000009365,0,0.390988948,0,0
ENSSSCT00000026262,0,0.307127809,0,0
ENSSSCT00000089749,97.81132387,76.4294533,65.1497133,22.40658962
ENSSSCT00000029052,4.616876364,2.779635717,0,0
ENSSSCT00000026833,9.638741882,9.119155774,12.31616492,0
ENSSSCT00000014172,93.16331004,105.2645786,17.12247318,41.22187916
ENSSSCT00000009374,19.38487922,30.4056531,15.96984616,29.2929231
ENSSSCT00000051175,11.38323081,16.12561367,5.989213654,38.45030857
ENSSSCT00000003117,1.255790371,0,0,0
ENSSSCT00000010986,57.8849785,55.27965819,49.09686452,17.90899079
ENSSSCT00000088392,38.50992668,67.49492398,30.61775578,110.5670964
ENSSSCT00000018300,21.76133994,30.30738099,23.45096542,29.16973346
ENSSSCT00000004126,0.408785928,0,0,0
ENSSSCT00000048109,3.618495855,2.42061215,5.394236886,2.885883478
ENSSSCT00000076047,0.409700438,0.739992506,0,0
ENSSSCT00000068836,13.0811497,11.25090647,0,0
ENSSSCT00000042745,4.592754753,2.304260887,1.711650924,1.373584038
ENSSSCT00000022644,0,0,1.567511899,0
ENSSSCT00000102288,1.96392596,1.379467711,2.927703189,1.174727367
ENSSSCT00000032052,0.703017642,2.751181353,0,0
ENSSSCT00000086223,15.43281706,51.41285015,4.60126386,18.46235849
ENSSSCT00000001118,2.667955609,1.376801874,3.977228422,4.10360018
ENSSSCT00000016657,10.64515519,6.409020136,0,9.904886404
ENSSSCT00000055387,0.986496861,0.989883525,1.890784841,1.348744311
ENSSSCT00000007770,28.03997638,65.41675382,39.18779747,31.44784508
ENSSSCT00000032499,15.26134131,5.250423021,0,15.64904672
ENSSSCT00000028675,0.398989315,0.240215432,0,0
ENSSSCT00000016993,15.57536068,13.61220783,2.246982077,3.606364675
ENSSSCT00000058182,2.526015114,1.520812185,0,0
ENSSSCT00000066484,61.04536525,48.35915941,19.15847876,42.2798806
ENSSSCT00000051443,1.216851135,5.12832016,0,0
ENSSSCT00000026355,8.603709197,5.179947545,5.49681186,17.64456274
ENSSSCT00000045618,8.890101736,3.21142379,37.10792731,17.01643915
ENSSSCT00000025080,9.434283721,15.70353795,39.71030144,27.88375597
ENSSSCT00000027313,29.32165441,35.00756951,6.667774495,12.48526387
ENSSSCT00000029673,36.94388099,44.48485211,23.60302499,30.30593485
ENSSSCT00000056480,7.692307738,5.699974589,2.646284223,8.49447447
ENSSSCT00000035954,0,0.28417238,0,0
ENSSSCT00000046180,0.23706938,0.428189839,0,0.850821957
ENSSSCT00000005162,0,0.689118022,0,0
ENSSSCT00000044425,35.54540255,28.37886874,31.10221394,27.73248785
ENSSSCT00000025781,32.68960736,19.23380117,13.290466,7.999107044
ENSSSCT00000014768,18.59535742,31.55100357,32.76099869,60.67015035
ENSSSCT00000045948,1.120098445,6.069296337,0,0
ENSSSCT00000011849,6.079206498,8.235103328,3.398443847,0
ENSSSCT00000086467,2.167291074,5.219355429,0,0
ENSSSCT00000044816,4.501040756,8.807161197,2.516205736,10.09615917
ENSSSCT00000017443,4.84060165,2.914331721,0,0
ENSSSCT00000033376,385.9865588,258.6242365,352.6679745,387.2806575
ENSSSCT00000041166,7.146774469,16.13544636,7.990487484,19.23687694
ENSSSCT00000049522,0,1.470118446,0,8.763466161
ENSSSCT00000061263,0,1.683341732,0,0
ENSSSCT00000047370,268.5210922,276.533534,89.53970702,262.0586344
ENSSSCT00000069993,9.899248419,5.959939646,8.854323969,7.105513104
ENSSSCT00000017258,3.718499406,10.07441575,0,20.01806991
ENSSSCT00000056464,64.86070058,137.8236043,102.3781209,116.389785
ENSSSCT00000037199,2.884033004,12.15452258,8.598687319,3.450183528
ENSSSCT00000012510,17.4831595,15.78886159,7.818854102,15.68639528
ENSSSCT00000056757,1.172071013,2.469798989,2.620879895,4.206463757
ENSSSCT00000034977,0,0.544488313,0,0
ENSSSCT00000040068,116.0952036,114.1967007,73.12722921,35.21035511
ENSSSCT00000003711,30.87151328,36.85796961,65.52199737,116.4289076
ENSSSCT00000064917,16.53132599,8.708741147,13.86219973,0
ENSSSCT00000024478,12.7888335,12.31942832,4.575558476,11.01553009
ENSSSCT00000107924,2.767799936,4.44368296,8.252140727,3.31113331
ENSSSCT00000091949,1.888000987,0,0,0
ENSSSCT00000084035,11.12981797,17.3612054,13.57499946,12.70944678
ENSSSCT00000058702,142.6625063,123.2374953,124.4311657,161.8044753
ENSSSCT00000045839,1.135727726,4.102656128,0,0
ENSSSCT00000017365,65.07666296,64.14431899,28.33105232,20.66855227
ENSSSCT00000059524,30.05668747,36.19184724,12.50419797,7.525877429
ENSSSCT00000063312,36.47832802,31.37447903,19.97621871,13.35894232
ENSSSCT00000071082,0.934367836,0.102280968,0,0.609703119
ENSSSCT00000044775,3.212913961,4.298591947,9.579239382,6.406042515
ENSSSCT00000006218,4.774497841,2.463885664,0,0
ENSSSCT00000056975,2.081091997,2.505883715,0,0
ENSSSCT00000010854,0,2.477727718,0,0
ENSSSCT00000088839,22.03141002,24.87042484,61.5808246,9.883608452
ENSSSCT00000055825,3.815335328,4.594120144,0,0
ENSSSCT00000042927,22.49039772,71.57155592,28.73771815,46.12350611
ENSSSCT00000042866,12.5435682,7.551978318,0,9.003561125
ENSSSCT00000004433,0,1.13668952,0,0
ENSSSCT00000030442,10.46491976,10.0808122,0,30.0461697
ENSSSCT00000041061,46.9825586,42.1408298,23.58448858,67.10245686
ENSSSCT00000058404,8.517957942,9.295080291,7.142659597,15.2851154
ENSSSCT00000055554,35.95683744,44.39708784,29.98094722,34.99553875
ENSSSCT00000039882,10.08088601,8.901634627,6.01119242,2.411963164
ENSSSCT00000000784,1.144600598,0.689118022,0,4.107874763
ENSSSCT00000083269,2.419920095,0.728468319,0.7730297,1.861047557
ENSSSCT00000064577,0,0.382179839,0,0
ENSSSCT00000007766,0.526253149,0.316835872,0,0
ENSSSCT00000048412,1.30811497,0,0,0
ENSSSCT00000049075,3.632451486,9.112304417,2.707520553,4.345520411
ENSSSCT00000007953,3.368020152,8.617935718,3.765632033,3.021884883
ENSSSCT00000044115,23.4682411,21.19392725,11.24519406,21.05638322
ENSSSCT00000043429,3.929959136,4.258926828,0,2.820858206
ENSSSCT00000044024,37.89022671,37.47715743,8.069211499,29.13960423
ENSSSCT00000028641,2.597675117,5.473845278,5.80868771,9.322836342
ENSSSCT00000078119,12.10150412,9.228717117,10.82411851,5.79083667
ENSSSCT00000058707,9.380661482,7.701435398,0,1.530290948
ENSSSCT00000072216,48.86731907,43.43107226,64.52293261,105.2284056
ENSSSCT00000029109,38.13244734,55.58256042,31.41465627,64.8256401
ENSSSCT00000084989,209.2983952,403.0709366,72.00219491,158.8980128
ENSSSCT00000002193,16.64873598,24.67331658,0,9.192447022
ENSSSCT00000011813,11.44600598,8.269416259,20.47562418,10.9543327
ENSSSCT00000059006,19.10985347,22.05177669,42.73173742,45.72243215
ENSSSCT00000040359,40.90349347,65.2971391,77.60642667,82.29650964
ENSSSCT00000080871,0,0.366308583,0,2.183587914
ENSSSCT00000014744,6.425827921,0.967183188,0,17.29631479
ENSSSCT00000084446,8.351483194,21.54896745,0,21.40911929
ENSSSCT00000037292,14.3323901,22.05177669,0,5.715304018
ENSSSCT00000079410,12.53186347,21.26298841,12.73755781,6.13306341
ENSSSCT00000089005,22.19831464,15.16380915,64.91106966,12.25659603
ENSSSCT00000053887,0.452187891,0.272244157,0,0
ENSSSCT00000045996,33.84036552,26.9654878,35.60978118,21.43239007
ENSSSCT00000057506,29.30177532,40.42825726,27.30083224,26.29039848
ENSSSCT00000079787,0,0.658261991,0,0
ENSSSCT00000046483,118.3684521,80.00492153,139.833531,168.3226732
ENSSSCT00000043814,33.95901113,10.95286922,10.84801281,13.05814494
ENSSSCT00000001092,30.89042579,20.72335641,3.947108275,6.335035779
ENSSSCT00000030631,129.7350517,146.7488538,416.1057078,192.8276096
ENSSSCT00000032452,1.052506297,0.633671744,0,0
ENSSSCT00000066105,34.61473458,40.83213596,16.20049386,23.11243823
ENSSSCT00000050129,0,0,22.28639366,17.88462482
ENSSSCT00000014870,11.12323358,11.95866415,10.65976096,11.40581279
ENSSSCT00000039086,14.38648735,14.51390822,17.38906512,6.977281975
