Transcript,TE_H,TE_W,log2_fold_change,regulation
ENSSSCT00000004609,3.33210622637744,0.273399539382373,-3.60735167661105,down
ENSSSCT00000004616,0.619702083864927,0.222471902490971,-1.47795167996165,down
ENSSSCT00000004667,1.04563737759286,0.377772971611514,-1.46879122753253,down
ENSSSCT00000004683,16.4040647519883,2.26065894285555,-2.85923808393536,down
ENSSSCT00000004702,2.47232349323563,1.47726840678713,-0.742935551206212,down
ENSSSCT00000004742,0.700798342757879,0.351059723714196,-0.997282874686806,down
ENSSSCT00000004787,2.66360676716584,0.931884709263286,-1.51515772662759,down
ENSSSCT00000004798,0.810467593688776,0.469288933492084,-0.788278061210517,down
ENSSSCT00000004823,1.16766796320547,0.536314605058921,-1.12247864248325,down
ENSSSCT00000004845,7.34319241447219,1.44742586748114,-2.34291794367808,down
ENSSSCT00000004853,2.03707533638983,1.08790515270682,-0.904946552956265,down
ENSSSCT00000004855,1.33462487988627,0.197244314663862,-2.75837868177161,down
ENSSSCT00000004874,2.8347488932311,1.09942903375754,-1.36646646077384,down
ENSSSCT00000004897,8.02631013491372,3.5052333429183,-1.19522641517389,down
ENSSSCT00000004926,1.29006982272279,0.449128150127399,-1.52225009679748,down
ENSSSCT00000004931,3.62125957181828,1.69848915445424,-1.0922395868236,down
ENSSSCT00000004932,2.102359482424,0.588647030664941,-1.8365346589443,down
ENSSSCT00000004972,2.80639248716235,0.884510944746806,-1.66576489100689,down
ENSSSCT00000004997,3.36402353409783,1.7796617434179,-0.918584741239625,down
ENSSSCT00000005017,2.51643193618412,1.1475632319738,-1.13280592682662,down
ENSSSCT00000005019,1.15605684691645,0.458015337696357,-1.33574452518888,down
ENSSSCT00000005069,2.954711658146,0.269163608651212,-3.4564620752149,down
ENSSSCT00000005073,2.48007637496751,0.883238035219712,-1.4895103437821,down
ENSSSCT00000005079,2.1717822257763,1.37376334797762,-0.660745945987446,down
ENSSSCT00000005084,1.95150787868919,0.7181813354165,-1.44216922241708,down
ENSSSCT00000005103,1.04950990476415,0.651320961826648,-0.688275218553504,down
ENSSSCT00000005121,3.02753411378403,0.685260506766355,-2.1434187675995,down
ENSSSCT00000005137,3.00560093293152,1.01403279922645,-1.5675491513571,down
ENSSSCT00000005138,7.33579597900646,2.20876370728616,-1.73171442770884,down
ENSSSCT00000005142,2.9988371963915,1.63862140647219,-0.871920634981168,down
ENSSSCT00000005158,4.00613378295492,1.59461283486619,-1.32900441371864,down
ENSSSCT00000005211,2.84439484697634,0.825310809284372,-1.78511230682193,down
ENSSSCT00000005236,1.74344711935104,1.22930647493357,-0.50409797147877,down
ENSSSCT00000005245,0.823628778901735,10.9889546451053,3.73791610129401,up
ENSSSCT00000005252,1.52176679319427,0.704234433706994,-1.11161961156617,down
ENSSSCT00000005288,1.60009611054692,20.4310034121591,3.67452959077977,up
ENSSSCT00000005290,5.35432834530634,2.38532944069447,-1.16651708024773,down
ENSSSCT00000005291,4.16547774359934,2.74476860563239,-0.601797439779132,down
ENSSSCT00000005305,0.538630684561308,0.178065030432809,-1.59689220079162,down
ENSSSCT00000005306,15.2999331648002,5.34427024710864,-1.51746048231379,down
ENSSSCT00000005348,3.8767514080038,1.16139925327763,-1.73898421540822,down
ENSSSCT00000005367,0.497016919859825,0.291386854820543,-0.770359170697731,down
ENSSSCT00000005394,2.64306173516324,0.606456158144766,-2.12373486394722,down
ENSSSCT00000005396,12.1374785390084,2.31942807584739,-2.38762772989566,down
ENSSSCT00000005402,0.829971078732979,3.67367294715332,2.14609022449313,up
ENSSSCT00000005436,1.57230936613689,0.578980885502846,-1.44129748394469,down
ENSSSCT00000005453,2.81889660623396,1.3159821051504,-1.09899069124264,down
ENSSSCT00000005463,5.06231257851829,2.3484065126095,-1.10811442843095,down
ENSSSCT00000005481,3.345091548592,0.967505428023759,-1.78970403475327,down
ENSSSCT00000005484,2.68554022983952,1.01794202568243,-1.3995569347668,down
ENSSSCT00000005503,1.22890978652673,0.570380413105093,-1.10738266676941,down
ENSSSCT00000005511,1.64849614909658,0.338358690280173,-2.2845251690774,down
ENSSSCT00000005520,1.34231445483965,0.869844483237876,-0.625893287229747,down
ENSSSCT00000005524,4.56553785445448,0.447179149337195,-3.35186000428209,down
ENSSSCT00000005527,1.76923463684641,1.1437754474274,-0.629321549976621,down
ENSSSCT00000005531,1.44776383058056,0.30446811130445,-2.24946323964007,down
ENSSSCT00000005569,2.74610036215184,1.01103304176588,-1.44155420583952,down
ENSSSCT00000005575,8.87803266104785,2.20032097541875,-2.01252602154835,down
ENSSSCT00000005577,2.04760568805497,1.12258649839899,-0.867111306219713,down
ENSSSCT00000005590,3.8360345243818,1.72256356298784,-1.15505848500915,down
ENSSSCT00000005603,9.33336412895725,2.4227669375004,-1.94574155277156,down
ENSSSCT00000005604,0.876560982796115,0.485598774942296,-0.852089681509093,down
ENSSSCT00000005610,2.54513759624698,0.231099830541445,-3.46115554693217,down
ENSSSCT00000005624,1.69549449219033,0.531383791337592,-1.67387997032133,down
ENSSSCT00000005627,2.41884841294018,0.658071816829733,-1.8780034175882,down
ENSSSCT00000005652,4.68710424552218,2.31507523045538,-1.01763780611992,down
ENSSSCT00000005658,0.13435197526087,5.50453510547055,5.35653128644487,up
ENSSSCT00000005663,1.97597771768649,0.638632923433748,-1.62950784314294,down
ENSSSCT00000005678,3.05522814704925,1.68387801228526,-0.859492489464248,down
ENSSSCT00000005704,1.08044843173745,0.52752189667664,-1.03432733168867,down
ENSSSCT00000005717,4.52460192965592,1.45460386861088,-1.63716455243126,down
ENSSSCT00000005736,0.974903613246072,0.22060060776151,-2.14382282395968,down
ENSSSCT00000005737,4.71843002789403,1.60952281113336,-1.55167388508371,down
ENSSSCT00000005753,0.848949852282586,5.70721232284452,2.74903499495776,up
ENSSSCT00000005761,5.14962589348425,2.62789283318462,-0.970561185158284,down
ENSSSCT00000005783,0.59890511962859,0.407731829597551,-0.554706879723711,down
ENSSSCT00000005787,5.73366109939158,1.47855990061088,-1.95526394117848,down
ENSSSCT00000005799,3.66079598625103,0.915237323673866,-1.99993958343972,down
ENSSSCT00000005802,3.42507244316819,1.08906018746505,-1.65305081507847,down
ENSSSCT00000005806,3.87307577819645,2.61803881459512,-0.564993241926688,down
ENSSSCT00000005808,1.22674718764206,0.589160685820382,-1.05810489507024,down
ENSSSCT00000005823,2.30344884184781,0.918597831950019,-1.32629027328175,down
ENSSSCT00000005841,0.557180389450805,2.75982306271116,2.30835938938093,up
ENSSSCT00000005852,1.59900186116888,0.330323470881586,-2.27522023008288,down
ENSSSCT00000005859,1.25020563994464,5.71009318167876,2.19134887283459,up
ENSSSCT00000005883,11.8433884917795,1.5899321417407,-2.89704480930335,down
ENSSSCT00000005885,3.91159048297965,1.88217007531264,-1.05535834006122,down
ENSSSCT00000005886,4.1115671459454,2.49396304966016,-0.721248299228157,down
ENSSSCT00000005896,0.223487581275397,2.42416070236748,3.43921876977935,up
ENSSSCT00000005907,2.63256819374407,1.26996765227313,-1.05167915299418,down
ENSSSCT00000005908,2.70970174716281,0.797561297149476,-1.7644667574019,down
ENSSSCT00000005923,0.701313370569829,0.494399505049201,-0.504381934377413,down
ENSSSCT00000005924,0.948748489870363,0.412958135704706,-1.20003015065493,down
ENSSSCT00000005925,4.47898565261245,2.78031939704446,-0.68792141872624,down
ENSSSCT00000005931,4.08275780472249,1.49457619889775,-1.44980753458169,down
ENSSSCT00000005946,1.68244597823783,0.461174041444933,-1.86717696799623,down
ENSSSCT00000005980,1.01004904253215,0.671120453877962,-0.589781711947038,down
ENSSSCT00000005984,0.00812704777046414,7.2869773361054,9.80837341391604,up
ENSSSCT00000006005,1.95601207833439,1.23438714075078,-0.664120341130661,down
ENSSSCT00000006011,3.89163320279164,2.53511856702298,-0.618322515138432,down
